course,prof,gpa,% of A,% of B,section_,semester
CHEM 238,SANTANDER P,3.142,36%,54%,206,2020 Summer
CHEM 238,SANTANDER P,3.086,22%,70%,207,2020 Summer
CHEM 238,SANTANDER P,2.692,27%,50%,208,2020 Summer
CHEM 242,MULLEN C,2.928,50%,21%,201,2020 Summer
CHEM 322,BROWN L,3.411,47%,47%,300,2020 Summer
NRSC 235,GARCIA O,3.500,60%,30%,200,2020 Summer
NRSC 320,SCHUMACHER J,4.000,100%,0%,199,2020 Summer
NRSC 340,TIRSO R,3.800,80%,20%,199,2020 Summer
MATH 140,SMALL K,2.564,34%,24%,100,2020 Summer
MATH 140,MCPHATE D,2.291,17%,29%,101,2020 Summer
MATH 140,GRIFFIN J,2.307,23%,31%,102,2020 Summer
MATH 140,BOOTON L,1.863,23%,9%,200,2020 Summer
MATH 140,SNIDER L,2.619,19%,43%,201,2020 Summer
MATH 140,SENGUPTA S,3.727,73%,27%,202,2020 Summer
MATH 141,ZHANG Z,2.312,31%,12%,101,2020 Summer
MATH 141,PAN J,2.714,36%,21%,102,2020 Summer
MATH 141,KARADAĞ T,2.500,33%,17%,201,2020 Summer
MATH 142,OLVERA H,3.377,62%,21%,101,2020 Summer
MATH 142,YU B,2.695,30%,26%,102,2020 Summer
MATH 142,ETTEHAD M,3.037,41%,26%,201,2020 Summer
MATH 142,YAHL T,2.850,30%,35%,202,2020 Summer
MATH 142,GARCIA B,2.565,39%,22%,203,2020 Summer
MATH 142,MAH S,2.130,26%,13%,204,2020 Summer
MATH 150,FORAN A,4.000,100%,0%,200,2020 Summer
MATH 151,SCHRADER T,3.923,92%,8%,200,2020 Summer
MATH 151,ONICA C,1.516,10%,13%,301,2020 Summer
MATH 151,ONICA C,1.344,7%,7%,302,2020 Summer
MATH 151,PEARLSTEIN R,2.206,14%,24%,303,2020 Summer
MATH 151,PEARLSTEIN R,2.678,25%,43%,304,2020 Summer
MATH 152,BISWAS S,2.523,29%,24%,301,2020 Summer
MATH 152,BISWAS S,2.250,21%,21%,302,2020 Summer
MATH 152,BISWAS S,2.440,12%,36%,303,2020 Summer
MATH 152,WATKINS K,1.863,14%,9%,304,2020 Summer
MATH 152,WATKINS K,1.652,9%,17%,305,2020 Summer
MATH 152,WATKINS K,2.157,16%,21%,306,2020 Summer
MATH 167,KRISHNASWAMY USHA A,2.619,19%,43%,100,2020 Summer
MATH 167,DUNCAN P,2.250,12%,38%,200,2020 Summer
MATH 172,AUSTIN A,1.928,21%,0%,300,2020 Summer
MATH 251,CANTU J,3.060,53%,21%,301,2020 Summer
MATH 251,CANTU J,3.176,56%,19%,302,2020 Summer
MATH 304,RAHM JR. R,3.135,39%,42%,100,2020 Summer
MATH 304,GUSTAFSON R,2.615,26%,28%,201,2020 Summer
MATH 304,HARPER A,2.333,19%,25%,300,2020 Summer
MATH 308,ROQUE SOL M,2.687,21%,42%,101,2020 Summer
MATH 308,RAHM JR. R,3.090,31%,55%,201,2020 Summer
MATH 308,ROQUE SOL M,2.694,33%,31%,202,2020 Summer
MATH 308,ONICA C,2.454,29%,16%,300,2020 Summer
MATH 308,LYNCH B,3.129,47%,27%,700,2020 Summer
MATH 311,DARIPA P,2.690,33%,22%,300,2020 Summer
MATH 409,BATTLE G,3.464,64%,21%,300,2020 Summer
MATH 409,BATTLE G,3.625,71%,25%,301,2020 Summer
MATH 411,REIHANI K,2.459,16%,32%,300,2020 Summer
MATH 433,HARRIS S,2.666,22%,33%,100,2020 Summer
MATH 470,STILLER P,2.878,30%,33%,200,2020 Summer
MATH 615,REIHANI K,2.636,36%,27%,700,2020 Summer
MATH 663,BONITO A,3.722,72%,28%,201,2020 Summer
MATH 689,SHATALOV O,3.550,60%,35%,700,2020 Summer
MATH 696,MANUEL D,4.000,100%,0%,100,2020 Summer
ASTR 101,KRISCIUNAS K,3.352,53%,33%,100,2020 Summer
PHYS 201,KUBIK A,3.652,70%,26%,101,2020 Summer
PHYS 201,KUBIK A,3.444,56%,33%,102,2020 Summer
PHYS 201,KUBIK A,3.416,58%,25%,103,2020 Summer
PHYS 201,KUBIK A,3.428,62%,19%,104,2020 Summer
PHYS 201,KUBIK A,3.416,54%,33%,105,2020 Summer
PHYS 201,KUBIK A,3.384,58%,31%,106,2020 Summer
PHYS 201,LYUKSYUTOV I,2.857,29%,38%,107,2020 Summer
PHYS 201,LYUKSYUTOV I,2.952,29%,43%,108,2020 Summer
PHYS 201,LYUKSYUTOV I,3.000,38%,24%,109,2020 Summer
PHYS 201,LYUKSYUTOV I,3.181,45%,27%,110,2020 Summer
PHYS 201,LYUKSYUTOV I,3.136,41%,32%,111,2020 Summer
PHYS 201,LYUKSYUTOV I,3.222,39%,44%,112,2020 Summer
PHYS 201,FAROOQI J,3.250,54%,25%,113,2020 Summer
PHYS 201,FAROOQI J,3.461,62%,23%,114,2020 Summer
PHYS 201,FAROOQI J,3.260,35%,57%,115,2020 Summer
PHYS 201,FAROOQI J,3.695,78%,13%,116,2020 Summer
PHYS 201,FAROOQI J,3.440,52%,40%,117,2020 Summer
PHYS 201,FAROOQI J,3.444,44%,56%,118,2020 Summer
PHYS 202,FAROOQI J,3.458,58%,33%,201,2020 Summer
PHYS 202,FAROOQI J,3.608,70%,22%,202,2020 Summer
PHYS 202,FAROOQI J,3.227,50%,27%,203,2020 Summer
PHYS 202,FAROOQI J,3.181,41%,41%,204,2020 Summer
PHYS 202,FAROOQI J,3.095,48%,19%,205,2020 Summer
PHYS 202,FAROOQI J,3.454,68%,14%,206,2020 Summer
PHYS 202,FAROOQI J,3.500,62%,25%,207,2020 Summer
PHYS 202,LYUKSYUTOV I,3.333,57%,19%,208,2020 Summer
PHYS 202,LYUKSYUTOV I,3.590,68%,23%,209,2020 Summer
PHYS 202,LYUKSYUTOV I,3.150,50%,15%,210,2020 Summer
PHYS 202,LYUKSYUTOV I,3.800,85%,10%,211,2020 Summer
PHYS 202,LYUKSYUTOV I,3.428,64%,14%,212,2020 Summer
PHYS 202,LYUKSYUTOV I,3.272,45%,36%,213,2020 Summer
PHYS 202,LYUKSYUTOV I,3.750,80%,15%,214,2020 Summer
PHYS 206,NODURFT D,2.434,9%,35%,101,2020 Summer
PHYS 206,NODURFT D,2.681,14%,50%,102,2020 Summer
PHYS 206,NODURFT D,2.473,16%,21%,103,2020 Summer
PHYS 206,NODURFT D,2.590,23%,27%,104,2020 Summer
PHYS 206,NODURFT D,2.458,12%,33%,105,2020 Summer
PHYS 206,NODURFT D,2.090,0%,27%,106,2020 Summer
PHYS 206,NODURFT D,2.235,18%,18%,107,2020 Summer
PHYS 206,MAY L,2.375,12%,38%,201,2020 Summer
PHYS 206,MAY L,2.263,0%,32%,204,2020 Summer
PHYS 207,KORDELL M,3.055,39%,28%,101,2020 Summer
PHYS 207,KORDELL M,2.631,16%,37%,102,2020 Summer
PHYS 207,KORDELL M,2.562,6%,44%,103,2020 Summer
PHYS 207,KORDELL M,3.130,35%,52%,104,2020 Summer
PHYS 207,KORDELL M,2.666,17%,33%,105,2020 Summer
PHYS 207,KORDELL M,2.947,37%,21%,106,2020 Summer
PHYS 207,MAY L,2.357,21%,14%,107,2020 Summer
PHYS 207,MAY L,2.230,15%,8%,108,2020 Summer
PHYS 207,MAY L,2.545,18%,36%,109,2020 Summer
PHYS 207,MAY L,3.000,35%,35%,110,2020 Summer
PHYS 207,MAY L,2.473,5%,42%,111,2020 Summer
PHYS 207,NODURFT D,2.500,30%,0%,201,2020 Summer
PHYS 207,NODURFT D,2.208,12%,21%,202,2020 Summer
PHYS 207,NODURFT D,2.761,19%,38%,203,2020 Summer
PHYS 207,NODURFT D,2.391,13%,30%,204,2020 Summer
PHYS 207,KORDELL M,2.736,26%,26%,205,2020 Summer
PHYS 207,KORDELL M,2.500,17%,39%,206,2020 Summer
PHYS 207,KORDELL M,1.947,0%,26%,207,2020 Summer
PHYS 207,KORDELL M,1.933,0%,13%,209,2020 Summer
PHYS 216,LARA RUIZ J,3.489,62%,28%,301,2020 Summer
PHYS 217,IJAZ M,3.227,30%,64%,301,2020 Summer
PHYS 217,RICHARD J,3.130,35%,43%,302,2020 Summer
PHYS 222,ABANOV A,3.366,55%,31%,300,2020 Summer
PHYS 226,WEBB R,3.875,88%,12%,101,2020 Summer
PHYS 226,WEBB R,4.000,100%,0%,103,2020 Summer
PHYS 226,WEBB R,4.000,100%,0%,201,2020 Summer
PHYS 227,WEBB R,3.736,89%,5%,101,2020 Summer
PHYS 227,WEBB R,3.950,95%,5%,103,2020 Summer
PHYS 227,WEBB R,3.857,86%,14%,201,2020 Summer
PHYS 227,WEBB R,3.791,83%,12%,203,2020 Summer
STAT 201,GHOSH P,3.448,62%,24%,101,2020 Summer
STAT 201,PLUMMER S,2.660,25%,42%,201,2020 Summer
STAT 211,HATFIELD L,3.171,46%,32%,100,2020 Summer
STAT 211,HATFIELD L,3.007,34%,40%,200,2020 Summer
STAT 212,ZILBER D,2.878,36%,30%,101,2020 Summer
STAT 302,WANG H,3.782,87%,7%,101,2020 Summer
STAT 302,GHOSH I,3.046,36%,34%,102,2020 Summer
STAT 302,DAS R,3.206,41%,41%,201,2020 Summer
STAT 302,LI G,2.872,29%,40%,202,2020 Summer
STAT 303,CUMMINGS S,3.269,44%,40%,101,2020 Summer
STAT 303,DASGUPTA S,3.596,69%,24%,201,2020 Summer
STAT 335,MOTTA G,2.375,25%,25%,201,2020 Summer
STAT 604,KINCHELOE F,3.608,65%,30%,399,2020 Summer
STAT 604,KINCHELOE F,3.428,57%,29%,700,2020 Summer
STAT 608,LOMBARD F,3.875,88%,12%,399,2020 Summer
STAT 608,LONGNECKER M,3.090,48%,30%,700,2020 Summer
STAT 626,POURAHMADI M,3.812,81%,19%,300,2020 Summer
STAT 626,LONGNECKER M,3.529,62%,29%,700,2020 Summer
STAT 630,KARMAKAR M,3.660,76%,18%,399,2020 Summer
STAT 630,KARMAKAR M,3.590,68%,23%,700,2020 Summer
STAT 641,KARMAKAR M,3.333,50%,33%,399,2020 Summer
STAT 641,KARMAKAR M,3.142,32%,57%,700,2020 Summer
STAT 642,LEE U,3.400,57%,33%,700,2020 Summer
STAT 651,DABNEY A,3.729,76%,22%,300,2020 Summer
STAT 652,AKLEMAN D,3.555,67%,22%,399,2020 Summer
STAT 652,AKLEMAN D,3.200,20%,80%,700,2020 Summer
STAT 656,JONES E,3.714,86%,4%,399,2020 Summer
STAT 656,JONES E,3.958,96%,4%,700,2020 Summer
STAT 659,SINHA S,3.555,56%,44%,399,2020 Summer
STAT 659,SINHA S,3.354,48%,45%,700,2020 Summer
