course,prof,gpa,% of A,% of B,section_,semester
EDAD 606,FAHRENWALD C,4.000,100%,0%,700,2020 Summer
EDAD 606,FAHRENWALD C,4.000,100%,0%,701,2020 Summer
EDAD 608,ASLIN D,3.900,90%,10%,700,2020 Summer
EDAD 609,POENITZSCH N,3.772,91%,2%,700,2020 Summer
EDAD 609,POENITZSCH N,4.000,100%,0%,701,2020 Summer
EDAD 615,SAAVEDRA A,4.000,100%,0%,600,2020 Summer
EDAD 624,WEBB-JOHNSON G,3.925,95%,2%,700,2020 Summer
EDAD 630,SAAVEDRA A,4.000,100%,0%,600,2020 Summer
EDAD 635,WEBB-JOHNSON G,4.000,100%,0%,700,2020 Summer
EDAD 637,LUEVANOS E,4.000,100%,0%,700,2020 Summer
EDAD 669,BAILEY K,3.900,90%,10%,300,2020 Summer
EHRD 203,MARK C,3.500,66%,28%,701,2020 Summer
EHRD 210,MARK C,3.620,76%,14%,700,2020 Summer
EHRD 315,MARK C,3.350,55%,25%,700,2020 Summer
EHRD 371,BAILEY K,3.450,60%,30%,700,2020 Summer
EHRD 371,RICKETTS C,3.375,56%,25%,701,2020 Summer
EHRD 372,MUYIA M,3.388,56%,39%,700,2020 Summer
EHRD 374,MUYIA M,3.178,50%,36%,700,2020 Summer
EHRD 391,SANDLIN J,2.393,15%,33%,700,2020 Summer
EHRD 405,FERGUSON-CAMMARATA,3.756,81%,14%,700,2020 Summer
EHRD 408,PONJUAN L,3.111,22%,67%,700,2020 Summer
EHRD 481,FOWLER R,3.950,95%,5%,199,2020 Summer
EHRD 485,SMITH B,3.714,71%,29%,701,2020 Summer
EHRD 490,SANDLIN J,2.586,17%,34%,701,2020 Summer
EHRD 618,ROUMELL E,4.000,100%,0%,399,2020 Summer
EHRD 618,ROUMELL E,4.000,100%,0%,700,2020 Summer
EHRD 627,MUSOBA G,3.888,89%,11%,700,2020 Summer
EHRD 627,MUSOBA G,3.900,90%,10%,701,2020 Summer
EHRD 630,STEPHENS M,4.000,100%,0%,399,2020 Summer
EHRD 630,STEPHENS M,4.000,100%,0%,701,2020 Summer
EHRD 649,ROUMELL E,4.000,100%,0%,399,2020 Summer
EHRD 649,ROUMELL E,3.800,80%,20%,700,2020 Summer
EHRD 685,DIRANI K,4.000,100%,0%,303,2020 Summer
TCMG 308,MAI B,3.378,49%,41%,200,2020 Summer
TCMG 402,QUIROZ R,3.411,53%,35%,700,2020 Summer
BIED 616,RIOS-LEDEZMA L,4.000,100%,0%,699,2020 Summer
BIED 616,RIOS-LEDEZMA L,4.000,100%,0%,700,2020 Summer
CPSY 600,MCCORMICK A,4.000,100%,0%,700,2020 Summer
CPSY 601,PIÑA-WATSON B,3.933,93%,7%,701,2020 Summer
CPSY 603,PIÑA-WATSON B,3.880,88%,12%,700,2020 Summer
CPSY 630,MCCORMICK A,3.833,83%,17%,700,2020 Summer
CPSY 666,OJEDA L,4.000,100%,0%,300,2020 Summer
CPSY 683,RIDLEY C,4.000,100%,0%,300,2020 Summer
EDTC 621,PEDERSEN S,4.000,100%,0%,700,2020 Summer
EPSY 320,JUNTUNE J,3.789,84%,11%,702,2020 Summer
EPSY 431,RAMOS GARCIMARTIN H,4.000,100%,0%,100,2020 Summer
EPSY 431,RAMOS GARCIMARTIN H,3.652,83%,9%,700,2020 Summer
EPSY 431,RAMOS GARCIMARTIN H,4.000,100%,0%,701,2020 Summer
EPSY 431,RAMOS GARCIMARTIN H,4.000,100%,0%,702,2020 Summer
EPSY 435,RAMOS GARCIMARTIN H,3.762,85%,8%,700,2020 Summer
EPSY 435,RAMOS S,3.446,70%,15%,701,2020 Summer
EPSY 604,OJEDA L,3.967,97%,3%,700,2020 Summer
EPSY 621,RICCIO C,4.000,100%,0%,199,2020 Summer
EPSY 622,RAMOS S,4.000,100%,0%,199,2020 Summer
EPSY 622,RAMOS S,4.000,100%,0%,700,2020 Summer
EPSY 625,YOON M,3.437,44%,56%,100,2020 Summer
EPSY 644,RIDLEY C,3.923,92%,8%,399,2020 Summer
EPSY 647,RIDLEY C,4.000,100%,0%,100,2020 Summer
EPSY 651,KWOK O,4.000,100%,0%,100,2020 Summer
EPSY 652,KWOK O,4.000,100%,0%,200,2020 Summer
EPSY 673,JUNTUNE J,3.666,83%,0%,299,2020 Summer
EPSY 673,JUNTUNE J,3.840,96%,0%,700,2020 Summer
EPSY 689,WALICHOWSKI M,4.000,100%,0%,199,2020 Summer
EPSY 689,WALICHOWSKI M,4.000,100%,0%,299,2020 Summer
EPSY 689,WALICHOWSKI M,4.000,100%,0%,702,2020 Summer
INST 210,FOGARTY M,3.960,96%,4%,100,2020 Summer
INST 210,SALLESE M,4.000,100%,0%,700,2020 Summer
INST 210,DULAS H,3.800,80%,20%,701,2020 Summer
INST 301,WOODWARD R,2.200,20%,10%,100,2020 Summer
INST 301,WOODWARD R,3.300,50%,30%,700,2020 Summer
INST 362,LYNCH J,3.758,86%,10%,700,2020 Summer
INST 362,KARMANIOLOU S,3.827,86%,10%,701,2020 Summer
INST 363,WALICHOWSKI M,4.000,100%,0%,700,2020 Summer
INST 363,NESHYBA M,3.714,80%,17%,701,2020 Summer
INST 363,VELEZ A,3.583,75%,17%,702,2020 Summer
INST 363,LYNCH J,3.939,94%,6%,703,2020 Summer
SPED 601,MONTAGUE M,3.935,94%,6%,700,2020 Summer
SPED 601,MCCORMICK A,3.869,87%,13%,701,2020 Summer
SPED 628,MONTAGUE M,3.916,92%,8%,701,2020 Summer
SPED 632,MONTAGUE M,3.771,80%,17%,700,2020 Summer
SPED 642,BUNCH-CRUMP K,3.969,97%,3%,700,2020 Summer
SPED 689,WHITESIDE E,3.500,61%,27%,700,2020 Summer
SPSY 611,CASTRO OLIVO S,4.000,100%,0%,100,2020 Summer
SPSY 644,SMITH L,4.000,100%,0%,100,2020 Summer
