course,prof,gpa,% of A,% of B,section_,semester
INTA 603,RUSSELL R,3.857,86%,14%,700,2020 Summer
INTA 605,TALBOT B,3.750,75%,25%,399,2020 Summer
INTA 605,TALBOT B,3.545,55%,45%,700,2020 Summer
INTA 617,CASTILLO J,4.000,100%,0%,100,2020 Summer
INTA 644,HAMIE C,3.833,83%,17%,399,2020 Summer
INTA 651,RUSSELL R,3.400,70%,20%,399,2020 Summer
INTA 680,SMITH J,3.200,80%,0%,399,2020 Summer
INTA 680,SMITH J,3.500,50%,50%,700,2020 Summer
INTA 689,MCLAUGHLIN J,3.909,91%,9%,100,2020 Summer
PSAA 601,GRAHAM C,3.952,95%,5%,700,2020 Summer
PSAA 601,SMITH S,4.000,100%,0%,701,2020 Summer
PSAA 602,FERNSLER T,3.333,67%,17%,700,2020 Summer
PSAA 616,MORRISON J,3.375,75%,12%,700,2020 Summer
PSAA 620,MILESKI J,3.833,83%,17%,700,2020 Summer
PSAA 621,BULLOCK J,3.600,60%,40%,399,2020 Summer
PSAA 623,GRAHAM C,3.888,89%,11%,399,2020 Summer
PSAA 623,GRAHAM C,3.583,83%,8%,700,2020 Summer
PSAA 630,NAKAMURA B,4.000,100%,0%,700,2020 Summer
PSAA 634,GREER R,3.500,75%,17%,700,2020 Summer
PSAA 636,LUM J,3.875,88%,12%,399,2020 Summer
PSAA 636,LUM J,4.000,100%,0%,700,2020 Summer
PSAA 643,LUM J,3.857,86%,14%,399,2020 Summer
PSAA 643,LUM J,2.700,60%,10%,700,2020 Summer
PSAA 644,SEAWORTH A,4.000,100%,0%,399,2020 Summer
PSAA 644,SEAWORTH A,3.400,60%,20%,700,2020 Summer
PSAA 654,BAILEY M,3.833,83%,17%,399,2020 Summer
PSAA 654,BAILEY M,3.833,83%,17%,700,2020 Summer
PSAA 656,ROLLINS J,4.000,100%,0%,399,2020 Summer
PSAA 656,ROLLINS J,3.600,80%,0%,700,2020 Summer
PSAA 675,DAVIS D,4.000,100%,0%,700,2020 Summer
PSAA 675,NAKAMURA B,4.000,100%,0%,701,2020 Summer
