course,prof,gpa,% of A,% of B,section_,semester
MEEN 489,HAGLUND J,3.243,54%,32%,700,2020 Summer
MEEN 602,GOMEZ CONSTANTE J,3.375,50%,38%,399,2020 Summer
MEEN 625,BALAWI S,3.250,25%,75%,399,2020 Summer
MEEN 632,LEWIS H,3.950,95%,5%,300,2020 Summer
NUEN 302,TSVETKOVA G,2.904,29%,43%,300,2020 Summer
OCEN 345,ALLEN D,3.605,63%,34%,100,2020 Summer
PETE 201,SLIVA C,3.235,53%,18%,701,2020 Summer
PETE 418,LEE W,3.400,60%,20%,300,2020 Summer
PETE 418,LEE W,3.842,84%,16%,700,2020 Summer
PETE 489,MISRA S,3.416,50%,42%,399,2020 Summer
PETE 609,HASCAKIR B,3.600,80%,0%,701,2020 Summer
PETE 653,MORITA N,4.000,100%,0%,300,2020 Summer
PETE 663,BLASINGAME T,3.800,80%,20%,700,2020 Summer
PETE 689,MISRA S,3.833,83%,17%,300,2020 Summer
PETE 689,NASR-EL-DIN H,4.000,100%,0%,301,2020 Summer
