course,prof,gpa,% of A,% of B,section_,semester
ACCT 209,HEAD M,2.760,21%,40%,200,2020 Summer
ACCT 210,ALLEN N,2.802,27%,41%,200,2020 Summer
ACCT 229,ARNOSKY C,2.483,27%,28%,100,2020 Summer
ACCT 230,ALLEN N,3.072,36%,41%,200,2020 Summer
ACCT 321,MCELROY T,4.000,100%,0%,100,2020 Summer
ACCT 327,LARKIN R,2.915,25%,41%,101,2020 Summer
ACCT 328,HARDING M,3.409,56%,31%,200,2020 Summer
ACCT 329,FARMER K,3.802,83%,15%,199,2020 Summer
ACCT 329,FARMER K,3.836,85%,13%,299,2020 Summer
ACCT 403,FARMER K,3.888,89%,11%,100,2020 Summer
ACCT 405,LARKIN R,3.428,43%,57%,100,2020 Summer
ACCT 407,SHAUB M,2.945,19%,57%,900,2020 Summer
ACCT 421,FOSTER C,4.000,100%,0%,931,2020 Summer
ACCT 427,BLASOR T,3.352,51%,37%,100,2020 Summer
ACCT 450,HEAD M,4.000,100%,0%,200,2020 Summer
ACCT 603,FARMER K,3.914,91%,9%,100,2020 Summer
ACCT 628,SANDERS J,3.578,71%,21%,201,2020 Summer
ACCT 628,SANDERS J,3.605,71%,24%,202,2020 Summer
ACCT 629,FLAGG J,3.939,94%,6%,200,2020 Summer
ACCT 640,FOSTER C,3.323,50%,35%,700,2020 Summer
ACCT 647,REDMAN K,3.578,61%,37%,200,2020 Summer
ACCT 650,HEAD M,4.000,100%,0%,600,2020 Summer
BUAD 620,KRAJICEK J,3.961,96%,4%,661,2020 Summer
BUAD 679,MARCANTONIO J,4.000,100%,0%,101,2020 Summer
BUAD 679,HALE T,3.714,93%,0%,351,2020 Summer
BUAD 679,HALE T,4.000,100%,0%,700,2020 Summer
BUAD 689,SHARMA A,3.500,60%,33%,399,2020 Summer
BUAD 689,SHARMA A,3.416,46%,50%,700,2020 Summer
BUAD 700,FLINT G,3.806,81%,19%,300,2020 Summer
BUAD 701,BLASOR T,3.800,82%,17%,300,2020 Summer
BUSN 403,GUILLORY J,3.571,64%,29%,900,2020 Summer
IBUS 450,PANINA D,3.600,60%,40%,199,2020 Summer
IBUS 456,GASPAR J,3.500,50%,50%,199,2020 Summer
IBUS 692,GASPAR J,3.909,91%,9%,153,2020 Summer
FINC 341,OKOROMADU A,3.524,57%,38%,100,2020 Summer
FINC 342,DRIVER J,4.000,100%,0%,700,2020 Summer
FINC 351,DYE R,2.722,11%,67%,100,2020 Summer
FINC 361,MOHSENI M,3.080,40%,32%,100,2020 Summer
FINC 371,PETERSON J,3.434,48%,48%,100,2020 Summer
FINC 381,ERTURK B,3.727,73%,27%,101,2020 Summer
FINC 409,DRIVER J,3.593,68%,25%,199,2020 Summer
FINC 441,HERCOT P,3.800,80%,20%,199,2020 Summer
FINC 445,OKOROMADU A,3.916,92%,8%,100,2020 Summer
FINC 475,PETERSON J,3.384,54%,31%,199,2020 Summer
FINC 485,HERCOT P,0.000,100%,0%,102,2020 Summer
FINC 629,ERTURK B,3.095,27%,56%,101,2020 Summer
FINC 632,DYE R,3.600,63%,35%,101,2020 Summer
FINC 642,MARTINDALE L,4.000,100%,0%,101,2020 Summer
FINC 651,MAHAJAN A,3.603,68%,25%,661,2020 Summer
ISTM 209,CURTSINGER W,3.159,49%,30%,199,2020 Summer
ISTM 210,JAMIESON T,3.522,68%,23%,100,2020 Summer
ISTM 210,PHINNEY T,3.290,65%,13%,200,2020 Summer
ISTM 250,BOONE T,2.615,35%,27%,100,2020 Summer
ISTM 455,WHITTEN G,4.000,100%,0%,299,2020 Summer
ISTM 489,SCIALDONE M,3.909,91%,9%,199,2020 Summer
ISTM 489,GEORGE J,3.888,89%,11%,299,2020 Summer
ISTM 601,PHINNEY T,3.210,42%,37%,200,2020 Summer
ISTM 610,WHITTEN G,3.857,86%,14%,200,2020 Summer
ISTM 615,BECKER A,3.576,62%,35%,201,2020 Summer
ISTM 615,BECKER A,3.250,44%,44%,202,2020 Summer
ISTM 620,GOMILLION D,3.677,68%,32%,201,2020 Summer
ISTM 620,GOMILLION D,3.607,64%,32%,202,2020 Summer
ISTM 689,GEORGE J,4.000,100%,0%,299,2020 Summer
SCMT 303,ARREOLA-RISA A,3.312,50%,31%,101,2020 Summer
SCMT 303,DARCEY L,3.523,64%,24%,201,2020 Summer
SCMT 364,PAPPU M,3.720,74%,23%,101,2020 Summer
SCMT 364,PAPPU M,3.536,63%,32%,201,2020 Summer
SCMT 375,WHITTEN G,3.875,88%,12%,199,2020 Summer
SCMT 455,WHITTEN G,4.000,100%,0%,299,2020 Summer
MGMT 209,SWIM K,2.270,3%,44%,100,2020 Summer
MGMT 209,HAILEY C,2.468,10%,37%,200,2020 Summer
MGMT 211,SWIM K,2.291,4%,40%,100,2020 Summer
MGMT 309,WESNER B,2.782,20%,44%,199,2020 Summer
MGMT 363,WESSON L,2.823,22%,46%,100,2020 Summer
MGMT 373,SCHWARTZ M,3.238,38%,48%,900,2020 Summer
MGMT 439,NEUKIRCH P,3.576,77%,12%,200,2020 Summer
MGMT 450,PANINA D,3.708,71%,29%,199,2020 Summer
MGMT 457,LEWIS D,3.956,96%,4%,199,2020 Summer
MGMT 466,PACE W,3.357,48%,45%,101,2020 Summer
MGMT 466,PACE W,3.452,60%,26%,102,2020 Summer
MGMT 466,PACE W,3.600,64%,31%,200,2020 Summer
MGMT 484,MORA K,3.000,60%,0%,350,2020 Summer
MGMT 637,FLINT G,3.939,94%,6%,100,2020 Summer
MGMT 637,LESTER R,3.567,57%,43%,661,2020 Summer
MGMT 643,HAILEY C,3.261,34%,58%,200,2020 Summer
MGMT 655,KOUFTEROS B,3.758,76%,24%,100,2020 Summer
MGMT 680,FLINT G,3.738,74%,26%,100,2020 Summer
MGMT 680,FLINT G,3.682,68%,32%,200,2020 Summer
MKTG 321,PARISH J,3.690,69%,31%,931,2020 Summer
MKTG 321,PARISH J,3.717,72%,28%,932,2020 Summer
MKTG 345,SREENIVASAN A,3.717,74%,23%,200,2020 Summer
MKTG 401,SEIPP L,3.000,38%,50%,200,2020 Summer
MKTG 401,SEIPP L,3.615,62%,38%,299,2020 Summer
MKTG 402,MCDANIEL S,3.875,88%,12%,700,2020 Summer
MKTG 403,MCDANIEL S,4.000,100%,0%,700,2020 Summer
MKTG 404,DIKEC A,3.677,84%,6%,399,2020 Summer
MKTG 409,LORING A,3.771,77%,23%,100,2020 Summer
MKTG 409,LORING A,3.828,83%,17%,101,2020 Summer
MKTG 409,PRIDE W,2.357,8%,33%,199,2020 Summer
MKTG 409,SREENIVASAN A,3.500,62%,30%,200,2020 Summer
MKTG 409,PRIDE W,2.321,2%,40%,700,2020 Summer
MKTG 448,SEIPP L,3.117,24%,65%,900,2020 Summer
MKTG 484,LORING A,3.857,86%,14%,351,2020 Summer
MKTG 621,PRIDE W,3.263,42%,42%,196,2020 Summer
MKTG 621,LAMPO S,3.696,73%,24%,200,2020 Summer
MKTG 638,YADAV M,3.692,69%,31%,661,2020 Summer
MKTG 665,PARISH J,3.750,75%,25%,200,2020 Summer
MKTG 689,LIU Y,3.783,78%,22%,200,2020 Summer
MKTG 705,LORING A,3.951,95%,5%,300,2020 Summer
