course,prof,gpa,% of A,% of B,section_,semester
ATMO 201,LI Y,3.270,49%,32%,399,2020 Summer
GEOS 405,JOCHENS A,3.333,44%,44%,915,2020 Summer
GEOS 689,KLEIN A,3.636,64%,36%,776,2020 Summer
GEOG 201,BOUNDS B,3.700,76%,20%,199,2020 Summer
GEOG 202,SMITH J,3.146,49%,29%,200,2020 Summer
GEOG 203,LOISEL J,3.679,72%,25%,199,2020 Summer
GEOG 205,PROUT E,3.433,60%,23%,299,2020 Summer
GEOG 213,DOURIS R,2.676,34%,34%,299,2020 Summer
GEOG 380,FRICKER T,3.538,54%,46%,199,2020 Summer
GEOG 390,CHI Z,0.625,0%,12%,300,2020 Summer
GEOG 390,CHI Z,3.181,45%,36%,398,2020 Summer
GEOG 390,CHI Z,2.461,31%,31%,399,2020 Summer
GEOG 430,BREYER E,3.500,72%,12%,199,2020 Summer
GEOG 659,ZOU L,3.777,78%,22%,775,2020 Summer
GEOG 660,CAI H,3.600,60%,40%,701,2020 Summer
GEOG 665,FILIPPI A,3.800,80%,20%,701,2020 Summer
GEOG 665,FILIPPI A,3.400,40%,60%,775,2020 Summer
GEOG 676,CAI H,4.000,100%,0%,775,2020 Summer
GEOG 678,CAI H,4.000,100%,0%,775,2020 Summer
GEOL 101,KENDERES E,3.589,73%,18%,299,2020 Summer
GEOL 101,MARCANTONIO F,3.125,31%,50%,399,2020 Summer
GEOL 102,DORSEY M,3.250,50%,33%,198,2020 Summer
GEOL 102,MARTIN J,2.933,27%,50%,201,2020 Summer
GEOL 207,CHRPA M,3.714,90%,0%,399,2020 Summer
GEOL 450,LAYA PEREIRA J,3.400,40%,60%,936,2020 Summer
GEOP 489,SPARKS D,2.666,67%,0%,299,2020 Summer
OCNG 251,SYLVAN J,3.140,46%,26%,399,2020 Summer
OCNG 252,WIEDERWOHL C,2.771,37%,23%,199,2020 Summer
OCNG 252,WIEDERWOHL C,2.571,43%,14%,299,2020 Summer
