course,prof,gpa,% of A,% of B,section_,semester
BIMS 101,TIAN Y,4.000,100%,0%,501,2020 Fall
BIMS 101,TIAN Y,4.000,100%,0%,502,2020 Fall
BIMS 101,IVANOV I,3.739,82%,13%,503,2020 Fall
BIMS 101,IVANOV I,3.732,82%,11%,504,2020 Fall
BIMS 101,CAVAZOS C,3.121,55%,24%,M01,2020 Fall
BIMS 110,YOUNG C,3.923,97%,2%,501,2020 Fall
BIMS 110,YOUNG C,3.839,91%,5%,502,2020 Fall
BIMS 289,CROUCH E,3.869,87%,13%,500,2020 Fall
BIMS 289,CROUCH E,4.000,100%,0%,501,2020 Fall
BIMS 289,RIVERA G,4.000,100%,0%,503,2020 Fall
BIMS 289,BRIGHTSMITH D,4.000,100%,0%,504,2020 Fall
BIMS 289,NIEMEYER S,4.000,100%,0%,505,2020 Fall
BIMS 289,CARLISLE E,4.000,100%,0%,506,2020 Fall
BIMS 289,BLACK M,4.000,100%,0%,507,2020 Fall
BIMS 289,JOHNSON K,4.000,100%,0%,508,2020 Fall
BIMS 320,RAUDSEPP T,3.866,87%,13%,201,2020 Fall
BIMS 320,MURPHY W,3.000,36%,31%,501,2020 Fall
BIMS 320,VENKATRAJ V,3.980,98%,2%,502,2020 Fall
BIMS 320,BERGTHORSSON U,3.480,60%,29%,503,2020 Fall
BIMS 405,DERR J,3.794,82%,15%,500,2020 Fall
BIMS 421,VENKATRAJ V,4.000,100%,0%,500,2020 Fall
BIMS 485,CROUCH E,4.000,100%,0%,500,2020 Fall
BIMS 485,BLACK M,4.000,100%,0%,543,2020 Fall
BIMS 491,CROUCH E,4.000,92%,8%,534,2020 Fall
BIMS 602,BURGHARDT R,4.000,100%,0%,600,2020 Fall
VIBS 101,KO G,3.925,95%,2%,500,2020 Fall
VIBS 111,YOUNG C,3.923,97%,2%,500,2020 Fall
VIBS 111,YOUNG C,3.929,96%,2%,501,2020 Fall
VIBS 201,KLEMM W,3.367,57%,26%,700,2020 Fall
VIBS 211,YOUNG C,3.820,90%,7%,501,2020 Fall
VIBS 222,PORTER W,3.625,71%,21%,500,2020 Fall
VIBS 243,JOHNSON L,3.324,65%,16%,500,2020 Fall
VIBS 243,JOHNSON L,3.346,63%,16%,501,2020 Fall
VIBS 243,JOHNSON L,3.625,79%,10%,502,2020 Fall
VIBS 243,JOHNSON L,3.622,73%,18%,503,2020 Fall
VIBS 243,KNEESE D,3.571,64%,29%,M01,2020 Fall
VIBS 277,KO G,3.207,56%,18%,500,2020 Fall
VIBS 285,JOHNSON L,4.000,100%,0%,515,2020 Fall
VIBS 305,PINE M,3.479,63%,27%,501,2020 Fall
VIBS 305,WILSON P,3.216,46%,35%,502,2020 Fall
VIBS 305,WILSON P,3.216,42%,41%,503,2020 Fall
VIBS 305,CAVAZOS C,3.100,20%,70%,M01,2020 Fall
VIBS 343,JOHNSON G,3.369,50%,39%,500,2020 Fall
VIBS 401,SRIVASTAVA V,3.214,32%,57%,500,2020 Fall
VIBS 404,PHILLIPS T,4.000,100%,0%,200,2020 Fall
VIBS 424,AROSH J,4.000,100%,0%,204,2020 Fall
VIBS 450,KO G,3.200,50%,20%,500,2020 Fall
VIBS 485,JOHNSON L,4.000,100%,0%,515,2020 Fall
VIBS 489,PINE M,4.000,100%,0%,500,2020 Fall
VIBS 602,JOHNSON G,3.666,69%,29%,601,2020 Fall
VIBS 604,AROSH J,4.000,100%,0%,604,2020 Fall
VIBS 606,WELSH C,4.000,100%,0%,600,2020 Fall
VIBS 608,NORMAN K,3.857,86%,14%,600,2020 Fall
VIBS 619,PHILLIPS T,4.000,100%,0%,600,2020 Fall
VIBS 641,CHIU W,3.933,93%,7%,600,2020 Fall
VIBS 650,RIJNKELS M,4.000,100%,0%,601,2020 Fall
VIBS 660,GASTEL B,3.666,67%,33%,600,2020 Fall
VIBS 663,GASTEL B,3.833,83%,17%,600,2020 Fall
VIBS 688,MBAH M,3.714,71%,29%,600,2020 Fall
VTPP 234,QUICK C,4.000,100%,0%,505,2020 Fall
VTPP 289,CISNEROS M,4.000,100%,0%,501,2020 Fall
VTPP 289,CISNEROS M,4.000,100%,0%,502,2020 Fall
VTPP 289,CISNEROS M,4.000,100%,0%,503,2020 Fall
VTPP 289,LYONS L,4.000,100%,0%,504,2020 Fall
VTPP 289,LYONS L,4.000,100%,0%,505,2020 Fall
VTPP 289,IVANOV I,4.000,100%,0%,506,2020 Fall
VTPP 323,BLUE MCLENDON A,2.583,25%,31%,500,2020 Fall
VTPP 423,DAVIS A,2.309,19%,33%,501,2020 Fall
VTPP 423,HERMAN J,2.442,14%,45%,502,2020 Fall
VTPP 423,DAVIS A,2.461,18%,33%,503,2020 Fall
VTPP 425,HERMAN J,3.800,80%,20%,500,2020 Fall
VTPP 429,BAILEY E,3.157,29%,58%,500,2020 Fall
VTPP 434,RAMADOSS J,3.555,62%,31%,501,2020 Fall
VTPP 434,RAMADOSS J,3.471,53%,41%,502,2020 Fall
VTPP 438,IVANOV I,4.000,100%,0%,500,2020 Fall
VTPP 444,LYONS L,4.000,100%,0%,500,2020 Fall
VTPP 444,LYONS L,3.894,97%,0%,501,2020 Fall
VTPP 444,LYONS L,4.000,100%,0%,502,2020 Fall
VTPP 485,CISNEROS M,4.000,100%,0%,500,2020 Fall
VTPP 485,BLUE MCLENDON A,3.769,94%,0%,508,2020 Fall
VTPP 485,BLUE MCLENDON A,0.000,100%,0%,509,2020 Fall
VTPP 623,HERMAN J,3.428,43%,57%,601,2020 Fall
VTPP 625,HERMAN J,3.647,65%,35%,600,2020 Fall
VTPP 673,SAFE S,3.333,33%,67%,600,2020 Fall
VPAT 640,NABITY M,3.500,67%,17%,600,2020 Fall
VPAT 652,WEEKS B,3.857,86%,14%,600,2020 Fall
VTMI 649,FARNELL M,3.793,81%,17%,600,2020 Fall
VTMI 689,SUBASHCHANDRABOSE S,3.619,67%,29%,600,2020 Fall
VTPB 221,LOGAN L,3.143,38%,42%,500,2020 Fall
VTPB 221,MIRHOSSEINI N,3.692,77%,15%,M01,2020 Fall
VTPB 405,DABRAL N,3.759,77%,22%,501,2020 Fall
VTPB 405,DABRAL N,3.762,76%,24%,502,2020 Fall
VTPB 405,SUBASHCHANDRABOSE S,3.733,75%,24%,503,2020 Fall
VTPB 405,SUBASHCHANDRABOSE S,3.689,77%,16%,504,2020 Fall
VTPB 409,DABRAL N,3.368,50%,40%,500,2020 Fall
VTPB 409,MIRHOSSEINI N,4.000,100%,0%,M01,2020 Fall
VTPB 410,WEEKS B,3.615,69%,23%,500,2020 Fall
VTPB 421,DABRAL N,3.500,57%,37%,500,2020 Fall
VTPB 438,MIRHOSSEINI N,3.444,67%,11%,M01,2020 Fall
VTPB 485,TURNER K,4.000,100%,0%,506,2020 Fall
VTPB 487,MULENGA A,3.438,54%,35%,500,2020 Fall
