course,prof,gpa,% of A,% of B,section_,semester
TCMG 316,LI X,3.724,72%,28%,500,2020 Fall
TCMG 402,MARK C,3.311,53%,31%,500,2020 Fall
TCMG 402,QUIROZ R,3.770,79%,19%,598,2020 Fall
TCMG 412,MIKEAL A,3.763,79%,18%,500,2020 Fall
TCMG 476,SWEENEY D,3.150,35%,45%,500,2020 Fall
BEFB 472,WALICHOWSKI M,3.800,90%,0%,500,2020 Fall
BEFB 474,WALICHOWSKI M,3.800,90%,0%,500,2020 Fall
BEFB 482,STACKHOUSE E,4.000,100%,0%,500,2020 Fall
BIED 613,ACOSTA S,3.428,86%,0%,699,2020 Fall
BIED 613,ACOSTA S,3.550,85%,5%,700,2020 Fall
BIED 614,LARA-ALECIO R,3.875,88%,12%,699,2020 Fall
BIED 614,LARA-ALECIO R,4.000,100%,0%,700,2020 Fall
BIED 614,LARA-ALECIO R,4.000,100%,0%,701,2020 Fall
BIED 619,ACOSTA S,4.000,100%,0%,600,2020 Fall
BIED 620,RIVERA H,4.000,100%,0%,600,2020 Fall
BIED 689,ESLAMI Z,3.888,89%,11%,600,2020 Fall
BIED 689,ESLAMI Z,4.000,100%,0%,601,2020 Fall
BIED 689,ESLAMI Z,4.000,100%,0%,700,2020 Fall
CPSY 602,MCCORMICK A,3.793,83%,14%,700,2020 Fall
CPSY 626,ELLIOTT T,3.714,71%,29%,600,2020 Fall
CPSY 631,BROSSART D,4.000,100%,0%,600,2020 Fall
CPSY 635,ELLIOTT T,4.000,100%,0%,601,2020 Fall
CPSY 636,RIDLEY C,4.000,100%,0%,600,2020 Fall
CPSY 672,RIDLEY C,3.750,75%,25%,600,2020 Fall
CPSY 683,MCCORD C,4.000,100%,0%,609,2020 Fall
CPSY 683,MCCORMICK A,4.000,100%,0%,700,2020 Fall
EDTC 602,PEDERSEN S,3.800,85%,10%,700,2020 Fall
EDTC 608,MCCORKLE S,4.000,100%,0%,700,2020 Fall
EDTC 642,SWEANY N,3.875,88%,12%,700,2020 Fall
EDTC 645,SWEANY N,3.842,84%,16%,700,2020 Fall
EDTC 654,SWEANY N,4.000,100%,0%,700,2020 Fall
EPFB 210,MONTAGUE M,3.176,47%,35%,500,2020 Fall
EPFB 210,MONTAGUE M,3.634,68%,27%,501,2020 Fall
EPSY 320,JUNTUNE J,3.400,70%,15%,500,2020 Fall
EPSY 320,JUNTUNE J,4.000,100%,0%,700,2020 Fall
EPSY 321,WOODWARD R,3.529,76%,12%,500,2020 Fall
EPSY 430,WOODWARD R,3.181,56%,22%,500,2020 Fall
EPSY 432,RAMOS GARCIMARTIN H,2.857,71%,0%,500,2020 Fall
EPSY 432,RAMOS GARCIMARTIN H,3.200,60%,13%,501,2020 Fall
EPSY 432,RAMOS GARCIMARTIN H,3.444,81%,4%,700,2020 Fall
EPSY 435,RAMOS S,3.391,74%,9%,500,2020 Fall
EPSY 435,RAMOS S,3.681,77%,14%,502,2020 Fall
EPSY 435,RAMOS GARCIMARTIN H,3.729,85%,6%,700,2020 Fall
EPSY 435,RAMOS GARCIMARTIN H,3.877,88%,12%,701,2020 Fall
EPSY 485,JUNTUNE J,3.400,80%,0%,546,2020 Fall
EPSY 602,WOODWARD R,3.800,80%,20%,600,2020 Fall
EPSY 602,BARROSO GARCIA C,3.965,97%,3%,700,2020 Fall
EPSY 622,RAMOS S,4.000,100%,0%,699,2020 Fall
EPSY 622,RAMOS S,3.466,80%,7%,700,2020 Fall
EPSY 624,JUNTUNE J,3.750,88%,4%,700,2020 Fall
EPSY 625,YOON M,3.714,71%,29%,600,2020 Fall
EPSY 631,TANG S,3.857,86%,14%,699,2020 Fall
EPSY 634,WOLTERING S,3.800,80%,20%,600,2020 Fall
EPSY 636,THOMPSON C,4.000,100%,0%,600,2020 Fall
EPSY 636,RAMOS S,3.793,90%,7%,700,2020 Fall
EPSY 636,RAMOS S,4.000,100%,0%,701,2020 Fall
EPSY 637,STOUGH L,3.923,92%,8%,600,2020 Fall
EPSY 640,LUO W,3.565,57%,43%,602,2020 Fall
EPSY 641,BAEK E,3.550,55%,45%,600,2020 Fall
EPSY 642,THOMPSON C,4.000,100%,0%,600,2020 Fall
EPSY 647,GAGNE J,4.000,100%,0%,600,2020 Fall
EPSY 650,LUO W,3.958,96%,4%,600,2020 Fall
EPSY 651,YOON M,3.933,93%,7%,600,2020 Fall
EPSY 652,KWOK O,4.000,100%,0%,600,2020 Fall
EPSY 653,KWOK O,4.000,100%,0%,600,2020 Fall
EPSY 671,ETTEKAL I,4.000,100%,0%,600,2020 Fall
EPSY 673,WOLTERING S,4.000,100%,0%,699,2020 Fall
EPSY 673,WOLTERING S,3.357,71%,0%,700,2020 Fall
EPSY 682,BLAKE J,4.000,100%,0%,600,2020 Fall
EPSY 690,HERNANDEZ P,3.800,80%,20%,600,2020 Fall
INST 210,FOGARTY M,3.846,85%,15%,501,2020 Fall
INST 210,FOGARTY M,3.896,90%,10%,502,2020 Fall
INST 210,FOGARTY M,3.909,91%,9%,503,2020 Fall
INST 210,FOGARTY M,3.789,79%,21%,504,2020 Fall
INST 210,FOGARTY M,3.954,95%,5%,505,2020 Fall
INST 210,FOGARTY M,4.000,100%,0%,506,2020 Fall
INST 210,FOGARTY M,3.523,81%,10%,507,2020 Fall
INST 210,FOGARTY M,3.928,93%,7%,508,2020 Fall
INST 210,FOGARTY M,3.933,93%,7%,509,2020 Fall
INST 210,FOGARTY M,3.866,87%,13%,510,2020 Fall
INST 210,FOGARTY M,3.947,95%,5%,511,2020 Fall
INST 301,WOODWARD R,3.210,47%,32%,500,2020 Fall
INST 301,RAMOS S,3.444,80%,2%,700,2020 Fall
INST 362,KARMANIOLOU S,3.409,73%,14%,900,2020 Fall
INST 362,NESHYBA M,3.695,78%,17%,902,2020 Fall
INST 362,VELEZ A,3.625,62%,38%,903,2020 Fall
INST 362,KARMANIOLOU S,3.722,78%,17%,904,2020 Fall
INST 362,LYNCH J,3.793,83%,14%,905,2020 Fall
INST 362,NESHYBA M,3.846,85%,15%,906,2020 Fall
INST 362,LYNCH J,3.818,82%,18%,908,2020 Fall
INST 362,LYNCH J,3.384,77%,0%,909,2020 Fall
INST 362,KARMANIOLOU S,3.550,75%,15%,910,2020 Fall
INST 363,LYNCH J,3.750,92%,3%,502,2020 Fall
INST 363,KARMANIOLOU S,3.782,83%,13%,503,2020 Fall
INST 363,NESHYBA M,3.933,93%,7%,591,2020 Fall
INST 363,WALICHOWSKI M,3.809,81%,19%,594,2020 Fall
SEFB 420,MONTAGUE M,4.000,100%,0%,500,2020 Fall
SPED 310,WHITESIDE E,3.666,76%,18%,900,2020 Fall
SPED 311,WHITESIDE E,3.937,94%,6%,500,2020 Fall
SPED 314,BILLINGS ASHCRAFT S,4.000,100%,0%,500,2020 Fall
SPED 414,WHITESIDE E,4.000,100%,0%,500,2020 Fall
SPED 442,PERROTT L,3.500,62%,25%,500,2020 Fall
SPED 612,GANZ J,4.000,100%,0%,600,2020 Fall
SPED 620,PERROTT L,3.968,97%,3%,700,2020 Fall
SPED 621,FOGARTY M,3.800,80%,20%,600,2020 Fall
SPED 630,BYRNS G,3.970,97%,3%,700,2020 Fall
SPED 632,MONTAGUE M,3.875,88%,12%,700,2020 Fall
SPED 689,FOGARTY M,4.000,100%,0%,699,2020 Fall
SPED 699,HEATH A,3.275,50%,30%,700,2020 Fall
SPSY 612,NEWELL K,4.000,100%,0%,600,2020 Fall
SPSY 617,NEWELL K,4.000,100%,0%,600,2020 Fall
SPSY 628,SMITH L,3.800,80%,20%,600,2020 Fall
SPSY 638,CASTRO OLIVO S,4.000,100%,0%,600,2020 Fall
SPSY 683,MCCORMICK A,4.000,100%,0%,601,2020 Fall
SPSY 683,BLAKE J,4.000,100%,0%,605,2020 Fall
ATTR 201,ST LOUIS P,3.555,61%,33%,500,2020 Fall
ATTR 301,ST LOUIS P,3.454,64%,27%,500,2020 Fall
ATTR 652,ST LOUIS P,4.000,100%,0%,600,2020 Fall
ATTR 655,BOUCHER A,4.000,100%,0%,600,2020 Fall
ATTR 662,BOUCHER A,3.214,29%,64%,600,2020 Fall
ATTR 663,BOUCHER A,3.785,79%,21%,600,2020 Fall
ATTR 666,BOUCHER A,2.800,7%,67%,600,2020 Fall
ATTR 667,BOUCHER A,3.466,53%,40%,600,2020 Fall
ATTR 668,ST LOUIS P,3.785,79%,21%,600,2020 Fall
ATTR 669,ST LOUIS P,3.928,93%,7%,600,2020 Fall
ATTR 670,GREENWOOD L,3.866,87%,13%,600,2020 Fall
ATTR 673,GREENWOOD L,3.466,47%,53%,600,2020 Fall
ATTR 689,GREENWOOD L,3.714,71%,29%,600,2020 Fall
DCED 202,BERGERON C,3.450,75%,12%,593,2020 Fall
DCED 202,BERGERON C,3.830,88%,8%,594,2020 Fall
DCED 202,ALVAREZ A,3.607,75%,18%,595,2020 Fall
DCED 202,POOLEY-DETWILER A,3.864,93%,2%,596,2020 Fall
DCED 202,ARMSTRONG C,3.864,92%,7%,597,2020 Fall
DCED 202,ARMSTRONG C,3.900,92%,7%,598,2020 Fall
DCED 202,BEDFORD D,3.915,92%,8%,599,2020 Fall
DCED 203,ARMSTRONG C,4.000,100%,0%,500,2020 Fall
DCED 222,BERGERON C,3.800,80%,20%,500,2020 Fall
DCED 260,BEDFORD D,3.950,95%,5%,500,2020 Fall
DCED 301,BEDFORD D,3.928,93%,7%,500,2020 Fall
DCED 303,ARMSTRONG C,3.875,88%,12%,500,2020 Fall
DCED 306,BEDFORD D,4.000,100%,0%,500,2020 Fall
DCED 308,BERGERON C,3.941,94%,6%,900,2020 Fall
DCED 361,ALVAREZ A,3.888,89%,11%,500,2020 Fall
DCED 372,ARMSTRONG C,4.000,100%,0%,500,2020 Fall
DCED 401,POOLEY-DETWILER A,3.800,90%,0%,900,2020 Fall
DCED 402,BERGERON C,3.888,89%,11%,500,2020 Fall
HEFB 222,SHIPLEY M,3.916,92%,8%,501,2020 Fall
HEFB 450,MCNEILL E,4.000,100%,0%,554,2020 Fall
HLTH 210,FEHR S,3.321,51%,36%,501,2020 Fall
HLTH 210,FEHR S,3.407,51%,38%,502,2020 Fall
HLTH 210,EVANS J,3.834,83%,17%,503,2020 Fall
HLTH 210,WILSON K,3.516,61%,31%,504,2020 Fall
HLTH 214,BIN RADHYAN F,3.555,67%,22%,599,2020 Fall
HLTH 216,KNIFFIN D,3.200,20%,80%,501,2020 Fall
HLTH 216,VENABLE L,3.750,75%,25%,502,2020 Fall
HLTH 216,VENABLE L,3.571,57%,43%,503,2020 Fall
HLTH 216,VENABLE L,3.923,92%,8%,504,2020 Fall
HLTH 216,KNIFFIN D,2.750,33%,33%,505,2020 Fall
HLTH 216,VENABLE L,3.750,75%,25%,506,2020 Fall
HLTH 216,KNIFFIN D,3.461,54%,38%,507,2020 Fall
HLTH 221,GILREATH T,4.000,100%,0%,501,2020 Fall
HLTH 221,GILREATH T,4.000,100%,0%,503,2020 Fall
HLTH 222,RAHN R,3.880,88%,12%,500,2020 Fall
HLTH 231,BILLINGS S,3.707,75%,20%,500,2020 Fall
HLTH 231,HANIK B,3.766,77%,23%,503,2020 Fall
HLTH 231,AMO C,3.877,91%,7%,599,2020 Fall
HLTH 236,SANDLIN M,3.622,69%,26%,500,2020 Fall
HLTH 236,SANDLIN M,3.679,70%,28%,501,2020 Fall
HLTH 236,CHEN L,4.000,100%,0%,502,2020 Fall
HLTH 236,ZHANG Z,3.748,80%,15%,596,2020 Fall
HLTH 236,ALEXANDER J,3.872,87%,13%,597,2020 Fall
HLTH 236,ALEXANDER J,3.707,80%,12%,598,2020 Fall
HLTH 236,WILLIAMS D,3.815,86%,10%,599,2020 Fall
HLTH 240,NABIL A,3.395,65%,19%,598,2020 Fall
HLTH 240,NABIL A,3.663,79%,12%,599,2020 Fall
HLTH 285,RAHN R,3.318,77%,0%,501,2020 Fall
HLTH 285,GOMEZ D,3.866,93%,0%,502,2020 Fall
HLTH 285,LOCKLEAR A,3.809,81%,19%,547,2020 Fall
HLTH 331,EVANS J,3.927,93%,7%,500,2020 Fall
HLTH 331,MILSTEIN S,3.227,43%,41%,501,2020 Fall
HLTH 331,EVANS J,4.000,100%,0%,502,2020 Fall
HLTH 333,WIGFALL L,4.000,100%,0%,500,2020 Fall
HLTH 334,FEHR S,3.694,72%,25%,501,2020 Fall
HLTH 334,COLLINS E,3.696,73%,24%,598,2020 Fall
HLTH 334,COLLINS E,3.711,76%,21%,599,2020 Fall
HLTH 335,TISONE C,3.710,77%,17%,500,2020 Fall
HLTH 335,TISONE C,3.745,80%,15%,501,2020 Fall
HLTH 335,IDOKO E,3.885,89%,11%,598,2020 Fall
HLTH 335,IDOKO E,3.914,91%,9%,599,2020 Fall
HLTH 342,MILSTEIN S,3.666,69%,29%,500,2020 Fall
HLTH 342,RAHN R,3.968,97%,3%,501,2020 Fall
HLTH 342,FEHR S,3.766,80%,17%,502,2020 Fall
HLTH 342,WILSON K,3.549,63%,28%,599,2020 Fall
HLTH 353,SANDLIN M,3.042,24%,59%,500,2020 Fall
HLTH 353,APOSTOLOPOULOS Y,3.875,88%,12%,501,2020 Fall
HLTH 353,APOSTOLOPOULOS Y,3.914,96%,3%,599,2020 Fall
HLTH 354,HANIK B,3.660,73%,21%,599,2020 Fall
HLTH 403,SANDLIN M,3.900,90%,10%,500,2020 Fall
HLTH 403,HANIK B,3.818,82%,18%,501,2020 Fall
HLTH 403,STRONG M,3.722,78%,17%,502,2020 Fall
HLTH 403,BAETGE C,3.811,83%,15%,599,2020 Fall
HLTH 407,TISONE C,3.866,97%,0%,500,2020 Fall
HLTH 407,TISONE C,3.903,92%,6%,501,2020 Fall
HLTH 410,NICKSIC H,3.421,55%,32%,500,2020 Fall
HLTH 410,NICKSIC H,3.147,32%,53%,501,2020 Fall
HLTH 410,BASSETT K,3.431,50%,43%,598,2020 Fall
HLTH 415,MCNEILL E,3.888,89%,11%,902,2020 Fall
HLTH 415,MCNEILL E,3.722,72%,28%,903,2020 Fall
HLTH 421,MCNEILL E,3.200,33%,53%,502,2020 Fall
HLTH 425,SHIPLEY M,3.736,79%,16%,500,2020 Fall
HLTH 425,SHIPLEY M,3.894,89%,11%,501,2020 Fall
HLTH 429,NICKSIC H,3.352,53%,29%,501,2020 Fall
HLTH 429,NICKSIC H,3.433,57%,33%,502,2020 Fall
HLTH 429,MIN J,3.666,74%,21%,599,2020 Fall
HLTH 440,RAHN R,4.000,100%,0%,930,2020 Fall
HLTH 440,SHERMAN L,3.882,94%,0%,931,2020 Fall
HLTH 445,EVANS J,3.722,89%,6%,500,2020 Fall
HLTH 491,CHEN L,4.000,100%,0%,501,2020 Fall
HLTH 605,PATTERSON M,3.937,94%,6%,600,2020 Fall
HLTH 607,TISONE C,4.000,100%,0%,600,2020 Fall
HLTH 622,SHIPLEY M,4.000,100%,0%,600,2020 Fall
HLTH 630,SHERMAN L,4.000,100%,0%,600,2020 Fall
HLTH 634,MILSTEIN S,3.583,67%,25%,699,2020 Fall
HLTH 635,EVANS J,3.888,89%,11%,699,2020 Fall
HLTH 639,HARVEY I,3.882,88%,12%,600,2020 Fall
HLTH 659,GOODSON P,4.000,100%,0%,600,2020 Fall
HLTH 689,CHEN L,4.000,100%,0%,602,2020 Fall
KINE 120,WENZEL T,3.444,63%,22%,002,2020 Fall
KINE 120,SPORTSMAN-DARNELL G,2.905,43%,23%,003,2020 Fall
KINE 120,WOODARD D,3.269,52%,30%,004,2020 Fall
KINE 120,DANNENBAUM J,3.222,61%,22%,006,2020 Fall
KINE 120,WOODARD D,3.105,37%,42%,033,2020 Fall
KINE 120,WOODARD D,3.210,53%,26%,034,2020 Fall
KINE 120,SIMMONS K,3.266,67%,20%,803,2020 Fall
KINE 120,SIMMONS K,3.266,60%,20%,804,2020 Fall
KINE 120,COADY W,3.000,55%,14%,807,2020 Fall
KINE 120,COADY W,3.260,52%,26%,808,2020 Fall
KINE 120,SLAGEL K,3.500,68%,18%,813,2020 Fall
KINE 120,THORNTON M,3.380,57%,33%,818,2020 Fall
KINE 120,THORNTON M,3.555,72%,11%,819,2020 Fall
KINE 120,WENZEL T,3.071,36%,50%,820,2020 Fall
KINE 120,SIMMONS K,3.666,87%,7%,821,2020 Fall
KINE 120,VENABLE L,4.000,100%,0%,822,2020 Fall
KINE 120,WAITE L,3.909,91%,9%,823,2020 Fall
KINE 120,NETHERLAND B,4.000,100%,0%,824,2020 Fall
KINE 120,NETHERLAND B,3.588,82%,6%,825,2020 Fall
KINE 120,NETHERLAND B,3.578,84%,0%,826,2020 Fall
KINE 120,NETHERLAND B,3.888,89%,11%,827,2020 Fall
KINE 120,BYRNE K,3.062,44%,31%,831,2020 Fall
KINE 120,BYRNE K,3.650,80%,15%,832,2020 Fall
KINE 120,POOLEY-DETWILER A,3.782,83%,13%,833,2020 Fall
KINE 120,POOLEY-DETWILER A,3.904,90%,10%,834,2020 Fall
KINE 120,KUPPERSMITH N,3.833,83%,17%,836,2020 Fall
KINE 120,ARMSTRONG C,3.875,88%,12%,837,2020 Fall
KINE 120,THORNTON M,3.090,73%,0%,843,2020 Fall
KINE 120,THORNTON M,3.857,93%,0%,844,2020 Fall
KINE 120,BERTHOT P,3.000,50%,12%,847,2020 Fall
KINE 120,BERTHOT P,3.384,77%,8%,848,2020 Fall
KINE 120,HANIK M,3.461,62%,23%,849,2020 Fall
KINE 120,KETELAAR L,4.000,100%,0%,850,2020 Fall
KINE 120,WENZEL T,3.538,69%,15%,851,2020 Fall
KINE 120,WENZEL T,3.466,73%,13%,852,2020 Fall
KINE 120,KETELAAR L,3.950,95%,5%,853,2020 Fall
KINE 120,KETELAAR L,4.000,100%,0%,854,2020 Fall
KINE 120,WENZEL T,3.777,83%,11%,855,2020 Fall
KINE 120,VENABLE L,3.782,78%,22%,856,2020 Fall
KINE 120,KETELAAR L,3.933,93%,7%,857,2020 Fall
KINE 120,GONZALEZ A,4.000,100%,0%,858,2020 Fall
KINE 120,ALVAREZ A,3.300,60%,30%,867,2020 Fall
KINE 120,ALVAREZ A,3.571,64%,29%,868,2020 Fall
KINE 120,BREIDENBACH B,3.000,50%,20%,870,2020 Fall
KINE 120,MCNEW R,3.413,76%,10%,875,2020 Fall
KINE 120,LOCKLEAR A,3.458,62%,21%,876,2020 Fall
KINE 120,WAITE L,3.727,86%,9%,877,2020 Fall
KINE 120,WAITE L,3.590,68%,23%,878,2020 Fall
KINE 120,KUPPERSMITH N,3.750,80%,15%,880,2020 Fall
KINE 120,KUPPERSMITH N,3.800,85%,10%,881,2020 Fall
KINE 120,WAITE L,3.476,62%,24%,882,2020 Fall
KINE 120,BREKKEN K,3.190,52%,29%,883,2020 Fall
KINE 121,SZURA J,3.315,55%,29%,501,2020 Fall
KINE 121,COHEN L,3.394,55%,29%,502,2020 Fall
KINE 121,COHEN L,3.675,73%,22%,503,2020 Fall
KINE 121,GOMEZ D,3.512,64%,26%,504,2020 Fall
KINE 121,POOLEY-DETWILER A,3.540,73%,14%,505,2020 Fall
KINE 175,BEDFORD D,4.000,100%,0%,500,2020 Fall
KINE 198,LOCKLEAR A,3.444,50%,44%,901,2020 Fall
KINE 198,NETHERLAND B,3.800,95%,0%,902,2020 Fall
KINE 198,POOLEY-DETWILER A,3.733,87%,0%,903,2020 Fall
KINE 198,GOMEZ D,3.947,95%,5%,904,2020 Fall
KINE 198,SZURA J,3.800,90%,0%,905,2020 Fall
KINE 198,BREKKEN K,3.750,80%,15%,907,2020 Fall
KINE 199,WAITE L,3.761,86%,10%,001,2020 Fall
KINE 199,WILLINGHAM K,3.863,91%,5%,002,2020 Fall
KINE 199,WENZEL T,3.894,89%,11%,014,2020 Fall
KINE 199,GOMEZ D,3.476,62%,24%,015,2020 Fall
KINE 199,WENZEL T,3.842,84%,16%,016,2020 Fall
KINE 199,HANIK M,3.888,89%,11%,022,2020 Fall
KINE 199,GOMEZ D,2.666,100%,0%,024,2020 Fall
KINE 199,POOLEY-DETWILER A,3.752,94%,4%,025,2020 Fall
KINE 199,SPORTSMAN-DARNELL G,3.428,100%,0%,027,2020 Fall
KINE 199,SPORTSMAN-DARNELL G,3.285,83%,17%,034,2020 Fall
KINE 199,SZURA J,3.928,93%,7%,045,2020 Fall
KINE 199,NELSON C,4.000,100%,0%,046,2020 Fall
KINE 199,COADY W,3.428,100%,0%,051,2020 Fall
KINE 199,COADY W,3.888,89%,11%,052,2020 Fall
KINE 199,COADY W,4.000,100%,0%,053,2020 Fall
KINE 199,COHEN L,4.000,100%,0%,055,2020 Fall
KINE 199,COADY W,4.000,100%,0%,056,2020 Fall
KINE 199,COADY W,3.600,80%,0%,057,2020 Fall
KINE 199,COHEN L,4.000,100%,0%,058,2020 Fall
KINE 199,THOMAS F,4.000,100%,0%,061,2020 Fall
KINE 199,AGNOR D,4.000,100%,0%,065,2020 Fall
KINE 199,SLAGEL K,3.800,80%,20%,067,2020 Fall
KINE 199,AGNOR D,3.555,100%,0%,068,2020 Fall
KINE 199,THORNTON M,3.800,80%,20%,088,2020 Fall
KINE 199,HANIK M,3.000,60%,40%,089,2020 Fall
KINE 199,SIMMONS K,4.000,100%,0%,095,2020 Fall
KINE 199,SCHAKEL D,4.000,100%,0%,102,2020 Fall
KINE 199,SCHAKEL D,4.000,100%,0%,103,2020 Fall
KINE 199,SCHAKEL D,4.000,100%,0%,105,2020 Fall
KINE 199,SCHAKEL D,4.000,100%,0%,106,2020 Fall
KINE 199,SCHAKEL D,4.000,100%,0%,107,2020 Fall
KINE 199,ISENHART M,4.000,100%,0%,120,2020 Fall
KINE 199,ISENHART M,4.000,100%,0%,121,2020 Fall
KINE 199,DANNENBAUM J,3.714,71%,29%,134,2020 Fall
KINE 199,DANNENBAUM J,4.000,100%,0%,138,2020 Fall
KINE 199,DANNENBAUM J,4.000,100%,0%,142,2020 Fall
KINE 199,DANNENBAUM J,3.875,88%,12%,146,2020 Fall
KINE 199,BYRNE K,3.916,92%,8%,166,2020 Fall
KINE 199,WOODARD D,3.555,100%,0%,168,2020 Fall
KINE 199,BASSETT K,3.714,86%,0%,170,2020 Fall
KINE 199,WOODARD D,4.000,100%,0%,171,2020 Fall
KINE 199,WOODARD D,4.000,100%,0%,172,2020 Fall
KINE 199,WAITE L,4.000,100%,0%,176,2020 Fall
KINE 199,WAITE L,3.571,71%,14%,177,2020 Fall
KINE 199,GOMEZ D,4.000,100%,0%,189,2020 Fall
KINE 199,DANNENBAUM J,3.400,40%,60%,193,2020 Fall
