course,prof,gpa,% of A,% of B,section_,semester
ARCH 205,CATAO CARTAXO,3.421,58%,26%,902,2020 Fall
ARCH 205,ESQUIVEL J,4.000,100%,0%,903,2020 Fall
ARCH 205,HAWKINS A,3.111,22%,67%,904,2020 Fall
ARCH 205,DE LIMA VAZ XAVIER,3.526,68%,16%,905,2020 Fall
ARCH 205,LOUIE J,3.315,42%,47%,906,2020 Fall
ARCH 205,LUTZ S,3.789,79%,21%,907,2020 Fall
ARCH 212,ZHU X,3.469,54%,39%,500,2020 Fall
ARCH 212,LU Z,3.404,64%,17%,700,2020 Fall
ARCH 216,GAYK M,3.550,55%,45%,501,2020 Fall
ARCH 221,KLEIN N,3.000,43%,29%,500,2020 Fall
ARCH 246,JAIN P,3.769,77%,23%,500,2020 Fall
ARCH 249,GLOWACKI K,3.600,80%,0%,200,2020 Fall
ARCH 249,CAFFEY S,3.900,90%,10%,201,2020 Fall
ARCH 249,GLOWACKI K,3.133,40%,40%,501,2020 Fall
ARCH 249,GLOWACKI K,3.317,50%,37%,502,2020 Fall
ARCH 249,CAFFEY S,3.846,85%,15%,503,2020 Fall
ARCH 249,CAFFEY S,3.870,92%,4%,504,2020 Fall
ARCH 249,CAFFEY S,3.757,84%,9%,700,2020 Fall
ARCH 250,KLEIN N,3.600,80%,0%,200,2020 Fall
ARCH 250,STEWART Z,3.250,75%,0%,201,2020 Fall
ARCH 250,KLEIN N,3.733,80%,13%,501,2020 Fall
ARCH 250,KLEIN N,3.591,70%,20%,502,2020 Fall
ARCH 250,STEWART Z,2.785,21%,43%,503,2020 Fall
ARCH 250,STEWART Z,3.102,45%,35%,504,2020 Fall
ARCH 250,CAMPAGNOL G,3.587,70%,22%,700,2020 Fall
ARCH 250,CAMPAGNOL G,3.479,64%,22%,701,2020 Fall
ARCH 305,ALI A,3.888,89%,11%,931,2020 Fall
ARCH 305,CATAO CARTAXO,3.777,78%,22%,932,2020 Fall
ARCH 305,ERMINY M,4.000,100%,0%,933,2020 Fall
ARCH 305,MANN G,3.933,93%,7%,934,2020 Fall
ARCH 305,STEWART K,3.625,81%,12%,935,2020 Fall
ARCH 317,ESQUIVEL J,3.933,93%,7%,500,2020 Fall
ARCH 330,OBRIEN M,4.000,100%,0%,200,2020 Fall
ARCH 330,OBRIEN M,3.317,45%,44%,500,2020 Fall
ARCH 331,NICHOLS A,2.666,13%,49%,500,2020 Fall
ARCH 335,HABERL J,3.250,45%,40%,500,2020 Fall
ARCH 350,CAMPAGNOL G,3.238,45%,38%,500,2020 Fall
ARCH 350,BIEBER S,3.238,48%,35%,700,2020 Fall
ARCH 353,ESQUIVEL J,3.960,96%,4%,500,2020 Fall
ARCH 381,CLAYTON M,3.925,96%,0%,500,2020 Fall
ARCH 405,OBRIEN M,3.666,75%,17%,201,2020 Fall
ARCH 405,CLAYTON M,4.000,100%,0%,500,2020 Fall
ARCH 405,ERMINY M,3.800,80%,20%,501,2020 Fall
ARCH 405,TRIPP A,3.562,69%,19%,502,2020 Fall
ARCH 405,AITANI K,3.700,80%,10%,503,2020 Fall
ARCH 405,LUTZ S,3.470,47%,53%,504,2020 Fall
ARCH 413,TATE J,3.700,80%,10%,500,2020 Fall
ARCH 421,CULP C,3.642,86%,7%,500,2020 Fall
ARCH 431,NICHOLS A,2.916,17%,58%,201,2020 Fall
ARCH 431,NICHOLS A,2.850,25%,35%,501,2020 Fall
ARCH 431,NICHOLS A,3.000,15%,70%,503,2020 Fall
ARCH 435,CULP C,3.666,92%,0%,201,2020 Fall
ARCH 435,BALTAZAR CERVANTES,3.500,75%,0%,501,2020 Fall
ARCH 435,BELTRAN L,3.950,95%,5%,503,2020 Fall
ARCH 458,HILL R,4.000,100%,0%,200,2020 Fall
ARCH 458,HILL R,3.954,96%,3%,500,2020 Fall
ARCH 601,HE W,3.571,57%,43%,600,2020 Fall
ARCH 605,ESQUIVEL J,3.555,56%,44%,601,2020 Fall
ARCH 605,LU Z,3.750,75%,25%,602,2020 Fall
ARCH 605,LOPEZ DINARDI M,3.444,56%,33%,603,2020 Fall
ARCH 605,TATE J,3.777,78%,22%,604,2020 Fall
ARCH 607,HOLLIDAY R,3.727,91%,0%,601,2020 Fall
ARCH 607,HALIBURTON J,3.545,64%,27%,602,2020 Fall
ARCH 610,HE W,3.571,57%,43%,600,2020 Fall
ARCH 612,HOLLIDAY S,3.642,79%,7%,600,2020 Fall
ARCH 628,BELTRAN L,4.000,100%,0%,600,2020 Fall
ARCH 631,NICHOLS A,2.437,6%,31%,600,2020 Fall
ARCH 633,BALTAZAR CERVANTES,3.550,60%,35%,600,2020 Fall
ARCH 638,CAMPAGNOL G,4.000,100%,0%,600,2020 Fall
ARCH 644,GLOWACKI K,4.000,100%,0%,601,2020 Fall
ARCH 644,STEWART Z,3.444,44%,56%,602,2020 Fall
ARCH 645,TRIPP A,3.555,67%,22%,601,2020 Fall
ARCH 648,JAIN P,4.000,100%,0%,600,2020 Fall
ARCH 655,YAN W,4.000,100%,0%,600,2020 Fall
ARCH 657,ADAMS H,4.000,100%,0%,600,2020 Fall
ARCH 658,ALI A,3.421,58%,26%,600,2020 Fall
ARCH 660,PENTECOST A,3.692,69%,31%,600,2020 Fall
ARCH 664,AITANI K,4.000,100%,0%,600,2020 Fall
ARCH 669,YAN W,4.000,100%,0%,600,2020 Fall
ARCH 674,HAMILTON D,3.857,86%,14%,600,2020 Fall
ARCH 675,ZHU X,3.692,69%,31%,600,2020 Fall
ARCH 678,HAMILTON D,4.000,100%,0%,600,2020 Fall
ENDS 101,HILL R,4.000,100%,0%,201,2020 Fall
ENDS 101,HILL R,4.000,100%,0%,202,2020 Fall
ENDS 101,HILL R,4.000,100%,0%,203,2020 Fall
ENDS 101,HILL R,4.000,100%,0%,204,2020 Fall
ENDS 101,HILL R,4.000,100%,0%,205,2020 Fall
ENDS 101,HILL R,4.000,100%,0%,206,2020 Fall
ENDS 101,HILL R,4.000,100%,0%,207,2020 Fall
ENDS 101,CAFFEY S,3.991,99%,1%,501,2020 Fall
ENDS 101,BILLINGSLEY A,3.388,48%,45%,701,2020 Fall
ENDS 105,ROGERS J,3.000,23%,55%,506,2020 Fall
ENDS 105,DE LIMA VAZ XAVIER,3.714,79%,14%,507,2020 Fall
ENDS 105,BORGES GONZALEZ A,3.217,26%,70%,508,2020 Fall
ENDS 105,HAWKINS A,3.380,38%,62%,509,2020 Fall
ENDS 105,FAULKNER M,3.555,56%,44%,510,2020 Fall
ENDS 105,CALVESBERT T,3.125,19%,75%,511,2020 Fall
ENDS 105,ROGERS J,2.733,20%,40%,512,2020 Fall
ENDS 115,ROHIT KUMAR .,3.181,32%,55%,506,2020 Fall
ENDS 115,ZHAO X,3.875,88%,12%,507,2020 Fall
ENDS 115,BORGES GONZALEZ A,4.000,100%,0%,508,2020 Fall
ENDS 115,ANIFOWOSE H,3.666,72%,22%,509,2020 Fall
ENDS 115,OSI K,3.750,75%,25%,510,2020 Fall
