course,prof,gpa,% of A,% of B,section_,semester
AGCJ 105,DUNSFORD D,2.923,8%,77%,500,2019 Spring
AGCJ 105,DUNSFORD D,2.952,33%,38%,501,2019 Spring
AGCJ 281,WAGNER S,3.291,40%,50%,500,2019 Spring
AGCJ 306,WALTHER D,3.904,90%,10%,700,2019 Spring
AGCJ 307,RUTHERFORD T,3.580,58%,42%,501,2019 Spring
AGCJ 307,RUTHERFORD T,3.157,37%,47%,700,2019 Spring
AGCJ 312,DUNSFORD D,2.947,32%,32%,501,2019 Spring
AGCJ 312,MCGRATH P,2.750,50%,12%,599,2019 Spring
AGCJ 312,MCGRATH P,3.583,67%,25%,700,2019 Spring
AGCJ 313,LEGGETTE H,3.052,26%,53%,901,2019 Spring
AGCJ 313,LEGGETTE H,3.250,30%,65%,902,2019 Spring
AGCJ 314,REDWINE T,3.500,55%,41%,901,2019 Spring
AGCJ 314,REDWINE T,3.240,32%,60%,902,2019 Spring
AGCJ 404,JARVIS H,3.500,80%,10%,599,2019 Spring
AGCJ 404,JARVIS H,3.392,64%,21%,700,2019 Spring
AGCJ 405,RUTHERFORD T,3.875,88%,12%,501,2019 Spring
AGCJ 407,MISZTAL M,3.800,80%,20%,700,2019 Spring
AGCJ 408,WEGENER R,3.406,47%,47%,700,2019 Spring
AGCJ 411,MCKIM B,3.692,73%,23%,500,2019 Spring
AGCJ 466,MCKIM B,3.333,58%,17%,500,2019 Spring
AGCJ 481,WALTHER D,3.925,92%,8%,500,2019 Spring
AGCJ 481,MCKIM B,4.000,100%,0%,566,2019 Spring
AGCJ 489,WALTHER D,3.866,87%,13%,502,2019 Spring
AGCJ 491,RUTHERFORD T,4.000,100%,0%,500,2019 Spring
AGCJ 491,MCKIM B,4.000,100%,0%,507,2019 Spring
AGCJ 491,WINGENBACH G,3.800,80%,20%,550,2019 Spring
AGCJ 494,DUNSFORD D,4.000,100%,0%,516,2019 Spring
AGCJ 494,DUNSFORD D,4.000,100%,0%,566,2019 Spring
AGSC 301,BRIERS G,3.692,69%,31%,500,2019 Spring
AGSC 305,SHEEHAN C,3.466,60%,27%,700,2019 Spring
AGSC 373,HANCOCK J,3.580,65%,29%,500,2019 Spring
