course,prof,gpa,% of A,% of B,section_,semester
ANTH 201,BURKE A,2.638,20%,45%,500,2019 Spring
ANTH 201,ALVARD M,2.411,11%,40%,501,2019 Spring
ANTH 202,WATERS M,2.395,9%,44%,500,2019 Spring
ANTH 204,GRAF K,2.657,17%,43%,500,2019 Spring
ANTH 205,DEMPSEY A,3.314,56%,27%,500,2019 Spring
ANTH 205,VIEIRA DE CASTRO L,2.919,19%,55%,501,2019 Spring
ANTH 205,LYNCH D,3.237,51%,29%,502,2019 Spring
ANTH 205,LYNCH D,3.371,54%,36%,503,2019 Spring
ANTH 205,HODGES S,3.773,77%,23%,504,2019 Spring
ANTH 205,DOHERTY C,3.123,37%,42%,505,2019 Spring
ANTH 205,HAGSETH M,3.468,56%,34%,506,2019 Spring
ANTH 205,CANTERBURY J,2.718,19%,47%,507,2019 Spring
ANTH 205,BORD A,3.235,59%,24%,508,2019 Spring
ANTH 205,FARRAR J,3.750,85%,5%,509,2019 Spring
ANTH 205,BRYANT V,2.567,19%,37%,599,2019 Spring
ANTH 210,KENNEDY C,3.284,52%,33%,501,2019 Spring
ANTH 210,HOPKINS A,3.250,47%,37%,502,2019 Spring
ANTH 225,DE RUITER D,2.581,18%,33%,501,2019 Spring
ANTH 226,IZZO V,3.647,71%,24%,501,2019 Spring
ANTH 226,ACHORN A,3.714,79%,14%,502,2019 Spring
ANTH 229,GREEN T,3.058,24%,59%,500,2019 Spring
ANTH 270,LAPORTE C,3.218,44%,44%,500,2019 Spring
ANTH 301,THOMS A,2.400,13%,33%,900,2019 Spring
ANTH 302,GOEBEL F,2.785,29%,43%,500,2019 Spring
ANTH 305,LINDERHOLM A,3.500,56%,38%,900,2019 Spring
ANTH 312,DE RUITER D,2.733,33%,27%,500,2019 Spring
ANTH 316,PULAK C,2.870,31%,35%,501,2019 Spring
ANTH 317,WACHSMANN S,2.647,24%,41%,500,2019 Spring
ANTH 317,WACHSMANN S,2.583,25%,25%,501,2019 Spring
ANTH 323,PULAK C,3.176,53%,24%,500,2019 Spring
ANTH 324,BUSTOS I,3.582,68%,26%,501,2019 Spring
ANTH 324,DEL CIAMPO M,3.531,66%,26%,502,2019 Spring
ANTH 340,GREEN T,2.666,21%,33%,500,2019 Spring
ANTH 354,CARLSON D,3.500,77%,0%,500,2019 Spring
ANTH 403,LYNCH D,3.461,69%,23%,500,2019 Spring
ANTH 410,LAPORTE C,2.677,32%,32%,500,2019 Spring
ANTH 415,WHITE J,3.166,33%,50%,900,2019 Spring
ANTH 425,WRIGHT L,2.818,45%,18%,500,2019 Spring
ANTH 426,HOPKINS A,3.416,62%,21%,500,2019 Spring
ANTH 434,WINKING J,2.913,30%,39%,900,2019 Spring
ANTH 436,WACHSMANN S,3.217,57%,17%,500,2019 Spring
ANTH 448,CARLSON D,2.769,23%,46%,500,2019 Spring
ANTH 484,WERNER C,3.863,88%,12%,501,2019 Spring
ANTH 489,LINDERHOLM A,2.583,17%,42%,501,2019 Spring
ANTH 489,SMITH M,4.000,100%,0%,502,2019 Spring
ANTH 602,THOMS A,3.666,67%,33%,600,2019 Spring
ANTH 604,ALVARD M,4.000,100%,0%,600,2019 Spring
ANTH 606,HAMILTON D,4.000,100%,0%,600,2019 Spring
ANTH 608,WACHSMANN S,3.500,67%,17%,600,2019 Spring
ANTH 628,CRISMAN K,4.000,100%,0%,600,2019 Spring
ANTH 634,BRYANT V,4.000,100%,0%,600,2019 Spring
ANTH 642,CARLSON D,3.684,89%,0%,600,2019 Spring
ANTH 649,ATHREYA S,2.800,0%,80%,600,2019 Spring
ANTH 661,GRAF K,4.000,100%,0%,600,2019 Spring
ANTH 685,DOSTAL C,4.000,100%,0%,609,2019 Spring
ANTH 689,DOSTAL C,3.333,44%,44%,601,2019 Spring
AFST 201,CARTER-SOWELL A,3.052,16%,74%,501,2019 Spring
AFST 317,GONLIN V,3.090,27%,55%,500,2019 Spring
AFST 327,DONKOR D,4.000,100%,0%,500,2019 Spring
AFST 339,TUHKANEN M,2.800,40%,40%,500,2019 Spring
AFST 352,JAIMA A,2.833,33%,50%,500,2019 Spring
FILM 215,GARRITANO C,3.036,24%,56%,500,2019 Spring
FILM 251,SIMMS M,3.411,65%,18%,501,2019 Spring
FILM 251,SIMMS M,3.333,58%,33%,502,2019 Spring
FILM 251,SIMMS M,3.555,67%,22%,503,2019 Spring
FILM 299,SIMMS M,3.260,48%,35%,500,2019 Spring
FILM 345,ROLD M,2.400,13%,33%,500,2019 Spring
FILM 351,MOREY A,2.875,25%,38%,500,2019 Spring
FILM 356,ALONZO J,2.875,38%,38%,501,2019 Spring
FILM 356,MOREY A,3.200,20%,80%,502,2019 Spring
FILM 425,HAWTHORNE M,3.272,36%,55%,500,2019 Spring
FILM 481,HUMPHREY D,3.307,54%,38%,500,2019 Spring
HHUM 107,DICAGLIO S,3.647,65%,35%,900,2019 Spring
LBAR 181,OBERHELMAN S,3.529,76%,6%,507,2019 Spring
LBAR 181,OBERHELMAN S,3.857,86%,14%,508,2019 Spring
LBAR 181,OBERHELMAN S,3.687,75%,19%,509,2019 Spring
LBAR 181,OBERHELMAN S,3.800,85%,10%,510,2019 Spring
LBAR 181,DORSEY L,4.000,100%,0%,511,2019 Spring
LBAR 181,RAMASUBRAMANIAN S,3.800,85%,10%,512,2019 Spring
RELS 289,BARE D,2.666,33%,25%,503,2019 Spring
RELS 289,BARE D,3.090,27%,55%,504,2019 Spring
RELS 312,HAVENS J,2.909,36%,27%,900,2019 Spring
RELS 317,WACHSMANN S,2.714,29%,29%,500,2019 Spring
RELS 317,WACHSMANN S,2.000,6%,22%,501,2019 Spring
