course,prof,gpa,% of A,% of B,section_,semester
AERO 201,SHRYOCK K,2.593,9%,53%,500,2019 Spring
AERO 210,BOYD J,2.869,30%,39%,200,2019 Spring
AERO 210,BOYD J,2.352,24%,18%,500,2019 Spring
AERO 210,BOYD J,2.228,11%,31%,501,2019 Spring
AERO 210,LE GRAVEREND J,1.666,8%,15%,502,2019 Spring
AERO 210,LE GRAVEREND J,1.341,2%,17%,503,2019 Spring
AERO 211,MAJJI M,2.864,32%,35%,500,2019 Spring
AERO 212,HARA K,2.500,11%,44%,500,2019 Spring
AERO 214,LE GRAVEREND J,1.857,11%,26%,500,2019 Spring
AERO 214,LE GRAVEREND J,1.741,10%,16%,501,2019 Spring
AERO 214,NARAGHI M,2.704,20%,39%,502,2019 Spring
AERO 214,NARAGHI M,2.454,20%,32%,503,2019 Spring
AERO 301,GERAKIS A,2.815,26%,39%,500,2019 Spring
AERO 303,ANDRIENKO D,2.645,19%,32%,500,2019 Spring
AERO 303,WHITE E,2.562,16%,38%,501,2019 Spring
AERO 304,KINRA V,2.914,40%,34%,500,2019 Spring
AERO 306,STROUBOULIS T,3.896,90%,10%,500,2019 Spring
AERO 306,HARTL D,2.878,27%,42%,501,2019 Spring
AERO 310,MOBLE B,3.232,38%,54%,500,2019 Spring
AERO 321,VADALI S,3.000,24%,52%,500,2019 Spring
AERO 321,VADALI S,2.912,19%,54%,501,2019 Spring
AERO 351,CIZMAS P,3.237,42%,41%,500,2019 Spring
AERO 351,MATULA N,3.194,44%,36%,501,2019 Spring
AERO 401,POLLOCK T,4.000,100%,0%,500,2019 Spring
AERO 401,LUTZ W,4.000,100%,0%,501,2019 Spring
AERO 401,CHAMITOFF G,4.000,100%,0%,503,2019 Spring
AERO 402,SELVA VALERO D,3.960,96%,4%,500,2019 Spring
AERO 402,ELMENDORF H,3.840,84%,16%,501,2019 Spring
AERO 402,POLLOCK T,4.000,100%,0%,502,2019 Spring
AERO 405,HARTL D,3.394,42%,55%,500,2019 Spring
AERO 413,WONG Z,2.777,24%,40%,500,2019 Spring
AERO 417,KARPETIS A,3.341,46%,41%,500,2019 Spring
AERO 420,STRGANAC T,3.344,45%,45%,500,2019 Spring
AERO 422,CHAMITOFF G,3.500,62%,31%,500,2019 Spring
AERO 423,MORTARI D,3.175,40%,46%,500,2019 Spring
AERO 425,VALASEK J,3.583,62%,33%,500,2019 Spring
AERO 430,STROUBOULIS T,3.640,68%,28%,500,2019 Spring
AERO 452,REED H,2.984,35%,36%,500,2019 Spring
AERO 485,MORTARI D,3.600,73%,20%,200,2019 Spring
AERO 485,MORTARI D,3.800,80%,20%,500,2019 Spring
AERO 485,MORTARI D,3.744,77%,21%,501,2019 Spring
AERO 485,CRUZADO GARCIA A,3.870,87%,13%,502,2019 Spring
AERO 485,CRUZADO GARCIA A,3.875,88%,12%,503,2019 Spring
AERO 485,TICHENOR N,3.894,95%,0%,505,2019 Spring
AERO 485,TICHENOR N,3.450,70%,15%,506,2019 Spring
AERO 485,TICHENOR N,3.300,50%,30%,507,2019 Spring
AERO 489,GOYAL R,2.384,15%,38%,500,2019 Spring
AERO 489,DIAZ ARTILES A,3.562,56%,44%,501,2019 Spring
AERO 489,TROPINA A,3.333,56%,22%,502,2019 Spring
AERO 602,DONZIS D,2.880,24%,45%,600,2019 Spring
AERO 605,NARAGHI M,3.600,70%,20%,600,2019 Spring
AERO 623,VADALI S,3.227,45%,32%,600,2019 Spring
AERO 629,MILES R,3.941,94%,6%,600,2019 Spring
AERO 642,KARPETIS A,4.000,100%,0%,600,2019 Spring
AERO 670,GIRIMAJI S,3.666,72%,22%,600,2019 Spring
AERO 689,TROPINA A,3.666,67%,33%,601,2019 Spring
AERO 689,MOBLE B,4.000,100%,0%,602,2019 Spring
AERO 689,GOYAL R,3.000,17%,67%,603,2019 Spring
AERO 689,DIAZ ARTILES A,4.000,100%,0%,604,2019 Spring
MEMA 646,STROUBOULIS T,3.809,81%,19%,600,2019 Spring
BMEN 211,HUANG S,3.600,60%,40%,201,2019 Spring
BMEN 211,HUANG S,2.750,23%,42%,500,2019 Spring
BMEN 211,HUANG S,3.481,61%,30%,501,2019 Spring
