course,prof,gpa,% of A,% of B,section_,semester
LAND 646,WINSLOW J,3.294,29%,71%,600,2019 Spring
LAND 685,DVORAK B,4.000,100%,0%,607,2019 Spring
LDEV 661,WINSLOW W,2.620,7%,59%,600,2019 Spring
LDEV 667,BOOTH G,4.000,100%,0%,600,2019 Spring
LDEV 668,ANDERSON S,3.666,67%,33%,601,2019 Spring
LDEV 685,BOOTH G,4.000,100%,0%,603,2019 Spring
LDEV 688,FEIGENBAUM L,4.000,100%,0%,600,2019 Spring
LDEV 689,SCOTT B,3.550,55%,45%,600,2019 Spring
PLAN 613,WOODRUFF S,3.600,70%,25%,600,2019 Spring
PLAN 625,WUNNEBURGER D,3.941,94%,6%,600,2019 Spring
PLAN 626,WUNNEBURGER D,3.714,93%,0%,600,2019 Spring
PLAN 629,ROBERTS A,3.916,92%,8%,600,2019 Spring
PLAN 640,JOURDAN D,3.900,90%,10%,600,2019 Spring
PLAN 642,BRODY S,3.857,86%,14%,600,2019 Spring
PLAN 658,GODDARD T,3.866,87%,13%,600,2019 Spring
PLAN 667,BROWN R,4.000,100%,0%,600,2019 Spring
PLAN 673,GODDARD T,4.000,100%,0%,600,2019 Spring
PLAN 678,EISELE W,4.000,100%,0%,600,2019 Spring
URPN 201,DAVIS D,3.552,76%,13%,500,2019 Spring
URPN 201,TEDFORD E,3.560,67%,29%,501,2019 Spring
URPN 201,COWELL R,3.660,77%,17%,700,2019 Spring
URPN 202,BLANKS J,3.511,68%,23%,501,2019 Spring
URPN 202,CAMPAGNOL G,3.510,57%,37%,700,2019 Spring
URPN 202,MARTIN J,3.192,38%,46%,901,2019 Spring
URPN 210,PEACOCK W,3.000,44%,33%,501,2019 Spring
URPN 220,LEE R,3.333,56%,33%,501,2019 Spring
URPN 220,NOH Y,4.000,100%,0%,700,2019 Spring
URPN 310,WU K,3.944,94%,6%,500,2019 Spring
URPN 320,VAN ZANDT S,3.428,51%,40%,500,2019 Spring
URPN 325,WUNNEBURGER D,3.294,47%,35%,500,2019 Spring
URPN 325,KIM Y,3.705,82%,12%,501,2019 Spring
URPN 325,WUNNEBURGER D,2.500,36%,29%,700,2019 Spring
URPN 330,BOOTH G,4.000,100%,0%,900,2019 Spring
URPN 331,NOH Y,3.847,87%,11%,500,2019 Spring
URPN 340,MARTIN J,2.878,27%,42%,500,2019 Spring
