course,prof,gpa,% of A,% of B,section_,semester
BIOL 107,WINEMILLER L,2.304,9%,30%,501,2019 Spring
BIOL 107,WINEMILLER L,2.800,35%,15%,502,2019 Spring
BIOL 107,WINEMILLER L,3.235,41%,41%,503,2019 Spring
BIOL 107,WINEMILLER L,2.909,27%,41%,504,2019 Spring
BIOL 107,WINEMILLER L,2.666,29%,21%,505,2019 Spring
BIOL 107,WINEMILLER L,2.315,21%,32%,507,2019 Spring
BIOL 107,WINEMILLER L,2.833,17%,50%,508,2019 Spring
BIOL 107,WINEMILLER L,2.333,11%,44%,509,2019 Spring
BIOL 107,WINEMILLER L,2.642,36%,7%,510,2019 Spring
BIOL 111,LEBOEUF B,2.913,43%,26%,501,2019 Spring
BIOL 111,LEBOEUF B,3.409,55%,32%,502,2019 Spring
BIOL 111,LEBOEUF B,2.958,38%,25%,503,2019 Spring
BIOL 111,LEBOEUF B,2.956,30%,35%,504,2019 Spring
BIOL 111,LEBOEUF B,3.250,50%,25%,505,2019 Spring
BIOL 111,LEBOEUF B,3.045,41%,27%,506,2019 Spring
BIOL 111,LEBOEUF B,2.461,23%,31%,507,2019 Spring
BIOL 111,LEBOEUF B,3.100,50%,30%,508,2019 Spring
BIOL 111,LEBOEUF B,3.208,46%,38%,509,2019 Spring
BIOL 111,LEBOEUF B,3.000,35%,43%,510,2019 Spring
BIOL 111,KEMP W,2.600,20%,45%,511,2019 Spring
BIOL 111,KEMP W,2.600,10%,50%,512,2019 Spring
BIOL 111,KEMP W,2.958,29%,38%,513,2019 Spring
BIOL 111,KEMP W,2.952,24%,48%,514,2019 Spring
BIOL 111,KEMP W,2.217,13%,39%,515,2019 Spring
BIOL 111,KEMP W,2.437,12%,44%,516,2019 Spring
BIOL 111,KEMP W,2.625,25%,29%,517,2019 Spring
BIOL 111,KEMP W,2.500,27%,27%,518,2019 Spring
BIOL 111,KEMP W,2.526,26%,26%,519,2019 Spring
BIOL 111,KEMP W,2.210,21%,21%,520,2019 Spring
BIOL 111,LEBOEUF B,2.571,21%,21%,521,2019 Spring
BIOL 111,LEBOEUF B,2.941,29%,47%,522,2019 Spring
BIOL 111,LEBOEUF B,2.888,44%,22%,523,2019 Spring
BIOL 111,LEBOEUF B,3.000,33%,33%,524,2019 Spring
BIOL 111,LEBOEUF B,2.600,25%,30%,526,2019 Spring
BIOL 111,LEBOEUF B,2.833,33%,39%,530,2019 Spring
BIOL 111,KEMP W,2.666,38%,10%,531,2019 Spring
BIOL 111,KEMP W,2.555,17%,39%,533,2019 Spring
BIOL 111,KEMP W,3.157,42%,32%,534,2019 Spring
BIOL 111,KEMP W,3.086,43%,35%,535,2019 Spring
BIOL 111,KEMP W,2.739,26%,26%,536,2019 Spring
BIOL 111,KEMP W,2.708,25%,38%,537,2019 Spring
BIOL 111,KEMP W,3.173,43%,30%,538,2019 Spring
BIOL 111,KEMP W,3.041,46%,25%,539,2019 Spring
BIOL 111,KEMP W,3.166,46%,29%,540,2019 Spring
BIOL 111,LEBOEUF B,2.857,36%,29%,541,2019 Spring
BIOL 111,LEBOEUF B,2.857,29%,36%,542,2019 Spring
BIOL 111,KEMP W,3.181,36%,45%,543,2019 Spring
BIOL 111,KEMP W,2.727,27%,18%,544,2019 Spring
BIOL 112,MACKENZIE D,3.578,63%,32%,201,2019 Spring
BIOL 112,MACKENZIE D,3.636,64%,36%,202,2019 Spring
BIOL 112,MACKENZIE D,3.400,47%,47%,203,2019 Spring
BIOL 112,MACKENZIE D,3.300,45%,40%,204,2019 Spring
BIOL 112,TAG A,2.727,23%,36%,501,2019 Spring
BIOL 112,TAG A,3.136,27%,59%,502,2019 Spring
BIOL 112,TAG A,3.136,41%,32%,503,2019 Spring
BIOL 112,TAG A,2.952,24%,48%,504,2019 Spring
BIOL 112,TAG A,2.727,18%,45%,505,2019 Spring
BIOL 112,TAG A,2.727,23%,41%,506,2019 Spring
BIOL 112,TAG A,2.950,25%,50%,507,2019 Spring
BIOL 112,TAG A,2.727,18%,45%,508,2019 Spring
BIOL 112,TAG A,2.954,27%,41%,509,2019 Spring
BIOL 112,TAG A,2.571,10%,43%,510,2019 Spring
BIOL 112,TAG A,2.666,10%,57%,511,2019 Spring
BIOL 112,TAG A,2.863,23%,41%,512,2019 Spring
BIOL 112,TAG A,2.956,22%,57%,513,2019 Spring
BIOL 112,TAG A,2.636,23%,32%,514,2019 Spring
BIOL 112,TAG A,2.761,14%,52%,515,2019 Spring
BIOL 112,TAG A,3.217,35%,52%,516,2019 Spring
BIOL 112,TAG A,2.826,35%,30%,517,2019 Spring
BIOL 112,TAG A,2.772,18%,45%,518,2019 Spring
BIOL 112,HAWKINS A,2.526,5%,42%,519,2019 Spring
BIOL 112,HAWKINS A,2.904,29%,38%,520,2019 Spring
