course,prof,gpa,% of A,% of B,section_,semester
ACCT 209,STASNY M,2.872,22%,44%,501,2018 Fall
ACCT 209,STASNY M,2.761,15%,48%,502,2018 Fall
ACCT 209,STASNY M,2.695,22%,39%,503,2018 Fall
ACCT 209,STASNY M,3.083,29%,50%,504,2018 Fall
ACCT 210,STRAWSER R,2.735,36%,27%,501,2018 Fall
ACCT 229,STRAWSER J,3.434,48%,48%,202,2018 Fall
ACCT 229,BARRETT J,2.885,31%,31%,501,2018 Fall
ACCT 229,BARRETT J,2.560,12%,44%,502,2018 Fall
ACCT 229,BARRETT J,2.461,15%,36%,503,2018 Fall
ACCT 229,CLARKE M,2.352,9%,26%,506,2018 Fall
ACCT 229,CLARKE M,2.317,15%,41%,507,2018 Fall
ACCT 229,HEAD M,2.083,12%,17%,508,2018 Fall
ACCT 229,HEAD M,2.333,14%,19%,509,2018 Fall
ACCT 229,HEAD M,2.444,11%,39%,510,2018 Fall
ACCT 229,BARBIER E,2.226,8%,32%,511,2018 Fall
ACCT 230,MCGOWAN A,3.368,47%,42%,200,2018 Fall
ACCT 230,STRAWSER R,3.681,73%,23%,201,2018 Fall
ACCT 230,ALLEN N,3.029,37%,35%,500,2018 Fall
ACCT 230,LI Y,2.933,33%,33%,501,2018 Fall
ACCT 230,ALLEN N,2.959,33%,38%,502,2018 Fall
ACCT 230,KIM Y,2.647,24%,29%,503,2018 Fall
ACCT 327,BLASOR T,2.500,10%,40%,501,2018 Fall
ACCT 327,BLASOR T,2.884,31%,38%,502,2018 Fall
ACCT 327,BLASOR T,3.125,25%,62%,503,2018 Fall
ACCT 327,LARKIN R,2.875,25%,47%,504,2018 Fall
ACCT 327,LARKIN R,2.548,26%,29%,505,2018 Fall
ACCT 327,LARKIN R,2.965,24%,52%,506,2018 Fall
ACCT 327,LARKIN R,2.833,30%,27%,507,2018 Fall
ACCT 327,LOUDDER M,2.677,19%,42%,508,2018 Fall
ACCT 327,SHARP N,2.724,24%,34%,509,2018 Fall
ACCT 327,SHARP N,2.852,32%,29%,510,2018 Fall
ACCT 327,CLINE K,2.800,27%,33%,511,2018 Fall
ACCT 327,CLINE K,2.629,22%,48%,512,2018 Fall
ACCT 327,CLINE K,3.000,38%,31%,516,2018 Fall
ACCT 328,RHODES A,3.023,31%,43%,501,2018 Fall
ACCT 328,RHODES A,2.704,20%,39%,502,2018 Fall
ACCT 328,RHODES A,3.000,29%,45%,503,2018 Fall
ACCT 328,GROSSMAN S,3.170,39%,41%,504,2018 Fall
ACCT 328,GROSSMAN S,2.980,20%,59%,505,2018 Fall
ACCT 328,GROSSMAN S,3.291,38%,54%,506,2018 Fall
ACCT 328,WANG D,3.142,38%,40%,507,2018 Fall
ACCT 328,WANG D,3.069,37%,42%,508,2018 Fall
ACCT 328,KOLASINSKI A,3.032,35%,39%,509,2018 Fall
ACCT 329,FARMER K,3.653,72%,23%,501,2018 Fall
ACCT 405,WILLIAMS R,3.121,29%,63%,501,2018 Fall
ACCT 407,EGE M,3.323,44%,44%,901,2018 Fall
ACCT 407,EGE M,3.133,33%,47%,902,2018 Fall
ACCT 407,EGE M,3.093,22%,69%,903,2018 Fall
ACCT 407,GARZA B,3.388,44%,50%,904,2018 Fall
