course,prof,gpa,% of A,% of B,section_,semester
AERS 101,SILVA H,3.826,83%,17%,502,2018 Fall
AERS 101,SILVA H,3.642,64%,36%,503,2018 Fall
AERS 101,SILVA H,3.755,76%,24%,504,2018 Fall
AERS 101,SILVA H,3.750,77%,20%,505,2018 Fall
AERS 101,SILVA H,3.913,91%,9%,507,2018 Fall
AERS 101,SILVA H,3.884,88%,12%,508,2018 Fall
AERS 101,SILVA H,4.000,100%,0%,509,2018 Fall
AERS 105,PETTIT B,4.000,100%,0%,501,2018 Fall
AERS 105,PETTIT B,3.959,99%,0%,502,2018 Fall
AERS 105,PETTIT B,4.000,100%,0%,503,2018 Fall
AERS 105,PETTIT B,4.000,100%,0%,504,2018 Fall
AERS 105,PETTIT B,3.866,97%,0%,505,2018 Fall
AERS 105,PETTIT B,3.961,99%,0%,506,2018 Fall
AERS 105,PETTIT B,4.000,100%,0%,507,2018 Fall
AERS 105,PETTIT B,4.000,100%,0%,508,2018 Fall
AERS 105,PETTIT B,4.000,100%,0%,509,2018 Fall
AERS 105,PETTIT B,4.000,100%,0%,510,2018 Fall
AERS 201,TATER C,3.823,82%,18%,501,2018 Fall
AERS 201,TATER C,3.794,79%,21%,502,2018 Fall
AERS 201,TATER C,3.710,71%,29%,503,2018 Fall
AERS 201,TATER C,3.771,77%,23%,505,2018 Fall
AERS 201,TATER C,3.787,79%,21%,506,2018 Fall
AERS 201,TATER C,3.709,81%,16%,507,2018 Fall
AERS 201,TATER C,3.918,92%,8%,510,2018 Fall
AERS 303,STANTON J,3.565,65%,26%,501,2018 Fall
AERS 303,STANTON J,3.789,89%,5%,502,2018 Fall
AERS 303,STANTON J,3.952,95%,5%,503,2018 Fall
AERS 303,STANTON J,3.857,90%,5%,504,2018 Fall
AERS 403,COLLINS T,3.857,86%,14%,501,2018 Fall
AERS 403,COLLINS T,3.923,92%,8%,502,2018 Fall
AERS 403,COLLINS T,3.925,93%,7%,504,2018 Fall
AERS 485,COHN W,4.000,100%,0%,500,2018 Fall
SOMS 111,QUIN C,3.421,63%,21%,501,2018 Fall
SOMS 111,QUIN C,3.583,72%,19%,502,2018 Fall
SOMS 111,VELA C,3.166,61%,17%,503,2018 Fall
SOMS 111,VELA C,3.487,66%,24%,504,2018 Fall
SOMS 111,QUIN C,3.666,75%,19%,505,2018 Fall
SOMS 111,SIMPSON M,3.605,79%,11%,506,2018 Fall
SOMS 111,VELA C,3.000,51%,16%,509,2018 Fall
SOMS 111,VELA C,3.222,64%,8%,511,2018 Fall
SOMS 111,QUIN C,3.342,63%,23%,512,2018 Fall
SOMS 111,QUIN C,3.571,74%,11%,513,2018 Fall
SOMS 111,QUIN C,3.312,66%,16%,514,2018 Fall
SOMS 111,SIMPSON M,3.542,71%,17%,515,2018 Fall
SOMS 111,QUIN C,3.432,73%,11%,516,2018 Fall
SOMS 111,VELA C,3.228,66%,11%,517,2018 Fall
SOMS 111,VELA C,3.375,53%,38%,518,2018 Fall
SOMS 111,QUIN C,3.484,73%,12%,519,2018 Fall
SOMS 111,QUIN C,3.178,64%,7%,521,2018 Fall
SOMS 180,NORRIS D,3.850,85%,15%,501,2018 Fall
SOMS 180,BRUMMETT K,3.913,91%,9%,502,2018 Fall
SOMS 180,DULKE M,3.727,73%,27%,503,2018 Fall
SOMS 380,BROWN T,4.000,100%,0%,531,2018 Fall
SOMS 380,BROWN T,3.250,42%,42%,532,2018 Fall
SOMS 380,BROWN T,3.642,79%,14%,533,2018 Fall
SOMS 380,SCOGGINS J,4.000,100%,0%,534,2018 Fall
SOMS 380,BROWN T,3.928,93%,7%,536,2018 Fall
SOMS 380,KELLER D,3.411,76%,12%,537,2018 Fall
SOMS 380,BROWN T,3.000,47%,29%,538,2018 Fall
SOMS 380,IVEY C,4.000,100%,0%,539,2018 Fall
SOMS 380,IVEY C,4.000,100%,0%,540,2018 Fall
SOMS 380,BROWN T,3.800,80%,20%,541,2018 Fall
SOMS 380,SCOGGINS J,4.000,100%,0%,542,2018 Fall
SOMS 380,BROWN T,3.533,60%,33%,544,2018 Fall
SOMS 380,WENTLING D,4.000,100%,0%,545,2018 Fall
SOMS 380,ADAMS E,4.000,100%,0%,548,2018 Fall
SOMS 481,PAINE D,3.900,90%,10%,500,2018 Fall
SOMS 481,BROWN T,3.900,95%,0%,550,2018 Fall
SOMS 481,KELLER D,4.000,100%,0%,551,2018 Fall
