course,prof,gpa,% of A,% of B,section_,semester
ATMO 201,LOGAN T,3.295,37%,55%,501,2018 Fall
ATMO 201,CONLEE D,3.068,45%,24%,502,2018 Fall
ATMO 201,SANGER N,3.583,72%,18%,504,2018 Fall
ATMO 201,LOGAN T,3.352,43%,50%,506,2018 Fall
ATMO 201,BOWMAN K,3.000,29%,46%,508,2018 Fall
ATMO 201,LOGAN T,3.381,46%,46%,509,2018 Fall
ATMO 202,LOGAN T,3.526,63%,26%,501,2018 Fall
ATMO 202,LOGAN T,3.944,94%,6%,502,2018 Fall
ATMO 202,LOGAN T,3.521,65%,30%,504,2018 Fall
ATMO 202,LOGAN T,3.708,75%,21%,506,2018 Fall
ATMO 202,LOGAN T,3.476,62%,24%,507,2018 Fall
ATMO 203,CONLEE D,3.333,47%,40%,502,2018 Fall
ATMO 251,CONLEE D,2.809,29%,33%,501,2018 Fall
ATMO 251,CONLEE D,3.095,33%,52%,502,2018 Fall
ATMO 321,BOWMAN K,3.000,29%,43%,500,2018 Fall
ATMO 335,SZUNYOGH I,2.961,31%,42%,501,2018 Fall
ATMO 336,PANETTA R,3.000,36%,43%,501,2018 Fall
ATMO 336,PANETTA R,2.666,0%,67%,502,2018 Fall
ATMO 363,SCHADE G,2.714,12%,60%,500,2018 Fall
ATMO 443,SCHUMACHER C,3.250,38%,50%,500,2018 Fall
ATMO 446,RAPP A,2.703,33%,22%,500,2018 Fall
ATMO 459,KORTY R,3.545,55%,45%,900,2018 Fall
ATMO 459,KORTY R,3.083,42%,25%,901,2018 Fall
ATMO 601,EPIFANIO C,3.600,60%,40%,600,2018 Fall
ATMO 602,XU Y,3.666,67%,33%,600,2018 Fall
ATMO 606,SCHADE G,3.700,70%,30%,600,2018 Fall
ATMO 657,NOWOTARSKI C,3.600,70%,20%,600,2018 Fall
GEOS 101,LEVAY L,3.555,78%,11%,501,2018 Fall
GEOS 101,TCHAKERIAN V,3.937,94%,6%,502,2018 Fall
GEOS 101,PATZEWITSCH W,4.000,100%,0%,504,2018 Fall
GEOS 101,JEPSON W,4.000,100%,0%,511,2018 Fall
GEOS 101,LOGAN T,4.000,100%,0%,512,2018 Fall
GEOS 105,TCHAKERIAN V,2.679,19%,41%,500,2018 Fall
GEOS 205,ROARK E,3.956,96%,4%,500,2018 Fall
GEOS 210,WILLIAMS T,3.500,54%,41%,500,2018 Fall
GEOS 210,DESSLER A,3.034,38%,36%,501,2018 Fall
GEOS 401,ORSI A,4.000,100%,0%,500,2018 Fall
GEOS 405,JOCHENS A,3.428,50%,43%,901,2018 Fall
GEOS 405,GOLD BOUCHOT G,3.214,29%,64%,902,2018 Fall
GEOS 405,GOLD BOUCHOT G,3.300,60%,30%,905,2018 Fall
GEOS 410,ROARK E,3.916,92%,8%,500,2018 Fall
GEOS 430,JOCHENS A,3.709,77%,19%,500,2018 Fall
GEOS 442,LOISEL J,3.166,50%,33%,500,2018 Fall
GEOS 470,POTTER H,2.193,16%,32%,500,2018 Fall
GEOS 471,POTTER H,3.687,75%,19%,500,2018 Fall
GEOS 471,POTTER H,3.071,64%,14%,501,2018 Fall
GEOS 481,RICHARDSON M,3.700,90%,0%,901,2018 Fall
GEOS 481,RICHARDSON M,3.600,60%,40%,902,2018 Fall
GEOS 689,KLEIN A,3.666,83%,0%,775,2018 Fall
WMHS 601,BOMBARDI R,3.800,80%,20%,600,2018 Fall
WMHS 602,KAISER R,4.000,100%,0%,600,2018 Fall
GEOG 201,THOMPSON C,3.814,89%,7%,501,2018 Fall
GEOG 201,LODER T,2.873,32%,36%,502,2018 Fall
GEOG 201,JEPSON W,3.186,47%,32%,503,2018 Fall
