course,prof,gpa,% of A,% of B,section_,semester
AERO 201,SHRYOCK K,3.814,81%,19%,200,2018 Fall
AERO 201,SHRYOCK K,3.739,74%,26%,201,2018 Fall
AERO 201,SHRYOCK K,3.300,46%,46%,500,2018 Fall
AERO 201,SHRYOCK K,3.368,42%,53%,501,2018 Fall
AERO 201,SHRYOCK K,3.382,44%,50%,502,2018 Fall
AERO 201,DIAZ ARTILES A,2.950,20%,60%,503,2018 Fall
AERO 210,BOYD J,2.491,18%,33%,500,2018 Fall
AERO 212,ANDRIENKO D,3.050,40%,25%,234,2018 Fall
AERO 212,ANDRIENKO D,2.968,25%,47%,500,2018 Fall
AERO 212,ANDRIENKO D,2.685,20%,34%,501,2018 Fall
AERO 212,HARA K,2.792,28%,36%,502,2018 Fall
AERO 212,GERAKIS A,2.875,25%,50%,503,2018 Fall
AERO 214,NARAGHI M,2.086,11%,26%,500,2018 Fall
AERO 301,LIMBACH C,3.714,71%,29%,200,2018 Fall
AERO 301,LIMBACH C,3.375,41%,55%,500,2018 Fall
AERO 301,TROPINA A,2.636,16%,36%,501,2018 Fall
AERO 303,POLUDNENKO O,2.815,24%,39%,500,2018 Fall
AERO 304,KINRA V,3.875,88%,12%,200,2018 Fall
AERO 304,KINRA V,3.241,45%,39%,500,2018 Fall
AERO 304,KINRA V,2.914,40%,26%,501,2018 Fall
AERO 306,WHITCOMB J,2.081,3%,43%,500,2018 Fall
AERO 310,CHAKRAVORTY S,2.714,29%,23%,500,2018 Fall
AERO 310,BHATTACHARYA R,3.387,56%,32%,501,2018 Fall
AERO 321,VADALI S,2.273,5%,27%,500,2018 Fall
AERO 351,CIZMAS P,2.129,6%,39%,500,2018 Fall
AERO 401,LUTZ W,4.000,100%,0%,501,2018 Fall
AERO 401,POLLOCK T,3.971,97%,3%,502,2018 Fall
AERO 401,SELVA VALERO D,4.000,100%,0%,503,2018 Fall
AERO 402,ELMENDORF H,4.000,100%,0%,501,2018 Fall
AERO 402,POLLOCK T,4.000,100%,0%,502,2018 Fall
AERO 402,CHAMITOFF G,4.000,100%,0%,503,2018 Fall
AERO 404,TALREJA R,3.620,62%,38%,500,2018 Fall
