course,prof,gpa,% of A,% of B,section_,semester
AGCJ 105,DUNSFORD D,3.372,55%,31%,501,2018 Fall
AGCJ 105,DUNSFORD D,3.388,53%,39%,502,2018 Fall
AGCJ 281,WAGNER S,3.421,45%,53%,500,2018 Fall
AGCJ 305,DUNSFORD D,2.964,32%,40%,599,2018 Fall
AGCJ 307,RUTHERFORD T,3.000,48%,17%,501,2018 Fall
AGCJ 307,RUTHERFORD T,3.296,56%,22%,700,2018 Fall
AGCJ 308,REDWINE T,3.550,60%,35%,501,2018 Fall
AGCJ 312,WALTHER D,3.714,80%,17%,501,2018 Fall
AGCJ 312,MCGRATH P,2.451,19%,32%,700,2018 Fall
AGCJ 313,LEGGETTE H,3.090,41%,45%,901,2018 Fall
AGCJ 313,LEGGETTE H,3.117,35%,41%,902,2018 Fall
AGCJ 313,LEGGETTE H,3.350,45%,45%,903,2018 Fall
AGCJ 314,REDWINE T,3.333,46%,42%,901,2018 Fall
AGCJ 314,REDWINE T,3.500,59%,32%,902,2018 Fall
AGCJ 366,MCKIM B,2.937,38%,44%,501,2018 Fall
AGCJ 366,MCKIM B,3.333,50%,33%,502,2018 Fall
AGCJ 405,RUTHERFORD T,3.500,60%,30%,501,2018 Fall
AGCJ 405,RUTHERFORD T,3.555,67%,22%,502,2018 Fall
AGCJ 406,DUNSFORD D,3.764,76%,24%,500,2018 Fall
AGCJ 408,WEGENER R,3.100,20%,70%,700,2018 Fall
AGCJ 411,MCKIM B,3.625,72%,22%,500,2018 Fall
AGCJ 413,JARVIS H,3.333,61%,22%,500,2018 Fall
AGCJ 481,WALTHER D,3.703,78%,15%,500,2018 Fall
AGCJ 494,DUNSFORD D,4.000,100%,0%,516,2018 Fall
AGSC 301,MCCUBBINS A,3.740,74%,26%,500,2018 Fall
AGSC 305,LUND R,3.241,38%,55%,700,2018 Fall
AGSC 373,HANCOCK J,3.615,69%,23%,500,2018 Fall
AGSC 383,HANCOCK J,3.687,75%,19%,501,2018 Fall
AGSC 384,EDNEY K,3.655,69%,28%,900,2018 Fall
AGSC 402,MOORE L,3.631,68%,26%,900,2018 Fall
AGSC 405,MURPHY T,3.789,79%,21%,500,2018 Fall
AGSC 425,MURPHY T,3.562,56%,44%,502,2018 Fall
AGSC 436,MURPHY T,4.000,100%,0%,502,2018 Fall
AGSC 481,MURPHY T,4.000,100%,0%,501,2018 Fall
AGSC 484,MURPHY T,3.437,56%,31%,501,2018 Fall
ALEC 201,SCASTA J,3.656,75%,18%,501,2018 Fall
ALEC 350,ELLIOT J,3.647,71%,24%,500,2018 Fall
ALEC 425,PATIL V,2.767,16%,53%,700,2018 Fall
ALEC 608,BOYD B,3.600,80%,10%,699,2018 Fall
ALEC 610,PINA M,3.750,75%,25%,700,2018 Fall
ALEC 615,REDWINE T,4.000,100%,0%,600,2018 Fall
ALEC 623,MURPHREY T,3.333,67%,22%,699,2018 Fall
ALEC 623,MURPHREY T,3.714,71%,29%,700,2018 Fall
ALEC 624,PINA M,3.666,67%,33%,600,2018 Fall
ALEC 640,CUMMINGS S,4.000,100%,0%,600,2018 Fall
ALEC 689,MURPHREY T,4.000,100%,0%,699,2018 Fall
ALEC 695,"STRONG, JR R",3.666,67%,33%,600,2018 Fall
ALED 125,MOORE L,3.877,88%,12%,500,2018 Fall
