course,prof,gpa,% of A,% of B,section_,semester
EDHP 630,ARNOLD S,3.888,89%,11%,700,2018 Fall
HCPI 655,MCCANN A,3.666,67%,33%,700,2018 Fall
MPHY 624,VANBUREN V,3.833,83%,17%,601,2018 Fall
MPIM 602,ALANIZ R,4.000,100%,0%,600,2018 Fall
MPIM 602,ALANIZ R,4.000,100%,0%,601,2018 Fall
MSCI 601,ZIMMER W,3.428,43%,57%,600,2018 Fall
MSCI 601,ZIMMER W,3.166,17%,83%,603,2018 Fall
MSCI 609,WILSON E,4.000,100%,0%,305,2018 Fall
MSCI 609,WILSON E,4.000,100%,0%,600,2018 Fall
MSCI 689,HUSTON D,4.000,100%,0%,600,2018 Fall
