course,prof,gpa,% of A,% of B,section_,semester
ACCT 209,STASNY M,2.891,22%,48%,501,2018 Spring
ACCT 209,STASNY M,2.861,21%,48%,502,2018 Spring
ACCT 209,STASNY M,2.333,13%,27%,503,2018 Spring
ACCT 210,STRAWSER R,2.701,34%,29%,501,2018 Spring
ACCT 210,STRAWSER R,2.912,41%,27%,502,2018 Spring
ACCT 229,KNOOP J,3.451,61%,26%,200,2018 Spring
ACCT 229,KNOOP J,3.406,44%,53%,201,2018 Spring
ACCT 229,BARRETT J,2.589,21%,31%,501,2018 Spring
ACCT 229,BARRETT J,2.459,19%,32%,502,2018 Spring
ACCT 229,BARRETT J,2.700,28%,30%,503,2018 Spring
ACCT 229,HEAD M,2.230,12%,25%,504,2018 Spring
ACCT 229,HEAD M,2.461,21%,31%,505,2018 Spring
ACCT 229,MUDGE L,2.466,17%,35%,511,2018 Spring
ACCT 229,MUDGE L,2.358,13%,33%,512,2018 Spring
ACCT 229,MUDGE L,2.666,24%,31%,513,2018 Spring
ACCT 229,MUDGE L,2.630,26%,28%,514,2018 Spring
ACCT 230,ALLEN N,3.600,60%,40%,201,2018 Spring
ACCT 230,ALLEN N,2.825,25%,39%,501,2018 Spring
ACCT 230,ALLEN N,2.766,23%,43%,502,2018 Spring
ACCT 321,ROACH K,4.000,100%,0%,500,2018 Spring
ACCT 322,BLASOR T,3.757,82%,15%,500,2018 Spring
ACCT 327,LARKIN R,2.950,28%,39%,501,2018 Spring
ACCT 327,LARKIN R,2.588,20%,35%,502,2018 Spring
ACCT 327,LARKIN R,2.866,27%,40%,503,2018 Spring
ACCT 327,REES L,2.633,13%,42%,504,2018 Spring
ACCT 327,REES L,2.967,30%,48%,505,2018 Spring
ACCT 327,KOLASINSKI A,3.346,46%,42%,506,2018 Spring
ACCT 328,RICE S,3.128,38%,36%,501,2018 Spring
ACCT 328,RICE S,2.846,18%,49%,502,2018 Spring
ACCT 328,RICE S,3.275,40%,48%,503,2018 Spring
ACCT 328,GROSSMAN S,3.000,30%,43%,504,2018 Spring
