course,prof,gpa,% of A,% of B,section_,semester
BUSH 631,NIELSEN R,3.875,88%,12%,601,2018 Spring
BUSH 631,NIELSEN R,3.785,86%,7%,602,2018 Spring
BUSH 631,HANNIBAL B,3.619,81%,10%,700,2018 Spring
BUSH 632,MARCHBANKS M,4.000,100%,0%,600,2018 Spring
BUSH 635,SELLARS E,3.428,64%,14%,601,2018 Spring
BUSH 635,LAHEY J,3.318,45%,41%,602,2018 Spring
BUSH 635,CARROLL K,3.421,68%,11%,603,2018 Spring
INTA 601,MUSOMA H,3.666,83%,0%,600,2018 Spring
INTA 603,RUSSELL R,3.416,67%,25%,700,2018 Spring
INTA 604,TALBOT B,2.666,44%,22%,700,2018 Spring
INTA 605,CESARIO B,3.550,55%,45%,601,2018 Spring
INTA 605,ITZKOWITZ-,3.428,48%,48%,602,2018 Spring
INTA 605,TALBOT B,3.062,50%,31%,700,2018 Spring
INTA 608,LENZ E,3.920,92%,8%,600,2018 Spring
INTA 612,SIEVERT R,3.928,93%,7%,600,2018 Spring
INTA 613,NAPPER L,4.000,100%,0%,601,2018 Spring
INTA 613,NAPPER L,3.818,82%,18%,602,2018 Spring
INTA 617,CASTILLO J,3.812,81%,19%,600,2018 Spring
INTA 621,NORRIS W,3.647,65%,35%,600,2018 Spring
INTA 623,SCHUESSLER J,3.571,57%,43%,600,2018 Spring
INTA 627,ITZKOWITZ-,3.750,81%,12%,600,2018 Spring
INTA 636,NATSIOS A,3.687,69%,31%,600,2018 Spring
INTA 638,GOTTLIEB J,3.714,71%,29%,601,2018 Spring
INTA 640,SNIDER E,3.750,75%,25%,600,2018 Spring
INTA 647,HUANG R,3.785,79%,21%,600,2018 Spring
INTA 651,RUSSELL R,3.187,56%,31%,700,2018 Spring
INTA 652,OLSON J,3.600,60%,40%,600,2018 Spring
INTA 652,DALY S,3.272,55%,36%,700,2018 Spring
INTA 653,DALY S,3.750,75%,25%,700,2018 Spring
INTA 654,BLACKWELL J,3.800,80%,20%,700,2018 Spring
INTA 655,MARIN THORNTON G,4.000,100%,0%,600,2018 Spring
INTA 657,MACNAMEE R,3.777,78%,22%,600,2018 Spring
INTA 659,HUANG R,3.611,61%,39%,600,2018 Spring
INTA 661,MARIN THORNTON G,4.000,100%,0%,600,2018 Spring
INTA 667,OLSON J,3.894,89%,11%,600,2018 Spring
INTA 668,SNIDER E,4.000,100%,0%,601,2018 Spring
INTA 669,MACNAMEE R,3.909,91%,9%,600,2018 Spring
INTA 670,ROSS A,4.000,100%,0%,601,2018 Spring
INTA 670,CASTILLO J,4.000,100%,0%,602,2018 Spring
INTA 670,RUYLE L,4.000,100%,0%,604,2018 Spring
INTA 670,MACWILLIE D,4.000,100%,0%,605,2018 Spring
INTA 670,SIEVERT R,4.000,100%,0%,606,2018 Spring
INTA 670,HUDSON V,4.000,100%,0%,607,2018 Spring
INTA 670,MACNAMEE R,4.000,100%,0%,608,2018 Spring
INTA 670,HAMIE C,4.000,100%,0%,609,2018 Spring
INTA 670,THOROUGHMAN K,4.000,100%,0%,610,2018 Spring
INTA 670,HOLZWEISS R,4.000,100%,0%,611,2018 Spring
INTA 670,TABAAR M,4.000,100%,0%,612,2018 Spring
INTA 670,GOTTLIEB J,3.600,60%,40%,613,2018 Spring
INTA 674,TABAAR M,3.714,71%,29%,600,2018 Spring
INTA 676,GAUSE F,3.375,44%,50%,601,2018 Spring
INTA 686,NAPPER L,3.666,67%,33%,600,2018 Spring
INTA 689,JONES R,3.722,83%,6%,601,2018 Spring
INTA 689,SELLARS E,3.714,71%,29%,603,2018 Spring
INTA 689,MCLAUGHLIN J,3.866,87%,13%,606,2018 Spring
INTA 689,NORRIS W,3.555,61%,33%,607,2018 Spring
INTA 689,HAMIE C,3.857,86%,14%,608,2018 Spring
INTA 689,CRUDO C,4.000,100%,0%,609,2018 Spring
INTA 689,THOROUGHMAN K,3.846,85%,15%,610,2018 Spring
INTA 689,ROSS A,3.625,62%,38%,611,2018 Spring
INTA 689,ROBERTSON R,4.000,100%,0%,612,2018 Spring
PSAA 603,QU H,3.428,57%,29%,600,2018 Spring
PSAA 603,MORRISON J,2.857,50%,29%,700,2018 Spring
PSAA 604,MOATS J,3.125,56%,25%,700,2018 Spring
PSAA 605,MCINTYRE D,3.933,93%,7%,600,2018 Spring
PSAA 605,GIBSON T,2.777,56%,11%,700,2018 Spring
PSAA 608,DAVIS D,3.818,82%,18%,600,2018 Spring
PSAA 608,WHITTEN G,3.833,83%,17%,700,2018 Spring
PSAA 610,HILDERBRAND M,3.666,67%,33%,600,2018 Spring
PSAA 611,WEST W,3.421,42%,58%,601,2018 Spring
PSAA 611,WEST W,3.687,69%,31%,602,2018 Spring
PSAA 611,MARCHBANKS M,3.380,52%,33%,700,2018 Spring
PSAA 613,CORTES K,3.800,80%,20%,600,2018 Spring
PSAA 617,GRAHAM C,3.666,67%,33%,601,2018 Spring
PSAA 618,TAYLOR L,3.764,76%,24%,600,2018 Spring
PSAA 619,BOWMAN A,3.882,88%,12%,601,2018 Spring
PSAA 621,SMITH S,3.642,64%,36%,700,2018 Spring
PSAA 622,TAYLOR L,3.500,62%,27%,601,2018 Spring
PSAA 622,DAGUE L,3.454,50%,45%,602,2018 Spring
PSAA 625,PORTNEY K,3.470,47%,53%,601,2018 Spring
PSAA 626,SULLIVAN R,4.000,100%,0%,601,2018 Spring
PSAA 630,BRIGHT L,3.894,89%,11%,601,2018 Spring
PSAA 630,MARCHBANKS M,3.625,69%,25%,602,2018 Spring
PSAA 632,PAARLBERG L,3.772,77%,23%,600,2018 Spring
PSAA 632,GREIM J,3.625,62%,38%,700,2018 Spring
PSAA 633,QU H,3.750,75%,25%,600,2018 Spring
PSAA 633,ZUNIGA K,3.333,73%,13%,700,2018 Spring
PSAA 634,MEIER K,3.636,64%,36%,601,2018 Spring
PSAA 634,MEIER K,3.625,62%,38%,602,2018 Spring
PSAA 634,SMITH S,3.958,96%,4%,700,2018 Spring
PSAA 635,CARROLL K,3.555,67%,22%,600,2018 Spring
PSAA 636,TAYLOR K,4.000,100%,0%,600,2018 Spring
PSAA 638,DAGUE L,4.000,100%,0%,600,2018 Spring
PSAA 640,GRIFFIN J,3.625,62%,38%,600,2018 Spring
PSAA 642,BEARFIELD D,3.615,62%,38%,601,2018 Spring
PSAA 643,LUM J,3.176,71%,12%,700,2018 Spring
PSAA 644,LITTLE C,3.750,90%,5%,700,2018 Spring
PSAA 649,BROWN W,4.000,100%,0%,601,2018 Spring
PSAA 650,BROWN W,4.000,100%,0%,601,2018 Spring
PSAA 652,GAMACHE K,3.916,92%,8%,700,2018 Spring
PSAA 656,DAVIS D,3.866,87%,13%,600,2018 Spring
PSAA 656,ROLLINS J,3.666,78%,11%,700,2018 Spring
PSAA 657,HOGLER J,3.600,90%,0%,700,2018 Spring
PSAA 658,SHAW T,3.857,86%,14%,700,2018 Spring
PSAA 671,COOPERSMITH J,4.000,100%,0%,600,2018 Spring
PSAA 676,MCINTYRE D,4.000,100%,0%,601,2018 Spring
PSAA 676,VEDLITZ A,4.000,100%,0%,602,2018 Spring
PSAA 676,BEARFIELD D,4.000,100%,0%,604,2018 Spring
PSAA 676,TAYLOR K,4.000,100%,0%,605,2018 Spring
PSAA 676,LAHEY J,4.000,100%,0%,606,2018 Spring
PSAA 676,KERR D,4.000,100%,0%,607,2018 Spring
PSAA 676,PAARLBERG L,4.000,100%,0%,608,2018 Spring
PSAA 676,HILDERBRAND M,4.000,100%,0%,609,2018 Spring
PSAA 676,COLE S,4.000,100%,0%,610,2018 Spring
PSAA 685,GRAHAM C,3.800,80%,20%,605,2018 Spring
