course,prof,gpa,% of A,% of B,section_,semester
ARCH 206,AITANI K,3.625,69%,25%,500,2018 Spring
ARCH 206,FAULKNER M,3.333,67%,13%,501,2018 Spring
ARCH 206,HUNTER C,3.312,44%,44%,502,2018 Spring
ARCH 206,VAHDAT ZAD V,4.000,100%,0%,503,2018 Spring
ARCH 206,ESQUIVEL J,3.928,93%,7%,504,2018 Spring
ARCH 206,STEWART K,3.125,44%,38%,505,2018 Spring
ARCH 206,CLAYTON M,3.800,80%,20%,506,2018 Spring
ARCH 212,ZHU X,3.033,22%,60%,500,2018 Spring
ARCH 213,BELTRAN L,2.600,20%,38%,500,2018 Spring
ARCH 213,BELTRAN L,2.473,16%,26%,501,2018 Spring
ARCH 216,KIM H,3.937,94%,6%,500,2018 Spring
ARCH 216,KIM H,3.666,67%,33%,501,2018 Spring
ARCH 249,YOUSIF S,3.875,88%,12%,200,2018 Spring
ARCH 249,CAFFEY S,3.928,93%,7%,201,2018 Spring
ARCH 249,YOUSIF S,3.500,65%,24%,501,2018 Spring
ARCH 249,YOUSIF S,3.478,61%,30%,502,2018 Spring
ARCH 249,CAFFEY S,3.744,81%,15%,503,2018 Spring
ARCH 249,CAFFEY S,3.675,78%,12%,504,2018 Spring
ARCH 249,CAFFEY S,3.602,72%,19%,700,2018 Spring
ARCH 250,KLEIN N,4.000,100%,0%,200,2018 Spring
ARCH 250,KLEIN N,3.303,51%,33%,501,2018 Spring
ARCH 250,KLEIN N,3.164,46%,34%,502,2018 Spring
ARCH 250,STEWART Z,3.000,31%,43%,503,2018 Spring
ARCH 250,CAMPAGNOL G,3.656,79%,12%,700,2018 Spring
ARCH 250,CAMPAGNOL G,3.762,82%,11%,701,2018 Spring
ARCH 260,WARDEN R,4.000,100%,0%,500,2018 Spring
ARCH 305,BABE J,4.000,100%,0%,931,2018 Spring
ARCH 305,CATAO CARTAXO,3.882,88%,12%,932,2018 Spring
ARCH 305,VAHDAT ZAD V,3.800,80%,20%,933,2018 Spring
ARCH 317,KALANTAR MEHRJARDI,3.857,86%,14%,500,2018 Spring
ARCH 327,HOLLIDAY S,3.818,82%,18%,500,2018 Spring
ARCH 331,NICHOLS A,2.560,18%,38%,500,2018 Spring
ARCH 335,HABERL J,3.230,37%,54%,500,2018 Spring
ARCH 345,HOLLIDAY S,3.344,59%,28%,502,2018 Spring
ARCH 346,GLOWACKI K,3.433,60%,30%,500,2018 Spring
ARCH 347,FORTENBERRY B,3.909,91%,9%,500,2018 Spring
ARCH 350,DEYONG S,3.813,86%,12%,501,2018 Spring
ARCH 350,CAMPAGNOL G,3.257,41%,46%,700,2018 Spring
ARCH 406,ESQUIVEL J,3.941,94%,6%,501,2018 Spring
ARCH 406,HAWKINS A,3.105,42%,37%,502,2018 Spring
ARCH 406,KALANTAR MEHRJARDI,3.850,85%,15%,503,2018 Spring
ARCH 406,MANN G,4.000,100%,0%,504,2018 Spring
ARCH 421,CULP C,3.555,89%,0%,500,2018 Spring
ARCH 437,STEWART Z,3.000,41%,29%,500,2018 Spring
ARCH 458,HILL R,3.738,81%,15%,500,2018 Spring
ARCH 485,ABBOTT E,3.937,94%,6%,501,2018 Spring
ARCH 494,ABBOTT E,4.000,100%,0%,570,2018 Spring
ARCH 602,MAFFEI G,3.333,33%,67%,600,2018 Spring
ARCH 606,ERMINY M,3.700,70%,30%,601,2018 Spring
ARCH 606,BABE J,4.000,100%,0%,602,2018 Spring
ARCH 606,LU Z,3.888,89%,11%,603,2018 Spring
ARCH 606,ALI A,3.571,71%,14%,604,2018 Spring
ARCH 608,PENTECOST A,3.650,65%,35%,601,2018 Spring
ARCH 608,HOLLIDAY R,3.272,64%,0%,602,2018 Spring
ARCH 608,HALIBURTON J,4.000,100%,0%,603,2018 Spring
ARCH 608,GIBBS B,3.909,91%,9%,604,2018 Spring
ARCH 614,NICHOLS A,2.333,17%,25%,600,2018 Spring
ARCH 615,HABERL J,3.833,83%,17%,600,2018 Spring
ARCH 619,BALTAZAR CERVANTES,3.750,75%,25%,600,2018 Spring
ARCH 620,HABERL J,3.875,88%,12%,600,2018 Spring
ARCH 631,NICHOLS A,3.000,22%,56%,600,2018 Spring
ARCH 633,BALTAZAR CERVANTES,3.066,37%,43%,600,2018 Spring
ARCH 634,BELTRAN L,3.800,80%,20%,600,2018 Spring
ARCH 637,AITANI K,3.928,93%,7%,600,2018 Spring
ARCH 639,DEYONG S,4.000,100%,0%,600,2018 Spring
ARCH 640,WARDEN R,4.000,100%,0%,600,2018 Spring
ARCH 643,CULP C,4.000,100%,0%,600,2018 Spring
ARCH 644,KLEIN N,3.266,47%,47%,600,2018 Spring
ARCH 644,CAMPAGNOL G,3.857,86%,14%,601,2018 Spring
ARCH 646,JAIN P,4.000,100%,0%,600,2018 Spring
ARCH 657,MIRANDA V,3.368,58%,21%,600,2018 Spring
ARCH 674,HAMILTON D,3.750,75%,25%,600,2018 Spring
ARCH 674,HAMILTON D,3.833,83%,17%,601,2018 Spring
ARCH 675,LU Z,3.466,53%,40%,600,2018 Spring
ARCH 685,ERMINY M,4.000,100%,0%,610,2018 Spring
ARCH 685,MANN G,4.000,100%,0%,613,2018 Spring
ARCH 685,ALI A,4.000,100%,0%,616,2018 Spring
ARCH 685,AITANI K,4.000,100%,0%,633,2018 Spring
ARCH 685,HAMILTON D,4.000,100%,0%,657,2018 Spring
ARCH 689,FORTENBERRY B,4.000,100%,0%,600,2018 Spring
ARCH 689,ERMINY M,4.000,100%,0%,601,2018 Spring
ENDS 101,HILL R,4.000,100%,0%,201,2018 Spring
ENDS 101,HILL R,4.000,100%,0%,202,2018 Spring
ENDS 101,HILL R,4.000,100%,0%,203,2018 Spring
ENDS 101,HILL R,4.000,100%,0%,204,2018 Spring
ENDS 101,HILL R,4.000,100%,0%,205,2018 Spring
ENDS 101,HILL R,4.000,100%,0%,206,2018 Spring
ENDS 101,HILL R,4.000,100%,0%,207,2018 Spring
ENDS 101,VANEGAS J,2.806,20%,50%,501,2018 Spring
ENDS 101,BILLINGSLEY A,3.118,42%,43%,701,2018 Spring
ENDS 101,BILLINGSLEY A,3.197,37%,48%,702,2018 Spring
ENDS 105,ROGERS J,2.833,17%,61%,500,2018 Spring
ENDS 108,ROGERS J,2.923,38%,23%,500,2018 Spring
ENDS 108,BORGES GONZALEZ A,2.769,46%,8%,501,2018 Spring
ENDS 108,BORGES GONZALEZ A,3.083,50%,25%,502,2018 Spring
ENDS 108,WU C,3.250,42%,42%,503,2018 Spring
ENDS 108,BORHANI HAGHIGHI A,2.818,18%,45%,504,2018 Spring
ENDS 108,BORHANI HAGHIGHI A,3.230,46%,31%,505,2018 Spring
ENDS 115,WU C,3.411,53%,35%,500,2018 Spring
CARC 301,HONEYCUTT A,3.828,83%,17%,551,2018 Spring
CARC 301,OBRIEN M,2.812,19%,44%,552,2018 Spring
CARC 301,ROLDAN M,3.727,73%,27%,553,2018 Spring
CARC 311,HONEYCUTT A,4.000,100%,0%,550,2018 Spring
CARC 311,OBRIEN M,4.000,100%,0%,551,2018 Spring
