course,prof,gpa,% of A,% of B,section_,semester
AERS 102,TATER C,3.678,68%,32%,501,2018 Spring
AERS 102,TATER C,3.600,60%,40%,502,2018 Spring
AERS 102,TATER C,3.758,76%,24%,503,2018 Spring
AERS 102,TATER C,3.821,82%,18%,504,2018 Spring
AERS 102,TATER C,3.700,73%,23%,505,2018 Spring
AERS 102,TATER C,3.928,93%,7%,506,2018 Spring
AERS 102,TATER C,3.766,77%,23%,507,2018 Spring
AERS 102,TATER C,3.678,68%,32%,508,2018 Spring
AERS 102,TATER C,3.636,68%,27%,509,2018 Spring
AERS 102,TATER C,3.884,88%,12%,510,2018 Spring
AERS 202,PETTIT B,3.285,50%,43%,501,2018 Spring
AERS 202,PETTIT B,3.791,79%,21%,502,2018 Spring
AERS 202,PETTIT B,3.696,70%,30%,503,2018 Spring
AERS 202,PETTIT B,3.875,88%,12%,505,2018 Spring
AERS 202,PETTIT B,3.565,57%,43%,506,2018 Spring
AERS 304,STANTON J,4.000,100%,0%,501,2018 Spring
AERS 304,STANTON J,4.000,100%,0%,502,2018 Spring
AERS 304,STANTON J,4.000,100%,0%,503,2018 Spring
AERS 404,COLLINS T,3.650,80%,15%,501,2018 Spring
AERS 404,COLLINS T,3.916,92%,8%,502,2018 Spring
AERS 404,COLLINS T,3.950,95%,5%,504,2018 Spring
SOMS 111,QUIN C,3.777,78%,22%,501,2018 Spring
SOMS 180,DULKE M,3.777,78%,22%,512,2018 Spring
SOMS 180,NORRIS D,4.000,100%,0%,513,2018 Spring
SOMS 280,GARDNER J,4.000,100%,0%,507,2018 Spring
SOMS 280,FLEMING J,3.666,71%,24%,508,2018 Spring
SOMS 280,FELTS T,3.343,56%,31%,509,2018 Spring
SOMS 280,SCHLATHER B,3.365,56%,27%,510,2018 Spring
SOMS 280,FELTS T,3.725,72%,28%,511,2018 Spring
SOMS 280,FELTS T,3.488,51%,47%,512,2018 Spring
SOMS 280,HAUFFE F,3.750,80%,16%,513,2018 Spring
SOMS 280,HASSMAN D,3.205,49%,31%,515,2018 Spring
SOMS 280,FELTS T,3.642,75%,18%,516,2018 Spring
SOMS 280,SCHLATHER B,3.333,59%,30%,520,2018 Spring
SOMS 280,FELTS T,4.000,100%,0%,522,2018 Spring
SOMS 381,BROWN B,3.727,73%,27%,531,2018 Spring
SOMS 381,MCCLURE M,3.120,36%,48%,532,2018 Spring
SOMS 381,CRAWFORD K,3.857,93%,0%,533,2018 Spring
SOMS 381,BROWN T,3.761,86%,10%,534,2018 Spring
SOMS 381,BROWN T,3.909,91%,9%,535,2018 Spring
SOMS 381,SHEHANE M,3.826,87%,9%,536,2018 Spring
SOMS 381,SCOGGINS J,4.000,100%,0%,537,2018 Spring
SOMS 381,IVEY C,3.750,90%,5%,538,2018 Spring
SOMS 381,IVEY C,3.952,95%,5%,539,2018 Spring
SOMS 381,WENTLING D,3.782,78%,22%,540,2018 Spring
SOMS 381,ARMSTRONG A,3.555,72%,11%,541,2018 Spring
SOMS 381,MCCLURE M,3.714,71%,29%,542,2018 Spring
SOMS 381,SCOGGINS J,3.666,83%,0%,543,2018 Spring
