course,prof,gpa,% of A,% of B,section_,semester
CEHD 603,GOODSON P,3.888,89%,11%,600,2018 Spring
EDAD 601,HAYNES DAVISON C,4.000,100%,0%,600,2018 Spring
EDAD 606,WEBB-JOHNSON G,3.928,93%,7%,700,2018 Spring
EDAD 611,MUSOBA G,3.920,92%,8%,602,2018 Spring
EDAD 618,LECHUGA V,4.000,100%,0%,600,2018 Spring
EDAD 620,BOWEN D,3.307,62%,23%,600,2018 Spring
EDAD 623,LINCOLN Y,4.000,100%,0%,600,2018 Spring
EDAD 650,BAILEY K,4.000,100%,0%,600,2018 Spring
EDAD 658,ROBERTS D,4.000,100%,0%,600,2018 Spring
EDAD 670,BAILEY K,3.666,67%,33%,600,2018 Spring
EDAD 683,LECHUGA V,0.000,0%,0%,600,2018 Spring
EDAD 687,MADSEN J,3.764,94%,0%,700,2018 Spring
EDAD 687,WEBB-JOHNSON G,4.000,100%,0%,701,2018 Spring
EHRD 203,YEAGER K,3.476,60%,31%,501,2018 Spring
EHRD 203,YEAGER K,3.513,65%,22%,599,2018 Spring
EHRD 210,BEASSIE R,3.400,57%,31%,500,2018 Spring
EHRD 210,SCHUBART S,3.806,90%,6%,599,2018 Spring
EHRD 315,MARK C,3.818,82%,18%,500,2018 Spring
EHRD 315,MARK C,3.682,78%,17%,599,2018 Spring
EHRD 371,SMITH K,3.838,87%,10%,599,2018 Spring
EHRD 371,MINNIS S,3.266,70%,10%,901,2018 Spring
EHRD 371,SMITH K,3.151,64%,9%,920,2018 Spring
EHRD 371,MINNIS S,4.000,100%,0%,970,2018 Spring
EHRD 371,MINNIS S,3.272,70%,12%,999,2018 Spring
EHRD 372,MUYIA M,3.075,48%,30%,599,2018 Spring
EHRD 374,MUYIA M,3.647,76%,15%,597,2018 Spring
EHRD 374,MUYIA M,3.485,66%,23%,598,2018 Spring
EHRD 374,MUYIA M,3.485,63%,29%,599,2018 Spring
EHRD 391,SANDLIN J,3.833,83%,17%,200,2018 Spring
EHRD 391,SANDLIN J,2.900,30%,37%,501,2018 Spring
EHRD 391,SANDLIN J,2.812,25%,41%,502,2018 Spring
EHRD 405,STOWE C,3.692,92%,0%,598,2018 Spring
EHRD 405,SINGH S,3.156,44%,34%,599,2018 Spring
EHRD 408,PONJUAN L,3.647,65%,35%,500,2018 Spring
EHRD 408,SANDLIN J,3.933,93%,7%,550,2018 Spring
EHRD 413,MCDONALD W,3.437,47%,50%,500,2018 Spring
EHRD 413,HUTCHINS N,3.740,74%,26%,501,2018 Spring
EHRD 477,SWEENEY D,3.058,18%,74%,500,2018 Spring
EHRD 477,SMITH B,3.666,74%,18%,599,2018 Spring
EHRD 481,FOWLER R,3.756,81%,14%,500,2018 Spring
EHRD 481,FOWLER R,3.775,82%,12%,501,2018 Spring
EHRD 485,SANDLIN J,3.857,80%,20%,504,2018 Spring
EHRD 490,SANDLIN J,2.961,35%,35%,901,2018 Spring
EHRD 490,PONJUAN L,3.666,73%,20%,902,2018 Spring
EHRD 490,WORKMAN M,3.823,85%,12%,920,2018 Spring
EHRD 603,DOOLEY L,3.800,80%,20%,699,2018 Spring
EHRD 603,DOOLEY L,3.714,71%,29%,700,2018 Spring
EHRD 605,DOOLEY L,3.642,86%,7%,600,2018 Spring
EHRD 612,WANG J,3.500,58%,33%,600,2018 Spring
EHRD 613,DIRANI K,3.857,86%,14%,699,2018 Spring
EHRD 613,DIRANI K,3.954,95%,5%,700,2018 Spring
EHRD 614,BEYERLEIN M,3.800,80%,20%,699,2018 Spring
EHRD 614,BEYERLEIN M,3.850,85%,15%,700,2018 Spring
EHRD 616,ROUMELL E,4.000,100%,0%,699,2018 Spring
EHRD 616,ROUMELL E,3.875,92%,4%,700,2018 Spring
EHRD 619,WATSON N,4.000,100%,0%,600,2018 Spring
EHRD 624,UPTON M,3.800,80%,20%,699,2018 Spring
EHRD 624,UPTON M,3.650,75%,15%,700,2018 Spring
EHRD 625,BEYERLEIN M,3.952,95%,5%,600,2018 Spring
EHRD 628,WANG J,4.000,100%,0%,600,2018 Spring
EHRD 630,SANDOVAL C,3.500,67%,25%,700,2018 Spring
EHRD 631,BAUMGARTNER L,3.400,53%,33%,700,2018 Spring
EHRD 633,ROSE G,3.800,80%,20%,700,2018 Spring
EHRD 642,SANTOS R,3.692,69%,31%,700,2018 Spring
TCMG 272,MCDONALD B,3.761,81%,14%,501,2018 Spring
TCMG 274,CHANDLER J,3.607,82%,4%,599,2018 Spring
TCMG 303,WALKER D,3.967,97%,3%,500,2018 Spring
TCMG 303,WALKER D,3.727,77%,18%,501,2018 Spring
TCMG 308,WORKMAN M,3.511,76%,13%,598,2018 Spring
TCMG 308,WORKMAN M,3.727,86%,7%,599,2018 Spring
TCMG 316,STRADER R,3.080,32%,56%,500,2018 Spring
TCMG 402,MARK C,3.031,34%,47%,598,2018 Spring
TCMG 402,MARK C,2.947,37%,39%,599,2018 Spring
TCMG 412,WORKMAN M,3.931,93%,7%,599,2018 Spring
TCMG 476,MIKEAL A,3.433,50%,43%,500,2018 Spring
BEFB 470,ACOSTA S,3.782,78%,22%,500,2018 Spring
BEFB 476,ACOSTA S,3.826,87%,9%,500,2018 Spring
BIED 610,PENN A,4.000,100%,0%,700,2018 Spring
BIED 632,RIVERA H,4.000,100%,0%,600,2018 Spring
BIED 632,JIMENEZ D,4.000,100%,0%,700,2018 Spring
CPSY 612,OJEDA L,3.894,95%,0%,700,2018 Spring
CPSY 633,OJEDA L,4.000,100%,0%,600,2018 Spring
CPSY 662,RIDLEY C,4.000,100%,0%,600,2018 Spring
CPSY 679,RIDLEY C,4.000,100%,0%,600,2018 Spring
CPSY 683,CASTILLO L,4.000,100%,0%,700,2018 Spring
EDTC 602,PEDERSEN S,3.960,96%,4%,700,2018 Spring
EDTC 608,SWEANY N,3.880,88%,12%,700,2018 Spring
EDTC 645,SWEANY N,3.894,89%,11%,700,2018 Spring
EDTC 651,PEDERSEN S,3.909,91%,9%,700,2018 Spring
EDTC 654,SWEANY N,3.666,83%,0%,699,2018 Spring
EDTC 654,SWEANY N,4.000,100%,0%,700,2018 Spring
EPFB 210,MONTAGUE M,3.525,65%,28%,500,2018 Spring
EPSY 320,JUNTUNE J,3.769,85%,8%,500,2018 Spring
EPSY 320,JUNTUNE J,3.827,86%,10%,700,2018 Spring
EPSY 320,RAMOS S,3.793,86%,7%,701,2018 Spring
EPSY 321,WOODWARD R,3.250,44%,38%,500,2018 Spring
EPSY 433,RAMOS GARCIMARTIN H,3.692,77%,15%,500,2018 Spring
EPSY 433,RAMOS GARCIMARTIN H,3.354,73%,8%,700,2018 Spring
EPSY 433,RAMOS GARCIMARTIN H,4.000,100%,0%,701,2018 Spring
EPSY 435,RAMOS S,3.653,85%,8%,501,2018 Spring
EPSY 435,IHORN S,2.739,22%,52%,700,2018 Spring
EPSY 435,RAMOS S,3.666,80%,10%,701,2018 Spring
EPSY 435,RAMOS GARCIMARTIN H,3.741,74%,26%,702,2018 Spring
EPSY 485,WOODWARD R,3.700,70%,30%,507,2018 Spring
EPSY 485,JUNTUNE J,3.750,75%,25%,546,2018 Spring
EPSY 602,WOODWARD R,3.600,60%,40%,600,2018 Spring
EPSY 602,JUNTUNE J,3.864,92%,3%,700,2018 Spring
EPSY 606,GAGNE J,4.000,100%,0%,600,2018 Spring
EPSY 622,RAMOS S,3.884,88%,12%,700,2018 Spring
EPSY 625,YOON M,3.529,53%,47%,600,2018 Spring
EPSY 630,THOMPSON J,3.625,75%,12%,600,2018 Spring
EPSY 630,BURKE M,4.000,100%,0%,700,2018 Spring
EPSY 630,HEATH A,3.956,96%,4%,701,2018 Spring
EPSY 633,STOUGH L,3.916,92%,8%,600,2018 Spring
EPSY 636,THOMPSON C,3.333,67%,22%,600,2018 Spring
EPSY 641,BAEK E,3.823,82%,18%,600,2018 Spring
EPSY 641,LUO W,3.840,84%,16%,601,2018 Spring
EPSY 645,JUNTUNE J,3.888,89%,11%,700,2018 Spring
EPSY 646,LIEW J,4.000,100%,0%,700,2018 Spring
EPSY 648,JUNTUNE J,4.000,100%,0%,600,2018 Spring
EPSY 650,LUO W,4.000,100%,0%,600,2018 Spring
EPSY 673,WOLTERING S,3.800,80%,20%,600,2018 Spring
EPSY 689,ETTEKAL I,4.000,100%,0%,600,2018 Spring
EPSY 689,SWEET K,3.833,83%,17%,700,2018 Spring
INST 210,FOGARTY M,3.958,96%,4%,501,2018 Spring
INST 210,FOGARTY M,3.920,92%,8%,502,2018 Spring
INST 210,FOGARTY M,3.900,90%,10%,503,2018 Spring
INST 210,FOGARTY M,3.900,95%,0%,504,2018 Spring
INST 210,FOGARTY M,3.833,92%,4%,505,2018 Spring
INST 210,FOGARTY M,3.650,65%,35%,506,2018 Spring
INST 210,FOGARTY M,4.000,100%,0%,508,2018 Spring
INST 210,FOGARTY M,4.000,100%,0%,509,2018 Spring
INST 210,FOGARTY M,3.833,89%,6%,510,2018 Spring
INST 210,FOGARTY M,3.857,86%,14%,511,2018 Spring
INST 210,MONTAGUE M,2.678,14%,46%,700,2018 Spring
INST 301,WOODWARD R,2.882,35%,29%,500,2018 Spring
INST 301,WOODWARD R,2.800,20%,40%,550,2018 Spring
INST 301,RAMOS GARCIMARTIN H,3.714,82%,14%,700,2018 Spring
INST 301,RAMOS GARCIMARTIN H,3.666,83%,7%,702,2018 Spring
SEFB 420,MONTAGUE M,3.700,70%,30%,900,2018 Spring
SEFB 430,KELLOGG K,4.000,100%,0%,701,2018 Spring
SPED 302,FOURNIER C,3.903,90%,10%,500,2018 Spring
SPED 310,BYRNS G,3.357,46%,43%,900,2018 Spring
SPED 311,FOURNIER C,3.928,93%,7%,500,2018 Spring
SPED 312,BYRNS G,3.750,75%,25%,500,2018 Spring
SPED 314,BILLINGS ASHCRAFT S,3.928,93%,7%,500,2018 Spring
SPED 414,GILSON C,4.000,100%,0%,500,2018 Spring
SPED 442,PERROTT L,3.750,75%,25%,500,2018 Spring
SPED 471,FOGARTY M,3.964,96%,4%,500,2018 Spring
SPED 602,GANZ J,3.846,85%,15%,700,2018 Spring
