course,prof,gpa,% of A,% of B,section_,semester
ACCT 209,STASNY M,2.779,20%,42%,501,2017 Spring
ACCT 209,STASNY M,2.789,22%,40%,502,2017 Spring
ACCT 209,STASNY M,2.583,8%,42%,503,2017 Spring
ACCT 209,STASNY M,2.040,4%,28%,504,2017 Spring
ACCT 210,STRAWSER R,2.428,16%,37%,501,2017 Spring
ACCT 210,STRAWSER R,2.690,25%,39%,502,2017 Spring
ACCT 229,KNOOP J,3.461,54%,38%,200,2017 Spring
ACCT 229,KNOOP J,3.360,48%,40%,201,2017 Spring
ACCT 229,BARRETT J,2.923,27%,46%,501,2017 Spring
ACCT 229,BARRETT J,2.468,19%,34%,502,2017 Spring
ACCT 229,BARRETT J,3.000,34%,41%,503,2017 Spring
ACCT 229,CLARKE M,2.642,14%,50%,504,2017 Spring
ACCT 229,CLARKE M,2.666,27%,27%,505,2017 Spring
ACCT 229,CLARKE M,2.909,27%,42%,506,2017 Spring
ACCT 229,CLARKE M,2.454,18%,33%,507,2017 Spring
ACCT 229,HEAD M,2.695,17%,52%,508,2017 Spring
ACCT 229,HEAD M,2.578,16%,42%,509,2017 Spring
ACCT 229,KARA M,2.593,22%,34%,510,2017 Spring
ACCT 229,RANE S,2.655,17%,41%,511,2017 Spring
ACCT 229,HEPFER B,2.750,25%,33%,512,2017 Spring
ACCT 229,HEPFER B,2.533,17%,37%,513,2017 Spring
ACCT 229,HEPFER B,2.583,25%,28%,514,2017 Spring
ACCT 230,MCGOWAN A,3.277,33%,61%,201,2017 Spring
ACCT 230,MCGOWAN A,3.384,54%,38%,202,2017 Spring
ACCT 230,ALLEN N,2.871,24%,46%,501,2017 Spring
ACCT 230,ALLEN N,2.749,22%,42%,502,2017 Spring
ACCT 321,ROACH K,4.000,100%,0%,500,2017 Spring
ACCT 322,BLASOR T,4.000,100%,0%,500,2017 Spring
ACCT 327,LARKIN R,2.741,26%,32%,501,2017 Spring
ACCT 327,CLINE K,2.837,30%,32%,502,2017 Spring
ACCT 327,CLINE K,3.050,45%,32%,503,2017 Spring
ACCT 327,YUST C,2.588,15%,44%,504,2017 Spring
ACCT 327,YUST C,2.514,23%,23%,505,2017 Spring
ACCT 327,YUST C,2.820,26%,36%,506,2017 Spring
ACCT 328,RICE S,3.175,35%,50%,501,2017 Spring
ACCT 328,RICE S,3.200,35%,50%,502,2017 Spring
ACCT 328,RICE S,3.200,25%,70%,503,2017 Spring
ACCT 328,GROSSMAN S,3.083,33%,50%,504,2017 Spring
ACCT 328,GROSSMAN S,3.090,23%,68%,505,2017 Spring
ACCT 328,GROSSMAN S,3.230,35%,54%,506,2017 Spring
ACCT 328,LARKIN R,3.228,43%,37%,510,2017 Spring
ACCT 328,LARKIN R,3.434,46%,52%,511,2017 Spring
ACCT 329,FARMER K,3.600,63%,34%,501,2017 Spring
ACCT 405,MCGUIRE S,3.148,26%,63%,501,2017 Spring
ACCT 405,MCGUIRE S,3.031,28%,56%,502,2017 Spring
ACCT 405,MCGUIRE S,3.258,35%,55%,503,2017 Spring
ACCT 405,NIXON C,3.391,39%,61%,504,2017 Spring
ACCT 405,NIXON C,3.296,33%,63%,505,2017 Spring
ACCT 405,NIXON C,3.392,39%,61%,506,2017 Spring
ACCT 405,NIXON C,3.346,35%,65%,507,2017 Spring
ACCT 405,ROACH K,3.482,48%,52%,508,2017 Spring
ACCT 405,POLACK L,2.923,31%,31%,509,2017 Spring
ACCT 407,DIAZ M,3.187,31%,56%,901,2017 Spring
ACCT 407,FLAGG J,3.368,37%,63%,902,2017 Spring
ACCT 410,TORNO T,3.241,24%,76%,500,2017 Spring
ACCT 421,KRAJICEK J,4.000,100%,0%,931,2017 Spring
ACCT 421,KRAJICEK J,4.000,100%,0%,932,2017 Spring
ACCT 421,KRAJICEK J,3.979,98%,2%,933,2017 Spring
ACCT 427,BLASOR T,3.227,32%,59%,501,2017 Spring
ACCT 427,BLASOR T,3.511,51%,49%,502,2017 Spring
ACCT 427,BLASOR T,3.590,64%,32%,503,2017 Spring
ACCT 427,DIAZ M,3.023,23%,58%,504,2017 Spring
ACCT 427,DIAZ M,3.239,41%,43%,505,2017 Spring
ACCT 445,NAFSTAD A,3.775,84%,10%,501,2017 Spring
ACCT 445,NAFSTAD A,4.000,100%,0%,502,2017 Spring
ACCT 447,REDMAN K,3.100,10%,90%,501,2017 Spring
ACCT 447,REDMAN K,3.307,38%,54%,502,2017 Spring
ACCT 447,REDMAN K,3.066,20%,67%,503,2017 Spring
ACCT 450,SHAUB M,3.000,14%,71%,501,2017 Spring
ACCT 485,SANDERS J,4.000,100%,0%,501,2017 Spring
ACCT 607,FLAGG J,3.322,35%,61%,600,2017 Spring
ACCT 615,ROACH K,4.000,100%,0%,600,2017 Spring
ACCT 620,RAY K,3.342,43%,49%,601,2017 Spring
ACCT 620,RAY K,3.484,55%,39%,602,2017 Spring
ACCT 620,KINNEY M,3.547,55%,45%,651,2017 Spring
ACCT 640,FOSTER C,3.219,42%,37%,601,2017 Spring
ACCT 644,SANDERS J,3.716,75%,21%,601,2017 Spring
ACCT 644,SANDERS J,3.490,55%,40%,602,2017 Spring
ACCT 646,NAFSTAD A,3.942,94%,6%,601,2017 Spring
ACCT 646,NAFSTAD A,3.986,99%,1%,602,2017 Spring
ACCT 647,TORNO T,3.305,42%,47%,601,2017 Spring
ACCT 647,TORNO T,3.205,26%,69%,602,2017 Spring
ACCT 650,SHAUB M,3.647,65%,35%,601,2017 Spring
ACCT 650,HEAD M,4.000,100%,0%,602,2017 Spring
ACCT 671,MCANALLY M,4.000,100%,0%,652,2017 Spring
ACCT 680,ROBINSON J,3.543,57%,41%,601,2017 Spring
ACCT 680,ROBINSON J,3.560,60%,36%,602,2017 Spring
ACCT 685,BENJAMIN J,4.000,100%,0%,600,2017 Spring
BUAD 620,KRAJICEK J,4.000,100%,0%,601,2017 Spring
BUAD 620,KRAJICEK J,4.000,100%,0%,602,2017 Spring
BUAD 620,KRAJICEK J,3.888,89%,11%,661,2017 Spring
BUAD 679,ALEXANDER M,4.000,100%,0%,661,2017 Spring
BUAD 693,BROWN L,3.425,50%,42%,652,2017 Spring
BUAD 693,MARCANTONIO J,3.875,92%,4%,661,2017 Spring
BUAD 705,ALEXANDER M,0.000,78%,20%,600,2017 Spring
BUAD 710,MUSOMA H,3.800,82%,15%,600,2017 Spring
BUAD 715,PANINA D,3.600,60%,40%,600,2017 Spring
BUSN 205,VAN ALSTYNE J,4.000,100%,0%,971,2017 Spring
BUSN 205,VAN ALSTYNE J,4.000,100%,0%,972,2017 Spring
BUSN 302,SANDERS J,4.000,100%,0%,200,2017 Spring
BUSN 302,GAMMENTHALER K,4.000,100%,0%,501,2017 Spring
BUSN 302,BLASOR T,4.000,100%,0%,502,2017 Spring
BUSN 302,JOHNSON R,4.000,100%,0%,503,2017 Spring
BUSN 302,MUIR K,4.000,100%,0%,504,2017 Spring
BUSN 302,MUSOMA H,3.593,70%,23%,505,2017 Spring
BUSN 302,FOSTER C,4.000,100%,0%,506,2017 Spring
BUSN 302,SIMPSON N,4.000,100%,0%,507,2017 Spring
BUSN 302,JOHNSON R,3.714,79%,14%,508,2017 Spring
BUSN 302,COURTRIGHT S,3.500,75%,12%,509,2017 Spring
BUSN 302,FIELD C,4.000,100%,0%,511,2017 Spring
BUSN 302,BURTON L,3.600,60%,40%,512,2017 Spring
BUSN 302,MUIR K,4.000,100%,0%,515,2017 Spring
BUSN 302,MUIR K,4.000,100%,0%,516,2017 Spring
BUSN 302,MUIR K,4.000,100%,0%,517,2017 Spring
BUSN 401,VAN ALSTYNE J,4.000,100%,0%,500,2017 Spring
BUSN 403,MUIR K,4.000,100%,0%,901,2017 Spring
BUSN 403,MUIR K,3.750,75%,25%,902,2017 Spring
BUSN 403,JOHNSON R,4.000,100%,0%,903,2017 Spring
BUSN 403,MUIR K,3.800,80%,20%,904,2017 Spring
BUSN 403,MUIR K,3.900,90%,10%,905,2017 Spring
BUSN 403,JOHNSON R,4.000,100%,0%,906,2017 Spring
BUSN 489,GAMMENTHALER K,4.000,100%,0%,500,2017 Spring
IBUS 289,ARAUJO A,4.000,100%,0%,551,2017 Spring
IBUS 289,GASPAR J,4.000,100%,0%,552,2017 Spring
IBUS 401,GRESHAM L,3.400,40%,60%,501,2017 Spring
IBUS 401,GRESHAM L,4.000,100%,0%,502,2017 Spring
IBUS 450,MAHAJAN V,3.400,40%,60%,501,2017 Spring
IBUS 450,PANINA D,3.600,80%,0%,504,2017 Spring
IBUS 450,PANINA D,3.200,40%,40%,505,2017 Spring
IBUS 457,LEWIS D,4.000,100%,0%,550,2017 Spring
IBUS 489,ARAUJO A,4.000,100%,0%,551,2017 Spring
IBUS 489,GASPAR J,4.000,100%,0%,552,2017 Spring
IBUS 489,MANLEY M,4.000,100%,0%,553,2017 Spring
FINC 210,CALLIS L,3.812,81%,19%,501,2017 Spring
FINC 267,MOORE K,3.400,52%,44%,501,2017 Spring
FINC 341,GUYTON S,3.714,71%,29%,201,2017 Spring
FINC 341,GUYTON S,2.892,26%,45%,501,2017 Spring
FINC 341,GUYTON S,2.652,19%,44%,502,2017 Spring
FINC 350,MARTINDALE L,3.789,79%,21%,901,2017 Spring
FINC 350,MARTINDALE L,3.804,80%,20%,902,2017 Spring
FINC 350,MARTINDALE L,3.809,81%,19%,903,2017 Spring
FINC 351,LIU Y,2.791,38%,17%,501,2017 Spring
FINC 351,LIU Y,2.957,30%,38%,502,2017 Spring
FINC 351,LIU Y,3.046,37%,30%,503,2017 Spring
FINC 351,SHIN S,2.970,32%,38%,504,2017 Spring
FINC 361,WU W,2.294,12%,29%,501,2017 Spring
FINC 361,WU W,3.093,33%,49%,502,2017 Spring
FINC 361,WU W,3.119,36%,43%,503,2017 Spring
FINC 361,WHITE E,3.071,43%,36%,504,2017 Spring
FINC 371,PETERSON J,2.735,16%,51%,501,2017 Spring
FINC 381,SORESCU S,3.666,67%,33%,501,2017 Spring
FINC 381,MARTINDALE L,3.454,45%,55%,901,2017 Spring
FINC 381,MARTINDALE L,3.500,50%,50%,902,2017 Spring
FINC 381,MARTINDALE L,3.400,40%,60%,903,2017 Spring
FINC 381,KOLARI J,3.088,32%,50%,904,2017 Spring
FINC 409,WOLKEN L,2.484,20%,31%,598,2017 Spring
FINC 409,WOLKEN L,1.684,5%,16%,599,2017 Spring
FINC 422,TEBEAUX W,4.000,100%,0%,501,2017 Spring
FINC 423,CHEN Y,3.000,32%,41%,501,2017 Spring
FINC 423,HALLERMANN D,2.960,28%,40%,502,2017 Spring
FINC 424,HALLERMANN D,3.000,22%,56%,501,2017 Spring
FINC 427,HARRIS T,4.000,100%,0%,501,2017 Spring
FINC 428,KIM H,2.720,16%,42%,501,2017 Spring
FINC 428,KANG L,2.975,39%,29%,502,2017 Spring
FINC 443,KOLASINSKI A,2.968,19%,69%,501,2017 Spring
FINC 445,AO M,3.055,33%,43%,501,2017 Spring
FINC 462,KOLARI J,3.750,75%,25%,501,2017 Spring
FINC 462,KOLARI J,3.789,79%,21%,502,2017 Spring
FINC 464,GAREY W,3.621,62%,38%,501,2017 Spring
FINC 472,MCGRATH K,2.928,20%,54%,501,2017 Spring
FINC 475,PETERSON J,3.000,15%,73%,501,2017 Spring
FINC 485,WHITE E,4.000,100%,0%,501,2017 Spring
FINC 485,GAREY W,3.571,57%,43%,502,2017 Spring
FINC 603,ERTURK B,3.457,51%,43%,601,2017 Spring
FINC 604,KIM H,3.142,34%,46%,601,2017 Spring
FINC 612,JOHNSON S,3.756,76%,24%,651,2017 Spring
FINC 612,WHITE E,3.511,60%,31%,661,2017 Spring
FINC 613,HERCOT P,3.571,57%,43%,601,2017 Spring
FINC 613,HERCOT P,3.606,61%,39%,602,2017 Spring
FINC 613,MAHAJAN A,3.750,75%,25%,652,2017 Spring
FINC 629,WHITE E,3.517,52%,48%,601,2017 Spring
FINC 632,DYE R,3.500,58%,33%,601,2017 Spring
FINC 635,WOLKEN L,3.104,42%,39%,699,2017 Spring
FINC 641,KOLASINSKI A,3.131,18%,76%,601,2017 Spring
FINC 641,KOLASINSKI A,3.368,37%,63%,602,2017 Spring
FINC 643,KOLARI J,4.000,100%,0%,602,2017 Spring
FINC 647,TORNO T,3.333,50%,33%,601,2017 Spring
FINC 647,TORNO T,2.800,40%,20%,602,2017 Spring
FINC 649,HERCOT P,3.263,37%,53%,601,2017 Spring
FINC 649,KOLASINSKI A,3.166,33%,50%,651,2017 Spring
FINC 662,DEER S,3.880,92%,4%,661,2017 Spring
FINC 665,CHEN Y,3.352,47%,44%,601,2017 Spring
