course,prof,gpa,% of A,% of B,section_,semester
BUSH 631,NIELSEN R,3.631,63%,37%,601,2017 Spring
BUSH 631,NIELSEN R,3.782,78%,22%,602,2017 Spring
BUSH 631,BULLOCK J,3.750,83%,8%,700,2017 Spring
BUSH 632,BULLOCK J,4.000,100%,0%,600,2017 Spring
BUSH 635,SELLARS E,3.629,67%,30%,601,2017 Spring
BUSH 635,CORTES K,3.500,61%,28%,602,2017 Spring
BUSH 635,LAHEY J,3.687,69%,31%,603,2017 Spring
INTA 601,MUSOMA H,3.800,80%,20%,600,2017 Spring
INTA 603,FEIL S,2.900,50%,20%,700,2017 Spring
INTA 604,TALBOT B,3.111,44%,22%,700,2017 Spring
INTA 605,CESARIO B,3.636,64%,36%,601,2017 Spring
INTA 605,HERMANN C,3.600,60%,40%,602,2017 Spring
INTA 605,CESARIO B,3.375,50%,38%,603,2017 Spring
INTA 605,LASALA P,3.285,64%,21%,700,2017 Spring
INTA 608,LENZ E,3.916,92%,8%,600,2017 Spring
INTA 608,LENZ E,3.857,86%,14%,601,2017 Spring
INTA 612,SIEVERT R,4.000,100%,0%,600,2017 Spring
INTA 613,NAPPER L,3.700,70%,30%,601,2017 Spring
INTA 613,NAPPER L,3.900,90%,10%,602,2017 Spring
INTA 617,CASTILLO J,3.700,70%,30%,600,2017 Spring
INTA 621,NORRIS W,3.545,55%,45%,600,2017 Spring
INTA 625,ROBERTSON R,4.000,100%,0%,600,2017 Spring
INTA 627,ITZKOWITZ-,3.700,70%,30%,600,2017 Spring
INTA 632,MU R,3.750,75%,25%,600,2017 Spring
INTA 636,NATSIOS A,3.500,50%,50%,600,2017 Spring
INTA 647,HUANG R,3.666,67%,33%,600,2017 Spring
INTA 651,RUSSELL R,3.764,76%,24%,700,2017 Spring
INTA 652,OLSON J,3.640,64%,36%,600,2017 Spring
INTA 652,RUSSELL R,3.571,57%,43%,700,2017 Spring
INTA 654,BLACKWELL J,3.076,62%,15%,700,2017 Spring
INTA 655,MARIN THORNTON G,4.000,100%,0%,600,2017 Spring
INTA 657,MACNAMEE R,3.647,65%,35%,600,2017 Spring
INTA 659,HUANG R,3.666,67%,33%,600,2017 Spring
INTA 659,DALY S,3.625,62%,38%,700,2017 Spring
INTA 661,MARIN THORNTON G,3.900,90%,10%,600,2017 Spring
INTA 663,EDEN L,3.285,29%,71%,600,2017 Spring
INTA 664,GAUSE F,3.142,36%,57%,600,2017 Spring
INTA 667,OLSON J,3.900,90%,10%,600,2017 Spring
INTA 669,MACNAMEE R,3.904,90%,10%,600,2017 Spring
INTA 670,ROSS A,3.625,62%,38%,601,2017 Spring
INTA 670,CASTILLO J,4.000,100%,0%,602,2017 Spring
INTA 670,WALKER D,4.000,100%,0%,603,2017 Spring
INTA 670,AGUIRRE JR. E,4.000,100%,0%,604,2017 Spring
INTA 670,MACWILLIE D,3.857,86%,14%,605,2017 Spring
INTA 670,SIEVERT R,4.000,100%,0%,606,2017 Spring
INTA 670,MACNAMEE R,3.714,71%,29%,608,2017 Spring
INTA 670,HAMIE C,3.750,75%,25%,609,2017 Spring
INTA 670,MU R,4.000,100%,0%,610,2017 Spring
INTA 670,HOLZWEISS R,4.000,100%,0%,611,2017 Spring
INTA 670,TABAAR M,4.000,100%,0%,612,2017 Spring
INTA 674,TABAAR M,3.666,67%,33%,600,2017 Spring
INTA 686,NAPPER L,3.538,54%,46%,600,2017 Spring
INTA 689,ROSS A,3.363,36%,64%,601,2017 Spring
INTA 689,SELLARS E,4.000,100%,0%,603,2017 Spring
INTA 689,NIELSEN R,4.000,100%,0%,606,2017 Spring
INTA 689,LEE Y,3.600,60%,40%,607,2017 Spring
INTA 689,ITZKOWITZ-,4.000,100%,0%,608,2017 Spring
INTA 689,HAMIE C,3.600,60%,40%,609,2017 Spring
INTA 689,THOROUGHMAN K,3.700,70%,30%,611,2017 Spring
INTA 689,WALKER D,3.888,89%,11%,613,2017 Spring
INTA 689,KARTCHNER K,4.000,100%,0%,614,2017 Spring
INTA 689,KARTCHNER K,4.000,100%,0%,615,2017 Spring
INTA 689,CRUDO C,3.833,83%,17%,616,2017 Spring
INTA 689,ROSS A,4.000,100%,0%,700,2017 Spring
PSAA 603,QU H,3.800,80%,20%,600,2017 Spring
PSAA 603,MORRISON J,3.153,69%,8%,700,2017 Spring
PSAA 604,MOATS J,2.900,50%,30%,700,2017 Spring
PSAA 605,MCINTYRE D,3.800,80%,20%,600,2017 Spring
PSAA 605,GIBSON T,2.800,40%,20%,700,2017 Spring
PSAA 608,DAVIS D,3.923,92%,8%,600,2017 Spring
PSAA 610,HILDERBRAND M,3.666,67%,33%,600,2017 Spring
PSAA 611,WEST W,3.458,58%,38%,601,2017 Spring
PSAA 611,WEST W,3.714,71%,29%,602,2017 Spring
PSAA 611,KERR D,3.750,75%,25%,603,2017 Spring
PSAA 611,KERR D,3.550,55%,45%,604,2017 Spring
PSAA 611,GREER R,3.750,75%,25%,700,2017 Spring
PSAA 613,CORTES K,4.000,100%,0%,600,2017 Spring
PSAA 618,TAYLOR L,3.666,67%,33%,600,2017 Spring
PSAA 620,DWYER W,2.833,50%,17%,700,2017 Spring
PSAA 622,TAYLOR L,3.590,64%,32%,601,2017 Spring
PSAA 622,DAGUE L,3.444,56%,33%,602,2017 Spring
PSAA 630,BRIGHT L,3.636,68%,27%,601,2017 Spring
PSAA 630,MARCHBANKS M,3.846,85%,15%,602,2017 Spring
PSAA 631,TACKETT-GIBSON M,3.857,86%,14%,600,2017 Spring
PSAA 632,PAARLBERG L,3.526,53%,47%,600,2017 Spring
PSAA 632,LITTLE C,4.000,100%,0%,700,2017 Spring
PSAA 633,ZUNIGA K,2.428,57%,0%,700,2017 Spring
PSAA 634,GREER R,4.000,100%,0%,601,2017 Spring
PSAA 634,GREER R,3.875,88%,12%,602,2017 Spring
PSAA 635,LAHEY J,3.928,93%,7%,600,2017 Spring
PSAA 636,PAARLBERG L,3.600,60%,40%,600,2017 Spring
PSAA 636,GREIM J,2.809,33%,43%,700,2017 Spring
PSAA 637,BULLOCK J,4.000,100%,0%,600,2017 Spring
PSAA 638,DAGUE L,3.555,67%,22%,600,2017 Spring
PSAA 640,GRIFFIN J,3.555,56%,44%,600,2017 Spring
PSAA 643,LUM J,3.050,65%,15%,700,2017 Spring
PSAA 644,BROWN W,3.400,40%,60%,600,2017 Spring
PSAA 644,LITTLE C,3.478,78%,9%,700,2017 Spring
PSAA 652,GAMACHE K,3.200,80%,0%,700,2017 Spring
