course,prof,gpa,% of A,% of B,section_,semester
ARCH 206,KIM J,3.529,53%,47%,500,2017 Spring
ARCH 206,KIM J,3.461,46%,54%,501,2017 Spring
ARCH 206,HUNTER C,3.105,26%,58%,502,2017 Spring
ARCH 206,RODIEK S,3.333,33%,67%,503,2017 Spring
ARCH 206,ESQUIVEL J,3.923,92%,8%,504,2017 Spring
ARCH 206,LU Z,3.777,83%,11%,505,2017 Spring
ARCH 212,ZHU X,3.000,23%,56%,500,2017 Spring
ARCH 213,TABB P,2.881,23%,48%,500,2017 Spring
ARCH 213,TABB P,2.777,20%,41%,501,2017 Spring
ARCH 216,KIM H,3.652,65%,35%,500,2017 Spring
ARCH 249,GLOWACKI K,3.181,64%,0%,200,2017 Spring
ARCH 249,CAFFEY S,3.928,93%,7%,201,2017 Spring
ARCH 249,GLOWACKI K,3.033,34%,45%,501,2017 Spring
ARCH 249,GLOWACKI K,2.703,11%,63%,502,2017 Spring
ARCH 249,CAFFEY S,3.627,72%,21%,503,2017 Spring
ARCH 249,CAFFEY S,3.487,62%,28%,504,2017 Spring
ARCH 249,CAFFEY S,3.369,60%,23%,700,2017 Spring
ARCH 250,KLEIN N,3.444,56%,33%,200,2017 Spring
ARCH 250,KLEIN N,3.445,58%,30%,501,2017 Spring
ARCH 250,KLEIN N,3.166,41%,41%,502,2017 Spring
ARCH 250,CAMPAGNOL G,3.721,81%,11%,700,2017 Spring
ARCH 250,CAMPAGNOL G,3.752,80%,14%,701,2017 Spring
ARCH 260,IISAKA M,3.400,60%,20%,500,2017 Spring
ARCH 305,BABE J,3.687,75%,19%,931,2017 Spring
ARCH 305,CATAO CARTAXO,4.000,100%,0%,932,2017 Spring
ARCH 305,MAFFEI G,3.083,17%,75%,933,2017 Spring
ARCH 328,OBRIEN M,3.857,86%,14%,500,2017 Spring
ARCH 331,NICHOLS A,2.384,15%,36%,500,2017 Spring
ARCH 335,HABERL J,2.720,14%,49%,500,2017 Spring
ARCH 345,HOLLIDAY S,3.372,51%,37%,501,2017 Spring
ARCH 350,DEYONG S,3.777,78%,22%,200,2017 Spring
ARCH 350,DEYONG S,3.225,42%,43%,501,2017 Spring
ARCH 350,DEYONG S,3.250,25%,75%,502,2017 Spring
ARCH 406,WELLS W,3.687,69%,31%,501,2017 Spring
ARCH 406,HALIBURTON J,4.000,100%,0%,502,2017 Spring
ARCH 406,KALANTAR MEHRJARDI,3.750,75%,25%,503,2017 Spring
ARCH 406,MANN G,4.000,100%,0%,504,2017 Spring
ARCH 406,ESQUIVEL J,3.916,92%,8%,505,2017 Spring
ARCH 421,CULP C,2.882,53%,6%,500,2017 Spring
ARCH 430,GLOWACKI K,3.321,50%,32%,500,2017 Spring
