course,prof,gpa,% of A,% of B,section_,semester
BIMS 101,IVANOV I,3.960,96%,4%,501,2017 Spring
BIMS 101,IVANOV I,3.920,93%,6%,502,2017 Spring
BIMS 101,TIAN Y,3.978,98%,2%,504,2017 Spring
BIMS 110,YOUNG C,3.773,84%,13%,501,2017 Spring
BIMS 110,YOUNG C,3.903,92%,6%,502,2017 Spring
BIMS 201,CROUCH E,3.894,89%,11%,500,2017 Spring
BIMS 320,SEABURY C,3.636,64%,36%,200,2017 Spring
BIMS 320,BERGTHORSSON U,3.531,59%,34%,501,2017 Spring
BIMS 320,DERR J,3.155,32%,57%,502,2017 Spring
BIMS 320,MURPHY W,3.156,38%,44%,503,2017 Spring
BIMS 421,VENKATRAJ V,3.911,91%,9%,500,2017 Spring
BIMS 485,CROUCH E,4.000,100%,0%,543,2017 Spring
BIMS 489,THREADGILL D,3.888,89%,11%,599,2017 Spring
BIMS 491,TIFFANY-CASTIGLION,4.000,100%,0%,532,2017 Spring
VMID 686,JOHNSON L,4.000,100%,0%,600,2017 Spring
VIBS 204,RUSSELL L,3.322,45%,46%,501,2017 Spring
VIBS 243,JOHNSON L,3.681,70%,27%,500,2017 Spring
VIBS 243,JOHNSON L,3.615,69%,23%,501,2017 Spring
VIBS 285,RUSYN I,4.000,100%,0%,501,2017 Spring
VIBS 285,JOHNSON L,4.000,100%,0%,515,2017 Spring
VIBS 285,TIFFANY-CASTIGLION,4.000,100%,0%,532,2017 Spring
VIBS 305,PINE M,3.541,62%,29%,200,2017 Spring
VIBS 305,PINE M,3.000,29%,46%,500,2017 Spring
VIBS 305,PINE M,3.318,43%,45%,501,2017 Spring
VIBS 404,PHILLIPS T,4.000,100%,0%,501,2017 Spring
VIBS 411,PORTER W,3.500,62%,25%,501,2017 Spring
VIBS 420,SNELL J,4.000,100%,0%,501,2017 Spring
VIBS 420,SNELL J,4.000,100%,0%,502,2017 Spring
VIBS 422,AROSH S,3.842,84%,16%,500,2017 Spring
VIBS 443,JOHNSON L,2.750,40%,25%,900,2017 Spring
VIBS 443,JOHNSON L,1.875,12%,12%,901,2017 Spring
VIBS 485,TIFFANY-CASTIGLION,4.000,100%,0%,524,2017 Spring
VIBS 485,PINE M,4.000,100%,0%,546,2017 Spring
VIBS 489,CURLEY K,4.000,100%,0%,900,2017 Spring
VIBS 602,JOHNSON L,3.428,57%,29%,601,2017 Spring
VIBS 609,LI Q,3.894,89%,11%,600,2017 Spring
VIBS 611,PORTER W,3.782,78%,22%,601,2017 Spring
VIBS 613,CAI J,3.791,79%,21%,601,2017 Spring
VIBS 619,PHILLIPS T,4.000,100%,0%,601,2017 Spring
VIBS 622,AROSH S,3.833,83%,17%,600,2017 Spring
VIBS 633,RUSSELL L,3.958,96%,4%,601,2017 Spring
VIBS 650,WELSH C,4.000,100%,0%,633,2017 Spring
VIBS 663,GASTEL B,3.800,80%,20%,600,2017 Spring
VIBS 670,RUSYN I,3.333,44%,44%,600,2017 Spring
VIBS 685,WELSH C,4.000,100%,0%,602,2017 Spring
VIBS 689,RUSYN I,3.600,60%,40%,601,2017 Spring
VLCS 422,COHEN N,3.927,93%,7%,501,2017 Spring
VLCS 485,COHEN N,4.000,100%,0%,503,2017 Spring
VTPP 123,QUICK C,3.897,90%,10%,501,2017 Spring
VTPP 123,QUICK C,3.763,84%,13%,502,2017 Spring
VTPP 123,QUICK C,3.975,98%,2%,503,2017 Spring
VTPP 123,QUICK C,3.743,82%,13%,504,2017 Spring
VTPP 224,DONGAONKAR R,4.000,100%,0%,502,2017 Spring
VTPP 235,QUICK C,4.000,100%,0%,500,2017 Spring
VTPP 285,NEWELL-FUGATE A,4.000,100%,0%,526,2017 Spring
VTPP 323,BLUE MCLENDON A,3.102,40%,37%,500,2017 Spring
VTPP 401,WASSER J,4.000,100%,0%,550,2017 Spring
VTPP 423,HERMAN J,2.296,20%,23%,501,2017 Spring
VTPP 423,PATTERSON C,2.081,3%,39%,502,2017 Spring
VTPP 423,HERMAN J,2.385,16%,32%,503,2017 Spring
VTPP 423,WASSER J,3.923,92%,8%,550,2017 Spring
VTPP 425,FAJT V,3.800,80%,20%,550,2017 Spring
VTPP 425,JONES D,2.272,9%,36%,599,2017 Spring
VTPP 427,HERMAN J,3.736,74%,26%,500,2017 Spring
VTPP 435,RAMADOSS J,3.093,30%,52%,501,2017 Spring
VTPP 435,RAMADOSS J,3.159,29%,58%,502,2017 Spring
VTPP 435,WASSER J,3.666,67%,33%,550,2017 Spring
VTPP 452,GOLDING M,2.791,25%,42%,501,2017 Spring
VTPP 485,BLUE MCLENDON A,3.765,79%,21%,508,2017 Spring
VTPP 485,NEWELL-FUGATE A,4.000,100%,0%,526,2017 Spring
VTPP 485,WASSER J,4.000,100%,0%,550,2017 Spring
VTPP 491,RAMADOSS J,4.000,100%,0%,517,2017 Spring
VTPP 606,STALLONE J,3.000,0%,100%,601,2017 Spring
VTPP 625,JONES D,2.333,22%,22%,699,2017 Spring
VTPP 652,GOLDING M,3.129,29%,55%,601,2017 Spring
VTPP 659,LONG C,3.142,43%,29%,600,2017 Spring
VTPP 676,TIAN Y,4.000,100%,0%,600,2017 Spring
VTPP 689,HAN G,3.521,52%,48%,600,2017 Spring
VPAR 601,CRAIG T,3.500,50%,50%,600,2017 Spring
VPAT 650,MANSELL K,4.000,100%,0%,600,2017 Spring
VPAT 651,MANSELL K,4.000,100%,0%,600,2017 Spring
VPAT 653,KIER A,4.000,100%,0%,600,2017 Spring
VPAT 689,WEEKS B,3.714,71%,29%,600,2017 Spring
VTMI 615,CRISCITIELLO M,4.000,100%,0%,600,2017 Spring
VTMI 649,FARNELL M,3.615,67%,31%,600,2017 Spring
VTMI 689,SCOTT H,3.500,50%,50%,600,2017 Spring
VTPB 221,OMRAN M,3.506,65%,26%,500,2017 Spring
VTPB 285,THREADGILL D,4.000,100%,0%,508,2017 Spring
VTPB 301,COOK W,3.701,70%,30%,500,2017 Spring
VTPB 334,REDDY S,2.456,22%,22%,501,2017 Spring
VTPB 405,THREADGILL D,3.367,46%,47%,503,2017 Spring
VTPB 405,THREADGILL D,3.285,39%,54%,504,2017 Spring
VTPB 409,TIZARD I,3.520,66%,23%,500,2017 Spring
VTPB 410,WEEKS B,3.160,44%,36%,500,2017 Spring
VTPB 415,CRISCITIELLO M,3.083,50%,17%,500,2017 Spring
VTPB 438,PAYNE S,3.348,47%,41%,500,2017 Spring
VTPB 485,THREADGILL D,4.000,100%,0%,501,2017 Spring
