course,prof,gpa,% of A,% of B,section_,semester
ATMO 201,EPIFANIO C,3.244,41%,44%,501,2017 Spring
ATMO 201,LOGAN T,3.554,62%,31%,502,2017 Spring
ATMO 201,LOGAN T,3.547,62%,30%,503,2017 Spring
ATMO 201,CONLEE D,3.021,38%,38%,504,2017 Spring
ATMO 201,SCHADE G,2.382,12%,35%,505,2017 Spring
ATMO 201,LOGAN T,3.415,55%,31%,506,2017 Spring
ATMO 202,LOGAN T,3.318,64%,18%,501,2017 Spring
ATMO 202,LOGAN T,3.476,62%,24%,502,2017 Spring
ATMO 202,LOGAN T,3.571,67%,24%,504,2017 Spring
ATMO 202,LOGAN T,3.380,52%,38%,505,2017 Spring
ATMO 202,LOGAN T,3.583,75%,8%,506,2017 Spring
ATMO 202,LOGAN T,3.347,48%,39%,508,2017 Spring
ATMO 202,LOGAN T,3.375,56%,25%,509,2017 Spring
ATMO 203,CONLEE D,3.368,47%,42%,502,2017 Spring
ATMO 321,XU Y,3.368,47%,42%,500,2017 Spring
ATMO 324,NIELSEN-GAMMON J,3.150,40%,45%,501,2017 Spring
ATMO 324,NIELSEN-GAMMON J,3.384,38%,62%,502,2017 Spring
ATMO 352,NOWOTARSKI C,3.176,41%,41%,501,2017 Spring
ATMO 352,NOWOTARSKI C,3.461,54%,38%,502,2017 Spring
ATMO 435,KORTY R,2.900,45%,10%,501,2017 Spring
ATMO 441,RAPP A,3.142,33%,48%,501,2017 Spring
ATMO 456,CONLEE D,3.363,36%,64%,900,2017 Spring
ATMO 461,WINKLEY S,3.923,92%,8%,501,2017 Spring
ATMO 463,COLLINS D,3.600,60%,40%,500,2017 Spring
ATMO 463,COLLINS D,2.714,14%,71%,900,2017 Spring
ATMO 485,CONLEE D,4.000,100%,0%,525,2017 Spring
ATMO 489,CONLEE D,4.000,100%,0%,500,2017 Spring
ATMO 491,CONLEE D,0.000,100%,0%,530,2017 Spring
ATMO 604,NIELSEN-GAMMON J,3.352,35%,65%,600,2017 Spring
ATMO 611,PANETTA R,3.111,22%,67%,600,2017 Spring
ATMO 612,LEMMON M,3.272,36%,55%,600,2017 Spring
ATMO 613,ZHANG R,3.500,67%,17%,600,2017 Spring
GEOS 105,THORNTON D,3.105,37%,42%,500,2017 Spring
GEOS 210,DESSLER A,2.736,33%,28%,500,2017 Spring
GEOS 289,ROARK E,3.800,80%,20%,500,2017 Spring
GEOS 405,ROARK E,3.523,71%,19%,902,2017 Spring
GEOS 405,BROOKS S,3.666,67%,33%,903,2017 Spring
GEOS 405,FRAUENFELD O,3.636,64%,36%,904,2017 Spring
GEOS 444,LOISEL J,3.379,60%,26%,500,2017 Spring
GEOS 470,POTTER H,2.500,11%,39%,500,2017 Spring
GEOS 470,POTTER H,2.285,14%,43%,501,2017 Spring
GEOS 481,RICHARDSON M,3.666,67%,33%,900,2017 Spring
GEOS 481,RICHARDSON M,3.000,36%,45%,901,2017 Spring
GEOS 481,RICHARDSON M,2.111,11%,11%,902,2017 Spring
GEOS 489,JEPSON W,4.000,100%,0%,501,2017 Spring
GEOS 491,WALENTA J,4.000,100%,0%,511,2017 Spring
WMHS 602,KAISER R,4.000,100%,0%,650,2017 Spring
GEOG 201,LAUERMANN J,3.035,44%,30%,501,2017 Spring
GEOG 201,RITZ T,3.212,47%,33%,502,2017 Spring
GEOG 201,LODER T,2.702,20%,49%,503,2017 Spring
GEOG 202,PATZEWITSCH W,3.019,40%,37%,502,2017 Spring
GEOG 202,PROUT E,3.084,41%,38%,503,2017 Spring
GEOG 202,SMITH J,2.921,42%,29%,504,2017 Spring
GEOG 202,PATZEWITSCH W,3.098,44%,30%,506,2017 Spring
GEOG 203,JOHNSON J,2.586,20%,39%,501,2017 Spring
GEOG 203,LAFON C,2.973,36%,37%,502,2017 Spring
GEOG 203,FRAUENFELD O,2.829,29%,37%,503,2017 Spring
GEOG 203,LOISEL J,3.874,89%,9%,504,2017 Spring
GEOG 205,PATZEWITSCH W,3.543,67%,23%,501,2017 Spring
GEOG 213,GUNERALP I,2.608,22%,52%,501,2017 Spring
GEOG 213,GUNERALP I,3.695,78%,13%,502,2017 Spring
GEOG 213,GUNERALP I,3.000,47%,29%,503,2017 Spring
GEOG 213,GUNERALP I,3.666,67%,33%,505,2017 Spring
GEOG 213,GUNERALP I,3.388,39%,61%,506,2017 Spring
GEOG 213,GUNERALP I,3.291,46%,38%,508,2017 Spring
GEOG 213,GUNERALP I,3.000,47%,32%,509,2017 Spring
GEOG 213,GUNERALP I,3.555,61%,33%,510,2017 Spring
