course,prof,gpa,% of A,% of B,section_,semester
AERO 201,SHRYOCK K,3.296,41%,48%,200,2019 Fall
AERO 201,SHRYOCK K,3.000,18%,64%,201,2019 Fall
AERO 201,SHRYOCK K,2.844,11%,64%,500,2019 Fall
AERO 201,VALASEK J,3.096,35%,39%,501,2019 Fall
AERO 201,VALASEK J,2.818,18%,45%,502,2019 Fall
AERO 201,VALASEK J,3.166,27%,63%,503,2019 Fall
AERO 211,MOBLE B,3.782,83%,13%,200,2019 Fall
AERO 211,MAJJI M,3.192,42%,38%,201,2019 Fall
AERO 211,MOBLE B,3.608,65%,30%,500,2019 Fall
AERO 211,MOBLE B,3.386,45%,48%,501,2019 Fall
AERO 211,MAJJI M,3.150,50%,25%,502,2019 Fall
AERO 211,MAJJI M,2.608,13%,50%,503,2019 Fall
AERO 211,VADALI S,2.600,20%,35%,504,2019 Fall
AERO 212,KARPETIS A,3.800,80%,20%,234,2019 Fall
AERO 212,KARPETIS A,2.714,29%,31%,500,2019 Fall
AERO 214,NARAGHI M,3.400,60%,20%,200,2019 Fall
AERO 214,NARAGHI M,2.558,23%,26%,500,2019 Fall
AERO 214,TALREJA R,3.583,58%,42%,550,2019 Fall
AERO 222,MORTARI D,3.888,89%,11%,500,2019 Fall
AERO 291,DIAZ ARTILES A,4.000,100%,0%,541,2019 Fall
AERO 301,GERAKIS A,3.391,52%,35%,200,2019 Fall
AERO 301,GERAKIS A,3.179,44%,33%,500,2019 Fall
AERO 301,TROPINA A,3.133,35%,47%,501,2019 Fall
AERO 301,TROPINA A,2.666,21%,42%,502,2019 Fall
AERO 303,REED H,2.844,20%,58%,500,2019 Fall
AERO 304,KINRA V,3.750,75%,25%,200,2019 Fall
AERO 304,KINRA V,3.000,26%,52%,500,2019 Fall
AERO 304,BENZERGA A,2.142,5%,25%,501,2019 Fall
AERO 306,WHITCOMB J,2.500,20%,28%,500,2019 Fall
AERO 306,WHITCOMB J,2.647,29%,24%,501,2019 Fall
AERO 310,BHATTACHARYA R,3.689,74%,23%,500,2019 Fall
AERO 310,CHAKRAVORTY S,3.060,26%,56%,501,2019 Fall
AERO 321,VADALI S,2.516,13%,43%,500,2019 Fall
AERO 351,CIZMAS P,1.938,4%,18%,500,2019 Fall
AERO 351,KARPETIS A,3.666,83%,0%,550,2019 Fall
AERO 401,VALASEK J,4.000,100%,0%,501,2019 Fall
AERO 401,VALASEK J,4.000,100%,0%,502,2019 Fall
AERO 402,ELMENDORF H,4.000,100%,0%,501,2019 Fall
AERO 402,POLLOCK T,3.666,67%,33%,502,2019 Fall
AERO 402,CHAMITOFF G,3.954,95%,5%,503,2019 Fall
AERO 405,HARTL D,3.428,43%,57%,500,2019 Fall
AERO 413,BOYD J,2.767,21%,39%,501,2019 Fall
AERO 413,TALREJA R,3.714,71%,29%,550,2019 Fall
AERO 419,KARPETIS A,3.562,56%,44%,500,2019 Fall
AERO 420,STRGANAC T,3.347,48%,39%,500,2019 Fall
AERO 422,DAS N,3.291,42%,46%,500,2019 Fall
AERO 423,ALFRIEND K,3.210,43%,37%,500,2019 Fall
AERO 426,CHAMITOFF G,3.767,84%,11%,500,2019 Fall
AERO 430,STROUBOULIS T,3.689,72%,24%,500,2019 Fall
AERO 435,LIMBACH C,3.333,40%,53%,500,2019 Fall
AERO 452,DONZIS D,2.791,21%,40%,500,2019 Fall
AERO 455,MOBLE B,3.681,68%,32%,500,2019 Fall
AERO 472,WHITE E,3.705,78%,18%,500,2019 Fall
AERO 485,MORTARI D,2.833,25%,39%,503,2019 Fall
AERO 485,TICHENOR N,4.000,100%,0%,506,2019 Fall
AERO 485,TICHENOR N,3.700,80%,15%,507,2019 Fall
AERO 485,TICHENOR N,3.300,65%,20%,508,2019 Fall
AERO 485,TICHENOR N,3.950,95%,5%,509,2019 Fall
AERO 485,TICHENOR N,3.750,88%,0%,510,2019 Fall
AERO 485,TICHENOR N,3.954,95%,5%,511,2019 Fall
AERO 485,KARPETIS A,3.875,88%,12%,550,2019 Fall
AERO 601,WHITE E,3.695,70%,30%,600,2019 Fall
AERO 603,BOYD J,3.354,45%,52%,600,2019 Fall
AERO 604,HARTL D,3.900,90%,10%,600,2019 Fall
AERO 622,DEMARS K,3.260,37%,52%,600,2019 Fall
AERO 626,CHAKRAVORTY S,3.736,74%,26%,600,2019 Fall
AERO 676,LIMBACH C,3.736,74%,26%,600,2019 Fall
AERO 689,MAJJI M,3.923,92%,8%,600,2019 Fall
AERO 689,ANDRIENKO D,3.500,50%,50%,601,2019 Fall
AERO 689,WITHERDEN F,4.000,100%,0%,602,2019 Fall
MEMA 602,BOYD J,3.166,17%,83%,600,2019 Fall
MEMA 646,STROUBOULIS T,3.923,92%,8%,600,2019 Fall
BMEN 101,PEAK C,3.888,94%,0%,200,2019 Fall
BMEN 101,PEAK C,3.947,95%,5%,201,2019 Fall
BMEN 101,PEAK C,3.765,84%,11%,500,2019 Fall
BMEN 101,PEAK C,3.875,88%,12%,501,2019 Fall
BMEN 207,KELLER B,3.866,87%,13%,200,2019 Fall
BMEN 207,KELLER B,4.000,100%,0%,201,2019 Fall
BMEN 207,KELLER B,3.732,75%,23%,500,2019 Fall
BMEN 207,KELLER B,3.786,80%,18%,501,2019 Fall
BMEN 305,MAITLAND K,3.913,91%,9%,501,2019 Fall
BMEN 305,MAITLAND K,3.800,87%,7%,502,2019 Fall
BMEN 305,MAITLAND K,4.000,100%,0%,503,2019 Fall
BMEN 305,MAITLAND K,4.000,100%,0%,504,2019 Fall
BMEN 305,MAITLAND K,3.863,91%,5%,505,2019 Fall
BMEN 305,MAITLAND K,3.850,85%,15%,506,2019 Fall
BMEN 305,MAITLAND K,3.956,96%,4%,509,2019 Fall
BMEN 305,MAITLAND K,3.916,92%,8%,510,2019 Fall
BMEN 321,PEAK C,3.428,43%,57%,200,2019 Fall
BMEN 321,PEAK C,3.500,67%,17%,203,2019 Fall
BMEN 321,PEAK C,3.205,33%,54%,500,2019 Fall
BMEN 321,PEAK C,3.333,40%,53%,501,2019 Fall
BMEN 321,PEAK C,2.600,10%,50%,502,2019 Fall
BMEN 321,PEAK C,3.058,26%,56%,503,2019 Fall
BMEN 341,JAIN A,2.942,17%,66%,500,2019 Fall
BMEN 343,GRUNLAN M,3.800,80%,20%,200,2019 Fall
BMEN 343,PFAU M,3.285,29%,71%,201,2019 Fall
BMEN 343,GRUNLAN M,3.115,42%,36%,500,2019 Fall
BMEN 343,PFAU M,3.318,56%,29%,501,2019 Fall
BMEN 350,YEH A,3.200,40%,40%,200,2019 Fall
BMEN 350,YEH A,2.800,20%,40%,201,2019 Fall
BMEN 350,YEH A,3.064,27%,53%,500,2019 Fall
BMEN 350,YEH A,2.813,30%,35%,501,2019 Fall
BMEN 361,TIAN L,3.800,80%,20%,200,2019 Fall
BMEN 361,TIAN L,3.166,28%,61%,500,2019 Fall
BMEN 404,KELLER B,3.735,76%,21%,500,2019 Fall
BMEN 428,JAFARI R,3.533,60%,33%,502,2019 Fall
BMEN 432,HWANG W,3.090,36%,36%,500,2019 Fall
BMEN 452,PATRICK C,3.909,91%,9%,500,2019 Fall
BMEN 452,PATRICK C,3.333,50%,40%,501,2019 Fall
BMEN 453,MACHEK J,4.000,100%,0%,500,2019 Fall
BMEN 453,MACHEK J,3.985,99%,1%,501,2019 Fall
BMEN 461,CRISCIONE J,3.612,65%,32%,500,2019 Fall
BMEN 465,BISWAS S,3.950,95%,5%,500,2019 Fall
BMEN 465,BISWAS S,3.850,85%,15%,501,2019 Fall
BMEN 465,BISWAS S,4.000,100%,0%,502,2019 Fall
BMEN 465,BISWAS S,3.500,50%,50%,503,2019 Fall
BMEN 465,BISWAS S,4.000,100%,0%,504,2019 Fall
BMEN 465,BISWAS S,3.950,95%,5%,505,2019 Fall
BMEN 465,BISWAS S,4.000,100%,0%,506,2019 Fall
BMEN 465,BISWAS S,4.000,100%,0%,507,2019 Fall
BMEN 482,MABBOTT S,3.803,80%,20%,500,2019 Fall
BMEN 485,BISWAS S,4.000,100%,0%,501,2019 Fall
BMEN 487,GAHARWAR A,3.625,67%,29%,500,2019 Fall
BMEN 487,ARUN KUMAR S,3.258,42%,42%,501,2019 Fall
BMEN 491,MABBOTT S,3.642,60%,40%,548,2019 Fall
BMEN 604,KELLER B,3.884,88%,12%,600,2019 Fall
BMEN 608,MAITLAND K,4.000,100%,0%,600,2019 Fall
BMEN 628,JAFARI R,3.400,40%,60%,600,2019 Fall
BMEN 632,HWANG W,4.000,100%,0%,600,2019 Fall
BMEN 637,JESSEN S,4.000,100%,0%,600,2019 Fall
BMEN 642,PATRICK C,4.000,100%,0%,600,2019 Fall
BMEN 661,CRISCIONE J,3.950,95%,5%,600,2019 Fall
BMEN 682,MABBOTT S,3.826,87%,9%,600,2019 Fall
BMEN 685,KAUNAS R,4.000,100%,0%,600,2019 Fall
BMEN 687,GAHARWAR A,3.823,82%,18%,600,2019 Fall
BMEN 689,HARIDAS B,4.000,100%,0%,600,2019 Fall
BMEN 689,MAITLAND K,3.700,70%,30%,601,2019 Fall
BIOT 635,WOODARD S,3.692,69%,31%,600,2019 Fall
BIOT 645,YOUNG C,4.000,100%,0%,600,2019 Fall
BIOT 645,YOUNG C,4.000,100%,0%,601,2019 Fall
CHEN 204,GAGNON Z,3.600,80%,0%,201,2019 Fall
CHEN 204,GAGNON Z,3.170,43%,40%,501,2019 Fall
CHEN 204,VADDIRAJU S,2.447,9%,36%,502,2019 Fall
CHEN 204,WEATHERSTON J,2.533,16%,40%,503,2019 Fall
CHEN 205,MULVIHILL C,2.961,31%,42%,500,2019 Fall
CHEN 304,UGAZ V,3.285,43%,43%,200,2019 Fall
CHEN 304,UGAZ V,3.048,27%,52%,500,2019 Fall
CHEN 304,AKBULUT M,3.363,55%,32%,501,2019 Fall
CHEN 304,ZHU X,3.000,27%,50%,502,2019 Fall
CHEN 320,GREEN M,3.722,78%,17%,201,2019 Fall
CHEN 320,GREEN M,3.202,41%,44%,501,2019 Fall
CHEN 320,WU H,3.235,28%,69%,502,2019 Fall
CHEN 322,TAMAMIS P,3.500,50%,50%,201,2019 Fall
CHEN 322,SHAMBERGER P,2.656,6%,56%,500,2019 Fall
CHEN 322,TAMAMIS P,2.716,30%,31%,501,2019 Fall
CHEN 324,WILHITE B,2.850,22%,48%,500,2019 Fall
CHEN 354,JEONG H,2.833,33%,17%,202,2019 Fall
CHEN 354,HOLSTE J,2.243,16%,27%,500,2019 Fall
CHEN 354,HOLTZAPPLE M,2.730,19%,37%,501,2019 Fall
CHEN 354,JEONG H,2.626,15%,43%,502,2019 Fall
CHEN 364,WANG Q,3.218,42%,38%,500,2019 Fall
CHEN 364,KUO Y,2.750,29%,29%,501,2019 Fall
CHEN 422,MOREIRA R,3.076,38%,46%,500,2019 Fall
CHEN 425,HASAN M,3.257,35%,56%,501,2019 Fall
CHEN 425,EL-HALWAGI M,3.439,45%,54%,502,2019 Fall
CHEN 426,HILALY A,3.870,97%,0%,500,2019 Fall
CHEN 426,BLIZZARD G,3.933,93%,7%,501,2019 Fall
CHEN 430,UGAZ V,3.640,68%,28%,500,2019 Fall
CHEN 432,ISDALE C,4.000,100%,0%,900,2019 Fall
CHEN 432,ISDALE C,4.000,100%,0%,901,2019 Fall
CHEN 432,ISDALE C,4.000,100%,0%,902,2019 Fall
CHEN 432,ISDALE C,3.944,94%,6%,903,2019 Fall
CHEN 432,WEATHERSTON J,3.950,95%,5%,904,2019 Fall
CHEN 432,WEATHERSTON J,3.736,84%,5%,905,2019 Fall
CHEN 432,SHAHRASHOOB Z,3.555,67%,22%,906,2019 Fall
CHEN 432,SHAHRASHOOB Z,3.529,59%,35%,907,2019 Fall
CHEN 432,SHAHRASHOOB Z,3.950,95%,5%,908,2019 Fall
CHEN 432,SHAHRASHOOB Z,3.900,95%,0%,909,2019 Fall
