course,prof,gpa,% of A,% of B,section_,semester
AGCJ 105,WALTHER D,3.679,68%,32%,501,2019 Fall
AGCJ 105,WALTHER D,3.613,73%,20%,502,2019 Fall
AGCJ 281,DUNSFORD D,3.412,56%,31%,500,2019 Fall
AGCJ 305,DUNSFORD D,3.089,34%,48%,599,2019 Fall
AGCJ 305,DUNSFORD D,3.000,20%,60%,700,2019 Fall
AGCJ 307,WAGNER S,3.147,47%,32%,501,2019 Fall
AGCJ 307,TOPP K,3.285,36%,57%,700,2019 Fall
AGCJ 308,REDWINE T,3.650,70%,25%,501,2019 Fall
AGCJ 312,WALTHER D,3.878,88%,12%,501,2019 Fall
AGCJ 312,MCGRATH P,2.727,27%,18%,700,2019 Fall
AGCJ 313,LEGGETTE H,3.000,33%,33%,901,2019 Fall
AGCJ 313,LEGGETTE H,3.615,69%,23%,902,2019 Fall
AGCJ 313,LEGGETTE H,2.916,25%,42%,903,2019 Fall
AGCJ 314,REDWINE T,3.400,45%,50%,901,2019 Fall
AGCJ 314,REDWINE T,3.450,60%,25%,902,2019 Fall
AGCJ 366,CHIVVIS J,3.500,50%,50%,501,2019 Fall
AGCJ 404,JARVIS H,3.714,90%,0%,599,2019 Fall
AGCJ 405,NORRIS S,3.900,90%,10%,501,2019 Fall
AGCJ 405,NORRIS S,3.888,89%,11%,502,2019 Fall
AGCJ 406,DUNSFORD D,3.178,29%,68%,500,2019 Fall
AGCJ 408,WEGENER R,3.238,29%,67%,700,2019 Fall
AGCJ 411,PINA M,3.681,82%,14%,500,2019 Fall
AGCJ 413,HOMEYER M,3.461,62%,23%,500,2019 Fall
AGCJ 481,WALTHER D,3.950,95%,5%,500,2019 Fall
AGCJ 494,DUNSFORD D,3.684,83%,0%,516,2019 Fall
AGCJ 494,DUNSFORD D,3.594,70%,10%,556,2019 Fall
AGSC 302,MCCUBBINS A,2.812,6%,75%,500,2019 Fall
AGSC 373,HANCOCK J,3.636,82%,9%,500,2019 Fall
AGSC 383,HANCOCK J,3.500,67%,17%,501,2019 Fall
AGSC 402,MOORE L,3.541,62%,29%,900,2019 Fall
AGSC 405,MURPHY T,3.666,67%,33%,500,2019 Fall
AGSC 425,MURPHY T,3.333,50%,33%,502,2019 Fall
AGSC 436,MURPHY T,3.833,83%,17%,502,2019 Fall
AGSC 481,MURPHY T,3.833,83%,17%,501,2019 Fall
AGSC 484,MURPHY T,3.583,67%,25%,501,2019 Fall
ALEC 201,MASTROGIOVANNI M,3.357,52%,38%,501,2019 Fall
ALEC 350,ELLIOT J,3.071,36%,50%,500,2019 Fall
ALEC 380,MURPHY T,3.708,83%,12%,500,2019 Fall
ALEC 425,PATIL V,3.032,26%,52%,700,2019 Fall
ALEC 607,BOYD B,3.454,45%,55%,699,2019 Fall
ALEC 607,BOYD B,3.428,71%,14%,700,2019 Fall
ALEC 610,DOOLEY K,4.000,100%,0%,600,2019 Fall
ALEC 613,MURPHREY T,4.000,100%,0%,600,2019 Fall
ALEC 615,HARLIN J,3.857,86%,14%,699,2019 Fall
ALEC 616,ODOM S,4.000,100%,0%,600,2019 Fall
ALEC 640,CUMMINGS S,4.000,100%,0%,600,2019 Fall
ALEC 695,WINGENBACH G,3.000,17%,67%,600,2019 Fall
ALED 125,MOORE L,3.789,89%,5%,500,2019 Fall
ALED 125,MOORE L,3.611,78%,17%,501,2019 Fall
ALED 125,MOORE L,3.705,82%,12%,502,2019 Fall
ALED 202,PRESTON T,3.477,60%,28%,501,2019 Fall
ALED 202,PRESTON T,3.464,57%,32%,502,2019 Fall
ALED 202,LOCKETT L,3.458,62%,29%,700,2019 Fall
ALED 202,LOCKETT L,3.514,63%,31%,701,2019 Fall
ALED 222,ELBERT C,3.000,56%,11%,500,2019 Fall
ALED 301,BOYD B,3.463,67%,17%,501,2019 Fall
ALED 301,DUNN A,3.000,48%,28%,701,2019 Fall
ALED 324,ELBERT C,4.000,100%,0%,500,2019 Fall
ALED 339,DROMGOOLE D,3.789,87%,5%,500,2019 Fall
ALED 340,PRESTON T,1.733,0%,13%,500,2019 Fall
ALED 340,DUNN A,2.777,28%,39%,700,2019 Fall
ALED 340,PRESTON T,3.238,45%,32%,931,2019 Fall
ALED 340,PRESTON T,3.444,53%,37%,932,2019 Fall
ALED 340,PRESTON T,3.294,39%,44%,933,2019 Fall
ALED 340,PRESTON T,2.529,22%,39%,934,2019 Fall
ALED 340,PRESTON T,3.526,45%,41%,936,2019 Fall
ALED 340,PRESTON T,3.111,39%,26%,939,2019 Fall
ALED 340,PRESTON T,3.176,35%,30%,940,2019 Fall
ALED 344,LOCKETT L,3.538,67%,26%,700,2019 Fall
ALED 422,PINA M,3.689,72%,24%,500,2019 Fall
ALED 424,STRONG J,3.325,55%,30%,501,2019 Fall
ALED 426,STRONG R,3.400,57%,30%,500,2019 Fall
ALED 440,HARLIN J,2.772,27%,50%,700,2019 Fall
ALED 440,DUNN A,3.375,44%,50%,701,2019 Fall
ALED 440,HARLIN J,3.021,40%,30%,999,2019 Fall
ALED 481,STRONG J,3.292,57%,23%,501,2019 Fall
ALED 485,MOORE L,3.538,67%,22%,526,2019 Fall
ALED 491,PRESTON T,4.000,100%,0%,502,2019 Fall
AGEC 105,ZHANG Y,3.928,93%,7%,200,2019 Fall
AGEC 105,CAPPS O,3.012,34%,42%,504,2019 Fall
AGEC 105,CAPPS O,2.642,29%,29%,506,2019 Fall
AGEC 105,ISHDORJ A,2.855,31%,34%,598,2019 Fall
AGEC 105,ISHDORJ A,2.950,30%,40%,701,2019 Fall
AGEC 216,WRIGHT C,3.468,56%,34%,500,2019 Fall
AGEC 216,WRIGHT C,3.312,69%,19%,501,2019 Fall
AGEC 217,MENZIES III M,3.044,38%,40%,901,2019 Fall
AGEC 217,MENZIES III M,3.232,40%,44%,902,2019 Fall
AGEC 217,MENZIES III M,2.790,33%,33%,903,2019 Fall
AGEC 217,MENZIES III M,3.051,41%,36%,904,2019 Fall
AGEC 217,MENZIES III M,3.315,50%,34%,905,2019 Fall
AGEC 223,RISTER M,4.000,100%,0%,500,2019 Fall
AGEC 235,ROACH D,3.663,76%,16%,501,2019 Fall
AGEC 235,KILMER N,3.697,77%,18%,502,2019 Fall
AGEC 314,GAO L,3.407,48%,44%,501,2019 Fall
AGEC 314,GAO L,3.500,67%,17%,502,2019 Fall
AGEC 314,SONG S,3.275,50%,28%,503,2019 Fall
AGEC 314,SONG S,3.615,69%,23%,504,2019 Fall
AGEC 314,DHARMASENA K,3.467,64%,25%,598,2019 Fall
AGEC 314,DHARMASENA K,3.479,67%,21%,599,2019 Fall
AGEC 314,DHARMASENA K,3.500,70%,10%,700,2019 Fall
AGEC 315,SPRINGFIELD H,3.218,44%,38%,501,2019 Fall
AGEC 315,SPRINGFIELD H,3.192,50%,31%,502,2019 Fall
AGEC 315,LITZENBERG K,3.200,34%,51%,503,2019 Fall
AGEC 315,LITZENBERG K,2.761,24%,57%,504,2019 Fall
AGEC 317,BLACK M,3.414,51%,39%,501,2019 Fall
AGEC 317,YUAN X,3.373,51%,36%,502,2019 Fall
AGEC 317,PIRIYATHANASAK P,2.700,10%,50%,503,2019 Fall
AGEC 317,HUANG Y,3.769,77%,23%,504,2019 Fall
AGEC 324,RISTER M,3.470,65%,24%,500,2019 Fall
AGEC 325,SPRINGFIELD H,2.636,23%,55%,501,2019 Fall
AGEC 325,SPRINGFIELD H,2.875,50%,19%,502,2019 Fall
AGEC 330,LEATHAM D,2.782,26%,41%,701,2019 Fall
AGEC 335,MOORE C,3.666,76%,19%,501,2019 Fall
AGEC 340,ARUNANONDCHAI P,3.771,84%,14%,501,2019 Fall
AGEC 340,ARUNANONDCHAI P,3.730,76%,21%,502,2019 Fall
AGEC 340,ARUNANONDCHAI P,3.609,70%,22%,503,2019 Fall
AGEC 340,ARUNANONDCHAI P,3.567,59%,38%,504,2019 Fall
AGEC 344,BOADU F,3.347,52%,39%,501,2019 Fall
AGEC 344,BOADU F,3.400,60%,20%,502,2019 Fall
AGEC 350,SHAW W,2.700,15%,50%,501,2019 Fall
AGEC 350,SHAW W,2.945,22%,51%,502,2019 Fall
AGEC 413,PARK J,3.555,56%,44%,501,2019 Fall
AGEC 414,DHARMASENA K,3.730,81%,15%,500,2019 Fall
AGEC 416,LITZENBERG K,3.421,42%,58%,501,2019 Fall
AGEC 416,SPRINGFIELD H,3.342,37%,60%,502,2019 Fall
AGEC 422,BOADU F,2.885,22%,47%,598,2019 Fall
AGEC 422,BOADU F,2.521,9%,52%,599,2019 Fall
AGEC 423,RISTER M,3.564,64%,31%,500,2019 Fall
AGEC 424,RISTER M,2.894,26%,42%,501,2019 Fall
AGEC 424,RISTER M,3.117,41%,41%,502,2019 Fall
AGEC 424,RISTER M,3.421,53%,37%,503,2019 Fall
AGEC 424,RISTER M,3.083,38%,38%,504,2019 Fall
AGEC 424,RISTER M,2.947,47%,16%,505,2019 Fall
AGEC 424,RISTER M,3.150,35%,45%,506,2019 Fall
AGEC 424,RISTER M,3.111,28%,61%,507,2019 Fall
AGEC 424,RISTER M,3.166,33%,56%,508,2019 Fall
AGEC 429,OUTLAW J,2.822,15%,54%,901,2019 Fall
AGEC 429,OUTLAW J,3.750,75%,25%,970,2019 Fall
AGEC 430,THOMAS-WINSTON C,2.962,30%,40%,500,2019 Fall
AGEC 431,SALIN V,3.666,67%,33%,500,2019 Fall
AGEC 435,RIGGS A,2.714,11%,61%,501,2019 Fall
AGEC 435,HARNESS N,2.694,31%,33%,598,2019 Fall
AGEC 437,NOACK K,2.500,12%,38%,598,2019 Fall
AGEC 437,NOACK K,1.913,0%,30%,700,2019 Fall
AGEC 438,HARNESS N,3.344,51%,38%,598,2019 Fall
AGEC 438,HARNESS N,3.090,27%,64%,700,2019 Fall
AGEC 439,MOORE C,2.774,16%,52%,700,2019 Fall
AGEC 440,NG D,3.347,57%,26%,500,2019 Fall
AGEC 441,BUENGER S,2.125,6%,50%,700,2019 Fall
AGEC 447,DHARMASENA K,3.593,75%,16%,500,2019 Fall
AGEC 452,ROSSON C,3.329,49%,36%,501,2019 Fall
AGEC 452,ROSSON C,3.142,14%,86%,502,2019 Fall
AGEC 481,NEWCOMB D,3.796,88%,9%,500,2019 Fall
AGEC 484,LITZENBERG K,4.000,100%,0%,526,2019 Fall
AGEC 489,BOADU F,4.000,100%,0%,501,2019 Fall
AGEC 489,MENZIES III M,4.000,100%,0%,502,2019 Fall
AGEC 489,MENZIES III M,4.000,100%,0%,503,2019 Fall
AGEC 613,NORTON R,4.000,100%,0%,600,2019 Fall
AGEC 614,ANDERSON D,3.458,46%,54%,600,2019 Fall
AGEC 619,SALIN V,3.375,50%,38%,600,2019 Fall
AGEC 621,ISHDORJ A,3.225,39%,45%,600,2019 Fall
AGEC 629,PARK J,3.647,76%,18%,600,2019 Fall
AGEC 630,VEDENOV D,3.294,29%,71%,600,2019 Fall
AGEC 636,WOODWARD R,3.083,8%,92%,600,2019 Fall
AGEC 643,BRYANT H,4.000,100%,0%,600,2019 Fall
AGEC 661,WU X,3.285,29%,71%,600,2019 Fall
AGEC 672,ZHANG Y,4.000,100%,0%,600,2019 Fall
ANSC 101,SKAGGS C,3.750,83%,12%,500,2019 Fall
ANSC 107,DUNLAP K,3.604,67%,29%,200,2019 Fall
ANSC 107,FRENZEL L,3.182,43%,37%,501,2019 Fall
ANSC 107,RAMSEY W,3.082,39%,36%,502,2019 Fall
ANSC 107,DUNLAP K,3.775,88%,8%,700,2019 Fall
ANSC 107,DUNLAP K,3.959,96%,4%,701,2019 Fall
ANSC 107,DUNLAP K,3.529,82%,6%,M99,2019 Fall
ANSC 108,SKAGGS C,3.789,79%,21%,501,2019 Fall
ANSC 108,SKAGGS C,3.600,72%,20%,502,2019 Fall
