course,prof,gpa,% of A,% of B,section_,semester
ACCT 209,CLARKE M,2.659,21%,39%,501,2019 Fall
ACCT 209,CLARKE M,2.556,17%,35%,502,2019 Fall
ACCT 209,CLARKE M,2.000,0%,18%,503,2019 Fall
ACCT 210,STRAWSER R,2.502,21%,37%,501,2019 Fall
ACCT 229,STRAWSER J,3.375,42%,54%,202,2019 Fall
ACCT 229,BARRETT J,2.447,26%,21%,501,2019 Fall
ACCT 229,BARRETT J,2.333,23%,21%,502,2019 Fall
ACCT 229,BARRETT J,2.444,24%,20%,503,2019 Fall
ACCT 229,KNOOP J,2.562,25%,30%,504,2019 Fall
ACCT 229,KNOOP J,2.578,28%,28%,505,2019 Fall
ACCT 229,ARNOSKY C,2.500,17%,31%,506,2019 Fall
ACCT 229,ARNOSKY C,2.281,19%,19%,507,2019 Fall
ACCT 229,ARNOSKY C,2.200,10%,35%,509,2019 Fall
ACCT 229,HEAD M,2.423,19%,38%,510,2019 Fall
ACCT 229,ZHAO W,2.354,10%,32%,511,2019 Fall
ACCT 229,TORI E,2.333,30%,15%,512,2019 Fall
ACCT 230,MCGOWAN A,3.320,52%,32%,200,2019 Fall
ACCT 230,STRAWSER R,3.766,83%,10%,201,2019 Fall
ACCT 230,ALLEN N,2.981,34%,38%,500,2019 Fall
ACCT 230,ALLEN N,2.116,12%,26%,501,2019 Fall
ACCT 230,ALLEN N,2.882,30%,37%,502,2019 Fall
ACCT 327,BLASOR T,3.038,35%,38%,501,2019 Fall
ACCT 327,BLASOR T,3.034,28%,52%,502,2019 Fall
ACCT 327,BLASOR T,2.862,34%,34%,503,2019 Fall
ACCT 327,LARKIN R,2.733,23%,40%,504,2019 Fall
ACCT 327,LARKIN R,3.133,37%,43%,505,2019 Fall
ACCT 327,LARKIN R,2.440,4%,40%,506,2019 Fall
ACCT 327,LARKIN R,2.838,16%,58%,507,2019 Fall
ACCT 327,LOUDDER M,2.806,23%,39%,508,2019 Fall
ACCT 327,SHARP N,2.800,17%,53%,509,2019 Fall
ACCT 327,SHARP N,2.828,14%,63%,510,2019 Fall
ACCT 327,CLINE K,2.750,25%,41%,511,2019 Fall
ACCT 327,CLINE K,2.966,37%,40%,512,2019 Fall
ACCT 327,CLINE K,2.700,20%,33%,516,2019 Fall
ACCT 328,KOLASINSKI A,3.062,44%,34%,500,2019 Fall
ACCT 328,RHODES A,3.055,44%,22%,501,2019 Fall
ACCT 328,RHODES A,3.166,38%,45%,502,2019 Fall
ACCT 328,RHODES A,3.190,40%,40%,503,2019 Fall
ACCT 328,GROSSMAN S,3.095,33%,45%,504,2019 Fall
ACCT 328,GROSSMAN S,3.000,33%,48%,505,2019 Fall
ACCT 328,GROSSMAN S,3.268,41%,51%,506,2019 Fall
ACCT 328,SHAFRON E,3.243,38%,49%,509,2019 Fall
ACCT 328,SHAFRON E,3.073,46%,22%,510,2019 Fall
ACCT 329,FARMER K,3.713,75%,21%,501,2019 Fall
ACCT 403,MILLER K,3.000,33%,33%,500,2019 Fall
ACCT 405,LASSILA D,3.034,19%,69%,501,2019 Fall
ACCT 407,EGE M,3.225,39%,45%,901,2019 Fall
ACCT 407,EGE M,3.375,56%,31%,902,2019 Fall
ACCT 407,EGE M,2.966,17%,67%,903,2019 Fall
ACCT 407,GARZA B,3.193,29%,61%,904,2019 Fall
ACCT 407,GARZA B,3.354,48%,39%,905,2019 Fall
ACCT 407,GARZA B,3.068,24%,62%,906,2019 Fall
ACCT 407,SHAUB M,3.233,37%,50%,907,2019 Fall
ACCT 407,FLAGG J,2.678,14%,43%,908,2019 Fall
ACCT 408,BLASOR T,3.361,44%,50%,500,2019 Fall
ACCT 410,HEAD M,3.947,95%,5%,500,2019 Fall
ACCT 421,STASNY M,3.954,95%,5%,930,2019 Fall
ACCT 421,STASNY M,4.000,100%,0%,931,2019 Fall
ACCT 421,STASNY M,4.000,100%,0%,932,2019 Fall
ACCT 427,DIAZ M,3.000,37%,33%,501,2019 Fall
ACCT 427,DIAZ M,2.807,12%,65%,502,2019 Fall
ACCT 447,REDMAN K,3.222,33%,56%,501,2019 Fall
ACCT 447,REDMAN K,3.125,25%,62%,502,2019 Fall
ACCT 447,WEAVER A,4.000,100%,0%,503,2019 Fall
ACCT 450,HEAD M,3.700,80%,10%,500,2019 Fall
ACCT 603,MILLER K,3.333,48%,38%,600,2019 Fall
ACCT 607,FLAGG J,3.576,58%,42%,600,2019 Fall
ACCT 610,RICE S,3.354,35%,65%,601,2019 Fall
ACCT 610,RICE S,3.482,52%,45%,602,2019 Fall
ACCT 610,MCANALLY M,3.603,64%,32%,661,2019 Fall
ACCT 611,HEPFER B,3.375,38%,62%,602,2019 Fall
ACCT 611,HEPFER B,3.608,61%,39%,603,2019 Fall
ACCT 612,LASSILA D,3.440,44%,56%,600,2019 Fall
ACCT 612,LASSILA D,3.444,44%,56%,602,2019 Fall
ACCT 620,KINNEY M,3.739,74%,26%,661,2019 Fall
ACCT 621,MCELROY T,3.714,71%,29%,600,2019 Fall
ACCT 621,MCELROY T,3.800,80%,20%,604,2019 Fall
ACCT 621,MCELROY T,3.823,82%,18%,605,2019 Fall
ACCT 622,WEAVER C,3.571,57%,43%,600,2019 Fall
ACCT 622,WEAVER C,3.294,41%,47%,601,2019 Fall
ACCT 624,SANDERS J,3.964,96%,4%,600,2019 Fall
ACCT 625,SHAUB M,4.000,100%,0%,600,2019 Fall
ACCT 628,SANDERS J,3.436,47%,49%,601,2019 Fall
ACCT 628,SANDERS J,3.571,61%,36%,602,2019 Fall
ACCT 628,SANDERS J,3.438,54%,35%,603,2019 Fall
ACCT 640,FOSTER C,3.184,39%,39%,699,2019 Fall
ACCT 647,REDMAN K,3.631,68%,26%,601,2019 Fall
ACCT 647,TSE S,3.466,53%,40%,602,2019 Fall
ACCT 647,WEAVER A,4.000,100%,0%,603,2019 Fall
ACCT 647,TSE S,3.312,31%,69%,604,2019 Fall
ACCT 647,TSE S,3.352,41%,53%,605,2019 Fall
ACCT 648,WOLFE C,3.352,38%,59%,601,2019 Fall
ACCT 648,WOLFE C,3.450,45%,55%,602,2019 Fall
ACCT 648,WOLFE C,3.292,32%,66%,603,2019 Fall
ACCT 650,HEAD M,3.933,98%,0%,600,2019 Fall
ACCT 651,AHMED A,3.217,22%,78%,601,2019 Fall
ACCT 651,AHMED A,3.250,25%,75%,602,2019 Fall
ACCT 651,YUST C,3.250,25%,75%,603,2019 Fall
ACCT 651,AHMED A,3.611,61%,39%,604,2019 Fall
ACCT 651,AHMED A,3.350,35%,65%,605,2019 Fall
ACCT 689,SHARP N,4.000,100%,0%,600,2019 Fall
ACCT 710,ALLEN N,3.651,65%,35%,600,2019 Fall
BUAD 620,KRAJICEK J,3.967,97%,3%,601,2019 Fall
BUAD 620,KRAJICEK J,3.928,93%,7%,602,2019 Fall
BUAD 620,KRAJICEK J,3.769,77%,23%,661,2019 Fall
BUAD 620,KRAJICEK J,3.847,85%,15%,662,2019 Fall
BUAD 679,MARCANTONIO J,3.983,98%,2%,601,2019 Fall
BUAD 679,HALE T,3.965,97%,3%,651,2019 Fall
