course,prof,gpa,% of A,% of B,section_,semester
BIOL 100,RAO A,3.615,82%,5%,500,2019 Fall
BIOL 107,WINEMILLER L,2.958,38%,21%,501,2019 Fall
BIOL 107,WINEMILLER L,2.909,27%,41%,502,2019 Fall
BIOL 107,WINEMILLER L,2.636,36%,5%,503,2019 Fall
BIOL 107,WINEMILLER L,2.666,24%,33%,505,2019 Fall
BIOL 107,WINEMILLER L,2.909,27%,36%,506,2019 Fall
BIOL 107,WINEMILLER L,2.739,26%,30%,508,2019 Fall
BIOL 107,WINEMILLER L,2.789,26%,32%,509,2019 Fall
BIOL 107,WINEMILLER L,2.777,28%,28%,510,2019 Fall
BIOL 107,WINEMILLER L,3.318,64%,5%,511,2019 Fall
BIOL 107,WINEMILLER L,3.250,45%,40%,512,2019 Fall
BIOL 111,RYAN K,3.523,76%,5%,201,2019 Fall
BIOL 111,RYAN K,3.600,70%,20%,202,2019 Fall
BIOL 111,RYAN K,3.526,74%,5%,203,2019 Fall
BIOL 111,RYAN K,3.470,59%,29%,204,2019 Fall
BIOL 111,RAO A,2.850,35%,35%,501,2019 Fall
BIOL 111,RAO A,3.200,40%,40%,502,2019 Fall
BIOL 111,RAO A,3.111,50%,11%,503,2019 Fall
BIOL 111,RAO A,2.739,22%,35%,504,2019 Fall
BIOL 111,RAO A,3.222,50%,22%,505,2019 Fall
BIOL 111,RAO A,3.055,44%,33%,506,2019 Fall
BIOL 111,RAO A,3.105,53%,16%,507,2019 Fall
BIOL 111,RAO A,2.833,25%,33%,508,2019 Fall
BIOL 111,RAO A,3.277,56%,22%,510,2019 Fall
BIOL 111,RAO A,2.857,36%,21%,511,2019 Fall
BIOL 111,RAO A,3.100,35%,45%,512,2019 Fall
BIOL 111,HAWKINS A,3.250,46%,38%,513,2019 Fall
BIOL 111,HAWKINS A,3.291,50%,38%,514,2019 Fall
BIOL 111,HAWKINS A,3.166,42%,38%,515,2019 Fall
BIOL 111,HAWKINS A,3.250,38%,50%,516,2019 Fall
BIOL 111,HAWKINS A,3.208,42%,42%,517,2019 Fall
BIOL 111,HAWKINS A,3.272,55%,18%,518,2019 Fall
