course,prof,gpa,% of A,% of B,section_,semester
AERS 101,SILVA H,3.837,91%,7%,502,2019 Fall
AERS 101,SILVA H,3.891,89%,11%,503,2019 Fall
AERS 101,SILVA H,3.880,88%,12%,504,2019 Fall
AERS 101,SILVA H,3.767,77%,23%,505,2019 Fall
AERS 101,SILVA H,4.000,100%,0%,507,2019 Fall
AERS 101,SILVA H,3.944,94%,6%,508,2019 Fall
AERS 101,SILVA H,3.947,95%,5%,509,2019 Fall
AERS 101,SILVA H,3.947,95%,5%,510,2019 Fall
AERS 201,COOPER H,3.891,89%,11%,501,2019 Fall
AERS 201,COOPER H,3.885,89%,11%,502,2019 Fall
AERS 201,COOPER H,3.914,91%,9%,503,2019 Fall
AERS 201,COOPER H,4.000,100%,0%,505,2019 Fall
AERS 201,COOPER H,3.914,91%,9%,506,2019 Fall
AERS 201,COOPER H,3.941,94%,6%,507,2019 Fall
AERS 303,CARTER R,4.000,100%,0%,501,2019 Fall
AERS 303,CARTER R,4.000,100%,0%,502,2019 Fall
AERS 303,CARTER R,4.000,100%,0%,503,2019 Fall
AERS 303,CARTER R,4.000,100%,0%,504,2019 Fall
AERS 403,GUGAS C,4.000,100%,0%,501,2019 Fall
AERS 403,GUGAS C,4.000,100%,0%,502,2019 Fall
AERS 403,GUGAS C,3.736,79%,16%,503,2019 Fall
AERS 403,GUGAS C,4.000,100%,0%,504,2019 Fall
SOMS 111,QUIN C,3.382,59%,17%,501,2019 Fall
SOMS 111,QUIN C,3.277,57%,19%,502,2019 Fall
SOMS 111,VELA C,2.866,35%,25%,503,2019 Fall
SOMS 111,VELA C,3.137,50%,18%,504,2019 Fall
SOMS 111,QUIN C,3.272,52%,35%,505,2019 Fall
SOMS 111,SIMPSON M,3.575,69%,21%,506,2019 Fall
SOMS 111,VELA C,3.148,44%,31%,509,2019 Fall
SOMS 111,VELA C,2.678,29%,37%,511,2019 Fall
SOMS 111,VELA C,3.047,32%,39%,512,2019 Fall
SOMS 111,QUIN C,2.774,41%,31%,513,2019 Fall
SOMS 111,QUIN C,3.083,49%,28%,514,2019 Fall
SOMS 111,SIMPSON M,3.950,96%,4%,515,2019 Fall
SOMS 111,QUIN C,2.900,45%,29%,516,2019 Fall
SOMS 111,QUIN C,3.111,42%,33%,517,2019 Fall
SOMS 111,VELA C,2.400,19%,35%,518,2019 Fall
SOMS 111,QUIN C,3.192,47%,38%,519,2019 Fall
SOMS 111,QUIN C,3.448,64%,25%,521,2019 Fall
SOMS 180,NORRIS D,3.863,86%,14%,501,2019 Fall
SOMS 180,BRUMMETT K,4.000,100%,0%,502,2019 Fall
SOMS 180,DULKE M,3.565,57%,43%,503,2019 Fall
SOMS 280,SCHLATHER B,3.622,67%,29%,501,2019 Fall
SOMS 280,FLEMING J,3.909,91%,9%,502,2019 Fall
SOMS 280,SCHLATHER B,3.571,57%,43%,503,2019 Fall
SOMS 280,FLEMING J,3.790,84%,12%,504,2019 Fall
SOMS 280,SCHLATHER B,4.000,100%,0%,505,2019 Fall
SOMS 280,SCHLATHER B,3.964,96%,4%,506,2019 Fall
SOMS 280,GARDNER J,4.000,100%,0%,507,2019 Fall
SOMS 280,FELTS T,3.550,60%,38%,509,2019 Fall
SOMS 280,HASSMAN D,3.700,70%,30%,510,2019 Fall
SOMS 280,HASSMAN D,3.606,70%,21%,511,2019 Fall
SOMS 280,SCHLATHER B,4.000,100%,0%,512,2019 Fall
SOMS 280,SCHLATHER B,4.000,100%,0%,513,2019 Fall
SOMS 280,HAUFFE F,3.777,78%,22%,514,2019 Fall
SOMS 280,SCHLATHER B,3.525,68%,22%,515,2019 Fall
SOMS 380,BROWN T,3.900,92%,4%,531,2019 Fall
SOMS 380,BROWN T,4.000,95%,0%,532,2019 Fall
SOMS 380,BROWN T,3.909,91%,9%,533,2019 Fall
SOMS 380,BROWN T,3.846,87%,4%,534,2019 Fall
SOMS 380,BROWN T,3.812,86%,14%,536,2019 Fall
SOMS 380,BROWN T,3.800,70%,26%,537,2019 Fall
SOMS 380,BROWN T,3.250,46%,42%,538,2019 Fall
SOMS 380,BROWN T,4.000,96%,0%,539,2019 Fall
SOMS 380,BROWN T,3.647,84%,8%,540,2019 Fall
