course,prof,gpa,% of A,% of B,section_,semester
URPN 220,KIM Y,3.166,56%,17%,500,2019 Fall
URPN 220,CHENG W,3.370,81%,4%,501,2019 Fall
URPN 220,REN D,3.550,65%,25%,502,2019 Fall
URPN 220,NOH Y,3.400,60%,30%,700,2019 Fall
URPN 310,MEYER M,3.545,55%,45%,500,2019 Fall
URPN 325,WUNNEBURGER D,2.812,38%,25%,500,2019 Fall
URPN 325,KIM Y,3.222,44%,33%,501,2019 Fall
URPN 325,WUNNEBURGER D,2.333,22%,11%,700,2019 Fall
URPN 330,BOOTH G,3.655,72%,21%,900,2019 Fall
URPN 360,DAVIS D,3.533,73%,7%,500,2019 Fall
URPN 361,XU M,3.565,61%,35%,500,2019 Fall
URPN 361,TRAN T,3.163,39%,45%,700,2019 Fall
URPN 369,WU K,3.846,85%,15%,500,2019 Fall
URPN 370,LOPEZ M,3.728,85%,8%,500,2019 Fall
URPN 370,NEWTON K,3.775,83%,13%,700,2019 Fall
URPN 460,ROGERS G,3.214,36%,57%,500,2019 Fall
URPN 460,ROGERS G,3.250,46%,46%,501,2019 Fall
URPN 471,WINSLOW J,2.850,15%,55%,500,2019 Fall
URPN 489,COWELL R,3.518,78%,11%,599,2019 Fall
URPN 494,MARTIN J,3.937,94%,6%,550,2019 Fall
URSC 632,GODDARD T,4.000,100%,0%,600,2019 Fall
URSC 641,ROGERS G,3.875,88%,12%,600,2019 Fall
ARTS 103,GALANTER P,3.466,60%,27%,501,2019 Fall
ARTS 103,GAYK M,3.818,86%,9%,502,2019 Fall
ARTS 104,FINCH S,3.444,56%,39%,505,2019 Fall
ARTS 104,HONEYCUTT A,3.684,68%,32%,506,2019 Fall
ARTS 104,HONEYCUTT A,3.611,67%,28%,507,2019 Fall
ARTS 104,HONEYCUTT A,3.833,83%,17%,508,2019 Fall
ARTS 111,REID R,3.523,52%,48%,501,2019 Fall
ARTS 115,KNOX B,3.764,76%,24%,501,2019 Fall
ARTS 115,LEE S,3.750,75%,25%,502,2019 Fall
ARTS 115,DAVISON R,3.117,35%,53%,503,2019 Fall
ARTS 115,PEREIRA C,3.000,18%,65%,504,2019 Fall
ARTS 115,KOUSTOV D,3.388,50%,39%,505,2019 Fall
ARTS 115,HERNANDEZ C,3.058,24%,71%,506,2019 Fall
ARTS 149,CAMPANA L,4.000,100%,0%,200,2019 Fall
ARTS 149,CAMPANA L,3.727,76%,21%,500,2019 Fall
ARTS 149,CAMPANA L,3.640,72%,20%,501,2019 Fall
ARTS 149,SUTHERLAND S,3.447,66%,25%,701,2019 Fall
ARTS 149,SUTHERLAND S,3.492,68%,23%,702,2019 Fall
ARTS 150,CARLETTI S,4.000,100%,0%,200,2019 Fall
ARTS 150,CARLETTI S,3.666,67%,33%,501,2019 Fall
ARTS 150,CARLETTI S,3.415,60%,26%,502,2019 Fall
ARTS 150,CAMPANA L,3.648,72%,24%,701,2019 Fall
ARTS 150,SUTHERLAND S,3.714,76%,19%,702,2019 Fall
ARTS 150,STOENESCU L,3.803,82%,17%,703,2019 Fall
ARTS 150,CAMPANA L,3.196,51%,33%,705,2019 Fall
ARTS 150,STOENESCU L,3.738,82%,14%,706,2019 Fall
ARTS 210,VIGUS G,3.207,47%,38%,700,2019 Fall
ARTS 212,WOODFIN S,3.666,80%,7%,501,2019 Fall
ARTS 212,BOLOGAN A,3.238,29%,67%,502,2019 Fall
ARTS 212,KOUSTOV D,3.315,37%,58%,503,2019 Fall
ARTS 303,BRAMAN G,3.333,50%,39%,501,2019 Fall
ARTS 303,HONEYCUTT A,3.750,80%,15%,502,2019 Fall
ARTS 303,FINCH S,3.214,21%,79%,503,2019 Fall
ARTS 304,BRAMAN G,3.363,45%,45%,500,2019 Fall
ARTS 304,HONEYCUTT A,3.500,56%,38%,502,2019 Fall
ARTS 305,WOODFIN S,3.533,53%,47%,501,2019 Fall
ARTS 305,KOUSTOV D,3.066,33%,53%,502,2019 Fall
ARTS 312,EILERS H,3.846,85%,15%,500,2019 Fall
ARTS 325,REID R,3.857,90%,5%,503,2019 Fall
ARTS 328,DAVISON R,4.000,100%,0%,500,2019 Fall
ARTS 340,FINCH K,3.454,55%,36%,500,2019 Fall
ARTS 345,LEIDERMAN D,3.947,95%,5%,500,2019 Fall
ARTS 349,CARLETTI S,3.666,67%,33%,501,2019 Fall
ARTS 349,CARLETTI S,3.180,31%,56%,502,2019 Fall
ARTS 349,CARLETTI S,3.640,75%,17%,700,2019 Fall
ARTS 350,STOENESCU L,3.714,86%,10%,500,2019 Fall
ARTS 353,DAVISON R,3.125,44%,31%,500,2019 Fall
VIST 105,HOUSE F,3.222,22%,78%,501,2019 Fall
VIST 105,STARRETT C,3.222,28%,67%,502,2019 Fall
VIST 105,WOODFIN S,3.611,61%,39%,503,2019 Fall
VIST 105,ZHU D,3.333,33%,67%,504,2019 Fall
VIST 105,FINCH K,3.611,67%,28%,505,2019 Fall
VIST 105,KICKLIGHTER C,3.500,50%,50%,506,2019 Fall
VIST 131,MCLAUGHLIN T,3.934,96%,3%,500,2019 Fall
VIST 201,BIEBER S,3.521,52%,48%,900,2019 Fall
VIST 205,RAMADAN H,3.684,68%,32%,501,2019 Fall
VIST 205,JENKS M,4.000,100%,0%,503,2019 Fall
VIST 205,JENKS M,3.800,80%,20%,504,2019 Fall
VIST 206,MCNAMARA A,3.727,73%,27%,501,2019 Fall
VIST 206,SPENCER J,3.857,86%,14%,502,2019 Fall
VIST 206,MORRISON C,3.875,88%,12%,503,2019 Fall
VIST 270,RINGHAM M,3.285,38%,52%,501,2019 Fall
VIST 270,RINGHAM M,2.950,20%,60%,502,2019 Fall
VIST 270,RINGHAM M,3.666,67%,33%,503,2019 Fall
VIST 270,RINGHAM M,3.111,33%,44%,504,2019 Fall
VIST 270,RINGHAM M,2.666,11%,56%,505,2019 Fall
VIST 271,QUEK F,2.947,11%,79%,501,2019 Fall
VIST 271,QUEK F,3.058,18%,71%,502,2019 Fall
VIST 284,ROBERT K,3.705,71%,29%,501,2019 Fall
VIST 284,PEREIRA C,3.625,75%,16%,502,2019 Fall
VIST 284,CHU E,3.406,59%,28%,503,2019 Fall
VIST 284,TIAN A,3.791,79%,21%,504,2019 Fall
VIST 284,KICKLIGHTER C,3.500,68%,23%,505,2019 Fall
VIST 284,SMITH M,3.375,50%,38%,507,2019 Fall
VIST 284,ANDREASSON M,3.941,94%,6%,510,2019 Fall
VIST 284,JENKS M,3.666,73%,20%,514,2019 Fall
VIST 284,ALI J,3.909,98%,0%,700,2019 Fall
VIST 284,ALI J,3.826,96%,0%,702,2019 Fall
VIST 305,KLEIN B,3.866,87%,13%,501,2019 Fall
VIST 305,BOLOGAN A,3.375,38%,62%,502,2019 Fall
VIST 305,THOMAS A,4.000,100%,0%,503,2019 Fall
VIST 305,ANDREASSON M,4.000,100%,0%,504,2019 Fall
VIST 310,VIGUS G,3.760,80%,16%,501,2019 Fall
VIST 372,THOMAS A,3.291,42%,50%,500,2019 Fall
VIST 374,FINCH S,3.562,62%,31%,500,2019 Fall
VIST 375,ANDREASSON M,3.584,62%,34%,900,2019 Fall
VIST 405,KLEIN B,4.000,100%,0%,501,2019 Fall
VIST 405,BOLOGAN A,3.647,65%,35%,502,2019 Fall
VIST 405,THOMAS A,4.000,100%,0%,503,2019 Fall
VIST 405,ANDREASSON M,4.000,100%,0%,504,2019 Fall
VIST 441,AKLEMAN E,3.446,54%,39%,500,2019 Fall
VIST 474,EILERS H,3.210,47%,32%,500,2019 Fall
VIST 474,RINGHAM M,2.857,46%,21%,700,2019 Fall
VIST 477,MCNAMARA A,3.750,75%,25%,500,2019 Fall
VIST 485,KLEIN B,4.000,100%,0%,500,2019 Fall
VIST 485,KICKLIGHTER C,3.789,86%,14%,510,2019 Fall
VIST 486,LEIDERMAN D,3.820,82%,18%,501,2019 Fall
VIST 487,SUEDA S,3.833,83%,17%,500,2019 Fall
VIST 491,SEO J,4.000,100%,0%,500,2019 Fall
VIST 494,FINCH S,4.000,100%,0%,550,2019 Fall
VIZA 613,ANDREASSON M,3.750,75%,25%,600,2019 Fall
VIZA 614,STARRETT C,3.833,83%,17%,600,2019 Fall
VIZA 622,HOUSE F,3.500,50%,50%,600,2019 Fall
VIZA 630,LAFAYETTE C,3.400,40%,60%,600,2019 Fall
VIZA 654,AKLEMAN E,3.357,43%,50%,600,2019 Fall
VIZA 659,KEYSER J,3.571,57%,43%,600,2019 Fall
VIZA 677,MCNAMARA A,4.000,100%,0%,600,2019 Fall
VIZA 689,GALANTER P,4.000,100%,0%,601,2019 Fall
