course,prof,gpa,% of A,% of B,section_,semester
ATMO 201,CONLEE D,3.055,43%,28%,501,2019 Fall
ATMO 201,KORTY R,3.100,38%,38%,502,2019 Fall
ATMO 201,SANGER N,3.808,85%,13%,504,2019 Fall
ATMO 201,LOGAN T,3.376,46%,45%,506,2019 Fall
ATMO 201,EPIFANIO C,3.142,38%,41%,599,2019 Fall
ATMO 202,LOGAN T,3.760,88%,8%,501,2019 Fall
ATMO 202,LOGAN T,3.523,76%,10%,502,2019 Fall
ATMO 202,LOGAN T,3.761,76%,24%,504,2019 Fall
ATMO 202,LOGAN T,3.238,43%,43%,506,2019 Fall
ATMO 202,LOGAN T,3.466,67%,27%,507,2019 Fall
ATMO 203,CONLEE D,3.000,33%,43%,502,2019 Fall
ATMO 251,CONLEE D,2.761,24%,38%,501,2019 Fall
ATMO 251,CONLEE D,2.636,14%,45%,502,2019 Fall
ATMO 321,BOWMAN K,2.863,27%,41%,500,2019 Fall
ATMO 335,SZUNYOGH I,2.965,24%,48%,501,2019 Fall
ATMO 336,PANETTA R,1.733,7%,20%,501,2019 Fall
ATMO 336,PANETTA R,2.357,14%,29%,502,2019 Fall
ATMO 363,SCHADE G,2.738,19%,48%,500,2019 Fall
ATMO 443,NOWOTARSKI C,2.764,24%,35%,500,2019 Fall
ATMO 446,BROOKS S,3.360,60%,28%,500,2019 Fall
ATMO 459,SCHUMACHER C,3.136,41%,41%,900,2019 Fall
ATMO 485,CONLEE D,4.000,100%,0%,501,2019 Fall
ATMO 491,XU Y,4.000,100%,0%,505,2019 Fall
ATMO 601,KORTY R,3.625,62%,38%,600,2019 Fall
ATMO 602,XU Y,3.777,78%,22%,600,2019 Fall
ATMO 606,ZHANG R,3.444,56%,33%,600,2019 Fall
ATMO 632,NIELSEN-GAMMON J,3.625,88%,0%,600,2019 Fall
GEOS 101,LEVAY L,3.875,83%,17%,501,2019 Fall
GEOS 101,ROARK E,4.000,100%,0%,502,2019 Fall
GEOS 101,THOMAS D,4.000,100%,0%,504,2019 Fall
GEOS 101,JEPSON W,0.000,100%,0%,511,2019 Fall
GEOS 101,LOGAN T,4.000,100%,0%,512,2019 Fall
GEOS 105,TCHAKERIAN V,3.062,31%,44%,500,2019 Fall
GEOS 205,ROARK E,4.000,100%,0%,500,2019 Fall
