course,prof,gpa,% of A,% of B,section_,semester
BIMS 101,TIAN Y,4.000,100%,0%,501,2019 Fall
BIMS 101,TIAN Y,4.000,100%,0%,502,2019 Fall
BIMS 101,IVANOV I,3.877,91%,7%,503,2019 Fall
BIMS 101,IVANOV I,3.958,96%,4%,504,2019 Fall
BIMS 101,MIRHOSSEINI N,3.878,88%,12%,M01,2019 Fall
BIMS 110,YOUNG C,3.948,98%,1%,501,2019 Fall
BIMS 110,YOUNG C,3.885,94%,3%,502,2019 Fall
BIMS 289,KRENEK N,3.714,71%,29%,500,2019 Fall
BIMS 289,CARLISLE E,4.000,100%,0%,502,2019 Fall
BIMS 289,BLACK M,4.000,100%,0%,503,2019 Fall
BIMS 320,RAUDSEPP T,3.909,91%,9%,201,2019 Fall
BIMS 320,KATJU V,1.968,16%,21%,501,2019 Fall
BIMS 320,VENKATRAJ V,3.925,94%,5%,502,2019 Fall
BIMS 320,BERGTHORSSON U,2.878,36%,23%,503,2019 Fall
BIMS 320,DERR J,4.000,100%,0%,550,2019 Fall
BIMS 405,DERR J,3.638,66%,32%,500,2019 Fall
BIMS 421,VENKATRAJ V,4.000,100%,0%,500,2019 Fall
BIMS 485,CROUCH E,4.000,100%,0%,500,2019 Fall
BIMS 489,YOUNG C,3.833,94%,2%,500,2019 Fall
BIMS 489,YOUNG C,3.910,94%,4%,501,2019 Fall
BIMS 491,CROUCH E,4.000,100%,0%,534,2019 Fall
BIMS 602,BURGHARDT R,3.967,97%,3%,600,2019 Fall
VIBS 111,YOUNG C,3.912,96%,0%,500,2019 Fall
VIBS 111,YOUNG C,3.918,94%,4%,501,2019 Fall
VIBS 201,KLEMM W,3.854,88%,10%,700,2019 Fall
VIBS 243,JOHNSON L,3.454,61%,23%,500,2019 Fall
VIBS 243,JOHNSON L,3.250,52%,27%,501,2019 Fall
VIBS 243,JOHNSON L,3.583,69%,25%,502,2019 Fall
VIBS 243,JOHNSON L,3.333,58%,19%,503,2019 Fall
VIBS 243,JOHNSON L,2.705,24%,24%,M01,2019 Fall
VIBS 305,PINE M,2.689,26%,30%,501,2019 Fall
VIBS 305,PINE M,2.825,24%,40%,502,2019 Fall
VIBS 305,PINE M,3.011,35%,41%,503,2019 Fall
