course,prof,gpa,% of A,% of B,section_,semester
FINC 409,AO M,3.032,34%,39%,199,2019 Summer
FINC 445,GASPAR J,3.448,45%,55%,150,2019 Summer
FINC 485,ZEAL S,0.000,100%,0%,301,2019 Summer
FINC 489,SHIN S,3.888,89%,11%,199,2019 Summer
FINC 629,ERTURK B,3.289,37%,55%,101,2019 Summer
FINC 632,DYE R,3.590,59%,41%,101,2019 Summer
FINC 632,DYE R,3.375,50%,41%,102,2019 Summer
FINC 642,MARTINDALE L,3.750,75%,25%,101,2019 Summer
FINC 642,MARTINDALE L,3.515,52%,48%,102,2019 Summer
FINC 685,ZEAL S,0.000,96%,0%,301,2019 Summer
ISTM 209,CURTSINGER W,2.777,33%,33%,198,2019 Summer
ISTM 209,CURTSINGER W,3.101,44%,34%,199,2019 Summer
ISTM 210,JAMIESON T,3.619,62%,38%,100,2019 Summer
ISTM 210,PHINNEY T,3.090,50%,27%,200,2019 Summer
ISTM 455,WHITTEN G,3.692,77%,15%,299,2019 Summer
ISTM 601,PHINNEY T,3.733,73%,27%,200,2019 Summer
ISTM 610,WHITTEN G,3.428,43%,57%,200,2019 Summer
ISTM 615,BECKER A,3.515,55%,42%,201,2019 Summer
ISTM 615,BECKER A,3.333,43%,47%,202,2019 Summer
ISTM 620,GOMILLION D,3.486,49%,51%,201,2019 Summer
ISTM 620,GOMILLION D,3.627,63%,37%,202,2019 Summer
SCMT 303,RANGAN S,3.230,38%,46%,101,2019 Summer
SCMT 303,DARCEY L,3.090,48%,24%,201,2019 Summer
SCMT 309,PAPPU M,3.250,38%,50%,201,2019 Summer
SCMT 364,RANGAN S,3.269,42%,42%,101,2019 Summer
SCMT 364,PAPPU M,3.394,55%,29%,201,2019 Summer
SCMT 375,WHITTEN G,3.882,91%,6%,199,2019 Summer
MGMT 209,SWIM K,2.473,16%,37%,100,2019 Summer
MGMT 209,HAILEY C,2.654,22%,35%,200,2019 Summer
MGMT 211,SWIM K,2.235,6%,24%,100,2019 Summer
MGMT 309,WESNER B,2.566,17%,33%,199,2019 Summer
MGMT 363,WESSON L,2.847,24%,47%,100,2019 Summer
MGMT 373,SALADINO S,3.739,74%,26%,900,2019 Summer
MGMT 439,CHALUPA J,3.541,54%,46%,200,2019 Summer
MGMT 450,PANINA D,3.800,80%,20%,150,2019 Summer
MGMT 466,TIHANYI L,3.666,67%,33%,101,2019 Summer
MGMT 466,PACE W,3.518,56%,41%,102,2019 Summer
MGMT 466,PACE W,3.447,66%,21%,200,2019 Summer
MGMT 484,MORA K,3.833,83%,17%,350,2019 Summer
MGMT 637,FLINT G,3.850,85%,15%,100,2019 Summer
MGMT 637,LESTER R,3.526,53%,47%,661,2019 Summer
MGMT 643,HAILEY C,3.340,42%,51%,200,2019 Summer
MGMT 655,WESSON L,3.400,48%,44%,100,2019 Summer
MGMT 680,FLINT G,3.692,69%,31%,100,2019 Summer
MGMT 680,FLINT G,3.710,71%,29%,200,2019 Summer
MKTG 321,PARISH J,3.268,34%,59%,931,2019 Summer
MKTG 321,PARISH J,3.232,35%,53%,932,2019 Summer
MKTG 335,LORING A,3.705,71%,29%,100,2019 Summer
MKTG 345,SREENIVASAN A,3.727,73%,27%,200,2019 Summer
MKTG 401,SEIPP L,3.051,31%,49%,298,2019 Summer
MKTG 402,BURTON L,3.850,85%,15%,350,2019 Summer
MKTG 402,MCDANIEL S,3.900,90%,10%,351,2019 Summer
MKTG 403,MCDANIEL S,3.692,69%,31%,350,2019 Summer
MKTG 404,DIKEC A,3.550,70%,20%,399,2019 Summer
MKTG 409,LORING A,3.224,35%,57%,101,2019 Summer
MKTG 409,SEIPP L,2.378,9%,37%,299,2019 Summer
MKTG 484,LORING A,3.888,89%,11%,301,2019 Summer
MKTG 484,LORING A,3.964,96%,4%,351,2019 Summer
MKTG 621,PRIDE W,3.166,33%,50%,198,2019 Summer
MKTG 638,YADAV M,3.777,78%,22%,661,2019 Summer
MKTG 705,LORING A,3.790,79%,21%,200,2019 Summer
