course,prof,gpa,% of A,% of B,section_,semester
BIMS 485,BLACK M,4.000,100%,0%,343,2019 Summer
VIBS 305,FRANK-CANNON T,2.705,34%,26%,301,2019 Summer
VIBS 447,WALTZ M,4.000,100%,0%,150,2019 Summer
VIBS 489,YEOMAN M,4.000,100%,0%,150,2019 Summer
VIBS 601,FRANK-CANNON T,3.666,67%,33%,300,2019 Summer
VIBS 655,GASTEL B,3.666,67%,33%,201,2019 Summer
VIBS 689,CAI J,3.700,80%,10%,200,2019 Summer
VLCS 485,COHEN N,4.000,100%,0%,113,2019 Summer
VLCS 485,COHEN N,4.000,100%,0%,313,2019 Summer
VTPP 401,WASSER J,4.000,100%,0%,150,2019 Summer
VTPP 423,HERMAN J,2.132,13%,21%,300,2019 Summer
VTPP 485,RAMADOSS J,3.933,97%,0%,100,2019 Summer
VTPP 485,BLUE MCLENDON A,0.000,100%,0%,302,2019 Summer
VTPP 485,BLUE MCLENDON A,4.000,100%,0%,308,2019 Summer
VTPP 489,IVANOV I,4.000,100%,0%,150,2019 Summer
VTMI 649,FARNELL M,3.692,69%,31%,100,2019 Summer
VTPB 405,OMRAN M,3.359,47%,44%,301,2019 Summer
VTPB 405,OMRAN M,3.297,47%,36%,302,2019 Summer
VTPB 409,OMRAN M,2.640,40%,12%,300,2019 Summer
VTPB 485,ESTEVE-GASENT M,3.750,94%,0%,207,2019 Summer
