course,prof,gpa,% of A,% of B,section_,semester
CEHD 603,GOODSON P,4.000,100%,0%,100,2019 Summer
EDAD 606,FAHRENWALD C,4.000,100%,0%,700,2019 Summer
EDAD 608,POENITZSCH N,4.000,100%,0%,700,2019 Summer
EDAD 609,POENITZSCH N,4.000,100%,0%,700,2019 Summer
EDAD 609,POENITZSCH N,4.000,100%,0%,701,2019 Summer
EDAD 619,WEBB-JOHNSON G,3.909,91%,9%,300,2019 Summer
EDAD 623,HASTINGS C,4.000,100%,0%,300,2019 Summer
EDAD 624,FAHRENWALD C,4.000,100%,0%,700,2019 Summer
EDAD 635,DIXON N,4.000,100%,0%,700,2019 Summer
EDAD 637,LUEVANOS E,3.916,92%,8%,700,2019 Summer
EDAD 638,WEBB-JOHNSON G,3.934,93%,7%,700,2019 Summer
EDAD 669,BAILEY K,4.000,100%,0%,100,2019 Summer
EDAD 687,DIXON N,4.000,100%,0%,700,2019 Summer
EHRD 203,FOWLER R,3.814,81%,19%,700,2019 Summer
EHRD 210,MARK C,3.190,48%,33%,700,2019 Summer
EHRD 315,MARK C,3.470,53%,41%,700,2019 Summer
EHRD 371,BAILEY K,3.695,70%,30%,700,2019 Summer
EHRD 372,MUYIA M,3.727,86%,9%,700,2019 Summer
EHRD 374,MUYIA M,3.227,59%,23%,700,2019 Summer
EHRD 391,SANDLIN J,1.833,4%,17%,700,2019 Summer
EHRD 405,FERGUSON-CAMMARATA,3.633,80%,10%,700,2019 Summer
EHRD 408,SANDLIN J,3.416,58%,33%,700,2019 Summer
EHRD 477,SMITH B,4.000,100%,0%,700,2019 Summer
EHRD 481,FOWLER R,3.842,89%,5%,100,2019 Summer
EHRD 490,MUSOBA G,3.062,19%,69%,701,2019 Summer
EHRD 490,SANDLIN J,2.277,11%,28%,702,2019 Summer
EHRD 618,DIRANI K,3.875,92%,4%,700,2019 Summer
EHRD 622,WANG J,3.954,95%,5%,700,2019 Summer
EHRD 627,DIRANI K,3.880,88%,12%,700,2019 Summer
EHRD 630,ROUMELL E,4.000,100%,0%,700,2019 Summer
EHRD 689,BEYERLEIN M,4.000,100%,0%,100,2019 Summer
TCMG 308,MAI B,3.272,59%,23%,701,2019 Summer
TCMG 402,QUIROZ R,2.956,30%,39%,700,2019 Summer
BIED 614,JIMENEZ D,4.000,100%,0%,701,2019 Summer
BIED 614,JIMENEZ D,4.000,100%,0%,702,2019 Summer
BIED 616,RIVERA H,4.000,100%,0%,699,2019 Summer
BIED 616,RIVERA H,4.000,100%,0%,700,2019 Summer
BIED 632,JIMENEZ D,4.000,100%,0%,701,2019 Summer
CPSY 601,BLAKE J,3.870,87%,13%,701,2019 Summer
CPSY 603,BLAKE J,3.777,78%,22%,700,2019 Summer
CPSY 630,MCCORMICK A,3.857,86%,14%,700,2019 Summer
