course,prof,gpa,% of A,% of B,section_,semester
AGCJ 305,WALTHER D,3.851,85%,15%,700,2019 Summer
AGCJ 313,WAGNER S,2.818,9%,82%,900,2019 Summer
AGCJ 314,NORRIS S,3.333,58%,17%,900,2019 Summer
AGCJ 409,ZENT R,3.909,91%,9%,100,2019 Summer
AGCJ 494,WALTHER D,4.000,100%,0%,356,2019 Summer
AGSC 489,HANCOCK J,4.000,100%,0%,100,2019 Summer
ALEC 494,MAZURKIEWICZ J,4.000,100%,0%,151,2019 Summer
ALEC 606,MOORE L,3.916,92%,8%,700,2019 Summer
ALEC 617,STRONG J,3.785,79%,21%,700,2019 Summer
ALED 202,MOORE L,3.413,52%,41%,199,2019 Summer
ALED 202,DUNN A,3.266,50%,30%,700,2019 Summer
ALED 301,ODOM S,3.222,41%,44%,700,2019 Summer
ALED 340,DUNN A,2.833,23%,43%,700,2019 Summer
ALED 340,DIXON S,3.157,37%,42%,931,2019 Summer
ALED 344,WALTER G,3.769,77%,23%,100,2019 Summer
ALED 422,ELBERT C,3.600,70%,20%,700,2019 Summer
ALED 424,BOYD B,3.516,71%,19%,700,2019 Summer
ALED 426,BENSON J,3.571,57%,43%,100,2019 Summer
ALED 440,STRONG R,3.714,71%,29%,150,2019 Summer
ALED 440,HARLIN J,3.000,41%,30%,701,2019 Summer
ALED 481,PRESTON T,3.000,28%,44%,299,2019 Summer
ALED 481,PRESTON T,2.312,12%,38%,700,2019 Summer
ALED 494,STAVINOHA M,3.692,71%,29%,339,2019 Summer
ALED 494,STAVINOHA M,3.950,92%,8%,389,2019 Summer
AGEC 105,SPRINGFIELD H,3.727,73%,27%,301,2019 Summer
AGEC 314,DHARMASENA K,3.400,63%,23%,398,2019 Summer
AGEC 325,SPRINGFIELD H,2.375,12%,38%,100,2019 Summer
AGEC 330,LEATHAM D,3.014,27%,52%,701,2019 Summer
AGEC 422,BOADU F,2.812,23%,44%,398,2019 Summer
AGEC 422,BOADU F,3.000,44%,22%,700,2019 Summer
AGEC 435,MOORE C,3.166,37%,43%,398,2019 Summer
AGEC 435,MOORE C,3.166,33%,50%,701,2019 Summer
AGEC 436,BUENGER S,2.148,7%,22%,701,2019 Summer
AGEC 437,WEBB D,3.051,28%,54%,398,2019 Summer
AGEC 441,MOORE C,2.222,22%,0%,398,2019 Summer
ANSC 107,FRENZEL L,3.250,49%,38%,100,2019 Summer
ANSC 108,SKAGGS C,3.705,76%,18%,101,2019 Summer
ANSC 305,SANDERS J,3.095,29%,52%,300,2019 Summer
ANSC 305,SANDERS J,2.761,33%,29%,301,2019 Summer
ANSC 307,SAVELL J,3.312,50%,38%,201,2019 Summer
ANSC 318,CARSTENS G,3.076,31%,46%,100,2019 Summer
ANSC 318,CARSTENS G,3.000,36%,29%,101,2019 Summer
ANSC 333,SATTERFIELD M,2.538,15%,38%,300,2019 Summer
ANSC 333,SATTERFIELD M,2.583,25%,33%,301,2019 Summer
ANSC 333,SATTERFIELD M,2.571,21%,43%,302,2019 Summer
ANSC 406,HERRING A,3.862,86%,14%,900,2019 Summer
ANSC 436,WICKERSHAM T,4.000,100%,0%,101,2019 Summer
ANSC 481,FARNELL Y,3.714,86%,7%,901,2019 Summer
ANSC 481,FRENZEL L,3.294,47%,35%,902,2019 Summer
ANSC 491,LUCIA J,4.000,100%,0%,378,2019 Summer
ANSC 494,FRENZEL L,0.000,100%,0%,350,2019 Summer
ANSC 494,LINNE P,3.793,78%,22%,351,2019 Summer
DASC 418,TOMASZEWSKI M,4.000,100%,0%,150,2019 Summer
DASC 485,TOMASZEWSKI M,0.000,100%,0%,150,2019 Summer
BICH 410,HENDERSON POZZI M,2.000,22%,16%,301,2019 Summer
BICH 410,HENDERSON POZZI M,2.111,28%,6%,302,2019 Summer
BICH 410,HENDERSON POZZI M,1.928,14%,14%,303,2019 Summer
BICH 411,MILES B,1.900,13%,10%,301,2019 Summer
BICH 411,MILES B,1.700,10%,15%,302,2019 Summer
BICH 411,MILES B,2.333,15%,30%,303,2019 Summer
BICH 412,AYRES N,3.052,37%,42%,201,2019 Summer
BICH 412,AYRES N,3.100,30%,50%,202,2019 Summer
BICH 491,KUNKEL G,4.000,100%,0%,312,2019 Summer
GENE 301,DIBBLEY REYNOLDS M,2.702,31%,28%,300,2019 Summer
GENE 310,MAGILL C,2.440,24%,12%,100,2019 Summer
GENE 312,PISHKO E,2.750,29%,29%,201,2019 Summer
GENE 312,PISHKO E,2.678,29%,21%,202,2019 Summer
GENE 312,PISHKO E,2.814,26%,30%,203,2019 Summer
GENE 432,PEREZ S,3.000,33%,50%,900,2019 Summer
GENE 489,THREADGILL D,3.625,88%,0%,300,2019 Summer
GENE 491,THREADGILL D,0.000,100%,0%,301,2019 Summer
AGSM 337,MUNSTER C,3.375,38%,62%,250,2019 Summer
AGSM 360,KINGMAN D,3.382,59%,26%,700,2019 Summer
AGSM 489,MCGEE R,3.625,62%,38%,250,2019 Summer
BAEN 320,FERNANDO S,2.600,15%,35%,700,2019 Summer
BAEN 465,MUNSTER C,3.722,72%,28%,250,2019 Summer
BAEN 477,MCGEE R,3.944,94%,6%,250,2019 Summer
BAEN 491,MOORE J,0.000,100%,0%,201,2019 Summer
ESSM 440,KNIGHT R,3.333,56%,22%,100,2019 Summer
ESSM 485,KREUTER U,3.187,25%,69%,150,2019 Summer
ESSM 491,MOORE G,4.000,100%,0%,300,2019 Summer
ESSM 636,KNIGHT R,4.000,100%,0%,700,2019 Summer
RENR 400,KYLE G,4.000,100%,0%,151,2019 Summer
RENR 400,ROGERS W,3.812,88%,6%,153,2019 Summer
ENTO 300,BRUNDAGE A,3.555,56%,44%,151,2019 Summer
ENTO 320,SHEPHERD T,3.637,74%,20%,700,2019 Summer
ENTO 322,COATES C,3.272,49%,35%,700,2019 Summer
ENTO 450,BRUNDAGE A,3.333,33%,67%,150,2019 Summer
ENTO 451,BRUNDAGE A,4.000,100%,0%,150,2019 Summer
