course,prof,gpa,% of A,% of B,section_,semester
INTA 603,RUSSELL R,3.428,71%,14%,700,2019 Summer
INTA 605,TALBOT B,3.666,67%,33%,700,2019 Summer
INTA 617,CASTILLO J,4.000,100%,0%,100,2019 Summer
INTA 651,RUSSELL R,3.466,67%,27%,700,2019 Summer
INTA 680,SMITH J,3.125,50%,38%,700,2019 Summer
INTA 689,MCLAUGHLIN J,3.888,89%,11%,100,2019 Summer
INTA 689,HAMIE C,3.600,60%,40%,700,2019 Summer
PSAA 601,SMITH S,3.800,80%,20%,700,2019 Summer
PSAA 601,GRAHAM C,3.944,94%,6%,701,2019 Summer
PSAA 616,ASHLEY F,4.000,100%,0%,700,2019 Summer
PSAA 620,MILESKI J,4.000,100%,0%,700,2019 Summer
PSAA 621,BULLOCK J,3.714,71%,29%,700,2019 Summer
PSAA 623,LITTLE C,3.529,65%,29%,700,2019 Summer
PSAA 630,MARCHBANKS M,3.391,48%,43%,700,2019 Summer
PSAA 634,GREER R,3.750,75%,25%,700,2019 Summer
PSAA 636,LUM J,3.928,93%,7%,700,2019 Summer
PSAA 643,TAYLOR K,3.285,50%,43%,700,2019 Summer
PSAA 644,SEAWORTH A,3.578,74%,21%,700,2019 Summer
PSAA 648,MORRISON J,4.000,100%,0%,700,2019 Summer
PSAA 651,DWYER W,3.923,92%,8%,700,2019 Summer
PSAA 654,BAILEY M,3.750,88%,0%,700,2019 Summer
PSAA 656,ROLLINS J,3.800,80%,20%,700,2019 Summer
PSAA 675,DAVIS D,3.769,77%,23%,700,2019 Summer
PSAA 675,NAKAMURA B,4.000,100%,0%,701,2019 Summer
