course,prof,gpa,% of A,% of B,section_,semester
BIOL 111,HAWKINS A,3.608,70%,22%,100,2019 Summer
BIOL 111,HAWKINS A,3.045,45%,32%,101,2019 Summer
BIOL 111,HAWKINS A,3.500,75%,12%,102,2019 Summer
BIOL 111,HAWKINS A,3.047,38%,38%,103,2019 Summer
BIOL 112,LEE C,3.142,52%,24%,201,2019 Summer
BIOL 112,LEE C,3.150,25%,65%,202,2019 Summer
BIOL 112,LEE C,3.800,80%,20%,203,2019 Summer
BIOL 112,LEE C,3.047,43%,33%,204,2019 Summer
BIOL 112,LEE C,3.000,45%,25%,205,2019 Summer
BIOL 206,MOYES R,3.000,32%,37%,101,2019 Summer
BIOL 206,MOYES R,3.333,50%,33%,102,2019 Summer
BIOL 213,ERICKSON J,2.958,42%,29%,100,2019 Summer
BIOL 214,PEPPER A,2.967,35%,42%,200,2019 Summer
BIOL 319,COHN W,2.857,7%,71%,301,2019 Summer
BIOL 319,COHN W,2.904,29%,33%,302,2019 Summer
BIOL 319,COHN W,2.666,14%,43%,304,2019 Summer
BIOL 319,COHN W,2.421,5%,32%,305,2019 Summer
BIOL 320,TAYLOR L,2.857,21%,43%,301,2019 Summer
BIOL 320,TAYLOR L,2.238,5%,29%,302,2019 Summer
BIOL 320,TAYLOR L,2.555,22%,22%,303,2019 Summer
BIOL 320,TAYLOR L,2.636,18%,36%,304,2019 Summer
BIOL 320,TAYLOR L,2.687,19%,38%,305,2019 Summer
CHEM 102,BETHEL R,2.495,26%,21%,300,2019 Summer
CHEM 102,WANG X,2.777,11%,67%,M30,2019 Summer
CHEM 107,MCCARTNEY S,2.535,32%,18%,300,2019 Summer
CHEM 112,BETHEL R,2.800,27%,33%,201,2019 Summer
CHEM 112,BETHEL R,2.562,19%,31%,202,2019 Summer
CHEM 112,BETHEL R,3.000,19%,62%,203,2019 Summer
CHEM 112,BETHEL R,2.875,31%,31%,204,2019 Summer
CHEM 112,MAY L,3.714,71%,29%,M30,2019 Summer
CHEM 117,BETHEL R,2.400,5%,40%,200,2019 Summer
CHEM 222,MULLEN C,2.291,21%,25%,300,2019 Summer
CHEM 227,SANTANDER P,2.522,22%,33%,300,2019 Summer
CHEM 228,GOPALAKRISHNAN G,2.770,36%,23%,300,2019 Summer
CHEM 228,PONNAMPERUMA K,2.554,18%,33%,301,2019 Summer
CHEM 237,SANTANDER P,2.538,23%,38%,201,2019 Summer
CHEM 237,SANTANDER P,2.812,19%,62%,202,2019 Summer
CHEM 237,SANTANDER P,2.888,28%,44%,203,2019 Summer
CHEM 238,GOPALAKRISHNAN G,2.913,17%,65%,201,2019 Summer
CHEM 238,PONNAMPERUMA K,2.652,17%,48%,202,2019 Summer
CHEM 238,GOPALAKRISHNAN G,2.826,17%,57%,203,2019 Summer
CHEM 238,PONNAMPERUMA K,2.894,21%,58%,204,2019 Summer
CHEM 238,PONNAMPERUMA K,2.812,19%,56%,205,2019 Summer
CHEM 242,MULLEN C,3.000,17%,67%,201,2019 Summer
CHEM 491,GAEDE H,4.000,100%,0%,300,2019 Summer
MATH 140,LIU M,2.666,33%,44%,101,2019 Summer
MATH 140,HU J,3.058,35%,35%,102,2019 Summer
MATH 140,GRIFFIN J,2.750,35%,40%,200,2019 Summer
MATH 141,SENGUPTA S,2.714,26%,40%,101,2019 Summer
MATH 141,JOHN S,2.608,26%,30%,201,2019 Summer
MATH 142,JOHNSON M,2.904,48%,24%,101,2019 Summer
MATH 142,JOHNSON M,2.900,40%,23%,102,2019 Summer
MATH 142,RUYS DE PEREZ A,2.529,29%,18%,201,2019 Summer
MATH 142,GANESAN P,2.500,36%,14%,202,2019 Summer
MATH 142,SYKES D,2.285,24%,24%,203,2019 Summer
MATH 151,ONICA C,1.395,4%,10%,301,2019 Summer
MATH 151,BISWAS S,1.625,12%,19%,M30,2019 Summer
MATH 152,SCHRADER T,2.358,26%,23%,301,2019 Summer
MATH 152,SCHRADER T,2.258,32%,10%,302,2019 Summer
MATH 152,BISWAS S,2.909,27%,55%,M30,2019 Summer
MATH 172,BATTLE G,3.200,40%,40%,300,2019 Summer
MATH 251,PEARLSTEIN R,2.424,24%,30%,301,2019 Summer
MATH 304,RAHM JR. R,3.321,48%,38%,100,2019 Summer
MATH 304,RAHM JR. R,2.982,38%,38%,201,2019 Summer
MATH 308,LAHODNY G,3.036,35%,44%,101,2019 Summer
MATH 308,HARPER A,2.800,33%,37%,201,2019 Summer
MATH 308,STILLER P,2.473,13%,39%,202,2019 Summer
MATH 308,ONICA C,2.725,33%,25%,300,2019 Summer
MATH 308,LYNCH R,2.914,36%,38%,700,2019 Summer
MATH 323,SIVAKUMAR N,2.000,8%,33%,300,2019 Summer
MATH 409,BAUDIER F,2.733,33%,27%,150,2019 Summer
MATH 409,REIHANI K,1.826,30%,4%,300,2019 Summer
MATH 411,REIHANI K,2.500,29%,25%,300,2019 Summer
MATH 412,DARIPA P,2.937,38%,31%,300,2019 Summer
MATH 485,BAUDIER F,3.562,56%,44%,150,2019 Summer
MATH 663,HOWARD P,4.000,100%,0%,201,2019 Summer
MATH 664,ROQUE SOL M,4.000,100%,0%,700,2019 Summer
MATH 696,MANUEL D,4.000,100%,0%,100,2019 Summer
MATH 696,ROQUE SOL M,4.000,100%,0%,700,2019 Summer
ASTR 101,KRISCIUNAS K,2.928,36%,36%,100,2019 Summer
ASTR 491,MARSHALL J,4.000,100%,0%,318,2019 Summer
PHYS 201,LYUKSYUTOV I,3.391,48%,43%,101,2019 Summer
PHYS 201,LYUKSYUTOV I,3.250,46%,33%,102,2019 Summer
PHYS 201,LYUKSYUTOV I,3.045,36%,32%,103,2019 Summer
PHYS 201,LYUKSYUTOV I,3.260,52%,22%,104,2019 Summer
PHYS 201,LYUKSYUTOV I,3.105,37%,37%,105,2019 Summer
PHYS 201,LYUKSYUTOV I,3.142,50%,14%,106,2019 Summer
PHYS 202,LYUKSYUTOV I,3.458,58%,29%,201,2019 Summer
PHYS 202,LYUKSYUTOV I,3.333,54%,25%,202,2019 Summer
PHYS 202,LYUKSYUTOV I,3.100,35%,40%,203,2019 Summer
PHYS 202,LYUKSYUTOV I,3.550,65%,25%,204,2019 Summer
PHYS 202,LYUKSYUTOV I,3.133,47%,20%,205,2019 Summer
PHYS 206,MASON J,2.666,29%,29%,101,2019 Summer
PHYS 206,MASON J,3.043,30%,52%,102,2019 Summer
PHYS 206,MASON J,2.800,35%,25%,103,2019 Summer
PHYS 206,MASON J,2.333,17%,25%,105,2019 Summer
PHYS 206,NODURFT D,2.666,29%,29%,201,2019 Summer
PHYS 207,MASON J,2.565,35%,9%,201,2019 Summer
PHYS 207,MASON J,3.272,45%,41%,202,2019 Summer
PHYS 207,MASON J,2.916,38%,25%,203,2019 Summer
PHYS 207,MASON J,3.136,59%,9%,205,2019 Summer
PHYS 222,ABANOV A,3.272,43%,41%,300,2019 Summer
PHYS 289,WEBB R,4.000,100%,0%,101,2019 Summer
PHYS 289,WEBB R,4.000,100%,0%,103,2019 Summer
PHYS 289,WEBB R,3.636,64%,36%,121,2019 Summer
PHYS 289,WEBB R,3.833,83%,17%,201,2019 Summer
PHYS 289,WEBB R,3.681,86%,5%,221,2019 Summer
PHYS 289,WEBB R,3.772,82%,14%,223,2019 Summer
PHYS 491,YENNELLO S,4.000,100%,0%,364,2019 Summer
STAT 211,HATFIELD L,2.878,30%,40%,100,2019 Summer
STAT 211,HATFIELD L,2.775,22%,40%,200,2019 Summer
STAT 302,NIU Y,3.108,35%,43%,101,2019 Summer
STAT 302,YANG J,2.972,32%,38%,102,2019 Summer
STAT 302,CHUU E,2.944,33%,50%,103,2019 Summer
