course,prof,gpa,% of A,% of B,section_,semester
ATMO 201,EPIFANIO C,3.094,37%,38%,299,2018 Summer
ATMO 489,CONLEE D,4.000,100%,0%,150,2018 Summer
ATMO 629,NORTH J,4.000,100%,0%,100,2018 Summer
GEOG 201,LODER T,2.571,16%,49%,199,2018 Summer
GEOG 202,SMITH J,3.020,26%,50%,200,2018 Summer
GEOG 203,LOISEL J,3.451,63%,25%,298,2018 Summer
GEOG 213,SCHIFF J,2.833,41%,30%,299,2018 Summer
GEOG 390,THOMPSON C,2.947,47%,26%,101,2018 Summer
GEOG 390,THOMPSON C,2.470,35%,18%,102,2018 Summer
GEOG 450,PROUT E,3.400,60%,33%,100,2018 Summer
GEOG 491,GOLDBERG D,3.727,82%,9%,317,2018 Summer
GEOG 660,KLEIN A,4.000,100%,0%,775,2018 Summer
GEOG 662,LYLE S,3.909,91%,9%,775,2018 Summer
GEOG 676,LYLE S,4.000,100%,0%,775,2018 Summer
GEOG 678,LYLE S,3.928,93%,7%,775,2018 Summer
GEOL 101,TORREZ B,2.642,25%,29%,399,2018 Summer
GEOL 102,MARTIN J,3.500,50%,50%,201,2018 Summer
GEOL 300,BALTA J,3.170,21%,74%,151,2018 Summer
GEOL 300,KRONENBERG A,3.150,35%,45%,153,2018 Summer
GEOL 491,LAYA PEREIRA J,3.800,62%,25%,106,2018 Summer
GEOL 491,REECE J,3.000,40%,0%,224,2018 Summer
OCNG 251,FITZSIMMONS J,2.791,23%,42%,299,2018 Summer
OCNG 252,WIEDERWOHL C,3.200,52%,24%,299,2018 Summer
