course,prof,gpa,% of A,% of B,section_,semester
PHYS 202,CHIN S,2.538,15%,31%,203,2018 Summer
PHYS 208,LYUKSYUTOV I,3.230,54%,15%,101,2018 Summer
PHYS 208,LYUKSYUTOV I,2.789,32%,26%,102,2018 Summer
PHYS 208,MASON J,3.304,61%,9%,201,2018 Summer
PHYS 208,MASON J,2.571,38%,14%,202,2018 Summer
PHYS 208,MASON J,3.050,40%,25%,203,2018 Summer
PHYS 208,MASON J,2.869,39%,17%,204,2018 Summer
PHYS 218,MASON J,2.952,33%,29%,101,2018 Summer
PHYS 218,MASON J,2.900,40%,20%,102,2018 Summer
PHYS 218,MASON J,2.750,30%,25%,103,2018 Summer
PHYS 218,PERRY J,2.928,29%,36%,201,2018 Summer
PHYS 218,PERRY J,2.818,18%,45%,203,2018 Summer
PHYS 218,PERRY J,2.333,8%,25%,204,2018 Summer
PHYS 218,MAY L,2.571,29%,0%,M30,2018 Summer
PHYS 222,ABANOV A,3.500,59%,32%,300,2018 Summer
PHYS 491,ALLEN R,4.000,100%,0%,304,2018 Summer
PHYS 491,YENNELLO S,4.000,100%,0%,364,2018 Summer
STAT 211,HATFIELD L,2.972,35%,38%,100,2018 Summer
STAT 211,HATFIELD L,2.888,33%,33%,200,2018 Summer
STAT 302,SINHA S,3.025,38%,36%,101,2018 Summer
STAT 302,METHENEY E,2.903,31%,39%,102,2018 Summer
STAT 302,SINHA S,2.750,33%,29%,201,2018 Summer
STAT 302,METHENEY E,3.063,36%,38%,202,2018 Summer
STAT 303,GONG W,2.964,29%,39%,101,2018 Summer
STAT 303,CUMMINGS S,2.916,32%,38%,102,2018 Summer
STAT 303,MAITY A,3.111,50%,28%,201,2018 Summer
STAT 303,CUMMINGS S,2.945,32%,41%,202,2018 Summer
STAT 485,DABNEY A,4.000,100%,0%,300,2018 Summer
STAT 604,KINCHELOE F,3.326,47%,39%,700,2018 Summer
STAT 608,LOMBARD F,3.228,40%,43%,700,2018 Summer
STAT 626,POURAHMADI M,3.944,94%,6%,300,2018 Summer
STAT 626,POURAHMADI M,3.214,43%,43%,700,2018 Summer
STAT 630,AKLEMAN D,3.395,63%,21%,700,2018 Summer
STAT 642,JUN M,3.227,55%,32%,700,2018 Summer
STAT 651,LOMBARD F,3.400,48%,45%,700,2018 Summer
STAT 652,SINHA S,3.444,44%,56%,700,2018 Summer
STAT 656,JONES E,3.848,88%,9%,351,2018 Summer
STAT 656,JONES E,3.636,73%,23%,710,2018 Summer
STAT 659,KOLODZIEJ E,3.800,80%,20%,399,2018 Summer
STAT 659,KOLODZIEJ E,3.758,79%,17%,700,2018 Summer
STAT 685,SHEATHER S,4.000,100%,0%,700,2018 Summer
