course,prof,gpa,% of A,% of B,section_,semester
BIOL 111,ERICKSON J,3.142,36%,43%,100,2018 Summer
BIOL 111,ERICKSON J,2.687,19%,38%,101,2018 Summer
BIOL 111,ERICKSON J,2.900,30%,40%,102,2018 Summer
BIOL 112,LEE C,2.736,26%,37%,201,2018 Summer
BIOL 112,LEE C,2.043,4%,30%,202,2018 Summer
BIOL 112,LEE C,1.909,0%,27%,203,2018 Summer
BIOL 112,LEE C,2.285,19%,24%,204,2018 Summer
BIOL 206,MOYES R,3.153,31%,54%,101,2018 Summer
BIOL 206,MOYES R,2.636,27%,18%,102,2018 Summer
BIOL 213,LOCKLESS S,2.428,32%,18%,100,2018 Summer
BIOL 214,PEPPER A,3.192,42%,38%,200,2018 Summer
BIOL 319,COHN W,3.125,31%,50%,301,2018 Summer
BIOL 319,COHN W,2.826,30%,30%,302,2018 Summer
BIOL 319,COHN W,2.461,8%,38%,303,2018 Summer
BIOL 319,COHN W,2.909,32%,27%,304,2018 Summer
BIOL 319,COHN W,2.272,5%,27%,305,2018 Summer
BIOL 320,TAYLOR L,2.888,22%,50%,301,2018 Summer
BIOL 320,TAYLOR L,2.450,15%,50%,302,2018 Summer
BIOL 320,TAYLOR L,2.153,8%,23%,303,2018 Summer
BIOL 320,TAYLOR L,2.545,18%,36%,304,2018 Summer
BIOL 320,TAYLOR L,2.285,14%,29%,305,2018 Summer
BIOL 489,WAN W,4.000,100%,0%,150,2018 Summer
BIOL 647,ARAMAYO R,3.750,75%,25%,200,2018 Summer
CHEM 102,MAWK E,2.658,15%,41%,300,2018 Summer
CHEM 107,MCCARTNEY S,2.800,27%,40%,300,2018 Summer
CHEM 112,BETHEL R,3.136,27%,59%,201,2018 Summer
CHEM 112,BETHEL R,2.565,13%,48%,202,2018 Summer
CHEM 112,BETHEL R,3.047,24%,57%,203,2018 Summer
CHEM 117,BETHEL R,2.625,12%,44%,200,2018 Summer
CHEM 222,MULLEN C,2.466,17%,30%,300,2018 Summer
CHEM 227,SCHAEFER A,2.549,21%,32%,300,2018 Summer
CHEM 228,SANTANDER P,2.322,17%,27%,300,2018 Summer
CHEM 237,SCHAEFER A,3.000,28%,56%,201,2018 Summer
CHEM 237,SCHAEFER A,3.214,29%,64%,202,2018 Summer
CHEM 237,SCHAEFER A,3.166,17%,83%,203,2018 Summer
CHEM 238,SANTANDER P,3.105,26%,63%,201,2018 Summer
CHEM 238,SANTANDER P,3.071,29%,50%,202,2018 Summer
CHEM 238,SANTANDER P,2.789,26%,47%,203,2018 Summer
CHEM 238,SANTANDER P,3.000,20%,60%,204,2018 Summer
CHEM 242,MULLEN C,3.000,27%,45%,201,2018 Summer
CHEM 491,GAEDE H,4.000,100%,0%,315,2018 Summer
NRSC 340,REGAN T,3.125,44%,31%,200,2018 Summer
MATH 140,KING H,2.428,29%,29%,100,2018 Summer
MATH 140,HATINOGLU B,2.700,30%,20%,101,2018 Summer
MATH 140,WALKER E,2.800,45%,25%,201,2018 Summer
MATH 141,JOHNSON M,3.042,46%,33%,101,2018 Summer
MATH 141,ORCHARD P,2.459,27%,27%,201,2018 Summer
MATH 142,ALLEN A,2.215,16%,22%,101,2018 Summer
MATH 142,WANG M,2.750,42%,17%,102,2018 Summer
MATH 142,OWEN J,2.363,18%,36%,103,2018 Summer
MATH 142,GRIFFIN J,2.588,29%,29%,201,2018 Summer
MATH 142,HUA Y,2.846,31%,38%,202,2018 Summer
MATH 142,ETTEHAD M,2.950,35%,35%,203,2018 Summer
MATH 151,SCHRADER T,2.238,12%,26%,301,2018 Summer
MATH 151,BISWAS S,2.666,22%,44%,M30,2018 Summer
MATH 152,PEARLSTEIN R,2.243,24%,17%,301,2018 Summer
MATH 152,PEARLSTEIN R,2.172,14%,24%,302,2018 Summer
MATH 251,KAHLIG J,2.463,20%,34%,301,2018 Summer
MATH 304,LYNCH R,3.000,33%,37%,100,2018 Summer
MATH 304,LEE S,3.131,42%,29%,101,2018 Summer
MATH 304,RAHM JR. R,3.545,73%,14%,201,2018 Summer
MATH 308,LAHODNY G,2.945,35%,40%,101,2018 Summer
MATH 308,VOROBETS M,2.500,24%,29%,201,2018 Summer
MATH 308,LYNCH B,2.826,43%,15%,202,2018 Summer
MATH 308,ONICA C,2.600,29%,27%,300,2018 Summer
MATH 409,BAUDIER F,2.833,44%,17%,150,2018 Summer
MATH 409,REIHANI K,2.538,23%,38%,300,2018 Summer
MATH 411,REIHANI K,2.090,27%,14%,300,2018 Summer
MATH 412,RAHM JR. R,3.222,56%,22%,300,2018 Summer
MATH 485,BAUDIER F,4.000,100%,0%,150,2018 Summer
MATH 646,WHITFIELD J,3.636,64%,36%,700,2018 Summer
MATH 663,HOWARD P,4.000,100%,0%,201,2018 Summer
MATH 664,ROQUE SOL M,4.000,100%,0%,700,2018 Summer
MATH 696,MANUEL D,4.000,100%,0%,100,2018 Summer
MATH 696,ROQUE SOL M,4.000,100%,0%,700,2018 Summer
ASTR 101,KRISCIUNAS K,3.636,64%,36%,100,2018 Summer
ASTR 491,MARSHALL J,4.000,100%,0%,318,2018 Summer
PHYS 201,PERRY J,2.681,27%,23%,101,2018 Summer
PHYS 201,PERRY J,2.523,29%,19%,102,2018 Summer
PHYS 201,PERRY J,2.888,33%,28%,103,2018 Summer
PHYS 201,PERRY J,2.647,35%,18%,104,2018 Summer
PHYS 201,PERRY J,2.411,18%,29%,105,2018 Summer
PHYS 201,PERRY J,1.888,0%,11%,106,2018 Summer
PHYS 202,CHIN S,2.714,10%,52%,201,2018 Summer
PHYS 202,CHIN S,2.857,24%,38%,202,2018 Summer
