course,prof,gpa,% of A,% of B,section_,semester
AERO 214,TALREJA R,3.375,38%,62%,150,2018 Summer
AERO 220,KARPETIS A,4.000,100%,0%,150,2018 Summer
AERO 220,MORTARI D,3.125,62%,12%,300,2018 Summer
AERO 220,MORTARI D,2.307,23%,35%,700,2018 Summer
AERO 303,KARPETIS A,3.800,80%,20%,150,2018 Summer
AERO 306,WHITCOMB J,2.875,25%,38%,300,2018 Summer
AERO 306,WHITCOMB J,2.550,15%,50%,399,2018 Summer
AERO 306,WHITCOMB J,2.800,20%,40%,700,2018 Summer
AERO 351,KARPETIS A,3.687,69%,31%,150,2018 Summer
AERO 413,TALREJA R,3.800,80%,20%,150,2018 Summer
AERO 489,TALREJA R,3.666,67%,33%,151,2018 Summer
AERO 491,CHAMITOFF G,4.000,100%,0%,343,2018 Summer
BMEN 207,GIBBS H,3.500,75%,17%,700,2018 Summer
BMEN 211,HUANG S,2.666,13%,47%,300,2018 Summer
BMEN 350,YEH A,3.704,75%,20%,700,2018 Summer
BMEN 491,QUICK C,4.000,100%,0%,348,2018 Summer
CHEN 205,HOLTZAPPLE M,3.461,62%,23%,150,2018 Summer
CHEN 205,HOLTZAPPLE M,2.906,21%,51%,200,2018 Summer
CHEN 382,JAYARAMAN A,3.386,48%,43%,701,2018 Summer
CHEN 455,MASHUGA C,3.833,86%,12%,701,2018 Summer
CHEN 464,JEONG H,3.090,32%,45%,100,2018 Summer
SENG 455,MASHUGA C,3.470,65%,29%,701,2018 Summer
CVEN 302,CHANG K,2.863,23%,55%,300,2018 Summer
CVEN 305,HOGAN H,3.720,72%,28%,250,2018 Summer
CVEN 305,NOSHADRAVAN A,3.253,41%,46%,301,2018 Summer
CVEN 322,QUADRIFOGLIO L,3.777,78%,22%,150,2018 Summer
CVEN 322,QUADRIFOGLIO L,3.083,25%,58%,250,2018 Summer
CVEN 339,OLIVERA F,3.722,78%,17%,150,2018 Summer
CVEN 339,LONDON M,3.190,38%,43%,300,2018 Summer
CVEN 345,LOWERY L,3.217,48%,26%,300,2018 Summer
CVEN 349,DAMNJANOVIC I,3.520,52%,48%,250,2018 Summer
CVEN 365,SANCHEZ CASTILLA M,2.705,24%,35%,301,2018 Summer
CVEN 365,SANCHEZ CASTILLA M,3.083,33%,42%,302,2018 Summer
CVEN 399,BRUMBELOW J,0.000,100%,0%,300,2018 Summer
CVEN 423,OLIVERA F,3.666,72%,22%,150,2018 Summer
CVEN 424,ENGLAND P,3.851,89%,7%,700,2018 Summer
CVEN 424,SCARFUTO J,4.000,100%,0%,701,2018 Summer
CVEN 446,KEATING P,2.777,22%,33%,700,2018 Summer
ENGR 111,SPEARS C,3.052,32%,42%,300,2018 Summer
ENGR 112,LARA RUIZ J,3.290,42%,45%,300,2018 Summer
ENGR 289,IJAZ M,3.142,50%,21%,300,2018 Summer
ENGR 385,SHRYOCK K,4.000,100%,0%,301,2018 Summer
ENGR 385,ELABD Y,4.000,100%,0%,304,2018 Summer
ENGR 385,SARIN V,4.000,100%,0%,306,2018 Summer
ENGR 385,CATON J,3.941,94%,6%,313,2018 Summer
ENGR 410,LAWRENCE F,4.000,100%,0%,150,2018 Summer
ENGR 482,ATIF M,3.652,70%,26%,900,2018 Summer
ENGR 482,ATIF M,3.181,50%,36%,901,2018 Summer
