course,prof,gpa,% of A,% of B,section_,semester
AGCJ 105,WALTHER D,3.857,87%,11%,501,2017 Fall
AGCJ 105,WALTHER D,3.800,80%,20%,502,2017 Fall
AGCJ 281,LEGGETTE H,3.387,52%,35%,500,2017 Fall
AGCJ 305,DUNSFORD D,3.314,50%,37%,599,2017 Fall
AGCJ 305,DUNSFORD D,3.000,50%,17%,700,2017 Fall
AGCJ 307,RUTHERFORD T,3.071,50%,14%,501,2017 Fall
AGCJ 307,RUTHERFORD T,2.920,32%,36%,700,2017 Fall
AGCJ 308,REDWINE T,3.647,71%,24%,501,2017 Fall
AGCJ 312,WALTHER D,3.833,90%,2%,501,2017 Fall
AGCJ 312,MCGRATH P,2.935,32%,29%,700,2017 Fall
AGCJ 313,LEGGETTE H,3.375,44%,50%,901,2017 Fall
AGCJ 313,LEGGETTE H,3.176,41%,41%,902,2017 Fall
AGCJ 313,DUNSFORD D,3.476,62%,33%,903,2017 Fall
AGCJ 314,REDWINE T,3.521,57%,39%,901,2017 Fall
AGCJ 314,REDWINE T,3.636,68%,27%,902,2017 Fall
AGCJ 366,MCKIM B,3.600,80%,0%,501,2017 Fall
AGCJ 405,RUTHERFORD T,3.909,91%,9%,501,2017 Fall
AGCJ 405,RUTHERFORD T,4.000,100%,0%,502,2017 Fall
AGCJ 406,DUNSFORD D,3.914,94%,3%,500,2017 Fall
AGCJ 411,MCKIM B,3.153,42%,31%,500,2017 Fall
AGCJ 413,LEGGETTE H,3.666,73%,20%,500,2017 Fall
AGCJ 466,MCKIM B,3.500,50%,50%,500,2017 Fall
AGCJ 481,DUNSFORD D,3.875,91%,6%,500,2017 Fall
AGCJ 489,WALTHER D,3.769,77%,23%,502,2017 Fall
AGCJ 489,WEGENER R,3.083,17%,75%,599,2017 Fall
AGCJ 494,DUNSFORD D,3.842,91%,0%,516,2017 Fall
AGSC 301,BRIERS G,3.423,62%,27%,500,2017 Fall
AGSC 305,HANAGRIFF R,2.772,18%,55%,700,2017 Fall
AGSC 373,HANCOCK J,3.454,55%,36%,500,2017 Fall
AGSC 383,HANCOCK J,3.315,47%,37%,501,2017 Fall
AGSC 384,EDNEY K,3.666,80%,13%,900,2017 Fall
AGSC 402,MOORE L,3.733,77%,20%,900,2017 Fall
AGSC 405,MURPHY T,3.880,88%,12%,500,2017 Fall
AGSC 425,MURPHY T,4.000,100%,0%,502,2017 Fall
AGSC 436,MURPHY T,4.000,100%,0%,502,2017 Fall
AGSC 481,MURPHY T,3.700,80%,10%,501,2017 Fall
AGSC 484,MURPHY T,3.363,45%,45%,501,2017 Fall
ALEC 201,DUNN A,3.313,44%,44%,501,2017 Fall
ALEC 201,SCASTA J,3.858,87%,12%,502,2017 Fall
ALEC 350,WINGENBACH G,3.066,13%,80%,500,2017 Fall
ALEC 380,MURPHY T,3.857,86%,14%,500,2017 Fall
ALEC 425,PATIL V,3.280,44%,40%,700,2017 Fall
ALEC 450,MARTIN H,3.583,67%,25%,500,2017 Fall
ALEC 608,BOYD B,3.818,91%,0%,699,2017 Fall
ALEC 608,BOYD B,4.000,100%,0%,700,2017 Fall
ALEC 610,REDWINE T,3.909,91%,9%,600,2017 Fall
ALEC 610,WINGENBACH G,3.400,40%,60%,699,2017 Fall
ALEC 611,ELBERT C,4.000,100%,0%,700,2017 Fall
ALEC 615,HARLIN J,3.833,83%,17%,600,2017 Fall
ALEC 616,ODOM S,3.857,86%,14%,600,2017 Fall
ALEC 623,MURPHREY T,3.833,83%,17%,699,2017 Fall
ALEC 624,PINA M,3.000,0%,100%,600,2017 Fall
ALEC 630,HARLIN J,3.769,85%,8%,699,2017 Fall
ALEC 631,SHACKELFORD P,4.000,100%,0%,600,2017 Fall
ALEC 640,MURPHREY T,3.875,88%,12%,699,2017 Fall
ALEC 644,PINA M,3.714,71%,29%,600,2017 Fall
ALEC 689,"STRONG, JR R",3.666,75%,17%,699,2017 Fall
ALEC 689,"STRONG, JR R",4.000,100%,0%,700,2017 Fall
ALEC 695,MCKIM B,4.000,100%,0%,600,2017 Fall
ALEC 695,WINGENBACH G,2.625,12%,50%,699,2017 Fall
ALEC 695,WINGENBACH G,3.125,25%,62%,700,2017 Fall
ALED 125,MOORE L,3.888,92%,6%,500,2017 Fall
ALED 202,PRESTON T,3.074,28%,54%,501,2017 Fall
ALED 202,PRESTON T,2.777,33%,28%,502,2017 Fall
ALED 202,ROTTER C,3.762,81%,17%,503,2017 Fall
ALED 202,ROTTER C,3.611,61%,39%,504,2017 Fall
ALED 202,LOCKETT L,3.260,48%,30%,700,2017 Fall
ALED 202,LOCKETT L,3.344,41%,52%,701,2017 Fall
