course,prof,gpa,% of A,% of B,section_,semester
AERS 101,TATER C,3.517,62%,31%,501,2017 Fall
AERS 101,TATER C,3.740,74%,26%,502,2017 Fall
AERS 101,TATER C,3.730,73%,27%,503,2017 Fall
AERS 101,TATER C,3.666,70%,26%,504,2017 Fall
AERS 101,TATER C,3.500,68%,25%,505,2017 Fall
AERS 101,TATER C,3.566,67%,27%,507,2017 Fall
AERS 101,TATER C,3.750,75%,25%,508,2017 Fall
AERS 101,TATER C,3.846,88%,8%,509,2017 Fall
AERS 101,TATER C,3.769,81%,15%,510,2017 Fall
AERS 101,TATER C,3.666,78%,19%,511,2017 Fall
AERS 101,TATER C,3.736,74%,26%,512,2017 Fall
AERS 201,PETTIT B,3.866,97%,0%,501,2017 Fall
AERS 201,PETTIT B,3.966,97%,3%,502,2017 Fall
AERS 201,PETTIT B,4.000,100%,0%,503,2017 Fall
AERS 201,PETTIT B,4.000,100%,0%,505,2017 Fall
AERS 201,PETTIT B,3.967,97%,3%,506,2017 Fall
AERS 201,PETTIT B,4.000,100%,0%,507,2017 Fall
AERS 201,PETTIT B,3.933,93%,7%,510,2017 Fall
AERS 303,COSTA F,3.750,75%,25%,501,2017 Fall
AERS 303,COSTA F,3.833,83%,17%,502,2017 Fall
AERS 303,COSTA F,4.000,100%,0%,503,2017 Fall
AERS 303,COSTA F,3.789,79%,21%,504,2017 Fall
AERS 403,COLLINS T,3.833,83%,17%,501,2017 Fall
AERS 403,COLLINS T,3.764,76%,24%,502,2017 Fall
AERS 403,COLLINS T,3.826,83%,17%,504,2017 Fall
SOMS 111,VELA C,3.363,68%,11%,502,2017 Fall
SOMS 111,VELA C,3.315,63%,16%,503,2017 Fall
SOMS 111,VELA C,3.372,70%,16%,504,2017 Fall
SOMS 111,SIMPSON M,3.690,83%,7%,505,2017 Fall
SOMS 111,SIMPSON M,3.627,79%,14%,506,2017 Fall
SOMS 111,VELA C,3.560,80%,7%,508,2017 Fall
SOMS 111,SIMPSON M,3.463,73%,10%,509,2017 Fall
SOMS 111,VELA C,3.128,64%,15%,511,2017 Fall
SOMS 111,VELA C,3.720,84%,9%,512,2017 Fall
SOMS 111,SIMPSON M,3.256,67%,15%,513,2017 Fall
SOMS 111,SIMPSON M,3.390,66%,22%,514,2017 Fall
SOMS 111,VELA C,3.538,79%,8%,515,2017 Fall
SOMS 111,VELA C,3.500,75%,12%,516,2017 Fall
SOMS 111,SIMPSON M,3.522,75%,14%,517,2017 Fall
SOMS 111,SIMPSON M,3.571,79%,12%,518,2017 Fall
SOMS 111,VELA C,3.190,71%,5%,519,2017 Fall
SOMS 111,VELA C,3.650,85%,5%,521,2017 Fall
SOMS 180,NORRIS D,3.814,81%,19%,501,2017 Fall
SOMS 180,BRUMMETT K,3.892,93%,4%,502,2017 Fall
SOMS 180,DULKE M,3.787,79%,21%,503,2017 Fall
SOMS 380,BROWN T,3.958,96%,4%,531,2017 Fall
SOMS 380,MCCLURE M,3.464,71%,14%,532,2017 Fall
SOMS 380,CRAWFORD K,4.000,100%,0%,533,2017 Fall
SOMS 380,SCOGGINS J,4.000,100%,0%,534,2017 Fall
SOMS 380,ARMSTRONG A,3.607,82%,7%,536,2017 Fall
SOMS 380,BROWN B,3.695,78%,17%,537,2017 Fall
SOMS 380,BROWN T,3.366,53%,37%,538,2017 Fall
SOMS 380,IVEY C,3.958,96%,4%,539,2017 Fall
SOMS 380,IVEY C,3.875,88%,12%,540,2017 Fall
SOMS 380,ARMSTRONG A,3.903,90%,10%,541,2017 Fall
SOMS 380,SCOGGINS J,3.900,95%,0%,542,2017 Fall
SOMS 380,SHEHANE M,3.384,69%,12%,544,2017 Fall
SOMS 380,WENTLING D,3.958,96%,4%,545,2017 Fall
SOMS 380,ADAMS E,3.695,87%,4%,548,2017 Fall
SOMS 481,SULLINS D,3.200,50%,30%,500,2017 Fall
SOMS 481,PAINE D,3.576,65%,27%,501,2017 Fall
SOMS 481,BROWN T,3.920,96%,0%,550,2017 Fall
SOMS 481,KELLER D,4.000,100%,0%,551,2017 Fall
SOMS 481,MOONEY K,3.692,77%,15%,552,2017 Fall
SOMS 481,ARCAK C,3.956,96%,4%,553,2017 Fall
SOMS 481,BROWN T,3.928,93%,7%,555,2017 Fall
SOMS 481,BROWN T,3.740,74%,26%,556,2017 Fall
SOMS 481,BLAIR J,3.625,62%,38%,557,2017 Fall
SOMS 481,BROWN T,3.896,93%,3%,558,2017 Fall
SOMS 481,EDWARDS S,3.814,85%,11%,559,2017 Fall
SOMS 481,SULLINS D,2.705,35%,12%,560,2017 Fall
MLSC 121,HAYDEN A,3.500,64%,29%,501,2017 Fall
MLSC 121,HAYDEN A,3.636,64%,36%,502,2017 Fall
MLSC 121,HAYDEN A,3.142,21%,71%,503,2017 Fall
MLSC 121,HAYDEN A,3.642,79%,14%,504,2017 Fall
MLSC 121,LEACH A,3.600,73%,13%,505,2017 Fall
MLSC 121,HAYDEN A,3.000,31%,54%,506,2017 Fall
MLSC 121,HAYDEN A,3.500,79%,7%,507,2017 Fall
MLSC 121,HAYDEN A,3.750,81%,12%,508,2017 Fall
MLSC 121,HAYDEN A,3.533,67%,20%,509,2017 Fall
MLSC 121,HAYDEN A,3.363,45%,45%,510,2017 Fall
MLSC 121,HAYDEN A,3.461,69%,15%,511,2017 Fall
MLSC 121,HAYDEN A,3.500,58%,33%,512,2017 Fall
MLSC 121,HAYDEN A,3.272,36%,55%,513,2017 Fall
MLSC 121,HAYDEN A,3.600,80%,0%,514,2017 Fall
MLSC 121,HAYDEN A,3.444,44%,56%,515,2017 Fall
MLSC 121,HAYDEN A,3.444,78%,0%,516,2017 Fall
MLSC 121,HAYDEN A,3.500,75%,0%,517,2017 Fall
MLSC 121,HAYDEN A,3.428,57%,29%,518,2017 Fall
MLSC 221,PETERS B,3.741,84%,13%,501,2017 Fall
MLSC 221,PETERS B,3.629,74%,15%,502,2017 Fall
MLSC 221,PETERS B,3.645,71%,23%,503,2017 Fall
MLSC 221,PETERS B,3.758,76%,24%,504,2017 Fall
MLSC 221,PETERS B,3.677,74%,19%,505,2017 Fall
MLSC 221,PETERS B,3.560,72%,12%,506,2017 Fall
MLSC 321,KNIGHT J,3.157,37%,47%,501,2017 Fall
MLSC 321,KNIGHT J,3.652,70%,26%,502,2017 Fall
MLSC 321,KNIGHT J,3.058,35%,41%,503,2017 Fall
MLSC 321,KNIGHT J,3.250,45%,35%,504,2017 Fall
MLSC 321,KNIGHT J,3.437,69%,19%,505,2017 Fall
MLSC 321,KNIGHT J,3.200,60%,13%,506,2017 Fall
MLSC 321,KNIGHT J,3.125,31%,50%,507,2017 Fall
MLSC 321,KNIGHT J,3.312,56%,25%,508,2017 Fall
MLSC 421,BURRESCIA J,3.761,86%,5%,502,2017 Fall
MLSC 421,BURRESCIA J,3.764,82%,12%,503,2017 Fall
MLSC 421,BURRESCIA J,3.894,89%,11%,504,2017 Fall
MLSC 421,BURRESCIA J,3.888,89%,11%,506,2017 Fall
MLSC 421,BURRESCIA J,3.588,82%,6%,507,2017 Fall
MLSC 421,BURRESCIA J,3.500,72%,17%,508,2017 Fall
MLSC 485,BURRESCIA J,3.974,95%,5%,500,2017 Fall
MLSC 485,BURRESCIA J,3.660,63%,37%,501,2017 Fall
MLSC 485,BURRESCIA J,3.363,78%,11%,503,2017 Fall
NVSC 101,BARGER B,3.250,42%,46%,501,2017 Fall
NVSC 101,BARGER B,3.533,60%,33%,502,2017 Fall
NVSC 101,MORGAN J,3.534,60%,35%,503,2017 Fall
NVSC 101,MARRS C,3.696,73%,24%,504,2017 Fall
NVSC 101,RONEY F,3.395,58%,28%,505,2017 Fall
NVSC 101,RONEY F,3.666,69%,28%,506,2017 Fall
NVSC 210,DOBBINS J,3.714,74%,23%,501,2017 Fall
NVSC 210,MARRS C,3.900,90%,10%,502,2017 Fall
NVSC 210,MUELLER M,3.333,48%,37%,503,2017 Fall
NVSC 210,MUELLER M,3.371,54%,29%,504,2017 Fall
NVSC 320,RONEY F,3.388,44%,50%,500,2017 Fall
NVSC 320,RONEY F,3.272,50%,27%,501,2017 Fall
NVSC 404,KENT B,3.909,91%,9%,500,2017 Fall
NVSC 404,KENT B,3.933,93%,7%,501,2017 Fall
NVSC 410,MORGAN J,3.434,48%,48%,500,2017 Fall
NVSC 485,RONEY F,4.000,100%,0%,500,2017 Fall
