course,prof,gpa,% of A,% of B,section_,semester
ATMO 201,LOGAN T,3.226,40%,46%,501,2017 Fall
ATMO 201,CONLEE D,3.209,47%,40%,502,2017 Fall
ATMO 201,EPIFANIO C,3.119,38%,36%,503,2017 Fall
ATMO 201,SZUNYOGH I,3.000,33%,38%,504,2017 Fall
ATMO 201,LOGAN T,3.267,43%,42%,506,2017 Fall
ATMO 201,BOWMAN K,3.000,30%,40%,508,2017 Fall
ATMO 201,LOGAN T,3.391,48%,43%,509,2017 Fall
ATMO 202,LOGAN T,3.277,44%,39%,501,2017 Fall
ATMO 202,LOGAN T,3.083,46%,25%,502,2017 Fall
ATMO 202,LOGAN T,3.818,82%,18%,504,2017 Fall
ATMO 202,LOGAN T,3.263,53%,32%,506,2017 Fall
ATMO 202,LOGAN T,3.533,53%,47%,507,2017 Fall
ATMO 203,CONLEE D,3.437,50%,44%,502,2017 Fall
ATMO 251,CONLEE D,3.071,43%,36%,501,2017 Fall
ATMO 251,CONLEE D,2.913,30%,35%,502,2017 Fall
ATMO 321,SARAVANAN R,3.041,29%,54%,500,2017 Fall
ATMO 335,SZUNYOGH I,2.928,29%,50%,501,2017 Fall
ATMO 336,PANETTA R,2.133,13%,20%,501,2017 Fall
ATMO 336,PANETTA R,3.000,29%,41%,502,2017 Fall
ATMO 363,SCHADE G,2.710,26%,34%,500,2017 Fall
ATMO 443,NOWOTARSKI C,2.615,38%,23%,501,2017 Fall
ATMO 446,BROOKS S,3.157,47%,21%,500,2017 Fall
ATMO 459,SCHUMACHER C,3.111,44%,39%,900,2017 Fall
ATMO 601,KORTY R,3.428,43%,57%,600,2017 Fall
ATMO 602,COLLINS D,3.666,67%,33%,600,2017 Fall
ATMO 606,ZHANG R,3.600,60%,40%,600,2017 Fall
ATMO 631,XU Y,4.000,100%,0%,600,2017 Fall
ATMO 656,SCHUMACHER C,3.777,78%,22%,600,2017 Fall
GEOS 101,LEVAY L,4.000,100%,0%,501,2017 Fall
GEOS 101,TCHAKERIAN V,3.928,93%,7%,502,2017 Fall
GEOS 101,PATZEWITSCH W,4.000,100%,0%,504,2017 Fall
GEOS 101,LOISEL J,3.875,88%,12%,509,2017 Fall
GEOS 101,LODER T,3.750,83%,8%,510,2017 Fall
GEOS 101,JEPSON W,4.000,100%,0%,511,2017 Fall
GEOS 101,LOGAN T,4.000,100%,0%,512,2017 Fall
GEOS 105,TCHAKERIAN V,2.683,19%,38%,500,2017 Fall
GEOS 210,DESSLER A,3.011,36%,37%,500,2017 Fall
GEOS 401,ORSI A,3.850,90%,5%,500,2017 Fall
GEOS 405,SCHADE G,3.250,25%,75%,901,2017 Fall
GEOS 405,WADE T,4.000,100%,0%,902,2017 Fall
GEOS 405,GOLD BOUCHOT G,3.615,62%,38%,905,2017 Fall
GEOS 430,JOCHENS A,3.733,73%,27%,500,2017 Fall
GEOS 431,JOCHENS A,3.416,42%,58%,500,2017 Fall
GEOS 470,POTTER H,1.800,0%,47%,500,2017 Fall
GEOS 470,POTTER H,2.421,11%,47%,501,2017 Fall
GEOS 481,ROARK E,4.000,100%,0%,501,2017 Fall
GEOS 481,ROARK E,3.714,93%,0%,901,2017 Fall
GEOS 489,THOMAS D,4.000,100%,0%,500,2017 Fall
WMHS 601,GUNERALP I,3.411,41%,59%,600,2017 Fall
GEOG 201,SWANSON N,3.105,36%,43%,501,2017 Fall
GEOG 201,WATKINS J,3.374,54%,32%,502,2017 Fall
GEOG 201,SWANSON N,2.965,32%,40%,503,2017 Fall
GEOG 201,DAVIS D,3.398,49%,42%,504,2017 Fall
GEOG 202,PROUT E,3.068,41%,31%,502,2017 Fall
GEOG 202,PATZEWITSCH W,2.861,28%,40%,503,2017 Fall
GEOG 202,PROUT E,2.909,31%,40%,504,2017 Fall
GEOG 202,PROUT E,3.300,53%,28%,505,2017 Fall
GEOG 202,SMITH J,2.744,33%,28%,506,2017 Fall
GEOG 202,SMITH J,2.869,30%,37%,508,2017 Fall
GEOG 203,LOISEL J,3.861,90%,7%,502,2017 Fall
GEOG 203,BOMBARDI R,2.895,36%,32%,503,2017 Fall
GEOG 203,MCROBERTS D,3.343,51%,35%,504,2017 Fall
GEOG 203,FRAUENFELD O,2.935,33%,40%,505,2017 Fall
GEOG 203,LAFON C,3.033,32%,43%,506,2017 Fall
GEOG 205,PATZEWITSCH W,3.518,64%,28%,599,2017 Fall
GEOG 213,GUNERALP I,3.150,60%,15%,501,2017 Fall
GEOG 213,GUNERALP I,3.523,71%,19%,502,2017 Fall
GEOG 213,GUNERALP I,2.916,42%,29%,503,2017 Fall
GEOG 213,GUNERALP I,3.478,61%,30%,505,2017 Fall
GEOG 213,GUNERALP I,3.000,36%,36%,506,2017 Fall
GEOG 213,GUNERALP I,3.055,33%,44%,507,2017 Fall
GEOG 213,GUNERALP I,3.277,44%,50%,508,2017 Fall
GEOG 213,GUNERALP I,3.440,56%,36%,509,2017 Fall
GEOG 213,GUNERALP I,3.041,33%,46%,510,2017 Fall
GEOG 213,GUNERALP I,3.529,65%,24%,512,2017 Fall
GEOG 213,GUNERALP I,2.695,22%,52%,513,2017 Fall
GEOG 213,GUNERALP I,3.538,69%,23%,514,2017 Fall
GEOG 213,GUNERALP I,3.285,57%,29%,516,2017 Fall
GEOG 213,GUNERALP I,3.235,35%,59%,517,2017 Fall
GEOG 213,GUNERALP I,3.090,32%,45%,519,2017 Fall
GEOG 213,GUNERALP I,3.210,53%,26%,522,2017 Fall
GEOG 232,PATZEWITSCH W,3.111,28%,56%,501,2017 Fall
GEOG 232,PATZEWITSCH W,3.300,45%,40%,502,2017 Fall
GEOG 232,PATZEWITSCH W,3.263,47%,37%,503,2017 Fall
GEOG 232,PATZEWITSCH W,3.250,60%,20%,504,2017 Fall
GEOG 301,PATZEWITSCH W,2.786,27%,37%,500,2017 Fall
GEOG 304,DICCE R,2.857,23%,49%,500,2017 Fall
GEOG 305,PROUT E,2.855,33%,33%,500,2017 Fall
GEOG 306,GUNERALP B,3.016,25%,54%,500,2017 Fall
GEOG 309,BRANNSTROM C,3.043,48%,30%,500,2017 Fall
GEOG 309,BRANNSTROM C,3.166,46%,33%,900,2017 Fall
GEOG 311,SMITH J,2.576,31%,21%,500,2017 Fall
GEOG 320,TCHAKERIAN V,2.647,25%,27%,500,2017 Fall
GEOG 324,FRAUENFELD O,2.550,10%,45%,900,2017 Fall
GEOG 330,JEPSON W,2.835,25%,44%,500,2017 Fall
GEOG 335,EVANS A,3.021,36%,34%,500,2017 Fall
GEOG 352,LYLE S,3.833,83%,17%,500,2017 Fall
GEOG 352,LYLE S,3.705,76%,18%,501,2017 Fall
GEOG 352,LYLE S,3.000,44%,33%,503,2017 Fall
GEOG 352,LYLE S,3.526,74%,16%,504,2017 Fall
GEOG 361,FILIPPI A,2.000,6%,33%,500,2017 Fall
GEOG 361,FILIPPI A,2.611,22%,28%,501,2017 Fall
GEOG 361,FILIPPI A,2.550,15%,35%,502,2017 Fall
GEOG 361,FILIPPI A,2.470,12%,24%,503,2017 Fall
GEOG 361,FILIPPI A,2.647,24%,24%,504,2017 Fall
GEOG 361,FILIPPI A,2.714,29%,36%,505,2017 Fall
GEOG 380,GUNERALP I,3.187,38%,44%,500,2017 Fall
GEOG 380,WATKINS J,3.764,76%,24%,501,2017 Fall
GEOG 390,THOMPSON C,3.176,35%,47%,501,2017 Fall
GEOG 390,THOMPSON C,3.312,50%,38%,502,2017 Fall
GEOG 390,THOMPSON C,3.500,56%,39%,503,2017 Fall
GEOG 390,THOMPSON C,3.222,50%,33%,504,2017 Fall
GEOG 390,THOMPSON C,2.944,50%,17%,505,2017 Fall
GEOG 390,THOMPSON C,2.750,19%,56%,506,2017 Fall
GEOG 390,THOMPSON C,2.941,53%,18%,507,2017 Fall
GEOG 391,GOLDBERG D,3.263,58%,32%,500,2017 Fall
GEOG 391,GOLDBERG D,3.611,67%,28%,501,2017 Fall
GEOG 391,GOLDBERG D,3.733,87%,0%,502,2017 Fall
GEOG 392,GOLDBERG D,3.700,75%,20%,500,2017 Fall
GEOG 392,GOLDBERG D,3.350,70%,15%,501,2017 Fall
GEOG 392,GOLDBERG D,3.750,75%,25%,502,2017 Fall
GEOG 401,O'REILLY K,2.357,14%,33%,500,2017 Fall
GEOG 434,GUNERALP I,3.000,27%,47%,501,2017 Fall
GEOG 434,GUNERALP I,3.000,33%,33%,502,2017 Fall
GEOG 476,FILIPPI A,3.421,53%,37%,900,2017 Fall
GEOG 477,BISHOP M,2.636,9%,45%,500,2017 Fall
GEOG 491,GUNERALP I,4.000,100%,0%,514,2017 Fall
GEOG 491,LOISEL J,4.000,100%,0%,526,2017 Fall
GEOG 610,SMITH J,4.000,100%,0%,600,2017 Fall
GEOG 629,O'REILLY K,4.000,100%,0%,600,2017 Fall
GEOG 634,GUNERALP I,3.800,80%,20%,600,2017 Fall
GEOG 635,LAFON C,3.833,83%,17%,600,2017 Fall
GEOG 651,LYLE S,4.000,100%,0%,775,2017 Fall
GEOG 659,GOLDBERG D,4.000,100%,0%,600,2017 Fall
GEOG 659,LYLE S,4.000,100%,0%,775,2017 Fall
GEOG 660,THOMPSON C,3.846,85%,15%,600,2017 Fall
GEOG 660,KLEIN A,4.000,100%,0%,775,2017 Fall
GEOG 676,GOLDBERG D,3.800,80%,20%,600,2017 Fall
GEOL 101,YANCEY T,2.887,24%,47%,501,2017 Fall
GEOL 101,MARCANTONIO F,2.809,21%,44%,503,2017 Fall
GEOL 101,MILLER B,2.756,18%,52%,504,2017 Fall
GEOL 101,TORREZ B,2.368,18%,25%,599,2017 Fall
GEOL 102,HEANEY M,3.000,37%,32%,501,2017 Fall
GEOL 102,HEANEY M,3.210,21%,79%,502,2017 Fall
GEOL 102,HEANEY M,2.947,26%,47%,503,2017 Fall
GEOL 102,HEANEY M,3.000,25%,50%,504,2017 Fall
GEOL 102,HEANEY M,3.562,56%,44%,505,2017 Fall
GEOL 102,HEANEY M,3.105,32%,47%,506,2017 Fall
GEOL 102,HEANEY M,3.055,17%,72%,507,2017 Fall
GEOL 102,HEANEY M,3.500,56%,39%,508,2017 Fall
GEOL 102,HEANEY M,3.550,55%,45%,509,2017 Fall
GEOL 102,HEANEY M,3.157,21%,74%,510,2017 Fall
GEOL 102,HEANEY M,3.055,28%,50%,513,2017 Fall
GEOL 102,HEANEY M,3.400,55%,30%,514,2017 Fall
GEOL 102,HEANEY M,3.388,44%,50%,515,2017 Fall
GEOL 102,HEANEY M,3.100,50%,35%,516,2017 Fall
GEOL 102,HEANEY M,3.157,37%,42%,521,2017 Fall
GEOL 104,CHESTER F,3.000,24%,57%,501,2017 Fall
GEOL 104,CHESTER F,3.047,33%,38%,502,2017 Fall
GEOL 104,CHESTER F,3.000,17%,67%,503,2017 Fall
GEOL 104,CHESTER F,2.857,38%,38%,504,2017 Fall
GEOL 104,CHESTER F,2.894,21%,47%,505,2017 Fall
GEOL 104,CHESTER F,2.950,30%,35%,506,2017 Fall
GEOL 104,CHESTER F,2.666,13%,47%,508,2017 Fall
GEOL 106,YANCEY T,3.157,16%,84%,502,2017 Fall
GEOL 106,YANCEY T,3.117,24%,71%,504,2017 Fall
GEOL 150,NEWMAN J,2.823,18%,47%,500,2017 Fall
GEOL 150,NEWMAN J,2.888,44%,11%,501,2017 Fall
GEOL 150,NEWMAN J,2.294,12%,29%,502,2017 Fall
GEOL 180,SPARKS D,3.933,93%,7%,501,2017 Fall
GEOL 180,SPARKS D,3.979,98%,2%,502,2017 Fall
GEOL 203,BALTA J,2.777,28%,33%,501,2017 Fall
GEOL 203,BALTA J,2.533,20%,33%,502,2017 Fall
GEOL 203,BALTA J,2.318,23%,23%,503,2017 Fall
GEOL 210,SPARKS D,3.160,52%,24%,900,2017 Fall
GEOL 210,SPARKS D,3.608,65%,30%,901,2017 Fall
GEOL 302,BALTA J,3.058,24%,59%,502,2017 Fall
GEOL 302,BALTA J,2.333,0%,42%,503,2017 Fall
GEOL 304,LAMB W,2.176,6%,29%,501,2017 Fall
GEOL 304,LAMB W,2.000,18%,12%,502,2017 Fall
GEOL 304,LAMB W,2.000,0%,50%,503,2017 Fall
GEOL 304,LAMB W,2.705,18%,41%,504,2017 Fall
GEOL 304,LAMB W,2.764,18%,47%,505,2017 Fall
GEOL 304,LAMB W,2.357,14%,43%,506,2017 Fall
GEOL 306,REECE J,3.421,58%,32%,501,2017 Fall
GEOL 306,REECE J,3.166,28%,67%,502,2017 Fall
GEOL 306,REECE J,3.181,36%,45%,503,2017 Fall
GEOL 306,REECE J,2.800,10%,80%,504,2017 Fall
GEOL 307,RAYMOND A,3.695,74%,22%,500,2017 Fall
GEOL 309,HEANEY M,2.357,0%,36%,501,2017 Fall
GEOL 309,HEANEY M,2.250,17%,8%,502,2017 Fall
GEOL 309,HEANEY M,2.571,7%,57%,503,2017 Fall
GEOL 309,HEANEY M,3.200,40%,40%,504,2017 Fall
GEOL 309,HEANEY M,3.200,40%,40%,505,2017 Fall
GEOL 309,HEANEY M,3.000,40%,20%,506,2017 Fall
GEOL 310,EWING R,2.975,20%,61%,501,2017 Fall
GEOL 311,SPARKS D,3.916,92%,8%,900,2017 Fall
GEOL 311,BELANGER C,3.291,67%,12%,901,2017 Fall
GEOL 311,BAPST D,2.375,25%,25%,904,2017 Fall
GEOL 312,CHESTER J,2.941,35%,41%,501,2017 Fall
GEOL 330,POPE M,4.000,100%,0%,536,2017 Fall
GEOL 404,LAYA PEREIRA J,3.333,43%,48%,501,2017 Fall
GEOL 404,LAYA PEREIRA J,3.500,60%,30%,502,2017 Fall
GEOL 404,LAYA PEREIRA J,3.631,63%,37%,503,2017 Fall
GEOL 404,LAYA PEREIRA J,3.545,59%,36%,504,2017 Fall
GEOL 404,LAYA PEREIRA J,3.761,76%,24%,505,2017 Fall
GEOL 404,LAYA PEREIRA J,3.450,45%,55%,506,2017 Fall
GEOL 404,LAYA PEREIRA J,3.166,33%,50%,507,2017 Fall
GEOL 404,LAYA PEREIRA J,3.333,43%,48%,508,2017 Fall
GEOL 410,KNAPPETT P,3.190,43%,33%,501,2017 Fall
GEOL 410,KNAPPETT P,3.095,43%,38%,502,2017 Fall
GEOL 420,KNAPPETT P,3.615,62%,38%,901,2017 Fall
GEOL 420,KNAPPETT P,3.466,47%,53%,902,2017 Fall
GEOL 420,KNAPPETT P,3.333,60%,27%,903,2017 Fall
GEOL 420,KNAPPETT P,3.733,80%,13%,904,2017 Fall
GEOL 420,KNAPPETT P,3.285,43%,50%,905,2017 Fall
GEOL 420,KNAPPETT P,3.066,27%,67%,906,2017 Fall
GEOL 491,LAYA PEREIRA J,4.000,100%,0%,506,2017 Fall
GEOL 491,BALTA J,4.000,100%,0%,511,2017 Fall
GEOL 491,LEVAY L,4.000,100%,0%,517,2017 Fall
GEOL 491,PEREZ N,4.000,100%,0%,527,2017 Fall
GEOL 491,POPE M,4.000,100%,0%,536,2017 Fall
GEOL 624,MARKELLO J,3.565,57%,43%,600,2017 Fall
GEOL 625,ZHAN H,3.866,87%,13%,600,2017 Fall
GEOL 640,DATTA S,4.000,100%,0%,600,2017 Fall
GEOL 685,CHESTER J,4.000,100%,0%,628,2017 Fall
GEOL 689,LAYA PEREIRA J,3.857,86%,14%,600,2017 Fall
GEOL 689,KITAJIMA H,4.000,100%,0%,602,2017 Fall
GEOL 689,DONOVAN A,4.000,100%,0%,603,2017 Fall
GEOL 689,RIGGS E,3.866,87%,13%,775,2017 Fall
GEOP 341,REECE R,2.937,38%,31%,501,2017 Fall
GEOP 341,REECE R,3.142,36%,43%,502,2017 Fall
GEOP 341,REECE R,3.307,54%,23%,503,2017 Fall
GEOP 341,REECE R,3.363,45%,45%,504,2017 Fall
GEOP 413,EVERETT M,3.235,38%,47%,500,2017 Fall
GEOP 421,GIBSON R,3.062,25%,56%,501,2017 Fall
GEOP 421,GIBSON R,3.375,50%,44%,502,2017 Fall
GEOP 421,GIBSON R,3.062,38%,38%,503,2017 Fall
GEOP 435,BENAVIDES IGLESIAS,3.208,46%,46%,500,2017 Fall
GEOP 435,BENAVIDES IGLESIAS,3.333,42%,50%,501,2017 Fall
GEOP 491,EVERETT M,4.000,100%,0%,525,2017 Fall
GEOP 611,DUAN B,3.733,73%,27%,600,2017 Fall
GEOP 631,GIBSON R,3.875,88%,12%,600,2017 Fall
GEOP 652,GIBSON R,3.714,71%,29%,600,2017 Fall
OCNG 203,YVON-LEWIS S,2.857,14%,57%,900,2017 Fall
OCNG 203,YVON-LEWIS S,3.444,44%,56%,901,2017 Fall
OCNG 251,PETRIK C,2.800,30%,35%,500,2017 Fall
