course,prof,gpa,% of A,% of B,section_,semester
BMEN 305,MCSHANE M,3.647,71%,24%,505,2017 Fall
BMEN 305,MCSHANE M,3.611,61%,39%,506,2017 Fall
BMEN 305,MCSHANE M,3.611,61%,39%,507,2017 Fall
BMEN 305,MCSHANE M,3.500,50%,50%,508,2017 Fall
BMEN 321,JO J,3.222,56%,11%,200,2017 Fall
BMEN 321,JO J,2.750,20%,47%,500,2017 Fall
BMEN 321,JO J,2.681,26%,36%,501,2017 Fall
BMEN 341,JAIN A,3.044,26%,54%,500,2017 Fall
BMEN 343,GRUNLAN M,3.500,50%,50%,201,2017 Fall
BMEN 343,GRUNLAN M,2.765,27%,41%,500,2017 Fall
BMEN 343,GRUNLAN M,3.016,44%,26%,501,2017 Fall
BMEN 350,YEH A,2.750,18%,52%,500,2017 Fall
BMEN 350,YEH A,2.594,22%,38%,501,2017 Fall
BMEN 361,SHI J,2.646,26%,38%,500,2017 Fall
BMEN 404,KELLER B,4.000,100%,0%,500,2017 Fall
BMEN 428,JAFARI R,3.571,57%,43%,500,2017 Fall
BMEN 428,JAFARI R,4.000,100%,0%,501,2017 Fall
BMEN 428,JAFARI R,3.666,67%,33%,502,2017 Fall
BMEN 428,JAFARI R,3.571,57%,43%,503,2017 Fall
BMEN 432,HWANG W,3.000,67%,0%,500,2017 Fall
BMEN 452,BISHOP C,3.095,26%,60%,500,2017 Fall
BMEN 453,BREWER M,3.981,98%,2%,500,2017 Fall
BMEN 453,BREWER M,3.955,96%,4%,501,2017 Fall
BMEN 461,CRISCIONE J,3.933,93%,7%,500,2017 Fall
BMEN 465,BISWAS S,3.705,71%,29%,500,2017 Fall
BMEN 465,BISWAS S,3.894,95%,0%,501,2017 Fall
BMEN 465,BISWAS S,3.647,65%,35%,502,2017 Fall
BMEN 465,CRISCIONE J,3.937,94%,6%,503,2017 Fall
BMEN 465,CRISCIONE J,3.777,78%,22%,504,2017 Fall
BMEN 465,CRISCIONE J,3.941,94%,6%,505,2017 Fall
BMEN 468,KAUNAS R,3.294,51%,29%,500,2017 Fall
BMEN 482,MONROE M,3.233,43%,43%,500,2017 Fall
BMEN 485,BISWAS S,4.000,100%,0%,501,2017 Fall
BMEN 487,ALGE D,3.228,37%,49%,500,2017 Fall
BMEN 491,COTE G,4.000,100%,0%,505,2017 Fall
BMEN 491,GRUNLAN M,0.000,100%,0%,520,2017 Fall
BMEN 491,MAITLAND D,4.000,100%,0%,529,2017 Fall
BMEN 491,MORENO M,4.000,100%,0%,537,2017 Fall
BMEN 491,GAHARWAR A,4.000,100%,0%,545,2017 Fall
BMEN 491,ALGE D,4.000,100%,0%,549,2017 Fall
BMEN 604,KELLER B,3.857,86%,14%,600,2017 Fall
BMEN 622,YAKOVLEV V,4.000,100%,0%,601,2017 Fall
BMEN 632,HWANG W,3.500,67%,17%,600,2017 Fall
BMEN 636,CLUBB F,3.961,96%,4%,600,2017 Fall
BMEN 661,CRISCIONE J,4.000,100%,0%,600,2017 Fall
BMEN 682,MONROE M,3.473,47%,53%,600,2017 Fall
BMEN 687,ALGE D,3.619,67%,29%,600,2017 Fall
BMEN 689,BISHOP C,3.600,60%,40%,601,2017 Fall
BMEN 689,KELLER B,4.000,100%,0%,602,2017 Fall
BIOT 601,KING M,3.923,92%,8%,600,2017 Fall
BIOT 635,KING M,3.818,82%,18%,600,2017 Fall
BIOT 645,YOUNG C,4.000,100%,0%,600,2017 Fall
BIOT 645,YOUNG C,4.000,100%,0%,601,2017 Fall
CHEN 204,JAYARAMAN A,3.306,49%,35%,201,2017 Fall
CHEN 204,KHOSRAVIANGHADIKOLA,2.333,11%,33%,202,2017 Fall
CHEN 204,JAYARAMAN A,2.360,16%,12%,501,2017 Fall
CHEN 204,KHOSRAVIANGHADIKOLA,2.692,21%,36%,502,2017 Fall
CHEN 204,HOLTZAPPLE M,2.781,25%,40%,503,2017 Fall
CHEN 304,UGAZ V,3.478,48%,52%,200,2017 Fall
CHEN 304,UGAZ V,2.934,17%,62%,500,2017 Fall
CHEN 304,AKBULUT M,3.312,41%,50%,501,2017 Fall
CHEN 313,TAMAMIS P,3.232,45%,34%,500,2017 Fall
CHEN 313,WU H,3.162,37%,49%,501,2017 Fall
CHEN 320,GREEN M,3.846,85%,15%,201,2017 Fall
CHEN 320,GREEN M,3.100,40%,39%,501,2017 Fall
CHEN 320,KWON J,3.406,53%,34%,502,2017 Fall
CHEN 323,LELE P,2.902,32%,32%,500,2017 Fall
CHEN 354,LUTKENHAUS J,2.802,19%,45%,500,2017 Fall
CHEN 354,JEONG H,3.062,36%,38%,501,2017 Fall
CHEN 354,BALBUENA P,3.244,49%,27%,502,2017 Fall
CHEN 382,HILALY A,3.192,33%,53%,500,2017 Fall
CHEN 414,ISDALE C,4.000,100%,0%,901,2017 Fall
CHEN 414,ISDALE C,3.941,94%,6%,902,2017 Fall
CHEN 414,ISDALE C,3.722,72%,28%,903,2017 Fall
CHEN 414,WHITE J,3.941,94%,6%,904,2017 Fall
CHEN 414,ISDALE C,4.000,100%,0%,905,2017 Fall
CHEN 414,ISDALE C,4.000,100%,0%,906,2017 Fall
CHEN 414,MASHUGA C,4.000,100%,0%,907,2017 Fall
CHEN 414,ISDALE C,3.866,87%,13%,908,2017 Fall
CHEN 422,MOREIRA R,3.153,31%,54%,500,2017 Fall
CHEN 424,ELABD Y,3.424,48%,47%,501,2017 Fall
CHEN 424,KAO K,2.851,15%,56%,502,2017 Fall
CHEN 425,HASAN M,3.527,62%,28%,501,2017 Fall
CHEN 425,EL-HALWAGI M,3.517,59%,34%,502,2017 Fall
CHEN 426,HARRIS J,3.393,45%,48%,500,2017 Fall
CHEN 426,HILALY A,3.303,33%,64%,501,2017 Fall
CHEN 430,ROGERS W,2.880,20%,52%,500,2017 Fall
CHEN 433,WHITE J,3.888,89%,11%,501,2017 Fall
CHEN 433,WHITE J,3.764,82%,12%,503,2017 Fall
CHEN 433,WHITE J,3.666,88%,12%,504,2017 Fall
CHEN 451,HARRIS J,3.068,28%,59%,500,2017 Fall
CHEN 455,ZHANG B,3.500,58%,35%,500,2017 Fall
CHEN 455,MANNAN M,3.159,25%,67%,501,2017 Fall
CHEN 459,SENGUPTA D,3.720,72%,28%,500,2017 Fall
CHEN 461,KRAVARIS C,3.112,39%,39%,500,2017 Fall
CHEN 461,MASHUGA C,3.148,33%,50%,501,2017 Fall
CHEN 464,WILHITE B,2.907,22%,47%,500,2017 Fall
CHEN 464,KUO Y,3.173,30%,57%,501,2017 Fall
CHEN 469,ELABD Y,4.000,100%,0%,500,2017 Fall
CHEN 471,KAO K,4.000,100%,0%,500,2017 Fall
CHEN 481,HOLTZAPPLE M,3.466,60%,27%,501,2017 Fall
CHEN 481,KARIM M,4.000,100%,0%,502,2017 Fall
CHEN 481,KUO Y,3.958,96%,4%,503,2017 Fall
CHEN 481,MANNAN M,4.000,100%,0%,504,2017 Fall
CHEN 489,ELABD Y,3.758,79%,17%,501,2017 Fall
CHEN 491,HOLTZAPPLE M,4.000,100%,0%,520,2017 Fall
CHEN 601,WHITE J,4.000,100%,0%,600,2017 Fall
CHEN 604,AKBULUT M,3.631,68%,26%,600,2017 Fall
CHEN 623,HOLSTE J,3.444,47%,50%,600,2017 Fall
CHEN 641,HARRIS J,3.631,63%,37%,600,2017 Fall
CHEN 651,KAO K,3.800,80%,20%,600,2017 Fall
CHEN 655,MANNAN M,4.000,100%,0%,600,2017 Fall
CHEN 656,PISTIKOPOULOS E,3.733,80%,13%,600,2017 Fall
CHEN 662,SEMINARIO J,4.000,100%,0%,601,2017 Fall
SENG 310,QUDDUS N,3.588,60%,38%,500,2017 Fall
SENG 321,AHAMMAD M,3.423,48%,48%,500,2017 Fall
SENG 422,MOATS J,3.722,72%,28%,500,2017 Fall
SENG 430,ROGERS W,3.000,24%,53%,500,2017 Fall
SENG 455,ZHANG B,2.714,0%,71%,500,2017 Fall
SENG 655,MANNAN M,3.666,67%,33%,600,2017 Fall
SENG 670,AHAMMAD M,3.750,75%,25%,600,2017 Fall
SENG 677,MOATS J,3.571,57%,43%,600,2017 Fall
CVEN 207,AUTENRIETH R,3.979,98%,2%,501,2017 Fall
CVEN 207,APPLETON R,3.710,84%,9%,503,2017 Fall
CVEN 221,BRACKIN M,4.000,100%,0%,202,2017 Fall
CVEN 221,REW Y,3.287,40%,48%,501,2017 Fall
CVEN 221,BRACKIN M,3.114,34%,47%,502,2017 Fall
CVEN 221,LOWERY L,2.871,21%,51%,503,2017 Fall
CVEN 250,HUTCHINSON R,3.363,42%,52%,501,2017 Fall
CVEN 250,HUTCHINSON R,3.676,68%,32%,502,2017 Fall
CVEN 250,OTEY J,3.971,97%,3%,503,2017 Fall
CVEN 250,OTEY J,3.900,90%,10%,504,2017 Fall
CVEN 301,LONDON M,3.014,32%,38%,501,2017 Fall
CVEN 301,WANG P,3.045,23%,59%,502,2017 Fall
CVEN 302,KAIHATU J,3.071,30%,52%,501,2017 Fall
CVEN 302,CHANG K,2.738,22%,40%,502,2017 Fall
CVEN 303,CHINN T,3.066,27%,53%,501,2017 Fall
CVEN 303,CHINN T,2.666,17%,33%,502,2017 Fall
CVEN 303,CHINN T,2.823,29%,35%,503,2017 Fall
CVEN 303,CHINN T,3.421,42%,58%,504,2017 Fall
CVEN 303,CHINN T,2.764,24%,47%,505,2017 Fall
CVEN 303,CHINN T,3.411,59%,24%,506,2017 Fall
CVEN 303,CHINN T,2.823,18%,53%,507,2017 Fall
CVEN 303,CHINN T,3.111,33%,50%,508,2017 Fall
CVEN 305,CHA M,2.886,25%,48%,501,2017 Fall
CVEN 305,TEYMOURI M,2.674,20%,39%,502,2017 Fall
CVEN 305,HOGAN H,2.939,35%,35%,503,2017 Fall
CVEN 305,LOWERY L,2.817,11%,65%,504,2017 Fall
CVEN 306,SAKHAEI FAR M,3.202,32%,58%,501,2017 Fall
CVEN 306,LITTLE D,2.940,31%,31%,502,2017 Fall
CVEN 307,TALEBPOUR A,3.227,36%,50%,501,2017 Fall
CVEN 307,ZHANG Y,3.233,50%,30%,502,2017 Fall
CVEN 311,KAIHATU J,3.294,40%,49%,502,2017 Fall
CVEN 311,KANTA L,2.792,23%,39%,503,2017 Fall
CVEN 322,QUADRIFOGLIO L,2.918,23%,50%,501,2017 Fall
CVEN 322,QUADRIFOGLIO L,3.094,36%,42%,502,2017 Fall
CVEN 339,KANTA L,2.984,32%,35%,501,2017 Fall
CVEN 342,SAKHAEI FAR M,3.222,39%,44%,501,2017 Fall
CVEN 342,SAKHAEI FAR M,3.523,62%,29%,502,2017 Fall
CVEN 342,SAKHAEI FAR M,3.142,19%,76%,503,2017 Fall
CVEN 342,SAKHAEI FAR M,2.666,0%,67%,504,2017 Fall
CVEN 343,GRASLEY Z,3.571,57%,43%,501,2017 Fall
CVEN 343,GRASLEY Z,3.333,50%,33%,502,2017 Fall
CVEN 345,PAAL S,2.908,22%,47%,501,2017 Fall
CVEN 345,LOWERY L,2.929,24%,46%,502,2017 Fall
CVEN 349,DAMNJANOVIC I,3.333,47%,40%,501,2017 Fall
CVEN 363,NOSHADRAVAN A,3.344,40%,55%,501,2017 Fall
CVEN 363,KAFIE MARTINEZ J,3.292,51%,29%,502,2017 Fall
CVEN 363,HURLEBAUS S,2.916,31%,36%,503,2017 Fall
CVEN 365,HAJJAT J,3.277,50%,39%,501,2017 Fall
CVEN 365,HAJJAT J,3.555,61%,33%,502,2017 Fall
CVEN 365,HAJJAT J,3.000,29%,43%,503,2017 Fall
CVEN 365,SANCHEZ CASTILLA M,3.000,35%,41%,504,2017 Fall
CVEN 365,SANCHEZ CASTILLA M,3.352,47%,41%,505,2017 Fall
CVEN 365,SANCHEZ CASTILLA M,3.058,35%,47%,506,2017 Fall
CVEN 365,SANCHEZ CASTILLA M,2.764,35%,29%,507,2017 Fall
CVEN 400,PITTMAN L,3.500,57%,36%,501,2017 Fall
CVEN 400,PITTMAN L,3.086,17%,74%,502,2017 Fall
CVEN 400,ROGERS A,3.363,45%,45%,503,2017 Fall
CVEN 402,CHELLAM S,3.086,35%,39%,500,2017 Fall
CVEN 405,WALEWSKI J,3.413,45%,52%,500,2017 Fall
CVEN 423,OLIVERA F,3.166,33%,50%,500,2017 Fall
CVEN 424,ENGLAND P,3.863,86%,14%,901,2017 Fall
CVEN 424,ENGLAND P,3.954,95%,5%,902,2017 Fall
CVEN 424,ENGLAND P,3.909,91%,9%,903,2017 Fall
CVEN 424,SCARFUTO J,3.785,79%,21%,904,2017 Fall
CVEN 424,SCARFUTO J,4.000,100%,0%,905,2017 Fall
CVEN 435,BRIAUD J,3.200,40%,40%,500,2017 Fall
CVEN 444,SIDERIS P,3.416,54%,33%,501,2017 Fall
CVEN 444,MANDER J,3.288,49%,36%,502,2017 Fall
CVEN 444,HUESTE M,2.820,23%,41%,503,2017 Fall
CVEN 445,BIRELY A,3.142,50%,29%,500,2017 Fall
CVEN 446,KOLIOU M,3.083,50%,21%,501,2017 Fall
CVEN 446,YARNOLD M,2.875,30%,45%,502,2017 Fall
CVEN 446,BRACKIN M,3.125,32%,48%,503,2017 Fall
CVEN 450,HUTCHINSON R,3.888,89%,11%,501,2017 Fall
CVEN 454,BURRIS M,3.466,50%,47%,500,2017 Fall
CVEN 457,HAWKINS G,3.222,33%,56%,500,2017 Fall
CVEN 462,MILLER G,3.470,53%,41%,501,2017 Fall
CVEN 463,CAHILL A,4.000,100%,0%,500,2017 Fall
CVEN 473,WOLF C,3.538,54%,46%,500,2017 Fall
CVEN 483,BRACCI J,4.000,100%,0%,500,2017 Fall
CVEN 489,OTEY J,4.000,100%,0%,600,2017 Fall
CVEN 601,CHU K,3.333,33%,67%,600,2017 Fall
CVEN 616,LYTTON R,4.000,100%,0%,600,2017 Fall
CVEN 617,ZHANG Y,3.666,73%,20%,600,2017 Fall
CVEN 619,CHELLAM S,3.166,25%,67%,600,2017 Fall
CVEN 620,MA X,3.750,75%,25%,600,2017 Fall
CVEN 622,GRASLEY Z,4.000,100%,0%,602,2017 Fall
CVEN 624,GHARAIBEH N,3.900,90%,10%,600,2017 Fall
CVEN 626,LORD D,3.714,71%,29%,600,2017 Fall
CVEN 627,GAO H,3.812,81%,19%,600,2017 Fall
CVEN 628,WURBS R,3.366,50%,37%,600,2017 Fall
CVEN 633,NOSHADRAVAN A,3.660,74%,22%,600,2017 Fall
CVEN 635,LORD D,3.750,75%,25%,600,2017 Fall
CVEN 637,ZOLLINGER D,3.733,73%,27%,600,2017 Fall
CVEN 638,WALEWSKI J,4.000,100%,0%,600,2017 Fall
CVEN 647,AUBENY C,3.961,96%,4%,600,2017 Fall
CVEN 649,SANCHEZ CASTILLA M,3.222,39%,44%,600,2017 Fall
CVEN 651,MEDINA CETINA Z,4.000,100%,0%,600,2017 Fall
CVEN 654,FORD D,3.333,52%,29%,600,2017 Fall
CVEN 657,NIEDZWECKI J,3.458,52%,46%,600,2017 Fall
CVEN 658,OLIVERA F,3.600,68%,24%,600,2017 Fall
CVEN 663,KEATING P,3.777,78%,22%,600,2017 Fall
CVEN 664,BRUMBELOW J,3.722,72%,28%,600,2017 Fall
CVEN 666,BRIAUD J,3.400,70%,0%,600,2017 Fall
CVEN 668,MOSTAFAVI A,3.914,91%,9%,600,2017 Fall
CVEN 669,BARROSO L,3.750,75%,25%,600,2017 Fall
CVEN 671,MANDER J,3.274,37%,57%,600,2017 Fall
CVEN 672,WANG X,3.333,48%,38%,600,2017 Fall
CVEN 689,BRIAUD J,3.235,35%,53%,600,2017 Fall
CVEN 696,HAWKINS G,3.461,54%,38%,600,2017 Fall
EVEN 304,LONDON M,4.000,100%,0%,500,2017 Fall
EVEN 466,BRUMBELOW J,4.000,100%,0%,500,2017 Fall
ENGR 111,HUFF J,2.812,19%,55%,012,2017 Fall
ENGR 111,RICHARD J,2.961,34%,44%,013,2017 Fall
ENGR 111,HORBACZEWSKI I,2.625,17%,38%,014,2017 Fall
ENGR 111,OPELLA S,2.621,11%,50%,015,2017 Fall
ENGR 111,KOOLA P,2.862,22%,55%,017,2017 Fall
ENGR 111,SUBRAMANIAN R,2.491,19%,41%,018,2017 Fall
ENGR 111,KOOLA P,2.876,25%,51%,019,2017 Fall
ENGR 111,AMINI N,2.625,16%,45%,020,2017 Fall
ENGR 111,AMINI N,2.730,19%,51%,021,2017 Fall
ENGR 111,SHAW S,2.803,24%,45%,022,2017 Fall
ENGR 111,SHAW S,2.537,13%,52%,023,2017 Fall
ENGR 111,CAHILL A,3.687,69%,31%,201,2017 Fall
ENGR 111,CAHILL A,3.466,47%,53%,202,2017 Fall
ENGR 111,CAHILL A,3.812,81%,19%,203,2017 Fall
ENGR 111,CAHILL A,3.400,55%,30%,204,2017 Fall
ENGR 111,GRAVES G,3.466,53%,40%,205,2017 Fall
ENGR 111,GRAVES G,3.437,50%,44%,206,2017 Fall
ENGR 111,GRAVES G,3.750,81%,12%,207,2017 Fall
ENGR 111,GRAVES G,3.500,62%,31%,208,2017 Fall
ENGR 111,POWELL M,3.750,75%,25%,209,2017 Fall
ENGR 111,POWELL M,3.687,69%,31%,210,2017 Fall
ENGR 111,POWELL M,3.400,47%,47%,211,2017 Fall
ENGR 111,POWELL M,3.500,56%,38%,212,2017 Fall
ENGR 111,ELMS R,3.562,56%,44%,213,2017 Fall
ENGR 111,ELMS R,3.875,88%,12%,214,2017 Fall
ENGR 111,ELMS R,3.800,80%,20%,215,2017 Fall
ENGR 111,ELMS R,3.812,81%,19%,216,2017 Fall
ENGR 111,GODWIN A,3.625,62%,38%,217,2017 Fall
ENGR 111,GODWIN A,3.812,81%,19%,218,2017 Fall
ENGR 111,GODWIN A,3.750,75%,25%,219,2017 Fall
ENGR 111,GODWIN A,3.812,88%,6%,220,2017 Fall
ENGR 111,FULLERTON T,3.750,75%,25%,221,2017 Fall
ENGR 111,FULLERTON T,3.437,44%,56%,222,2017 Fall
ENGR 111,FULLERTON T,3.125,44%,31%,223,2017 Fall
ENGR 111,FULLERTON T,3.625,62%,38%,224,2017 Fall
ENGR 111,KITCHER E,3.866,87%,13%,225,2017 Fall
ENGR 111,KITCHER E,3.562,69%,19%,226,2017 Fall
ENGR 111,KITCHER E,3.187,44%,38%,227,2017 Fall
ENGR 111,KITCHER E,3.687,75%,19%,228,2017 Fall
ENGR 111,IJAZ M,3.333,53%,33%,229,2017 Fall
ENGR 111,IJAZ M,3.866,87%,13%,230,2017 Fall
ENGR 111,IJAZ M,3.266,40%,47%,231,2017 Fall
ENGR 111,IJAZ M,3.437,56%,31%,232,2017 Fall
ENGR 111,DEMKOWICZ M,3.687,69%,31%,233,2017 Fall
ENGR 111,DEMKOWICZ M,3.266,47%,33%,234,2017 Fall
ENGR 111,DEMKOWICZ M,3.687,81%,6%,235,2017 Fall
ENGR 111,DEMKOWICZ M,3.625,62%,38%,236,2017 Fall
ENGR 111,MONROE M,3.500,56%,38%,237,2017 Fall
ENGR 111,MONROE M,3.250,38%,50%,238,2017 Fall
ENGR 111,MONROE M,3.687,69%,31%,239,2017 Fall
ENGR 111,MONROE M,3.687,69%,31%,240,2017 Fall
ENGR 111,FULLERTON T,3.937,94%,6%,241,2017 Fall
ENGR 111,FULLERTON T,3.625,75%,12%,242,2017 Fall
ENGR 111,FULLERTON T,3.625,62%,38%,243,2017 Fall
ENGR 111,FULLERTON T,3.812,88%,6%,244,2017 Fall
ENGR 111,FULLERTON T,3.750,75%,25%,245,2017 Fall
ENGR 111,FULLERTON T,3.562,69%,25%,246,2017 Fall
ENGR 111,FULLERTON T,3.800,80%,20%,247,2017 Fall
ENGR 111,FULLERTON T,3.866,87%,13%,248,2017 Fall
ENGR 111,KOOLA P,2.909,45%,27%,249,2017 Fall
ENGR 111,KURWITZ R,2.800,20%,40%,401,2017 Fall
ENGR 111,KURWITZ R,3.266,47%,33%,402,2017 Fall
ENGR 111,KURWITZ R,2.733,20%,33%,403,2017 Fall
ENGR 111,KURWITZ R,3.062,38%,31%,404,2017 Fall
ENGR 111,KURWITZ R,3.071,29%,50%,405,2017 Fall
ENGR 111,KURWITZ R,3.066,40%,27%,406,2017 Fall
ENGR 111,LARA RUIZ J,3.312,44%,44%,407,2017 Fall
ENGR 111,LARA RUIZ J,2.812,19%,50%,408,2017 Fall
ENGR 111,LARA RUIZ J,3.200,40%,40%,409,2017 Fall
ENGR 111,LARA RUIZ J,3.125,25%,62%,410,2017 Fall
ENGR 111,LARA RUIZ J,2.812,12%,56%,411,2017 Fall
ENGR 111,LARA RUIZ J,2.875,12%,62%,412,2017 Fall
ENGR 111,KURWITZ R,2.571,21%,21%,414,2017 Fall
ENGR 111,KURWITZ R,3.266,40%,47%,415,2017 Fall
ENGR 111,KURWITZ R,2.857,21%,50%,416,2017 Fall
ENGR 111,KURWITZ R,3.000,36%,29%,417,2017 Fall
ENGR 111,KURWITZ R,3.333,60%,13%,418,2017 Fall
ENGR 111,KURWITZ R,3.062,38%,38%,419,2017 Fall
ENGR 111,OSTROVSKAYA N,3.000,20%,60%,420,2017 Fall
ENGR 111,OSTROVSKAYA N,3.250,50%,31%,421,2017 Fall
ENGR 111,OSTROVSKAYA N,3.062,38%,44%,422,2017 Fall
ENGR 111,OSTROVSKAYA N,3.125,38%,50%,423,2017 Fall
ENGR 111,OSTROVSKAYA N,3.400,60%,20%,424,2017 Fall
ENGR 111,OSTROVSKAYA N,3.187,56%,25%,425,2017 Fall
ENGR 111,LARA RUIZ J,3.187,38%,44%,426,2017 Fall
ENGR 111,LARA RUIZ J,2.642,7%,57%,427,2017 Fall
ENGR 111,LARA RUIZ J,3.187,38%,44%,428,2017 Fall
ENGR 111,LARA RUIZ J,3.125,31%,50%,429,2017 Fall
ENGR 111,LARA RUIZ J,3.000,25%,50%,430,2017 Fall
ENGR 111,LARA RUIZ J,3.062,31%,44%,431,2017 Fall
ENGR 111,KURWITZ R,2.800,27%,27%,432,2017 Fall
ENGR 111,KURWITZ R,2.933,20%,53%,433,2017 Fall
ENGR 111,KURWITZ R,2.937,38%,19%,434,2017 Fall
ENGR 111,KURWITZ R,3.312,56%,25%,435,2017 Fall
ENGR 111,KURWITZ R,3.333,53%,33%,436,2017 Fall
ENGR 111,KURWITZ R,3.250,44%,38%,437,2017 Fall
ENGR 111,OSTROVSKAYA N,2.866,33%,40%,438,2017 Fall
ENGR 111,OSTROVSKAYA N,3.272,36%,55%,439,2017 Fall
ENGR 111,OSTROVSKAYA N,3.125,38%,44%,440,2017 Fall
ENGR 111,OSTROVSKAYA N,3.437,62%,19%,441,2017 Fall
ENGR 111,OSTROVSKAYA N,2.785,29%,36%,442,2017 Fall
ENGR 111,OSTROVSKAYA N,3.437,56%,31%,443,2017 Fall
ENGR 111,IJAZ M,2.875,19%,56%,444,2017 Fall
ENGR 111,IJAZ M,3.090,36%,36%,445,2017 Fall
ENGR 111,IJAZ M,3.200,33%,53%,446,2017 Fall
ENGR 111,IJAZ M,3.062,38%,44%,447,2017 Fall
ENGR 111,IJAZ M,2.833,17%,58%,448,2017 Fall
ENGR 111,IJAZ M,2.833,42%,33%,449,2017 Fall
