course,prof,gpa,% of A,% of B,section_,semester
ENDS 105,BORHANI HAGHIGHI A,3.842,84%,16%,500,2017 Fall
ENDS 105,HE W,3.250,50%,30%,501,2017 Fall
ENDS 105,BORHANI HAGHIGHI A,3.500,65%,25%,502,2017 Fall
ENDS 105,WU C,3.550,60%,35%,503,2017 Fall
ENDS 105,AZIZKHANI M,3.900,90%,10%,504,2017 Fall
ENDS 105,WU C,3.142,52%,14%,505,2017 Fall
ENDS 115,LABIB R,3.550,55%,45%,500,2017 Fall
ENDS 115,ROHIT KUMAR .,3.850,85%,15%,501,2017 Fall
ENDS 115,YOUSIF S,3.421,63%,21%,502,2017 Fall
ENDS 115,KIM C,4.000,100%,0%,503,2017 Fall
ENDS 115,AZIZKHANI M,3.700,70%,30%,504,2017 Fall
ENDS 115,YOUSIF S,3.400,65%,20%,505,2017 Fall
CARC 181,FEIGENBAUM L,4.000,100%,0%,501,2017 Fall
CARC 181,FEIGENBAUM L,4.000,100%,0%,502,2017 Fall
CARC 181,FEIGENBAUM L,3.871,90%,8%,505,2017 Fall
CARC 181,FEIGENBAUM L,4.000,100%,0%,506,2017 Fall
CARC 181,MCLAUGHLIN T,3.687,76%,21%,510,2017 Fall
CARC 301,MARTIN J,3.500,64%,23%,550,2017 Fall
CARC 301,ROLDAN M,4.000,100%,0%,551,2017 Fall
CARC 301,ROGERS J,3.166,33%,50%,552,2017 Fall
CARC 301,DAVISON R,3.722,72%,28%,553,2017 Fall
CARC 311,MARTIN J,3.590,77%,14%,550,2017 Fall
CARC 311,DAVISON R,4.000,100%,0%,552,2017 Fall
CARC 311,ROGERS J,3.833,83%,17%,553,2017 Fall
CARC 311,ROLDAN M,4.000,100%,0%,554,2017 Fall
CARC 331,DI PASQUALE G,3.777,78%,22%,551,2017 Fall
CARC 331,ROLDAN M,4.000,100%,0%,552,2017 Fall
CARC 485,FEIGENBAUM L,4.000,100%,0%,503,2017 Fall
CARC 485,FEIGENBAUM L,4.000,100%,0%,507,2017 Fall
CARC 485,FEIGENBAUM L,3.176,60%,0%,510,2017 Fall
CARC 601,WOODRUFF S,3.818,82%,18%,600,2017 Fall
CARC 601,QUEK F,4.000,100%,0%,601,2017 Fall
COSC 153,NICHOLS J,4.000,100%,0%,500,2017 Fall
COSC 175,WORKMAN R,2.960,20%,56%,901,2017 Fall
COSC 175,ASHBURN B,3.520,68%,24%,902,2017 Fall
COSC 175,ASHBURN B,3.541,58%,38%,903,2017 Fall
COSC 175,WORKMAN R,2.880,16%,56%,904,2017 Fall
COSC 175,OSTADALIMAKHMALBAF,3.560,64%,28%,905,2017 Fall
COSC 175,NICHOLS J,3.730,73%,27%,906,2017 Fall
COSC 175,CHOUDHURY I,3.423,46%,50%,907,2017 Fall
COSC 175,RYBKOWSKI Z,3.269,35%,58%,908,2017 Fall
COSC 175,DIXIT M,3.384,38%,62%,909,2017 Fall
COSC 253,CARLSON K,2.815,20%,49%,501,2017 Fall
COSC 253,CARLSON K,3.428,52%,40%,502,2017 Fall
COSC 254,ESCAMILLA E,2.251,6%,33%,501,2017 Fall
COSC 254,FICKEL L,2.295,5%,39%,502,2017 Fall
COSC 275,PALMER R,3.285,43%,43%,502,2017 Fall
COSC 275,PALMER R,3.166,37%,47%,503,2017 Fall
COSC 275,EUSTACE G,2.828,17%,54%,505,2017 Fall
COSC 275,EUSTACE G,2.962,11%,74%,506,2017 Fall
COSC 301,WILLIAMSON K,2.518,4%,44%,501,2017 Fall
COSC 301,WILLIAMSON K,2.461,4%,46%,502,2017 Fall
COSC 301,WILLIAMSON K,2.551,7%,45%,503,2017 Fall
COSC 301,WILLIAMSON K,2.653,4%,58%,504,2017 Fall
COSC 310,BOLDT G,3.900,98%,0%,500,2017 Fall
COSC 321,CHOI K,3.123,38%,38%,501,2017 Fall
COSC 321,LEWIS P,3.304,51%,28%,502,2017 Fall
COSC 325,CHOUDHURY I,2.613,11%,51%,501,2017 Fall
COSC 325,CHOUDHURY I,2.881,17%,58%,502,2017 Fall
COSC 326,BRYANT J,2.770,14%,51%,500,2017 Fall
COSC 333,LAVY S,2.542,14%,41%,500,2017 Fall
COSC 353,MARRARO A,2.677,3%,61%,501,2017 Fall
COSC 353,ESCAMILLA E,2.812,12%,62%,502,2017 Fall
COSC 353,MARRARO A,2.800,3%,73%,503,2017 Fall
COSC 353,ESCAMILLA E,3.129,26%,61%,504,2017 Fall
COSC 353,MARRARO A,2.448,0%,48%,505,2017 Fall
COSC 353,MARRARO A,2.200,0%,25%,506,2017 Fall
COSC 364,MCGOWAN A,3.903,90%,10%,501,2017 Fall
COSC 364,MCGOWAN A,3.823,82%,18%,502,2017 Fall
COSC 364,MCGOWAN A,3.666,67%,33%,504,2017 Fall
COSC 364,MCGOWAN A,3.636,64%,36%,505,2017 Fall
COSC 364,MCGOWAN A,3.571,57%,43%,506,2017 Fall
COSC 375,JORDAN M,3.119,26%,60%,501,2017 Fall
COSC 375,JORDAN M,2.829,7%,68%,502,2017 Fall
COSC 375,JORDAN M,2.976,17%,64%,503,2017 Fall
COSC 375,JORDAN M,2.923,15%,67%,504,2017 Fall
COSC 381,EUSTACE G,3.530,59%,35%,500,2017 Fall
COSC 410,FICKEL L,3.870,87%,13%,500,2017 Fall
COSC 411,FICKEL L,3.916,92%,8%,500,2017 Fall
COSC 421,HAQUE M,2.634,35%,21%,501,2017 Fall
COSC 440,FERNANDEZ-SOLIS J,3.272,45%,36%,930,2017 Fall
COSC 441,ASHBURN B,3.608,65%,30%,930,2017 Fall
COSC 442,FERNANDEZ-SOLIS J,3.920,92%,8%,931,2017 Fall
COSC 442,FERNANDEZ-SOLIS J,3.560,60%,36%,932,2017 Fall
COSC 446,BRYANT J,4.000,100%,0%,930,2017 Fall
COSC 450,LAVY S,2.677,10%,61%,500,2017 Fall
COSC 459,WHITMAN J,2.850,10%,65%,500,2017 Fall
COSC 461,DU J,4.000,100%,0%,500,2017 Fall
COSC 461,DIXIT M,3.520,72%,16%,501,2017 Fall
COSC 463,GRISHAM R,3.600,68%,24%,901,2017 Fall
COSC 463,GRISHAM R,3.680,72%,24%,902,2017 Fall
COSC 463,ELLIS D,2.875,21%,46%,903,2017 Fall
COSC 463,RODGERS W,3.000,5%,91%,904,2017 Fall
COSC 463,ELLIS D,3.304,39%,52%,905,2017 Fall
COSC 463,ELLIS D,3.375,42%,54%,906,2017 Fall
COSC 463,RODGERS W,2.958,17%,71%,907,2017 Fall
COSC 463,GRISHAM R,3.000,48%,13%,908,2017 Fall
COSC 464,MCGOWAN A,3.485,60%,34%,500,2017 Fall
COSC 465,DAIGNEAULT M,2.868,14%,61%,500,2017 Fall
COSC 465,SMITH S,2.785,14%,50%,501,2017 Fall
COSC 474,LAVY S,3.600,60%,40%,550,2017 Fall
COSC 475,BOLDT G,3.395,49%,42%,501,2017 Fall
COSC 475,BOLDT G,3.285,43%,48%,502,2017 Fall
COSC 475,BOLDT G,3.350,48%,42%,503,2017 Fall
COSC 475,BOLDT G,3.185,33%,52%,504,2017 Fall
COSC 477,FICKEL L,2.461,8%,46%,501,2017 Fall
COSC 477,FICKEL L,2.740,16%,48%,502,2017 Fall
COSC 494,EUSTACE G,3.656,73%,21%,950,2017 Fall
COSC 620,DU J,3.916,92%,8%,600,2017 Fall
COSC 622,RYOO B,3.142,29%,57%,600,2017 Fall
COSC 642,KANG H,3.818,82%,18%,600,2017 Fall
COSC 663,RYBKOWSKI Z,3.583,58%,42%,600,2017 Fall
LAND 101,DVORAK B,3.756,85%,8%,500,2017 Fall
LAND 101,LI M,3.531,72%,16%,700,2017 Fall
LAND 111,HUANG C,3.250,44%,38%,501,2017 Fall
LAND 111,REID R,2.882,24%,47%,502,2017 Fall
LAND 211,LEE C,2.894,11%,68%,501,2017 Fall
LAND 211,HURST K,3.266,33%,60%,502,2017 Fall
LAND 231,DVORAK B,2.800,7%,73%,501,2017 Fall
LAND 231,DVORAK B,2.937,31%,38%,502,2017 Fall
LAND 240,MERRILL J,3.573,70%,21%,500,2017 Fall
LAND 240,NEWMAN G,3.597,74%,17%,700,2017 Fall
LAND 301,BARDENHAGEN E,3.375,47%,44%,900,2017 Fall
LAND 311,NEWMAN G,3.437,44%,56%,501,2017 Fall
LAND 311,MERRILL J,3.437,44%,56%,502,2017 Fall
LAND 494,LEE C,3.714,71%,29%,550,2017 Fall
LAND 601,BARDENHAGEN E,3.714,71%,29%,600,2017 Fall
LAND 612,LI M,3.285,36%,57%,600,2017 Fall
LAND 620,HUANG C,3.529,53%,47%,600,2017 Fall
LAND 645,BROWN R,4.000,100%,0%,600,2017 Fall
LAND 655,REID R,3.785,79%,21%,600,2017 Fall
LDEV 663,ANDERSON S,3.782,78%,22%,600,2017 Fall
LDEV 664,PETERSON J,3.425,50%,43%,601,2017 Fall
LDEV 667,BOOTH G,3.906,91%,9%,601,2017 Fall
LDEV 669,ANDERSON S,3.714,71%,29%,600,2017 Fall
LDEV 685,ANDERSON S,4.000,100%,0%,601,2017 Fall
LDEV 687,ANDERSON S,3.435,44%,56%,600,2017 Fall
LDEV 688,BOOTH G,4.000,100%,0%,600,2017 Fall
PLAN 604,ROSENHEIM N,3.470,47%,53%,600,2017 Fall
PLAN 612,LASLEY P,3.250,62%,25%,699,2017 Fall
PLAN 624,WANG H,4.000,100%,0%,600,2017 Fall
PLAN 625,WUNNEBURGER D,3.666,67%,33%,600,2017 Fall
PLAN 625,WUNNEBURGER D,3.875,88%,12%,700,2017 Fall
PLAN 641,BRODY S,3.600,60%,40%,600,2017 Fall
PLAN 647,VAN ZANDT S,4.000,100%,0%,600,2017 Fall
PLAN 662,MICKELSON K,3.714,71%,29%,600,2017 Fall
PLAN 664,ROBERTS A,3.823,88%,6%,600,2017 Fall
PLAN 665,BERKE P,3.476,52%,43%,600,2017 Fall
PLAN 674,QU T,3.666,67%,33%,600,2017 Fall
URPN 201,TEDFORD E,3.725,82%,14%,500,2017 Fall
URPN 201,PAP M,3.965,97%,3%,501,2017 Fall
URPN 201,NOH Y,3.533,63%,30%,502,2017 Fall
URPN 201,COWELL R,3.553,68%,26%,700,2017 Fall
URPN 202,CAMPAGNOL G,3.145,39%,43%,500,2017 Fall
URPN 202,KIM B,3.823,85%,12%,501,2017 Fall
URPN 202,CAMPAGNOL G,3.387,51%,41%,700,2017 Fall
URPN 202,CAMPAGNOL G,3.142,43%,33%,701,2017 Fall
URPN 202,HURST K,3.375,58%,29%,901,2017 Fall
URPN 210,JACOBS F,3.392,46%,46%,500,2017 Fall
URPN 220,WANG H,3.833,86%,11%,500,2017 Fall
URPN 220,WANG R,3.805,89%,8%,501,2017 Fall
URPN 310,QU T,3.814,81%,19%,500,2017 Fall
URPN 325,WUNNEBURGER D,3.444,67%,22%,500,2017 Fall
URPN 325,KIM B,3.136,41%,36%,501,2017 Fall
URPN 325,WUNNEBURGER D,2.571,29%,36%,700,2017 Fall
URPN 330,GIUSTI C,3.068,34%,45%,900,2017 Fall
URPN 361,ZHONG H,3.693,78%,16%,500,2017 Fall
URPN 361,TRAN T,3.020,30%,50%,700,2017 Fall
URPN 369,LASLEY P,2.409,23%,27%,599,2017 Fall
URPN 370,LOPEZ M,3.723,82%,12%,500,2017 Fall
URPN 370,NEWTON K,3.758,83%,10%,700,2017 Fall
URPN 460,ROGERS G,3.750,82%,11%,500,2017 Fall
URPN 460,ROGERS G,3.814,93%,4%,501,2017 Fall
URPN 494,MARTIN J,3.863,86%,14%,550,2017 Fall
URSC 631,NDUBISI F,4.000,100%,0%,600,2017 Fall
URSC 641,ROGERS G,3.900,90%,10%,600,2017 Fall
ARTS 103,PHELPS G,4.000,100%,0%,501,2017 Fall
ARTS 103,REID R,3.772,77%,23%,502,2017 Fall
ARTS 104,BOLOGAN A,3.705,71%,29%,501,2017 Fall
ARTS 104,LANE A,3.437,50%,44%,502,2017 Fall
ARTS 104,HONEYCUTT A,3.500,67%,28%,504,2017 Fall
ARTS 104,PEREZ M,3.705,71%,29%,505,2017 Fall
ARTS 104,PEREZ M,3.562,56%,44%,506,2017 Fall
ARTS 104,KELLY S,3.947,95%,5%,507,2017 Fall
ARTS 104,KELLY S,4.000,100%,0%,508,2017 Fall
ARTS 111,REID R,3.736,74%,26%,501,2017 Fall
ARTS 115,MADRID N,3.722,72%,28%,501,2017 Fall
ARTS 115,MADRID N,3.666,67%,33%,502,2017 Fall
ARTS 115,KOUSTOV D,3.666,67%,33%,503,2017 Fall
ARTS 115,KOUSTOV D,3.466,47%,53%,504,2017 Fall
ARTS 115,KNOX B,3.333,53%,27%,505,2017 Fall
ARTS 115,GOWEN C,3.444,50%,44%,506,2017 Fall
ARTS 149,CAMPANA L,3.611,69%,24%,500,2017 Fall
ARTS 149,SUTHERLAND S,3.484,67%,21%,701,2017 Fall
ARTS 149,SUTHERLAND S,3.455,59%,31%,702,2017 Fall
ARTS 150,LEIDERMAN D,3.909,91%,9%,200,2017 Fall
ARTS 150,ZAWADZKI M,4.000,100%,0%,201,2017 Fall
ARTS 150,LEIDERMAN D,3.733,73%,27%,501,2017 Fall
ARTS 150,LEIDERMAN D,3.473,63%,26%,502,2017 Fall
ARTS 150,ZAWADZKI M,3.906,91%,9%,503,2017 Fall
ARTS 150,ZAWADZKI M,3.871,90%,9%,504,2017 Fall
ARTS 150,CAMPANA L,3.685,74%,21%,701,2017 Fall
ARTS 150,SUTHERLAND S,3.626,67%,28%,702,2017 Fall
ARTS 150,STOENESCU L,3.779,85%,10%,703,2017 Fall
ARTS 150,LEIDERMAN D,3.522,66%,24%,704,2017 Fall
ARTS 150,SCHULD D,3.367,56%,28%,705,2017 Fall
ARTS 150,CAMPANA L,3.784,83%,12%,706,2017 Fall
ARTS 210,EILERS H,3.523,57%,38%,500,2017 Fall
ARTS 210,VIGUS G,3.468,56%,38%,700,2017 Fall
ARTS 212,LISONBEE L,3.100,30%,50%,501,2017 Fall
ARTS 212,MADRID N,3.437,44%,56%,502,2017 Fall
ARTS 212,MADRID N,3.611,61%,39%,503,2017 Fall
ARTS 212,LISONBEE L,2.941,29%,41%,504,2017 Fall
ARTS 303,HONEYCUTT A,3.190,48%,33%,502,2017 Fall
ARTS 304,BRAMAN G,2.888,22%,44%,500,2017 Fall
ARTS 304,HONEYCUTT A,3.458,54%,38%,502,2017 Fall
ARTS 305,LISONBEE L,3.187,44%,44%,501,2017 Fall
ARTS 305,KOUSTOV D,3.684,74%,21%,502,2017 Fall
ARTS 312,EILERS H,4.000,100%,0%,500,2017 Fall
ARTS 325,BOLOGAN A,3.625,75%,12%,501,2017 Fall
ARTS 325,REID R,3.705,82%,12%,502,2017 Fall
ARTS 325,KAWAR S,3.409,59%,32%,503,2017 Fall
ARTS 330,ZAWADZKI M,2.916,29%,42%,500,2017 Fall
ARTS 349,LEIDERMAN D,3.857,86%,14%,200,2017 Fall
ARTS 349,LEIDERMAN D,3.562,75%,19%,501,2017 Fall
ARTS 349,LEIDERMAN D,3.100,40%,38%,502,2017 Fall
ARTS 349,LEIDERMAN D,3.750,75%,25%,550,2017 Fall
ARTS 349,ZAWADZKI M,3.661,71%,25%,700,2017 Fall
ARTS 350,STOENESCU L,3.785,86%,7%,500,2017 Fall
ARTS 353,DAVISON R,3.480,56%,36%,500,2017 Fall
ARTS 403,HAJASH D,3.500,50%,50%,500,2017 Fall
ARTS 489,DAVISON R,3.833,83%,17%,500,2017 Fall
ARTS 489,CAMPANA L,3.681,75%,23%,598,2017 Fall
VIST 105,KOUSTOV D,3.736,79%,16%,501,2017 Fall
VIST 105,BOUJNIKH A,3.736,74%,26%,502,2017 Fall
VIST 105,FINCH K,3.611,61%,39%,503,2017 Fall
VIST 105,ROBERT K,3.333,33%,67%,504,2017 Fall
VIST 105,FINCH K,3.352,35%,65%,505,2017 Fall
VIST 105,COOK M,3.526,53%,47%,506,2017 Fall
VIST 205,SMITH M,3.277,50%,28%,502,2017 Fall
VIST 205,CHEEK C,3.411,53%,41%,504,2017 Fall
VIST 206,LINDIG N,3.600,60%,40%,901,2017 Fall
VIST 206,BOLOGAN A,3.666,67%,33%,902,2017 Fall
VIST 206,HOUSE B,4.000,100%,0%,903,2017 Fall
VIST 270,RINGHAM M,2.972,24%,51%,501,2017 Fall
VIST 270,RINGHAM M,2.764,24%,41%,502,2017 Fall
VIST 270,LARSEN T,2.500,17%,33%,503,2017 Fall
VIST 271,WU C,2.434,13%,30%,501,2017 Fall
VIST 284,KICKLIGHTER C,3.678,68%,32%,501,2017 Fall
VIST 284,FORASIEPI N,3.789,84%,11%,502,2017 Fall
VIST 284,KICKLIGHTER C,3.714,86%,5%,503,2017 Fall
VIST 284,FORASIEPI N,3.923,92%,8%,504,2017 Fall
VIST 284,KLEIN B,3.750,75%,25%,505,2017 Fall
VIST 284,LARSEN T,3.388,61%,17%,506,2017 Fall
VIST 284,SUNGKAJUN A,3.947,95%,5%,507,2017 Fall
VIST 284,SUNGKAJUN A,3.533,80%,7%,508,2017 Fall
VIST 284,HOUSE B,3.176,53%,29%,700,2017 Fall
VIST 284,SMITH B,3.555,63%,33%,702,2017 Fall
VIST 305,KLEIN B,3.838,87%,10%,501,2017 Fall
VIST 305,RAMADAN H,3.700,70%,30%,503,2017 Fall
VIST 310,VIGUS G,3.764,76%,24%,501,2017 Fall
VIST 372,THOMAS A,3.095,29%,62%,700,2017 Fall
VIST 375,PARKE F,3.132,21%,72%,901,2017 Fall
VIST 405,KLEIN B,3.842,84%,16%,501,2017 Fall
VIST 405,FINCH S,3.941,94%,6%,502,2017 Fall
VIST 405,RAMADAN H,3.666,67%,33%,503,2017 Fall
VIST 432,TASSINARY L,2.956,30%,35%,500,2017 Fall
VIST 470,PARKE F,2.857,29%,29%,500,2017 Fall
VIST 474,EILERS H,3.562,56%,44%,500,2017 Fall
VIST 474,RINGHAM M,3.120,52%,24%,700,2017 Fall
VIST 486,THOMAS A,4.000,100%,0%,501,2017 Fall
VIST 491,SEO J,4.000,100%,0%,500,2017 Fall
VIST 494,FINCH S,3.857,86%,14%,550,2017 Fall
VIZA 613,MCNAMARA A,2.833,11%,78%,600,2017 Fall
VIZA 614,SEO J,4.000,100%,0%,600,2017 Fall
VIZA 617,PARKE F,3.600,60%,40%,600,2017 Fall
VIZA 622,LAFAYETTE C,3.600,80%,13%,600,2017 Fall
VIZA 630,SCHULD D,4.000,100%,0%,600,2017 Fall
VIZA 641,AKLEMAN E,3.750,75%,25%,600,2017 Fall
VIZA 643,LAFAYETTE C,3.153,35%,54%,600,2017 Fall
VIZA 654,AKLEMAN E,3.280,56%,32%,600,2017 Fall
VIZA 658,CHU YEW YEE S,3.857,86%,14%,601,2017 Fall
VIZA 659,KEYSER J,3.714,71%,29%,600,2017 Fall
VIZA 685,AKLEMAN E,4.000,100%,0%,601,2017 Fall
VIZA 689,BIEBER S,4.000,100%,0%,600,2017 Fall
VIZA 689,RAGAN E,3.625,62%,38%,601,2017 Fall
