course,prof,gpa,% of A,% of B,section_,semester
BUSH 602,RAISOR C,0.000,56%,38%,600,2017 Fall
BUSH 631,CARROLL K,3.312,56%,31%,601,2017 Fall
BUSH 631,CARROLL K,3.368,68%,16%,602,2017 Fall
BUSH 631,LAHEY J,3.529,53%,47%,603,2017 Fall
BUSH 631,HANNIBAL B,3.777,83%,11%,604,2017 Fall
BUSH 631,SELLARS E,3.461,58%,31%,605,2017 Fall
BUSH 631,HAMIE C,3.571,57%,43%,606,2017 Fall
BUSH 631,NIELSEN R,3.750,75%,25%,607,2017 Fall
BUSH 631,HANNIBAL B,3.666,72%,22%,700,2017 Fall
INTA 601,SCHUESSLER J,3.529,53%,47%,601,2017 Fall
INTA 601,SCHUESSLER J,3.476,48%,52%,602,2017 Fall
INTA 603,NAPPER L,3.500,50%,50%,601,2017 Fall
INTA 603,NAPPER L,3.625,62%,38%,602,2017 Fall
INTA 603,NAPPER L,3.666,67%,33%,603,2017 Fall
INTA 604,TABAAR M,3.666,67%,33%,600,2017 Fall
INTA 605,CESARIO B,3.352,35%,65%,601,2017 Fall
INTA 605,TALBOT B,3.692,69%,31%,700,2017 Fall
INTA 606,HERMANN C,3.520,52%,48%,601,2017 Fall
INTA 606,HERMANN C,3.523,52%,48%,602,2017 Fall
INTA 606,MARIN THORNTON G,3.954,95%,5%,603,2017 Fall
INTA 606,ROSS A,3.500,50%,50%,604,2017 Fall
INTA 608,LENZ E,3.800,80%,20%,600,2017 Fall
INTA 608,ROBERTSON R,3.548,55%,45%,601,2017 Fall
INTA 609,SIEVERT R,3.833,83%,17%,600,2017 Fall
INTA 609,YOUNG D,3.800,80%,20%,700,2017 Fall
INTA 620,CASTILLO J,3.800,80%,20%,600,2017 Fall
INTA 630,WILLIAMS G,3.500,50%,50%,600,2017 Fall
INTA 631,CASTILLO J,3.760,76%,24%,600,2017 Fall
INTA 635,NATSIOS A,3.833,83%,17%,600,2017 Fall
INTA 637,GOTTLIEB J,4.000,100%,0%,600,2017 Fall
INTA 642,GOTTLIEB J,3.600,60%,40%,600,2017 Fall
INTA 645,HUDSON V,3.947,95%,5%,600,2017 Fall
INTA 646,HUDSON V,3.933,93%,7%,600,2017 Fall
INTA 648,HUANG R,3.705,71%,29%,600,2017 Fall
INTA 650,SIEVERT R,3.800,80%,20%,600,2017 Fall
INTA 651,RUSSELL R,3.615,62%,38%,700,2017 Fall
INTA 652,OLSON J,3.600,60%,40%,600,2017 Fall
INTA 652,RUSSELL R,3.846,85%,15%,700,2017 Fall
INTA 653,MACNAMEE R,4.000,100%,0%,600,2017 Fall
INTA 657,MACNAMEE R,4.000,100%,0%,600,2017 Fall
INTA 659,HUANG R,3.750,75%,25%,600,2017 Fall
INTA 659,DALY S,3.700,70%,30%,700,2017 Fall
INTA 667,OLSON J,3.850,85%,15%,600,2017 Fall
