course,prof,gpa,% of A,% of B,section_,semester
BIOL 100,RAO A,0.000,100%,0%,500,2020 Spring
BIOL 107,WINEMILLER L,2.818,23%,41%,501,2020 Spring
BIOL 107,WINEMILLER L,2.571,24%,24%,502,2020 Spring
BIOL 107,WINEMILLER L,3.176,41%,47%,503,2020 Spring
BIOL 107,WINEMILLER L,1.777,0%,33%,504,2020 Spring
BIOL 107,WINEMILLER L,2.600,30%,30%,505,2020 Spring
BIOL 107,WINEMILLER L,2.200,5%,40%,506,2020 Spring
BIOL 107,WINEMILLER L,2.764,35%,24%,507,2020 Spring
BIOL 107,WINEMILLER L,2.625,38%,25%,508,2020 Spring
BIOL 107,WINEMILLER L,3.210,47%,32%,509,2020 Spring
BIOL 107,WINEMILLER L,2.428,14%,43%,510,2020 Spring
BIOL 111,FLETCHER S,2.600,20%,35%,501,2020 Spring
BIOL 111,FLETCHER S,2.666,21%,29%,502,2020 Spring
BIOL 111,FLETCHER S,2.388,22%,28%,503,2020 Spring
BIOL 111,FLETCHER S,3.153,46%,31%,504,2020 Spring
BIOL 111,FLETCHER S,3.111,39%,33%,505,2020 Spring
BIOL 111,FLETCHER S,2.850,20%,50%,506,2020 Spring
BIOL 111,FLETCHER S,2.888,44%,33%,507,2020 Spring
BIOL 111,FLETCHER S,2.857,29%,43%,508,2020 Spring
BIOL 111,FLETCHER S,2.705,12%,47%,509,2020 Spring
BIOL 111,FLETCHER S,2.363,36%,18%,510,2020 Spring
BIOL 111,FLETCHER S,3.800,80%,20%,511,2020 Spring
BIOL 111,FLETCHER S,3.400,60%,20%,512,2020 Spring
BIOL 111,FLETCHER S,3.428,43%,57%,513,2020 Spring
BIOL 111,FLETCHER S,3.277,61%,17%,514,2020 Spring
BIOL 111,FLETCHER S,3.000,37%,32%,515,2020 Spring
BIOL 111,FLETCHER S,2.450,20%,35%,517,2020 Spring
BIOL 111,FLETCHER S,2.666,11%,56%,518,2020 Spring
BIOL 111,FLETCHER S,3.400,53%,33%,520,2020 Spring
BIOL 111,FLETCHER S,2.904,29%,38%,521,2020 Spring
BIOL 111,FLETCHER S,2.833,33%,25%,522,2020 Spring
BIOL 111,HAWKINS A,3.363,59%,18%,523,2020 Spring
BIOL 111,HAWKINS A,3.217,48%,35%,524,2020 Spring
BIOL 111,HAWKINS A,3.000,33%,42%,525,2020 Spring
BIOL 111,HAWKINS A,3.391,48%,43%,526,2020 Spring
BIOL 111,HAWKINS A,3.347,52%,35%,527,2020 Spring
BIOL 111,HAWKINS A,3.375,46%,46%,528,2020 Spring
BIOL 111,HAWKINS A,2.681,23%,36%,529,2020 Spring
BIOL 111,HAWKINS A,2.869,30%,43%,530,2020 Spring
BIOL 111,HAWKINS A,3.217,48%,30%,531,2020 Spring
BIOL 111,HAWKINS A,3.083,29%,54%,532,2020 Spring
BIOL 111,HAWKINS A,3.217,35%,52%,533,2020 Spring
BIOL 111,HAWKINS A,3.750,75%,25%,534,2020 Spring
BIOL 111,HAWKINS A,3.086,48%,22%,535,2020 Spring
BIOL 111,HAWKINS A,3.333,50%,33%,536,2020 Spring
BIOL 111,HAWKINS A,3.142,38%,43%,537,2020 Spring
BIOL 111,HAWKINS A,3.227,41%,41%,538,2020 Spring
BIOL 111,HAWKINS A,3.086,43%,39%,539,2020 Spring
BIOL 111,HAWKINS A,3.250,50%,33%,540,2020 Spring
BIOL 111,HAWKINS A,3.333,54%,29%,541,2020 Spring
BIOL 111,HAWKINS A,3.347,57%,22%,542,2020 Spring
BIOL 111,HAWKINS A,3.391,57%,26%,543,2020 Spring
BIOL 111,HAWKINS A,3.166,46%,33%,544,2020 Spring
BIOL 111,ANIETO U,2.636,36%,27%,M01,2020 Spring
BIOL 112,MACKENZIE D,3.736,74%,26%,201,2020 Spring
BIOL 112,MACKENZIE D,3.791,79%,21%,202,2020 Spring
BIOL 112,MACKENZIE D,3.857,86%,14%,203,2020 Spring
BIOL 112,MACKENZIE D,3.681,73%,23%,204,2020 Spring
BIOL 112,TAG A,3.217,35%,52%,501,2020 Spring
BIOL 112,TAG A,3.250,42%,42%,502,2020 Spring
BIOL 112,TAG A,2.833,29%,33%,503,2020 Spring
BIOL 112,TAG A,3.000,33%,38%,504,2020 Spring
BIOL 112,TAG A,2.958,42%,29%,505,2020 Spring
BIOL 112,TAG A,2.958,29%,38%,506,2020 Spring
BIOL 112,TAG A,2.916,21%,50%,507,2020 Spring
BIOL 112,TAG A,3.173,43%,35%,508,2020 Spring
BIOL 112,TAG A,3.291,46%,42%,509,2020 Spring
BIOL 112,ADAMS A,3.416,46%,50%,510,2020 Spring
BIOL 112,ADAMS A,3.291,58%,17%,511,2020 Spring
BIOL 112,ADAMS A,2.875,46%,21%,512,2020 Spring
BIOL 112,ADAMS A,3.125,33%,50%,513,2020 Spring
BIOL 112,ADAMS A,3.125,29%,54%,514,2020 Spring
BIOL 112,ADAMS A,3.304,39%,52%,515,2020 Spring
BIOL 112,ADAMS A,3.130,30%,52%,516,2020 Spring
BIOL 112,ADAMS A,3.565,65%,26%,517,2020 Spring
BIOL 112,ADAMS A,3.416,54%,33%,518,2020 Spring
BIOL 112,ADAMS A,3.166,42%,42%,519,2020 Spring
BIOL 112,ADAMS A,3.500,54%,42%,520,2020 Spring
BIOL 112,ADAMS A,3.083,29%,50%,521,2020 Spring
BIOL 112,ADAMS A,3.291,46%,38%,525,2020 Spring
BIOL 112,ADAMS A,3.083,46%,21%,526,2020 Spring
