course,prof,gpa,% of A,% of B,section_,semester
ATMO 201,SANGER N,3.381,51%,38%,501,2020 Spring
ATMO 201,SANGER N,3.295,54%,29%,502,2020 Spring
ATMO 201,CONLEE D,3.020,36%,34%,503,2020 Spring
ATMO 201,SCHUMACHER C,3.111,40%,37%,504,2020 Spring
ATMO 201,LOGAN T,3.778,78%,22%,506,2020 Spring
ATMO 201,EPIFANIO C,3.647,70%,25%,599,2020 Spring
ATMO 202,LOGAN T,3.434,74%,13%,501,2020 Spring
ATMO 202,LOGAN T,3.454,68%,23%,502,2020 Spring
ATMO 202,LOGAN T,3.739,74%,26%,504,2020 Spring
ATMO 202,LOGAN T,3.625,62%,38%,505,2020 Spring
ATMO 202,LOGAN T,3.454,73%,9%,508,2020 Spring
ATMO 203,CONLEE D,3.190,52%,24%,501,2020 Spring
ATMO 203,CONLEE D,3.291,42%,46%,502,2020 Spring
ATMO 321,SZUNYOGH I,3.347,65%,17%,500,2020 Spring
ATMO 324,XU Y,3.125,12%,88%,501,2020 Spring
ATMO 324,XU Y,3.153,23%,69%,502,2020 Spring
ATMO 352,NOWOTARSKI C,3.428,50%,43%,501,2020 Spring
ATMO 352,NOWOTARSKI C,3.444,56%,33%,502,2020 Spring
ATMO 435,KORTY R,3.041,38%,29%,501,2020 Spring
ATMO 441,RAPP A,3.000,40%,20%,501,2020 Spring
ATMO 455,SZUNYOGH I,3.214,21%,79%,500,2020 Spring
ATMO 456,CONLEE D,3.562,62%,31%,900,2020 Spring
ATMO 461,WINKLEY S,4.000,100%,0%,501,2020 Spring
ATMO 463,BROOKS S,3.625,69%,25%,900,2020 Spring
ATMO 611,EPIFANIO C,4.000,100%,0%,600,2020 Spring
ATMO 612,PANETTA R,3.750,75%,25%,600,2020 Spring
ATMO 613,ZHANG R,3.666,67%,33%,600,2020 Spring
ATMO 629,SCHADE G,4.000,100%,0%,600,2020 Spring
ATMO 645,LIU X,3.600,60%,40%,600,2020 Spring
GEOS 101,LEVAY L,4.000,83%,17%,501,2020 Spring
GEOS 101,LOGAN T,0.000,100%,0%,512,2020 Spring
GEOS 105,THORNTON D,2.760,24%,40%,500,2020 Spring
GEOS 205,ROARK E,3.909,95%,0%,500,2020 Spring
GEOS 205,ROARK E,4.000,100%,0%,501,2020 Spring
GEOS 210,WILLIAMS T,3.404,47%,46%,500,2020 Spring
GEOS 210,DESSLER A,3.026,32%,47%,598,2020 Spring
GEOS 210,DESSLER A,3.285,43%,43%,599,2020 Spring
GEOS 401,ORSI A,4.000,100%,0%,500,2020 Spring
GEOS 405,GOLD BOUCHOT G,3.823,82%,18%,901,2020 Spring
GEOS 405,ROARK E,4.000,100%,0%,902,2020 Spring
GEOS 405,KNAPPETT P,4.000,100%,0%,905,2020 Spring
GEOS 405,GROSSMAN E,3.250,38%,50%,907,2020 Spring
GEOS 430,JOCHENS A,3.812,81%,19%,500,2020 Spring
GEOS 431,JOCHENS A,3.913,91%,9%,500,2020 Spring
GEOS 444,SCHADE G,2.935,18%,60%,500,2020 Spring
GEOS 470,POTTER H,3.055,22%,61%,500,2020 Spring
GEOS 471,POTTER H,3.750,75%,25%,500,2020 Spring
GEOS 481,ROARK E,4.000,100%,0%,900,2020 Spring
GEOS 676,KLEIN A,3.937,94%,6%,775,2020 Spring
GEOS 689,BAPST D,3.200,50%,40%,776,2020 Spring
GEOG 201,BOUNDS B,3.666,79%,13%,501,2020 Spring
GEOG 201,BREYER E,3.745,80%,17%,599,2020 Spring
GEOG 202,PROUT E,2.840,39%,23%,502,2020 Spring
GEOG 202,PROUT E,3.475,55%,38%,503,2020 Spring
GEOG 202,SMITH J,3.112,39%,37%,599,2020 Spring
GEOG 203,FRAUENFELD O,3.424,58%,29%,501,2020 Spring
GEOG 203,FRICKER T,2.877,24%,39%,502,2020 Spring
GEOG 203,LOISEL J,3.804,85%,12%,504,2020 Spring
GEOG 203,LOISEL J,3.850,89%,7%,505,2020 Spring
GEOG 205,SANSOM L,3.782,85%,11%,599,2020 Spring
GEOG 213,BOMBARDI R,2.739,17%,52%,501,2020 Spring
GEOG 213,BOMBARDI R,3.391,65%,22%,502,2020 Spring
GEOG 213,BOMBARDI R,3.300,60%,20%,503,2020 Spring
GEOG 213,BOMBARDI R,3.708,83%,12%,505,2020 Spring
GEOG 213,BOMBARDI R,3.300,60%,20%,506,2020 Spring
GEOG 213,BOMBARDI R,3.421,68%,16%,507,2020 Spring
GEOG 213,BOMBARDI R,3.600,70%,20%,508,2020 Spring
GEOG 213,BOMBARDI R,3.000,29%,41%,509,2020 Spring
GEOG 213,BOMBARDI R,2.722,17%,56%,510,2020 Spring
GEOG 213,BOMBARDI R,3.136,45%,27%,512,2020 Spring
GEOG 301,SMITH J,3.123,41%,35%,500,2020 Spring
GEOG 304,BOUNDS B,3.229,57%,20%,500,2020 Spring
GEOG 305,PROUT E,3.055,32%,42%,500,2020 Spring
GEOG 309,BRANNSTROM C,2.771,40%,34%,500,2020 Spring
GEOG 309,BRANNSTROM C,2.947,37%,37%,900,2020 Spring
GEOG 312,ALLEN G,3.283,43%,48%,500,2020 Spring
GEOG 324,BOMBARDI R,3.238,57%,19%,900,2020 Spring
GEOG 330,O'REILLY K,2.693,25%,35%,500,2020 Spring
GEOG 331,TCHAKERIAN V,3.312,44%,44%,500,2020 Spring
GEOG 335,LAFON C,2.659,17%,41%,500,2020 Spring
GEOG 352,LYLE S,3.000,50%,17%,500,2020 Spring
GEOG 352,LYLE S,3.411,71%,12%,501,2020 Spring
GEOG 352,LYLE S,3.235,59%,18%,502,2020 Spring
GEOG 360,FRICKER T,3.046,30%,47%,500,2020 Spring
GEOG 361,ALLEN G,3.529,65%,24%,500,2020 Spring
GEOG 361,ALLEN G,2.470,12%,59%,501,2020 Spring
GEOG 361,ALLEN G,2.600,27%,27%,502,2020 Spring
GEOG 380,BREYER E,3.772,82%,14%,900,2020 Spring
GEOG 380,FRICKER T,3.136,41%,45%,901,2020 Spring
GEOG 390,CHI Z,3.066,27%,67%,502,2020 Spring
GEOG 390,CHI Z,2.571,21%,36%,503,2020 Spring
GEOG 390,CHI Z,2.800,33%,40%,504,2020 Spring
GEOG 390,CHI Z,2.277,22%,28%,506,2020 Spring
GEOG 390,CHI Z,3.000,42%,32%,507,2020 Spring
GEOG 400,TCHAKERIAN V,3.117,53%,24%,500,2020 Spring
GEOG 401,PROUT E,3.343,53%,31%,500,2020 Spring
GEOG 420,PROUT E,3.622,71%,20%,500,2020 Spring
GEOG 430,SANSOM G,3.933,93%,7%,500,2020 Spring
GEOG 440,SMITH J,3.142,29%,57%,500,2020 Spring
GEOG 450,LAFON C,3.058,29%,53%,500,2020 Spring
GEOG 461,FILIPPI A,3.300,50%,30%,500,2020 Spring
GEOG 475,BISHOP M,2.550,25%,15%,501,2020 Spring
GEOG 475,BISHOP M,1.894,11%,5%,503,2020 Spring
GEOG 475,BISHOP M,2.315,16%,32%,504,2020 Spring
GEOG 476,BISHOP M,3.545,55%,45%,900,2020 Spring
GEOG 476,ZOU L,3.250,69%,12%,901,2020 Spring
GEOG 478,GOLDBERG D,3.700,85%,5%,500,2020 Spring
GEOG 478,GOLDBERG D,3.500,75%,8%,501,2020 Spring
GEOG 478,GOLDBERG D,3.500,65%,20%,502,2020 Spring
GEOG 484,WELLMAN K,0.000,100%,0%,501,2020 Spring
GEOG 491,SANSOM L,4.000,100%,0%,502,2020 Spring
GEOG 611,GUNERALP I,4.000,100%,0%,600,2020 Spring
GEOG 616,GUNERALP B,3.500,88%,0%,600,2020 Spring
GEOG 651,ZOU L,4.000,100%,0%,701,2020 Spring
GEOG 651,ZOU L,3.388,72%,17%,775,2020 Spring
GEOG 659,CAI H,3.250,75%,0%,775,2020 Spring
GEOG 660,CHI Z,3.916,92%,8%,600,2020 Spring
GEOG 660,CAI H,3.200,20%,80%,701,2020 Spring
GEOG 660,CAI H,2.785,29%,50%,775,2020 Spring
GEOG 661,FILIPPI A,3.833,83%,17%,600,2020 Spring
GEOG 662,KINCAID J,3.875,94%,0%,775,2020 Spring
GEOG 665,ZHANG Z,4.000,100%,0%,701,2020 Spring
GEOG 665,ZHANG Z,3.692,69%,31%,775,2020 Spring
GEOG 676,CAI H,3.727,82%,9%,775,2020 Spring
GEOG 678,CAI H,3.818,91%,0%,775,2020 Spring
GEOG 695,ZHANG Z,4.000,100%,0%,600,2020 Spring
GEOL 101,YANCEY T,3.778,82%,16%,501,2020 Spring
GEOL 101,RIGGS E,3.346,51%,36%,502,2020 Spring
GEOL 102,NEWMAN J,3.454,59%,32%,501,2020 Spring
GEOL 102,NEWMAN J,3.636,73%,18%,502,2020 Spring
GEOL 102,NEWMAN J,3.500,64%,23%,503,2020 Spring
GEOL 102,NEWMAN J,3.173,39%,39%,504,2020 Spring
GEOL 102,NEWMAN J,3.636,68%,27%,505,2020 Spring
GEOL 102,NEWMAN J,3.250,50%,25%,507,2020 Spring
GEOL 102,NEWMAN J,3.521,57%,39%,509,2020 Spring
GEOL 104,DUAN B,3.150,25%,65%,501,2020 Spring
GEOL 104,DUAN B,3.400,40%,60%,502,2020 Spring
GEOL 104,DUAN B,3.142,29%,57%,503,2020 Spring
GEOL 106,YANCEY T,3.941,94%,6%,501,2020 Spring
GEOL 106,YANCEY T,3.916,92%,8%,502,2020 Spring
GEOL 152,BELANGER C,3.578,68%,21%,501,2020 Spring
GEOL 152,BELANGER C,3.350,65%,15%,502,2020 Spring
GEOL 152,BELANGER C,3.071,36%,43%,503,2020 Spring
GEOL 180,SPARKS D,3.904,90%,10%,500,2020 Spring
GEOL 207,CHRPA M,3.875,88%,12%,501,2020 Spring
GEOL 207,CHRPA M,3.900,90%,10%,502,2020 Spring
GEOL 207,CHRPA M,3.600,85%,5%,503,2020 Spring
GEOL 210,REECE J,3.000,33%,50%,901,2020 Spring
GEOL 210,REECE J,3.400,60%,20%,902,2020 Spring
GEOL 250,PEREZ N,3.230,46%,38%,501,2020 Spring
GEOL 250,PEREZ N,2.583,17%,42%,502,2020 Spring
GEOL 250,PEREZ N,3.583,67%,25%,503,2020 Spring
GEOL 289,BALTA J,3.538,54%,46%,500,2020 Spring
GEOL 304,LAMB W,2.533,20%,40%,502,2020 Spring
GEOL 304,LAMB W,2.388,22%,22%,503,2020 Spring
GEOL 304,LAMB W,2.428,29%,21%,504,2020 Spring
GEOL 306,EWING R,3.068,38%,34%,501,2020 Spring
GEOL 312,CHESTER J,3.058,35%,35%,501,2020 Spring
GEOL 312,CHESTER J,2.222,11%,33%,502,2020 Spring
GEOL 312,CHESTER J,3.100,40%,30%,503,2020 Spring
GEOL 314,BELANGER C,2.714,14%,50%,501,2020 Spring
GEOL 314,BELANGER C,2.958,38%,29%,502,2020 Spring
GEOL 314,BELANGER C,3.045,41%,32%,503,2020 Spring
GEOL 404,SUN Y,4.000,100%,0%,501,2020 Spring
GEOL 404,SUN Y,3.666,67%,33%,502,2020 Spring
GEOL 410,SPARKS D,3.117,29%,53%,501,2020 Spring
GEOL 410,SPARKS D,2.857,29%,29%,502,2020 Spring
GEOL 420,GIARDINO J,3.923,92%,8%,901,2020 Spring
GEOL 420,GIARDINO J,3.823,82%,18%,902,2020 Spring
GEOL 420,GIARDINO J,3.625,62%,38%,903,2020 Spring
GEOL 420,GIARDINO J,3.866,93%,0%,904,2020 Spring
GEOL 450,KNAPPETT P,3.200,40%,40%,905,2020 Spring
GEOL 450,CHESTER F,3.692,85%,8%,906,2020 Spring
GEOL 450,GROSSMAN E,3.555,56%,44%,931,2020 Spring
GEOL 489,ZHAN H,3.400,40%,60%,500,2020 Spring
GEOL 491,REECE J,4.000,100%,0%,524,2020 Spring
GEOL 491,PEREZ N,4.000,100%,0%,527,2020 Spring
GEOL 491,BALTA J,4.000,100%,0%,532,2020 Spring
GEOL 610,KNAPPETT P,3.909,91%,9%,600,2020 Spring
GEOL 617,RIGGS E,3.384,85%,0%,775,2020 Spring
GEOL 617,RIGGS E,4.000,100%,0%,776,2020 Spring
GEOL 619,SUN Y,4.000,100%,0%,601,2020 Spring
GEOL 621,ZHAN H,4.000,100%,0%,600,2020 Spring
GEOL 623,LAYA PEREIRA J,4.000,100%,0%,600,2020 Spring
GEOL 629,DONOVAN A,4.000,100%,0%,600,2020 Spring
GEOL 648,GROSSMAN E,4.000,100%,0%,600,2020 Spring
GEOL 651,BAPST D,3.750,75%,25%,600,2020 Spring
GEOL 685,BECKER M,4.000,100%,0%,636,2020 Spring
GEOP 313,EVERETT M,3.333,50%,33%,500,2020 Spring
GEOP 341,KITAJIMA H,3.000,36%,36%,501,2020 Spring
GEOP 489,REECE R,1.833,0%,17%,500,2020 Spring
GEOP 489,REECE R,2.444,22%,33%,501,2020 Spring
GEOP 491,SPARKS D,3.600,80%,0%,503,2020 Spring
GEOP 611,DUAN B,4.000,100%,0%,600,2020 Spring
GEOP 635,BENAVIDES IGLESIAS,3.888,89%,11%,775,2020 Spring
GEOP 689,SPARKS D,4.000,100%,0%,600,2020 Spring
OCNG 251,THYNG K,3.594,70%,19%,502,2020 Spring
OCNG 251,RICHARDSON M,3.041,29%,46%,505,2020 Spring
OCNG 251,GIESE B,3.787,80%,18%,507,2020 Spring
OCNG 251,GARDNER W,3.280,42%,46%,510,2020 Spring
OCNG 251,SYLVAN J,2.947,30%,43%,598,2020 Spring
OCNG 252,WIEDERWOHL C,3.750,75%,25%,501,2020 Spring
OCNG 252,WIEDERWOHL C,3.850,90%,5%,502,2020 Spring
OCNG 252,WIEDERWOHL C,3.411,53%,35%,503,2020 Spring
OCNG 252,WIEDERWOHL C,3.631,68%,26%,505,2020 Spring
OCNG 252,WIEDERWOHL C,3.615,62%,38%,506,2020 Spring
OCNG 252,WIEDERWOHL C,3.631,68%,26%,508,2020 Spring
OCNG 252,WIEDERWOHL C,2.569,24%,30%,598,2020 Spring
OCNG 303,SHAMBERGER K,3.833,83%,17%,500,2020 Spring
OCNG 350,GOLD BOUCHOT G,3.576,69%,27%,500,2020 Spring
OCNG 410,STOESSEL A,3.285,50%,29%,500,2020 Spring
OCNG 420,CAMPBELL L,2.545,18%,36%,500,2020 Spring
OCNG 420,CAMPBELL L,3.300,40%,50%,501,2020 Spring
OCNG 420,CAMPBELL L,3.000,22%,56%,502,2020 Spring
OCNG 430,ZHANG Y,3.483,68%,16%,500,2020 Spring
OCNG 440,YVON-LEWIS S,3.545,64%,27%,500,2020 Spring
OCNG 443,WIEDERWOHL C,4.000,100%,0%,500,2020 Spring
OCNG 451,GIESE B,3.791,79%,21%,500,2020 Spring
OCNG 469,HETLAND R,3.600,90%,0%,500,2020 Spring
OCNG 603,SHAMBERGER K,3.900,90%,10%,600,2020 Spring
OCNG 608,STOESSEL A,3.687,69%,31%,600,2020 Spring
OCNG 611,ORSI A,4.000,100%,0%,600,2020 Spring
OCNG 620,SYLVAN J,3.285,43%,43%,600,2020 Spring
OCNG 620,SYLVAN J,3.200,60%,20%,650,2020 Spring
OCNG 630,SLOWEY N,3.875,88%,12%,600,2020 Spring
OCNG 669,HETLAND R,3.916,92%,8%,600,2020 Spring
