course,prof,gpa,% of A,% of B,section_,semester
CEHD 603,GOODSON P,4.000,100%,0%,600,2020 Spring
EDAD 601,STANLEY C,4.000,100%,0%,600,2020 Spring
EDAD 603,HAYNES DAVISON C,4.000,100%,0%,600,2020 Spring
EDAD 605,IRBY B,3.837,84%,16%,700,2020 Spring
EDAD 606,FAHRENWALD C,4.000,100%,0%,700,2020 Spring
EDAD 608,SAAVEDRA A,3.083,8%,92%,700,2020 Spring
EDAD 609,POENITZSCH N,3.840,94%,0%,700,2020 Spring
EDAD 611,MUSOBA G,3.347,35%,65%,602,2020 Spring
EDAD 620,BOWEN D,3.700,70%,30%,600,2020 Spring
EDAD 623,LINCOLN Y,4.000,100%,0%,600,2020 Spring
EDAD 624,FAHRENWALD C,4.000,100%,0%,700,2020 Spring
EDAD 627,LECHUGA V,4.000,100%,0%,600,2020 Spring
EDAD 635,WEBB-JOHNSON G,3.906,95%,0%,700,2020 Spring
EDAD 638,WEBB-JOHNSON G,3.960,96%,4%,700,2020 Spring
EDAD 650,BAILEY K,4.000,100%,0%,600,2020 Spring
EDAD 658,ROBERTS D,4.000,100%,0%,600,2020 Spring
EDAD 670,BAILEY K,3.937,94%,6%,600,2020 Spring
EDAD 683,LECHUGA V,4.000,100%,0%,600,2020 Spring
EDAD 687,DIXON N,4.000,100%,0%,700,2020 Spring
EDAD 689,STANLEY C,3.933,93%,7%,601,2020 Spring
EDAD 689,HAYNES DAVISON C,4.000,100%,0%,602,2020 Spring
EHRD 203,MARK C,3.390,51%,39%,501,2020 Spring
EHRD 203,MARK C,3.448,61%,29%,502,2020 Spring
EHRD 210,COLE S,3.777,84%,13%,501,2020 Spring
EHRD 210,MCNAUGHTEN D,3.510,68%,23%,599,2020 Spring
EHRD 315,MARK C,3.750,80%,15%,500,2020 Spring
EHRD 315,MARK C,3.538,69%,23%,599,2020 Spring
EHRD 371,RAY S,3.800,87%,7%,901,2020 Spring
EHRD 371,FRENCH P,3.636,70%,24%,902,2020 Spring
EHRD 371,SANTOS R,3.733,83%,7%,920,2020 Spring
EHRD 371,RICKETTS C,3.333,57%,27%,921,2020 Spring
EHRD 371,RICKETTS C,3.419,61%,26%,922,2020 Spring
EHRD 372,MUYIA M,3.700,72%,25%,599,2020 Spring
EHRD 374,MUYIA M,3.975,98%,2%,501,2020 Spring
EHRD 374,MUYIA M,3.789,82%,16%,598,2020 Spring
EHRD 374,MUYIA M,3.566,73%,17%,599,2020 Spring
EHRD 391,SANDLIN J,2.729,24%,27%,501,2020 Spring
EHRD 391,SANDLIN J,2.710,21%,37%,502,2020 Spring
EHRD 405,FERGUSON-CAMMARATA,3.808,83%,15%,598,2020 Spring
EHRD 405,FERGUSON-CAMMARATA,3.659,74%,17%,599,2020 Spring
EHRD 408,PONJUAN L,3.846,85%,15%,500,2020 Spring
EHRD 408,SANDLIN J,3.384,62%,15%,700,2020 Spring
EHRD 413,BIAN X,4.000,100%,0%,500,2020 Spring
EHRD 413,IRELAND J,3.870,97%,0%,501,2020 Spring
EHRD 477,SMITH B,3.750,79%,18%,599,2020 Spring
EHRD 481,COLE S,3.877,90%,8%,500,2020 Spring
EHRD 481,COLE S,3.869,89%,9%,501,2020 Spring
EHRD 485,SANDLIN J,3.857,89%,11%,504,2020 Spring
EHRD 490,SANDLIN J,3.111,33%,44%,901,2020 Spring
EHRD 490,COLE S,3.733,73%,27%,902,2020 Spring
EHRD 603,LANE J,4.000,100%,0%,700,2020 Spring
EHRD 605,DOOLEY L,3.923,92%,8%,600,2020 Spring
EHRD 612,DOOLEY L,4.000,100%,0%,600,2020 Spring
EHRD 613,KANG H,3.655,69%,28%,700,2020 Spring
EHRD 614,BEYERLEIN M,4.000,100%,0%,699,2020 Spring
EHRD 614,BEYERLEIN M,3.954,95%,5%,700,2020 Spring
EHRD 616,ROUMELL E,4.000,100%,0%,600,2020 Spring
EHRD 616,ROUMELL E,4.000,100%,0%,700,2020 Spring
EHRD 619,ALGERT N,3.666,92%,0%,600,2020 Spring
EHRD 624,OPENGART R,4.000,100%,0%,699,2020 Spring
EHRD 624,OPENGART R,3.920,92%,8%,700,2020 Spring
EHRD 625,BEYERLEIN M,4.000,100%,0%,600,2020 Spring
EHRD 630,ROUMELL E,4.000,100%,0%,600,2020 Spring
EHRD 630,ROUMELL E,4.000,100%,0%,700,2020 Spring
EHRD 631,ROSE G,4.000,100%,0%,600,2020 Spring
EHRD 642,SANTOS R,3.882,88%,12%,700,2020 Spring
EHRD 647,STEPHENS M,4.000,100%,0%,700,2020 Spring
EHRD 655,ALFRED M,3.529,59%,35%,600,2020 Spring
EHRD 685,DIRANI K,4.000,100%,0%,605,2020 Spring
TCMG 272,LI X,3.571,62%,33%,501,2020 Spring
TCMG 272,THOMAS J,3.291,58%,25%,502,2020 Spring
TCMG 274,WORKMAN M,3.632,78%,16%,599,2020 Spring
TCMG 303,SWEENEY D,3.178,46%,32%,500,2020 Spring
TCMG 303,SWEENEY D,2.857,21%,50%,501,2020 Spring
TCMG 308,MAI B,2.925,32%,38%,501,2020 Spring
TCMG 308,WORKMAN M,3.648,84%,0%,598,2020 Spring
TCMG 316,LI X,3.153,35%,50%,500,2020 Spring
TCMG 402,QUIROZ R,3.787,83%,13%,598,2020 Spring
TCMG 402,QUIROZ R,3.612,65%,31%,599,2020 Spring
TCMG 412,MIKEAL A,3.243,43%,38%,500,2020 Spring
TCMG 476,MENDOZA DIAZ N,3.750,80%,15%,500,2020 Spring
BEFB 470,ACOSTA S,4.000,100%,0%,500,2020 Spring
BEFB 476,ACOSTA S,4.000,100%,0%,500,2020 Spring
BIED 610,TONG F,4.000,100%,0%,700,2020 Spring
BIED 612,PADRON Y,4.000,100%,0%,600,2020 Spring
BIED 612,PADRON Y,3.384,46%,46%,700,2020 Spring
BIED 615,LARA-ALECIO R,4.000,100%,0%,700,2020 Spring
