course,prof,gpa,% of A,% of B,section_,semester
AERS 102,ORR M,3.816,84%,14%,502,2020 Spring
AERS 102,ORR M,3.877,88%,12%,503,2020 Spring
AERS 102,PEREZ M,3.770,85%,10%,504,2020 Spring
AERS 102,PEREZ M,3.761,88%,5%,505,2020 Spring
AERS 102,SILVA H,3.933,93%,7%,507,2020 Spring
AERS 102,SILVA H,3.750,85%,10%,508,2020 Spring
AERS 106,ORR M,3.877,91%,6%,501,2020 Spring
AERS 106,ORR M,3.915,93%,6%,502,2020 Spring
AERS 106,TATER C,4.000,100%,0%,503,2020 Spring
AERS 106,TATER C,4.000,100%,0%,504,2020 Spring
AERS 106,TATER C,3.946,96%,2%,505,2020 Spring
AERS 106,TATER C,3.888,91%,7%,506,2020 Spring
AERS 202,COOPER H,4.000,100%,0%,501,2020 Spring
AERS 202,COOPER H,3.750,75%,25%,502,2020 Spring
AERS 202,COOPER H,4.000,100%,0%,503,2020 Spring
AERS 202,COOPER H,4.000,100%,0%,505,2020 Spring
AERS 202,COOPER H,4.000,100%,0%,506,2020 Spring
AERS 202,COOPER H,4.000,100%,0%,507,2020 Spring
AERS 304,CARTER R,4.000,100%,0%,501,2020 Spring
AERS 304,CARTER R,4.000,100%,0%,502,2020 Spring
AERS 304,CARTER R,4.000,100%,0%,503,2020 Spring
AERS 304,CARTER R,4.000,100%,0%,504,2020 Spring
AERS 404,GUGAS C,3.863,86%,14%,501,2020 Spring
AERS 404,GUGAS C,3.916,92%,8%,502,2020 Spring
AERS 404,GUGAS C,3.764,88%,0%,503,2020 Spring
AERS 404,GUGAS C,3.181,36%,45%,504,2020 Spring
SOMS 111,QUIN C,4.000,86%,0%,501,2020 Spring
SOMS 181,BRUMMETT K,0.000,100%,0%,507,2020 Spring
SOMS 181,SCHLATHER B,0.000,92%,8%,508,2020 Spring
SOMS 181,CHEATHAM S,0.000,100%,0%,509,2020 Spring
SOMS 181,CHEATHAM S,0.000,100%,0%,510,2020 Spring
SOMS 181,FLEMING J,0.000,87%,7%,511,2020 Spring
SOMS 181,SCHLATHER B,0.000,97%,0%,512,2020 Spring
SOMS 181,REGAN J,0.000,71%,19%,513,2020 Spring
SOMS 181,BRUMMETT K,0.000,98%,2%,514,2020 Spring
SOMS 181,PARKER C,0.000,100%,0%,515,2020 Spring
