course,prof,gpa,% of A,% of B,section_,semester
BIMS 101,IVANOV I,3.875,90%,9%,501,2020 Spring
BIMS 101,IVANOV I,3.800,89%,7%,502,2020 Spring
BIMS 101,TIAN Y,4.000,100%,0%,504,2020 Spring
BIMS 110,YOUNG C,3.990,99%,1%,501,2020 Spring
BIMS 110,YOUNG C,3.939,94%,6%,502,2020 Spring
BIMS 201,CROUCH E,3.868,87%,13%,500,2020 Spring
BIMS 289,BLACK M,4.000,100%,0%,500,2020 Spring
BIMS 289,CARLISLE E,4.000,100%,0%,501,2020 Spring
BIMS 289,KRENEK N,4.000,100%,0%,503,2020 Spring
BIMS 320,SEABURY C,3.916,92%,8%,200,2020 Spring
BIMS 320,DERR J,3.514,59%,35%,502,2020 Spring
BIMS 320,DAVIS B,3.920,92%,8%,503,2020 Spring
BIMS 320,SKOW L,3.133,46%,29%,504,2020 Spring
BIMS 421,VENKATRAJ V,4.000,100%,0%,500,2020 Spring
BIMS 485,CROUCH E,4.000,100%,0%,501,2020 Spring
BIMS 485,CROUCH E,4.000,100%,0%,543,2020 Spring
BIMS 489,YOUNG C,3.927,98%,0%,502,2020 Spring
BIMS 489,YOUNG C,3.955,98%,0%,503,2020 Spring
BIMS 491,CROUCH E,4.000,100%,0%,532,2020 Spring
BIMS 491,CROUCH E,4.000,100%,0%,932,2020 Spring
VMID 686,JOHNSON G,4.000,100%,0%,600,2020 Spring
VIBS 101,KO G,3.600,78%,15%,500,2020 Spring
VIBS 111,YOUNG C,3.962,96%,4%,500,2020 Spring
VIBS 111,YOUNG C,3.812,90%,6%,501,2020 Spring
VIBS 243,JOHNSON L,3.644,81%,5%,500,2020 Spring
VIBS 243,JOHNSON L,3.740,82%,12%,501,2020 Spring
VIBS 285,JOHNSON L,4.000,100%,0%,515,2020 Spring
VIBS 305,PINE M,3.055,28%,50%,200,2020 Spring
VIBS 305,PINE M,3.024,44%,28%,500,2020 Spring
VIBS 305,PINE M,3.102,41%,34%,501,2020 Spring
VIBS 401,SRIVASTAVA V,3.187,44%,44%,500,2020 Spring
VIBS 407,KLEMM W,3.633,70%,25%,599,2020 Spring
VIBS 408,KLEMM W,3.312,38%,56%,900,2020 Spring
VIBS 411,PORTER W,3.545,64%,27%,500,2020 Spring
VIBS 413,HAMER S,3.670,73%,22%,500,2020 Spring
VIBS 422,AROSH S,4.000,100%,0%,500,2020 Spring
VIBS 443,JOHNSON L,3.290,55%,26%,900,2020 Spring
VIBS 485,JOHNSON L,4.000,100%,0%,500,2020 Spring
VIBS 489,PINE M,4.000,100%,0%,500,2020 Spring
VIBS 602,JOHNSON L,3.923,92%,8%,601,2020 Spring
VIBS 607,HAMER S,3.944,94%,6%,600,2020 Spring
VIBS 610,SCOTT H,4.000,100%,0%,600,2020 Spring
VIBS 611,PORTER W,4.000,100%,0%,600,2020 Spring
VIBS 622,AROSH S,4.000,100%,0%,600,2020 Spring
VIBS 627,BURGHARDT R,3.800,80%,20%,600,2020 Spring
VIBS 640,LI J,4.000,100%,0%,601,2020 Spring
VIBS 645,RUSYN I,3.833,83%,17%,600,2020 Spring
VIBS 650,RIJNKELS M,4.000,100%,0%,633,2020 Spring
VIBS 658,HARTBERG Y,4.000,100%,0%,600,2020 Spring
VIBS 664,GASTEL B,3.600,60%,40%,600,2020 Spring
VIBS 665,GASTEL B,4.000,100%,0%,600,2020 Spring
VIBS 670,RUSYN I,3.750,75%,25%,600,2020 Spring
VIBS 689,CAI J,3.375,50%,38%,600,2020 Spring
VLCS 422,COHEN N,3.819,82%,18%,501,2020 Spring
VLCS 485,COHEN N,4.000,100%,0%,503,2020 Spring
VTPP 123,LYONS L,4.000,100%,0%,501,2020 Spring
VTPP 123,LYONS L,3.857,95%,0%,502,2020 Spring
VTPP 123,LYONS L,4.000,100%,0%,503,2020 Spring
VTPP 123,LYONS L,3.956,96%,4%,504,2020 Spring
VTPP 224,QUICK C,4.000,100%,0%,501,2020 Spring
VTPP 224,QUICK C,4.000,100%,0%,502,2020 Spring
VTPP 224,QUICK C,4.000,100%,0%,503,2020 Spring
VTPP 235,QUICK C,4.000,100%,0%,500,2020 Spring
VTPP 235,QUICK C,4.000,100%,0%,501,2020 Spring
VTPP 323,BLUE MCLENDON A,2.842,29%,39%,500,2020 Spring
VTPP 401,WASSER J,4.000,100%,0%,550,2020 Spring
VTPP 423,DAVIS A,2.826,30%,32%,501,2020 Spring
VTPP 423,HERMAN J,2.768,22%,39%,502,2020 Spring
VTPP 423,DAVIS A,2.452,14%,37%,503,2020 Spring
VTPP 423,WASSER J,4.000,100%,0%,550,2020 Spring
VTPP 425,HERMAN J,3.500,50%,50%,500,2020 Spring
VTPP 427,NEWELL-FUGATE A,3.200,60%,0%,500,2020 Spring
VTPP 429,BAILEY E,3.080,16%,76%,500,2020 Spring
VTPP 435,RAMADOSS J,3.576,60%,37%,501,2020 Spring
VTPP 435,RAMADOSS J,3.460,51%,44%,502,2020 Spring
VTPP 435,WASSER J,4.000,100%,0%,550,2020 Spring
VTPP 452,GOLDING M,2.692,23%,31%,501,2020 Spring
VTPP 485,BLUE MCLENDON A,4.000,100%,0%,508,2020 Spring
VTPP 485,BLUE MCLENDON A,0.000,100%,0%,509,2020 Spring
VTPP 625,HERMAN J,3.315,58%,26%,600,2020 Spring
VTPP 626,HAN G,4.000,100%,0%,600,2020 Spring
VTPP 652,GOLDING M,3.181,45%,27%,601,2020 Spring
VTPP 676,TIAN Y,4.000,100%,0%,600,2020 Spring
VPAT 652,WEEKS B,3.500,50%,50%,600,2020 Spring
VTPB 212,BUSCH C,2.769,46%,0%,M01,2020 Spring
VTPB 221,VEMULAPALLI R,3.484,60%,30%,500,2020 Spring
VTPB 221,MIRHOSSEINI N,3.375,54%,29%,M01,2020 Spring
VTPB 301,COOK W,3.615,71%,21%,500,2020 Spring
VTPB 334,REDDY S,2.875,27%,40%,501,2020 Spring
VTPB 405,DABRAL N,3.800,82%,16%,502,2020 Spring
VTPB 405,DABRAL N,3.716,73%,25%,503,2020 Spring
VTPB 405,DABRAL N,3.814,81%,19%,504,2020 Spring
VTPB 405,MIRHOSSEINI N,3.800,80%,20%,M01,2020 Spring
VTPB 409,CRISCITIELLO M,3.269,51%,26%,500,2020 Spring
VTPB 410,WEEKS B,3.242,48%,30%,500,2020 Spring
VTPB 421,VEMULAPALLI R,3.333,42%,48%,500,2020 Spring
VTPB 460,RIVERA G,4.000,100%,0%,500,2020 Spring
VTPB 485,TURNER K,4.000,100%,0%,522,2020 Spring
