course,prof,gpa,% of A,% of B,section_,semester
AERO 201,SHRYOCK K,2.571,7%,43%,500,2020 Spring
AERO 211,DEMARS K,2.875,28%,38%,500,2020 Spring
AERO 212,BOYD J,2.937,34%,28%,200,2020 Spring
AERO 212,BOYD J,2.727,9%,55%,500,2020 Spring
AERO 212,BOYD J,2.906,30%,42%,501,2020 Spring
AERO 212,ANDRIENKO D,2.860,26%,44%,502,2020 Spring
AERO 212,ANDRIENKO D,2.690,17%,50%,503,2020 Spring
AERO 214,LE GRAVEREND J,2.392,4%,43%,500,2020 Spring
AERO 214,LE GRAVEREND J,2.666,10%,51%,501,2020 Spring
AERO 214,KINRA V,2.787,32%,30%,502,2020 Spring
AERO 214,KINRA V,2.826,20%,52%,503,2020 Spring
AERO 222,TROPINA A,3.533,67%,23%,200,2020 Spring
AERO 222,TROPINA A,2.214,21%,21%,500,2020 Spring
AERO 222,TROPINA A,3.116,44%,30%,501,2020 Spring
AERO 222,MORTARI D,3.758,76%,24%,502,2020 Spring
AERO 222,MORTARI D,3.090,41%,32%,503,2020 Spring
AERO 289,MORTARI D,1.875,0%,38%,500,2020 Spring
AERO 301,GERAKIS A,3.418,56%,30%,500,2020 Spring
AERO 303,REED H,3.666,75%,17%,200,2020 Spring
AERO 303,REED H,3.322,51%,37%,500,2020 Spring
AERO 303,REED H,3.357,47%,41%,501,2020 Spring
AERO 304,WHITCOMB J,2.277,17%,25%,500,2020 Spring
AERO 306,STROUBOULIS T,3.725,81%,11%,500,2020 Spring
AERO 306,STROUBOULIS T,3.456,60%,30%,501,2020 Spring
AERO 310,CHAKRAVORTY S,2.605,25%,23%,502,2020 Spring
AERO 321,VALASEK J,2.750,16%,45%,500,2020 Spring
AERO 321,VALASEK J,3.096,37%,39%,501,2020 Spring
AERO 351,KARPETIS A,2.634,16%,37%,500,2020 Spring
AERO 351,CIZMAS P,1.912,5%,18%,501,2020 Spring
AERO 401,WORSHAM B,3.936,94%,6%,501,2020 Spring
AERO 402,HARTL D,4.000,100%,0%,500,2020 Spring
AERO 402,SELVA VALERO D,4.000,100%,0%,501,2020 Spring
AERO 402,WORSHAM B,3.914,91%,9%,502,2020 Spring
