course,prof,gpa,% of A,% of B,section_,semester
BUSH 631,BULLOCK J,3.631,84%,5%,700,2020 Spring
BUSH 635,LAHEY J,3.055,44%,33%,601,2020 Spring
BUSH 635,CORTES K,3.625,62%,38%,602,2020 Spring
BUSH 635,MU R,3.611,72%,17%,603,2020 Spring
INTA 603,RUSSELL R,3.500,80%,10%,700,2020 Spring
INTA 604,TALBOT B,3.800,80%,20%,700,2020 Spring
INTA 605,BARTEL M,3.750,75%,25%,601,2020 Spring
INTA 605,LAYNE C,4.000,100%,0%,602,2020 Spring
INTA 605,TALBOT B,3.666,67%,33%,700,2020 Spring
INTA 606,LAYNE C,4.000,100%,0%,600,2020 Spring
INTA 608,CASTELLANOS SOSA F,4.000,100%,0%,600,2020 Spring
INTA 608,CASTELLANOS SOSA F,4.000,100%,0%,601,2020 Spring
INTA 613,NAPPER L,3.888,89%,11%,601,2020 Spring
INTA 613,NAPPER L,3.555,56%,44%,602,2020 Spring
INTA 621,LEE J,3.857,86%,14%,600,2020 Spring
INTA 630,SERRA D,3.600,60%,40%,600,2020 Spring
INTA 632,MU R,3.818,82%,18%,600,2020 Spring
INTA 636,NATSIOS A,3.850,85%,15%,600,2020 Spring
INTA 638,GOTTLIEB J,3.444,78%,11%,601,2020 Spring
INTA 640,SNIDER E,3.571,57%,43%,600,2020 Spring
INTA 643,HAMIE C,3.833,83%,17%,600,2020 Spring
INTA 647,HUANG R,3.823,82%,18%,600,2020 Spring
INTA 651,RUSSELL R,3.750,75%,25%,700,2020 Spring
INTA 652,OLSON J,3.727,73%,27%,600,2020 Spring
INTA 652,DALY S,3.615,62%,38%,700,2020 Spring
INTA 654,BLACKWELL J,3.300,60%,30%,700,2020 Spring
INTA 655,MARIN THORNTON G,4.000,100%,0%,600,2020 Spring
INTA 657,HOWELL M,3.842,84%,16%,600,2020 Spring
INTA 659,HUANG R,3.687,69%,31%,600,2020 Spring
INTA 661,MARIN THORNTON G,4.000,100%,0%,600,2020 Spring
INTA 670,NORRIS W,3.857,86%,14%,600,2020 Spring
INTA 670,ROSS A,4.000,100%,0%,601,2020 Spring
INTA 670,CASTILLO J,4.000,100%,0%,602,2020 Spring
INTA 670,THOROUGHMAN K,4.000,100%,0%,603,2020 Spring
INTA 670,MACWILLIE D,4.000,100%,0%,605,2020 Spring
INTA 670,SIEVERT R,4.000,100%,0%,606,2020 Spring
