course,prof,gpa,% of A,% of B,section_,semester
ATMO 201,EPIFANIO C,3.032,33%,42%,299,2017 Summer
ATMO 489,CONLEE D,4.000,100%,0%,550,2017 Summer
ATMO 489,CONLEE D,4.000,100%,0%,551,2017 Summer
ATMO 629,NORTH J,4.000,100%,0%,100,2017 Summer
GEOG 201,LAUERMANN J,2.819,38%,31%,299,2017 Summer
GEOG 202,SMITH J,2.893,18%,53%,200,2017 Summer
GEOG 203,LOISEL J,3.374,66%,15%,198,2017 Summer
GEOG 213,JOHNSON J,2.818,24%,55%,299,2017 Summer
GEOG 352,CAIRNS D,3.714,71%,29%,250,2017 Summer
GEOG 390,HERNANDEZ AYALA J,3.842,84%,16%,101,2017 Summer
GEOG 390,HERNANDEZ AYALA J,3.800,80%,20%,102,2017 Summer
GEOG 405,LOISEL J,3.666,83%,0%,150,2017 Summer
GEOG 450,PROUT E,3.705,76%,18%,100,2017 Summer
GEOG 450,LOISEL J,4.000,100%,0%,150,2017 Summer
GEOL 101,TORREZ B,2.300,15%,22%,399,2017 Summer
GEOL 300,HEANEY M,3.238,24%,76%,150,2017 Summer
GEOL 300,POPE M,3.133,16%,81%,151,2017 Summer
GEOL 300,KRONENBERG A,3.047,29%,48%,153,2017 Summer
GEOL 311,BENAVIDES IGLESIAS,3.760,84%,8%,900,2017 Summer
GEOL 491,LAYA PEREIRA J,4.000,100%,0%,106,2017 Summer
GEOL 491,LAYA PEREIRA J,3.923,93%,7%,236,2017 Summer
OCNG 252,WIEDERWOHL C,3.500,67%,17%,103,2017 Summer
