course,prof,gpa,% of A,% of B,section_,semester
AGCJ 305,DUNSFORD D,2.644,11%,60%,700,2017 Summer
AGCJ 306,WALTHER D,3.825,85%,12%,700,2017 Summer
AGCJ 308,REDWINE T,3.850,85%,15%,250,2017 Summer
AGCJ 313,DUNSFORD D,3.210,37%,53%,900,2017 Summer
AGCJ 314,WALTHER D,3.400,70%,10%,900,2017 Summer
AGCJ 409,ZENT R,4.000,100%,0%,100,2017 Summer
AGCJ 489,RUTHERFORD T,4.000,100%,0%,100,2017 Summer
AGCJ 491,MCKIM B,4.000,100%,0%,320,2017 Summer
AGCJ 494,DUNSFORD D,3.853,88%,6%,356,2017 Summer
AGSC 489,HANCOCK J,3.750,75%,25%,500,2017 Summer
ALEC 494,RUTHERFORD T,4.000,100%,0%,151,2017 Summer
ALEC 494,DROMGOOLE D,4.000,100%,0%,350,2017 Summer
ALEC 617,STRONG J,3.526,63%,26%,700,2017 Summer
ALED 202,MOORE L,3.111,50%,25%,199,2017 Summer
ALED 301,WALTER G,3.166,50%,33%,200,2017 Summer
ALED 301,ODOM S,3.259,44%,41%,299,2017 Summer
ALED 340,PRESTON T,4.000,100%,0%,950,2017 Summer
ALED 340,STRONG J,3.051,31%,51%,999,2017 Summer
ALED 344,LOCKETT L,3.650,80%,15%,700,2017 Summer
ALED 422,WINGENBACH G,4.000,100%,0%,250,2017 Summer
ALED 422,ELBERT C,3.692,81%,15%,700,2017 Summer
ALED 424,BOYD B,3.612,77%,10%,199,2017 Summer
ALED 424,DUNN A,3.529,59%,35%,200,2017 Summer
ALED 440,HARLIN J,3.200,54%,29%,701,2017 Summer
ALED 440,"STRONG, JR R",3.375,52%,38%,999,2017 Summer
ALED 481,PRESTON T,2.914,26%,49%,299,2017 Summer
ALED 485,PRESTON T,4.000,100%,0%,150,2017 Summer
ALED 494,STAVINOHA M,3.692,75%,12%,339,2017 Summer
ALED 494,STAVINOHA M,4.000,100%,0%,389,2017 Summer
AGEC 105,PENSON J,2.520,16%,44%,398,2017 Summer
AGEC 105,PENSON J,2.840,28%,40%,701,2017 Summer
AGEC 285,RISTER M,4.000,100%,0%,302,2017 Summer
AGEC 314,DHARMASENA K,3.600,72%,24%,398,2017 Summer
AGEC 314,DHARMASENA K,3.176,53%,29%,399,2017 Summer
AGEC 314,DHARMASENA K,2.888,56%,11%,700,2017 Summer
AGEC 317,SPRINGFIELD H,3.800,80%,20%,201,2017 Summer
AGEC 317,SPRINGFIELD H,3.521,57%,39%,202,2017 Summer
AGEC 330,LEATHAM D,2.833,31%,38%,700,2017 Summer
AGEC 330,LEATHAM D,2.739,13%,52%,701,2017 Summer
AGEC 402,VEDENOV D,4.000,100%,0%,150,2017 Summer
AGEC 402,VEDENOV D,4.000,100%,0%,151,2017 Summer
AGEC 422,SPRINGFIELD H,3.307,42%,46%,298,2017 Summer
AGEC 422,SPRINGFIELD H,3.320,52%,36%,701,2017 Summer
AGEC 435,BUENGER S,2.391,0%,43%,398,2017 Summer
AGEC 435,BUENGER S,2.470,0%,59%,701,2017 Summer
AGEC 437,WEBB D,3.300,53%,30%,398,2017 Summer
AGEC 437,WEBB D,2.777,22%,44%,701,2017 Summer
AGEC 439,MOORE C,2.428,21%,29%,398,2017 Summer
AGEC 441,MOORE C,2.833,33%,33%,398,2017 Summer
AGEC 484,LITZENBERG K,4.000,100%,0%,356,2017 Summer
ANSC 107,FRENZEL L,3.746,78%,19%,100,2017 Summer
ANSC 108,SKAGGS C,3.857,86%,14%,101,2017 Summer
ANSC 305,SANDERS J,3.600,70%,25%,200,2017 Summer
ANSC 305,SANDERS J,3.050,35%,45%,201,2017 Summer
ANSC 307,SAVELL J,3.000,32%,42%,201,2017 Summer
ANSC 318,CARSTENS G,2.947,26%,42%,100,2017 Summer
ANSC 406,HERRING A,3.571,71%,21%,100,2017 Summer
ANSC 433,DUNLAP K,2.944,44%,17%,301,2017 Summer
ANSC 433,DUNLAP K,3.100,40%,30%,302,2017 Summer
ANSC 436,WICKERSHAM T,4.000,100%,0%,101,2017 Summer
ANSC 481,FARNELL Y,3.800,95%,0%,901,2017 Summer
ANSC 485,SKAGGS C,4.000,100%,0%,251,2017 Summer
ANSC 494,FRENZEL L,4.000,100%,0%,350,2017 Summer
ANSC 494,VOGELSANG M,4.000,100%,0%,351,2017 Summer
ANSC 636,WICKERSHAM T,4.000,100%,0%,101,2017 Summer
ANSC 657,GEHRING K,4.000,100%,0%,100,2017 Summer
DASC 418,TOMASZEWSKI M,4.000,100%,0%,150,2017 Summer
BICH 410,HENDERSON POZZI M,2.354,26%,19%,301,2017 Summer
BICH 410,HENDERSON POZZI M,2.600,50%,20%,302,2017 Summer
BICH 410,HENDERSON POZZI M,2.187,19%,19%,303,2017 Summer
BICH 411,MILES B,2.352,24%,24%,301,2017 Summer
BICH 411,MILES B,2.642,21%,43%,302,2017 Summer
BICH 411,MILES B,1.777,11%,17%,303,2017 Summer
BICH 412,AYRES N,3.150,40%,35%,201,2017 Summer
BICH 412,AYRES N,3.444,44%,56%,202,2017 Summer
BICH 432,HENDERSON POZZI M,3.750,75%,25%,900,2017 Summer
BICH 491,KUNKEL G,4.000,100%,0%,312,2017 Summer
BICH 697,BRYK M,4.000,100%,0%,300,2017 Summer
GENE 301,DIBBLEY REYNOLDS M,2.737,32%,34%,300,2017 Summer
GENE 310,MAGILL C,2.600,20%,36%,100,2017 Summer
GENE 312,PISHKO E,2.250,12%,21%,201,2017 Summer
GENE 312,PISHKO E,3.076,42%,31%,202,2017 Summer
GENE 312,PISHKO E,2.962,33%,37%,203,2017 Summer
GENE 432,HENDERSON POZZI M,3.400,40%,60%,900,2017 Summer
AGSM 335,MUNSTER C,2.750,0%,75%,250,2017 Summer
AGSM 337,ENGLER C,3.375,38%,62%,250,2017 Summer
AGSM 360,KINGMAN D,3.285,49%,40%,199,2017 Summer
BAEN 320,SAMARASINGHE N,3.058,35%,35%,300,2017 Summer
BAEN 460,MUNSTER C,3.416,50%,42%,250,2017 Summer
BAEN 465,ENGLER C,3.500,50%,50%,250,2017 Summer
ESSM 351,TAPANEEYAKUL S,2.833,33%,33%,198,2017 Summer
ESSM 351,TAPANEEYAKUL S,2.444,22%,22%,700,2017 Summer
ESSM 440,KNIGHT R,3.428,43%,57%,100,2017 Summer
ESSM 612,HAMILTON W,3.500,50%,50%,700,2017 Summer
ESSM 628,KNIGHT R,3.714,86%,0%,100,2017 Summer
ESSM 636,KNIGHT R,4.000,100%,0%,700,2017 Summer
ESSM 651,TAPANEEYAKUL S,4.000,100%,0%,700,2017 Summer
RENR 400,KYLE G,4.000,100%,0%,150,2017 Summer
RENR 400,KYLE G,4.000,100%,0%,151,2017 Summer
RENR 400,SMITH W,4.000,100%,0%,152,2017 Summer
RENR 405,TAPANEEYAKUL S,3.142,57%,14%,700,2017 Summer
ENTO 300,WOOLLEY J,4.000,100%,0%,151,2017 Summer
ENTO 322,COATES C,3.362,58%,28%,700,2017 Summer
ENTO 450,WOOLLEY J,4.000,100%,0%,150,2017 Summer
ENTO 451,WOOLLEY J,4.000,100%,0%,150,2017 Summer
FIVS 123,HEINZ K,3.277,50%,33%,700,2017 Summer
FIVS 205,BRUNDAGE A,3.588,62%,35%,700,2017 Summer
HORT 203,MCKINLEY W,3.727,73%,27%,101,2017 Summer
HORT 203,MCKINLEY W,3.714,71%,29%,102,2017 Summer
HORT 203,MCKINLEY W,3.818,91%,0%,103,2017 Summer
HORT 301,KING A,3.578,58%,42%,200,2017 Summer
HORT 440,LOMBARDINI L,4.000,100%,0%,150,2017 Summer
HORT 489,KING A,4.000,100%,0%,100,2017 Summer
HORT 489,STARMAN T,4.000,100%,0%,150,2017 Summer
FSTC 201,MURANO P,3.292,41%,50%,199,2017 Summer
NUTR 202,CREASY R,3.784,87%,9%,700,2017 Summer
NUTR 430,LORENZ S,3.208,35%,54%,901,2017 Summer
NUTR 481,GEISMAR K,3.105,42%,37%,900,2017 Summer
NUTR 485,CREASY R,0.000,100%,0%,208,2017 Summer
NUTR 489,SUN Y,4.000,100%,0%,701,2017 Summer
BESC 201,STODDARD K,3.730,81%,15%,700,2017 Summer
BESC 311,EBBOLE D,3.909,91%,9%,150,2017 Summer
BESC 484,KOLOMIETS M,4.000,100%,0%,906,2017 Summer
BESC 484,SHAW B,3.200,80%,0%,913,2017 Summer
PLPA 301,SHIM W,3.200,50%,20%,150,2017 Summer
POSC 201,HYATT D,3.485,63%,23%,200,2017 Summer
POSC 609,FARNELL Y,3.800,80%,20%,100,2017 Summer
POSC 649,FARNELL M,3.333,33%,67%,100,2017 Summer
RENR 375,PETRIELLO M,3.131,37%,45%,700,2017 Summer
RPTS 201,KYLE K,3.260,48%,39%,700,2017 Summer
RPTS 300,MARTZ J,4.000,100%,0%,152,2017 Summer
RPTS 301,LACANIENTA A,3.451,58%,29%,700,2017 Summer
RPTS 302,KANG S,3.500,65%,24%,700,2017 Summer
RPTS 311,SHAFER D,3.111,28%,56%,700,2017 Summer
RPTS 320,GIRARD J,3.000,41%,32%,700,2017 Summer
RPTS 331,DURKO A,2.880,12%,68%,700,2017 Summer
RPTS 336,JOO D,2.733,20%,47%,700,2017 Summer
RPTS 340,KYLE K,3.363,58%,27%,700,2017 Summer
RPTS 370,GABRIEL M,3.440,72%,12%,700,2017 Summer
RPTS 423,ZOU S,3.500,73%,13%,700,2017 Summer
RPTS 426,JAMAL T,2.500,5%,64%,700,2017 Summer
RPTS 484,SCOTT S,3.263,64%,27%,300,2017 Summer
RPTS 484,SCOTT S,3.743,82%,13%,350,2017 Summer
SCSC 201,CRALLE H,4.000,100%,0%,399,2017 Summer
SCSC 201,CRALLE H,4.000,100%,0%,700,2017 Summer
SCSC 301,HOWE J,2.850,20%,50%,101,2017 Summer
SCSC 301,HOWE J,2.000,0%,33%,102,2017 Summer
SCSC 301,HOWE J,2.750,25%,42%,103,2017 Summer
SCSC 301,HOWE J,3.000,40%,20%,104,2017 Summer
SCSC 302,HALL M,3.677,77%,13%,199,2017 Summer
SCSC 302,JESSUP R,3.637,80%,9%,299,2017 Summer
SCSC 302,HALL M,3.600,60%,40%,700,2017 Summer
SCSC 302,JESSUP R,3.800,80%,20%,701,2017 Summer
SCSC 489,BAGAVATHIANNAN M,3.600,60%,40%,300,2017 Summer
SCSC 613,CRALLE H,4.000,100%,0%,700,2017 Summer
WFSC 300,LACHER T,4.000,100%,0%,150,2017 Summer
WFSC 304,KLASSEN J,2.931,21%,52%,300,2017 Summer
WFSC 450,LACHER T,4.000,100%,0%,150,2017 Summer
WFSC 451,LACHER T,4.000,100%,0%,150,2017 Summer
