course,prof,gpa,% of A,% of B,section_,semester
IBUS 450,PANINA D,3.714,86%,0%,250,2017 Summer
IBUS 456,PANINA D,3.481,52%,44%,250,2017 Summer
FINC 341,GUYTON S,2.877,34%,34%,201,2017 Summer
FINC 409,WOLKEN L,2.264,14%,27%,299,2017 Summer
FINC 423,HALLERMANN D,2.800,0%,80%,101,2017 Summer
FINC 445,GASPAR J,3.370,37%,63%,150,2017 Summer
FINC 489,WOLKEN L,3.666,67%,33%,299,2017 Summer
FINC 601,MOORE K,3.492,51%,48%,201,2017 Summer
FINC 602,ERTURK B,3.338,42%,50%,201,2017 Summer
FINC 629,DYE R,3.553,57%,40%,100,2017 Summer
FINC 632,ROSSI M,3.606,61%,39%,101,2017 Summer
FINC 632,ROSSI M,3.580,58%,42%,102,2017 Summer
FINC 665,HALLERMANN D,3.259,26%,74%,101,2017 Summer
FINC 665,HALLERMANN D,3.425,42%,57%,102,2017 Summer
ISYS 209,CURTSINGER W,3.055,39%,42%,198,2017 Summer
ISYS 209,CURTSINGER W,3.273,55%,27%,199,2017 Summer
ISYS 210,JAMIESON T,3.877,90%,8%,101,2017 Summer
ISYS 210,PHINNEY T,3.350,50%,45%,201,2017 Summer
ISYS 250,BOONE E,3.000,21%,57%,101,2017 Summer
ISYS 601,PHINNEY T,3.555,56%,44%,201,2017 Summer
ISYS 610,WHITTEN G,3.833,83%,17%,201,2017 Summer
ISYS 615,BECKER A,3.466,53%,40%,201,2017 Summer
ISYS 615,BECKER A,3.131,24%,66%,202,2017 Summer
ISYS 620,MANLEY M,3.514,51%,49%,201,2017 Summer
ISYS 620,MANLEY M,3.628,63%,37%,202,2017 Summer
SCMT 303,DARCEY L,3.040,38%,34%,101,2017 Summer
SCMT 303,ARREOLA-RISA A,3.113,45%,30%,201,2017 Summer
SCMT 305,ARREOLA-RISA A,3.444,50%,44%,201,2017 Summer
SCMT 364,PAPPU M,3.020,32%,42%,101,2017 Summer
SCMT 364,ARREOLA-RISA A,3.055,25%,56%,201,2017 Summer
SCMT 375,WHITTEN G,3.800,83%,13%,199,2017 Summer
MGMT 209,SWIM K,2.458,14%,40%,100,2017 Summer
MGMT 209,HAILEY C,2.659,24%,32%,200,2017 Summer
MGMT 211,SWIM K,2.411,18%,29%,100,2017 Summer
MGMT 211,HAILEY C,2.848,30%,33%,200,2017 Summer
MGMT 309,WESSON L,2.604,19%,32%,100,2017 Summer
MGMT 363,WESSON L,2.857,25%,44%,100,2017 Summer
MGMT 439,SCHUUR SOUSA A,3.772,82%,14%,200,2017 Summer
MGMT 450,PANINA D,3.894,89%,11%,250,2017 Summer
MGMT 466,TIHANYI L,3.480,56%,40%,101,2017 Summer
MGMT 466,TIHANYI L,3.500,60%,37%,102,2017 Summer
MGMT 466,FLINT G,3.242,27%,70%,200,2017 Summer
MGMT 484,MORA K,3.571,71%,14%,350,2017 Summer
MGMT 637,FLINT G,3.560,56%,44%,100,2017 Summer
MGMT 637,LESTER R,3.500,50%,50%,661,2017 Summer
MGMT 643,ELMORE O,3.453,50%,45%,100,2017 Summer
MGMT 680,FLINT G,3.425,45%,52%,100,2017 Summer
MGMT 680,FLINT G,3.615,62%,38%,200,2017 Summer
MKTG 321,PARISH J,3.918,92%,8%,931,2017 Summer
MKTG 321,PARISH J,3.914,91%,9%,932,2017 Summer
MKTG 335,LORING A,3.550,80%,10%,199,2017 Summer
MKTG 335,LORING A,3.230,62%,23%,700,2017 Summer
MKTG 345,LORING A,3.777,81%,15%,101,2017 Summer
MKTG 401,SEIPP L,3.390,45%,49%,299,2017 Summer
MKTG 401,SEIPP L,3.217,26%,70%,700,2017 Summer
MKTG 402,BURTON L,3.625,69%,25%,350,2017 Summer
MKTG 402,MCDANIEL S,3.739,74%,26%,351,2017 Summer
MKTG 402,SEIPP L,3.888,89%,11%,352,2017 Summer
MKTG 403,MCDANIEL S,3.827,83%,17%,350,2017 Summer
MKTG 409,LORING A,3.228,37%,49%,101,2017 Summer
MKTG 409,PRIDE W,2.340,12%,30%,199,2017 Summer
MKTG 409,SEIPP L,3.772,79%,19%,399,2017 Summer
MKTG 409,PRIDE W,2.304,9%,33%,700,2017 Summer
MKTG 409,SEIPP L,3.765,78%,20%,701,2017 Summer
MKTG 484,LORING A,4.000,100%,0%,351,2017 Summer
MKTG 621,PRIDE W,3.157,37%,42%,199,2017 Summer
MKTG 621,BUSCH P,3.800,80%,20%,201,2017 Summer
MKTG 621,PRIDE W,2.625,12%,38%,700,2017 Summer
MKTG 705,LORING A,3.923,92%,8%,200,2017 Summer
